feature_name,feature_importance,rank
ic.eps.ratio,0.1229973829270241,1
ic.eps.s,0.10683518805874587,2
ic.eps.max,0.09733735135295628,3
ela_meta.lin_simple.coef.max_by_min,0.06270228001442286,4
pca.expl_var.cor_init,0.054704298737253264,5
ela_distr.kurtosis,0.0481596972103607,6
ela_level.lda_mda_50,0.0434278952880717,7
ela_meta.quad_simple.cond,0.043254006755824144,8
ela_level.lda_qda_10,0.035082565440565115,9
ela_level.mmce_lda_10,0.033689835414996316,10
ela_level.qda_mda_50,0.03291391382301371,11
ic.h.max,0.03232218714148868,12
ela_level.mmce_mda_10,0.030847218311872635,13
ela_distr.number_of_peaks,0.029595647935553537,14
ela_distr.skewness,0.026846444005300427,15
pca.expl_var_PC1.cor_x,0.025897851957918536,16
ela_level.qda_mda_10,0.025054035013377215,17
nbc.nn_nb.sd_ratio,0.024771298358255086,18
nbc.nn_nb.cor,0.02449244730644956,19
nbc.nb_fitness.cor,0.02305796410049096,20
disp.ratio_mean_25,0.022375014445360223,21
ela_level.mmce_qda_10,0.021333080727089376,22
disp.diff_median_25,0.02132806328080462,23
nbc.nn_nb.mean_ratio,0.020841293632847733,24
disp.ratio_median_25,0.020257288565515032,25
ela_meta.quad_simple.adj_r2,0.019786700782764007,26
ic.m0,0.019432182840781558,27
ela_meta.lin_w_interact.adj_r2,0.019023540375917566,28
disp.diff_mean_25,0.018307698152342997,29
ela_level.lda_mda_10,0.017165059984090496,30
ela_level.mmce_lda_50,0.01693628260503094,31
pca.expl_var_PC1.cor_init,0.016861449553217254,32
ela_level.mmce_mda_25,0.01630115566679714,33
ela_meta.quad_w_interact.adj_r2,0.015983328342740678,34
ela_meta.lin_simple.intercept,0.015832250777752407,35
nbc.dist_ratio.coeff_var,0.015659110562363212,36
disp.diff_mean_10,0.015389014001513247,37
disp.ratio_median_10,0.014058579984064965,38
ela_level.qda_mda_25,0.01364110473594909,39
disp.diff_median_05,0.013586848297956219,40
disp.ratio_mean_10,0.013294563299128884,41
disp.diff_median_10,0.01287769094418087,42
ela_level.mmce_mda_50,0.012728445174456935,43
disp.ratio_median_02,0.012584257619446086,44
disp.diff_median_02,0.012196302814982886,45
ela_level.mmce_lda_25,0.012154389211152783,46
ela_level.lda_qda_25,0.011576937289873366,47
ela_level.mmce_qda_25,0.011563259426773316,48
disp.diff_mean_02,0.011387762212654915,49
disp.diff_mean_05,0.011294928274419644,50
ela_meta.lin_simple.adj_r2,0.011252002063294157,51
disp.ratio_mean_02,0.011179462086488625,52
disp.ratio_mean_05,0.01099566038800146,53
ela_level.mmce_qda_50,0.01053361211970596,54
ela_level.lda_mda_25,0.010318130841221197,55
disp.ratio_median_05,0.01011856814062919,56
pca.expl_var_PC1.cov_init,0.010023836889909038,57
ela_meta.lin_simple.coef.max,0.0099412986714022,58
ela_level.lda_qda_50,0.009499261315394456,59
pca.expl_var.cov_init,0.009423974998782529,60
ela_meta.lin_simple.coef.min,0.007217906066109686,61
