feature_name,feature_importance,rank
ic.eps.ratio,0.09915283087922301,1
ic.eps.s,0.08590465500678347,2
ela_level.lda_mda_25,0.06657323915494086,3
ela_distr.kurtosis,0.06414349642872405,4
ela_level.lda_qda_10,0.05232940061163854,5
ela_distr.number_of_peaks,0.05209599946235268,6
pca.expl_var.cor_init,0.04969419009154114,7
ic.eps.max,0.04716318807692602,8
ela_distr.skewness,0.0369870894530586,9
ic.h.max,0.03477629589986372,10
pca.expl_var_PC1.cor_x,0.030747161793739153,11
ela_meta.quad_simple.cond,0.029478128204739707,12
ela_meta.lin_simple.intercept,0.027136748033051872,13
ela_level.qda_mda_10,0.026753888142628284,14
ela_meta.quad_simple.adj_r2,0.025609878905526354,15
ela_meta.lin_simple.coef.max,0.02471057078834039,16
nbc.nn_nb.sd_ratio,0.023704214244128816,17
nbc.nb_fitness.cor,0.02250852997357626,18
nbc.nn_nb.cor,0.022120102279399704,19
ela_level.qda_mda_25,0.02156967970856384,20
nbc.nn_nb.mean_ratio,0.02024186454158182,21
ela_level.mmce_lda_10,0.01969098884116628,22
ela_level.qda_mda_50,0.019596739972115872,23
disp.ratio_median_10,0.01954037209432299,24
disp.ratio_median_25,0.01931127853841979,25
ela_level.mmce_mda_50,0.01828568769072075,26
ic.m0,0.018015296288898648,27
disp.diff_mean_05,0.01797387175864118,28
ela_meta.lin_simple.adj_r2,0.017454616853158824,29
disp.diff_mean_10,0.017359830271992144,30
disp.ratio_mean_25,0.017331334575525995,31
nbc.dist_ratio.coeff_var,0.0172787134380829,32
disp.diff_mean_25,0.017198465585011428,33
disp.diff_median_02,0.017183930153053938,34
disp.diff_median_25,0.017045142779709276,35
ela_level.lda_mda_10,0.016905777455112483,36
ela_level.lda_qda_25,0.01613145282041698,37
disp.diff_median_05,0.015735428409189987,38
ela_level.mmce_mda_10,0.015694003555584382,39
disp.ratio_median_02,0.015681271326726094,40
ela_level.mmce_qda_50,0.015457236076633083,41
ela_meta.lin_w_interact.adj_r2,0.01543029377426272,42
disp.ratio_mean_02,0.01541055246672484,43
ela_level.mmce_qda_10,0.015098262815636976,44
ela_level.mmce_lda_50,0.015053657608976307,45
disp.ratio_mean_10,0.01503699110047372,46
ela_level.mmce_lda_25,0.014982218720118623,47
disp.ratio_median_05,0.014210877436195408,48
ela_level.mmce_qda_25,0.013526037798518534,49
ela_meta.quad_w_interact.adj_r2,0.0134054742194496,50
pca.expl_var_PC1.cor_init,0.013303356110251817,51
disp.ratio_mean_05,0.013220950942053326,52
ela_level.mmce_mda_25,0.013010771523138792,53
disp.diff_mean_02,0.01267071037957896,54
ela_meta.lin_simple.coef.max_by_min,0.011661513804943886,55
disp.diff_median_10,0.01155166482927477,56
ela_meta.lin_simple.coef.min,0.008916146571659124,57
pca.expl_var_PC1.cov_init,0.008481262012430421,58
ela_level.lda_qda_50,0.008026551192573667,59
pca.expl_var.cov_init,0.0069568277576413625,60
ela_level.lda_mda_50,0.006199009895115857,61
