f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_distr.kurtosis
5,5,-0.3373167077944647,-0.26636167768691676,-0.31575731221078535,-0.06238378130858141,-0.03011747872965096,-0.012394453190704235,-0.014620977923571931,-0.05229491875378468,-0.043059495860853184,-0.008699956622748526,-0.0033961382879119898,-0.03208003456268911,-0.021543184528607148,-0.019578536833851013,-0.036870774477362554
6,1,0.39574779447742564,-0.2290233956089992,0.11730478637689494,0.0539713755017528,-0.00806334352101387,-0.02788208901902205,-0.05976395179934677,-0.003862721290052347,-0.060171312677956335,-0.056247705247313526,-0.039379491574558265,-0.03723262466307301,-0.010811896125256092,-0.011208787640051895,0.005637354577117513
6,2,0.397227493028822,-0.23618675553260401,0.11647367502627694,0.05642204830979517,-0.004983424959501903,-0.029138804493869446,-0.06295931405052523,-0.002489526674970571,-0.06502930966523271,-0.03061145789897423,-0.037368118731686724,-0.03772292368464835,-0.0020255893539950845,-0.009135047577940822,-0.0014603037905084203
6,4,0.4020746981325613,-0.22815661891599398,0.12017314684597401,0.058594237460107175,-0.008078396556777839,-0.026289305079551416,-0.06565292504345185,-0.014407513974425246,-0.06244058533411416,-0.0354948216570289,-0.040660173795736436,-0.03478262331567919,-0.004506992430447146,-0.011335285561165854,-0.022445527460213388
6,5,0.3939830774944047,-0.24369816778881326,0.12073047325563324,0.05264629269102131,-0.010210967955845874,-0.027858706229024807,-0.06388899580668607,-0.007834410053458184,-0.06625033224311568,-0.04581259370314235,-0.03598886394129998,-0.030068263065914525,-0.010150776159292033,-0.00943188148894042,-0.006390962148994418
7,1,0.32486023769700945,-0.23004789239223827,-0.08889403602750763,0.025481712171385795,-0.028597396927941908,-0.02782581734929494,-0.060996297311618215,-0.06450329082764528,-0.0603000250763171,-0.0491943895666117,-0.04925400058471768,-0.039278729912291234,-0.007548840131477854,-0.011205883681030027,0.004785546915787889
7,2,0.37150084674756806,-0.22481847457573195,0.11183254512222766,0.03147607304631087,-0.024651611314818838,-0.03607271959533586,-0.07057911514206704,-0.06928099583901366,-0.07129902339380167,-0.04983539339466503,0.009466838770015378,-0.03773902371284448,-0.005321911645803231,-0.00553061290135637,-0.00012984814930927817
7,4,0.3487924348078871,-0.23877828540158114,0.10133714657018912,-0.021916398379738942,-0.05249895423548379,-0.0336066080096501,-0.08341768304246384,-0.08622068414536206,-0.03275141528527411,-0.027984133854427565,-0.08083003737562945,-0.02788369058403714,-0.012525925840450602,-0.015322288256026554,-0.00469386177240744
7,5,0.3467824930630932,-0.23287772929184533,0.09714539117626221,-0.002412900532559272,-0.053031213207310246,-0.03621486360814679,-0.07772056165329023,-0.09105078831189355,-0.07883191362570781,-0.05468012878951922,-0.062451295618746225,-0.04956901290176355,-0.00018694797319543128,-0.014725371354853679,-0.00622363140470542
8,1,0.4191023192454127,-0.20974722250691552,0.15513715149391216,0.05132644941733393,-0.010152071204069765,-0.020902375352808828,0.028772693803684853,-0.0017945059878224665,0.013276984930096509,0.014186207132957719,0.0016656119228069493,-0.02315400281624725,0.0015430638460254883,-0.01719477837647278,-0.00141038402992655
8,2,0.4210509506016235,-0.20993872850073741,0.1403202996030204,0.04229224981850336,-0.011050326058052442,-0.027322246605731428,-0.019067661230784134,-0.008185521279953043,0.01589534729297438,0.017749615944281615,-0.027243638256214946,-0.0302418799647101,-0.0019152344649156785,-0.012245414967414282,-0.005830433874542905
8,4,0.421012277422116,-0.20650180508932742,0.15541183061103755,0.0535617881438474,-0.010616897313504103,-0.019996998132476948,0.024852883468002906,0.0048936042291349595,0.01126332471821133,0.014680321314622878,0.0019853079607883633,-0.023000926589629524,0.0029687951256672624,-0.017907198577616194,-0.006724756890556359
8,5,0.41552793040580543,-0.2103577989434809,0.15363530233946798,0.05048618226697245,-0.011256554450658698,-0.02707979298680877,0.028506951564423098,0.002395482542965315,0.010627073773728849,0.012649166329619387,-0.0014491457634554876,-0.02639329862767867,0.0004898923220913833,-0.016726613995407116,-0.002430871599477298
9,1,0.43597390970148425,-0.18218014698078475,0.2283459463238624,0.04670495216115994,-0.006980405471499844,0.06272219558211237,0.13743139803669058,0.015271678189462706,0.00940499050370895,0.12779148594861653,0.04190914440109519,0.04943950554543133,0.011824451104548677,0.009832052108019438,0.014693225830802705
9,2,0.4357871226325033,-0.1810032410397901,0.22704883698770895,0.0488228524969027,-0.011202466571788642,0.06527102202633167,0.13828938097844135,0.017758836848439572,0.008843566464487392,0.12732351721734508,0.0430164732635847,0.06865809794830688,0.023507903988487892,0.01231619855492938,0.014661347300515704
9,4,0.4375927231788709,-0.18110484730450482,0.22383217316869186,0.04855405724339883,-0.01145841933027979,0.06368032886436426,0.13624423285727308,0.015106469434626235,0.00902101829614869,0.12609691317578803,0.04306413916068114,0.0686596724458409,0.023514817758136894,0.009686495416565938,0.014609699984509825
9,5,0.4018821851085427,-0.19986613292766472,0.2155405293532954,0.043765256571005384,-0.012483672350586287,0.03278383367587199,0.1190407309083116,0.0148195208471163,0.0096252927363985,0.10825728321353714,0.03821132819823448,0.049089763422119556,0.021548763625234512,0.008675384062359605,0.010272639750685271
10,1,0.5575836264854428,2.1244081142485944,0.035046347223056114,0.19962858477331033,0.24266542936792854,-0.03864227197371947,-0.037567924640049495,-0.04419571471036542,-0.02950297491183657,-0.041456282876717925,-0.024641585436124918,-0.02643500321537856,-0.00570586811469491,-0.04848066420981433,-0.03291452478178801
10,2,0.3997100797526622,2.284561268048366,0.0319473344372727,0.1991398058418297,0.10524757720220324,-0.03754770269883356,-0.03494162655407879,-0.04861391948287402,-0.02792722752577843,-0.04410170244218821,-0.005902774439745479,-0.026121459236304503,-0.004803968637218506,-0.021501520965650216,-0.027072880203649795
10,4,0.5847485815487653,1.856749413563215,0.04257518088926215,0.20443083717778193,0.24464084196840138,-0.024862084121600937,-0.03476541760402396,-0.04782479517380528,-0.028751624260790445,-0.0366096825491733,-0.019191113375860477,-0.026520164729644916,-0.005577600373317476,-0.042763434715848044,-0.01372592670032071
10,5,0.3766131335049146,1.2943635661615007,0.09764333905090271,0.01204595825402889,-0.010418691897378018,0.04103727604711897,-0.03089013342209568,-0.03460478103151861,-0.006039117423080001,-0.03251767487037861,0.06016406269691221,0.0487965345220534,0.005113471069815969,-0.010149985874304976,0.011110870557937776
11,1,0.40516672321282227,-0.014227768981570438,0.15226074553362445,0.055812600512022595,-0.006050373058878617,0.06866445895034759,-0.042567753375171206,-0.03160527567879157,0.04019151366647619,-0.03466662075423354,0.015717841020845585,0.0688921742615107,-0.00953876971680577,0.00015193053546224127,0.022220982394633156
11,2,0.41346094039704734,-0.1793149982853577,0.16214747950992778,0.06298507500538658,-0.006507098197913425,0.06765807154090192,-0.047494251553297145,-0.03495034447190463,0.039470396044918754,-0.04171071415932326,0.056850549327046945,0.06722662503022606,-0.008734923874873575,-0.0016683103725484054,0.018649939887157168
11,4,0.30194765920318234,1.2575885324618097,0.08139393050761917,0.013279094297909941,-0.007757487772024579,-0.022485304207404314,-0.08769874205993293,-0.040771107196482144,-0.040987427358542064,-0.13449890928615824,-0.0232442909257916,-0.02924404814782386,-0.0011840599223659053,-0.035013815095156796,-0.005635182235117428
11,5,0.40802422671130667,-0.1141728098186554,0.16107787303704482,0.06161740387244833,-0.006127721458636545,0.06708757337759744,-0.046204690718942315,-0.03391455983765282,0.03993120761261415,-0.03340956840478922,0.03439654694967306,0.06955381052495493,-0.00867828789904011,-0.00035286514826954405,0.02612871138488271
12,1,0.5691979007600616,2.449117790751728,0.11033588571187909,0.21399933287131243,0.2656876489947098,0.020273875531138682,0.012366035713915044,0.00909272015169398,0.014205448643043274,0.0713909178827621,0.015136514692581295,0.02145118908402118,-0.005169441171579484,0.024135184121090947,0.043187620376318216
12,2,0.5344195789449858,2.348285323428105,0.06761615604958988,0.20855092950781043,0.25806454819454433,-0.002549363180588656,-0.021949383298102514,0.011763154390690022,-0.010142927795707718,-0.010171189981855578,-0.0037882826303234523,0.006510385723781848,-0.003047942839594014,0.010089443283333426,-0.013695119381511215
12,4,0.5682136036713302,2.4736586670859766,0.10742016235296285,0.22514910337880478,0.2675672538987552,0.0201894690276203,-0.004036246856454177,0.00916774874315932,0.009888365109836525,0.0073617403201271915,0.00842584850794963,0.021653885307755156,-0.0049087698135742005,0.023779407427616694,0.04289203307956025
12,5,0.5494454217031932,2.411848836671566,0.10289761671834914,0.22288878727307393,0.25891192335425905,0.03675755080136735,-0.0014476023343295817,0.012776094165254477,0.001209416012632101,0.051871813767559186,-0.0010639606874404814,0.020428263123659172,-0.00474921714038206,0.015208792264760069,0.0398312202613825
13,1,0.4599851282162986,-0.21902099691769455,0.15291696352570877,0.05224584818584568,-0.009285885734295783,-0.023510206682640866,0.050559358193820444,0.007777387444760655,-0.04100919876968376,0.0589789155883299,-0.034716255012000236,-0.02436009254224546,0.006796076390113345,-0.007356209840627638,-0.007879164068171237
13,2,0.43828340349176675,-0.21898055203730418,0.14105317142025833,0.05087065615971816,-0.012936848541493162,-0.025768281454592874,-0.0273081074223721,-0.010915499765632787,-0.042388886795632914,0.03633124652749347,-0.029319055955913966,-0.030018614871498026,0.0017639230312936796,-0.011446087913384924,-0.013704525317464916
13,4,0.48468829345394876,-0.22319028376089803,0.15436606065827616,0.04304224195554417,-0.011951512951112664,-0.023973091747794592,0.09935719647906109,0.006133448681046416,-0.0027831521874271494,0.06506603186759533,-0.026808364651527583,-0.017764638183866307,0.0188147891182309,-0.003065465392679433,-0.01668349861708963
13,5,0.49368510038578683,-0.22277247037221826,0.16598603305080686,0.04507733538820322,-0.014480643553946517,-0.03179533588525082,0.11931639212110873,-6.117026824244819e-05,-0.003355498313947226,0.10647145637396156,0.028224343187543,-0.01458403776246864,0.014331501848040322,-0.0012648310863786706,-0.018077855829679145
14,1,-0.5976596795085708,-0.26332897744310485,-0.010754723670609012,-0.05780050169910321,-0.03222055752922146,-0.03342997192232874,-0.029657189564277292,-0.07010614786519725,-0.07514095756332563,-0.03445812142281805,-0.05368707696922211,-0.053235773303260715,-0.011841802252743101,-0.03686969155910946,-0.0013179712104909294
14,2,-0.567775782916598,-0.26106726292053173,-0.0035384123577963354,0.0011636689132870884,-0.033876531376238174,-0.033185348594519645,-0.03361853285652775,-0.08213798211169411,-0.07397000856671816,-0.03585398852537157,-0.058327218803543086,-0.04884558017527695,-0.02064818311376518,-0.033009857715642285,0.007900383392439366
14,4,-0.5515308813298547,-0.26588074708549564,-0.005926528989084477,-0.07923397113695718,-0.029040415956854037,-0.012258422599852332,-0.028234761753043024,-0.07611765666601819,-0.08138976151329486,-0.011788063269812821,-0.04830634386548764,-0.02335746965574797,-0.0033950655830938914,-0.03820782380680864,0.014690808758068209
14,5,-0.5890685052542196,-0.26086338702975403,-0.002626406317365612,0.0059000522925892205,-0.03559548158577732,-0.032839181229796045,-0.03340262301359473,-0.06101508930728243,-0.07558904088795294,-0.036378133963818504,-0.06355859964896608,-0.050673725989185354,-0.010308683981039114,-0.0336925936775874,0.009211741254433152
15,1,0.4362381653022547,-0.2158315948224677,0.14998058640274142,0.03537250387297063,-0.015737320519360304,-0.01966964109469316,-0.010346180366311072,-0.008535960893496296,-0.015490871903098311,0.022427852968456466,-0.001372241674940662,-0.020763754289007678,0.0011922032391213173,-0.012829112218796054,0.019088375082827295
15,2,0.4127537775520294,-0.22732633957335968,0.14289341500923913,0.039300406469443626,-0.01716707591117484,-0.023596901158838432,-0.02083288881796405,0.004237666727185251,-0.04562279538537875,0.04499692435489998,-0.028785781993716713,-0.02037460909767843,-0.004793186594518806,-0.0049305117886509165,0.012562980162628757
15,4,0.44187655856624564,-0.2271395491006709,0.1442375493907981,0.021356515837600478,-0.04069545313126637,-0.019269836669242393,-0.01233358495911705,0.008520019115185686,-0.018403481564655835,0.05018826802907329,-0.03448537429710026,-0.026950045951944578,0.0009627020126540672,-0.0072804634174547375,0.015946592278933972
15,5,0.3944270521493835,-0.21237980491123365,0.1503328326771357,0.023434759235644875,-0.031014347378727023,-0.008741839121834839,0.03486025602994366,-0.003205820925868378,-0.008089111299562263,0.019067666181401606,0.027455177180429002,0.006111155270843402,0.01802410980444434,-0.01764832418918311,0.007831404430271935
16,1,-0.48023555321291683,-0.21814756266722246,0.11346468370329493,-0.047391448931788475,-0.02611273572793895,0.03627313767175856,-0.004526309773003731,0.04301289213783323,0.034471697028827054,-0.02219512528315817,0.026548807601638764,0.04148961551068474,-0.044376192254618904,0.028130224720135672,0.023074708506096
16,2,-0.45719536458360055,-0.2155364447137817,0.11514455058991459,-0.04245650682235436,-0.015433374645828649,0.04542451640646404,-0.010441285598019216,0.04858757293627763,0.03769410691289212,-0.01893258921533277,0.031145084915808467,0.043420185478058336,-0.004555955779447107,0.030417437899422844,0.024817631234074225
16,4,-0.4548008410714222,-0.2152665276254291,0.11596198005783767,-0.04251913697164345,-0.01567357434483242,0.045479441205250395,-0.004667457278342977,0.04857257482938322,0.03897404489731836,-0.01917582983254092,0.03097694261221916,0.04300568011294605,-0.002522638742616065,0.029798796397649714,0.025238171818864844
16,5,-0.4876705710521019,-0.21830128526438144,0.1067168552212898,-0.04589030051320068,-0.024456689456559957,0.01870577854110182,-0.02394486193732281,0.045660858820548,0.029139251031492973,-0.02022920135290485,0.028799715333218998,0.04234405169793552,-0.015751629157170308,0.027297703696867886,0.019393926019805212
17,1,-0.5260795109539398,-0.2501694229206271,0.024837904944496222,-0.0745362336234383,-0.027367961847749426,-0.014150948746809597,-0.029736627225857123,-0.01863062382194718,-0.009471456636211708,-0.02935739082349627,-0.04128356915380035,-0.021476974688612552,-0.027283395854140736,-0.043248143559228895,0.015726282693482852
17,2,-0.4992456500660426,-0.24175566797459044,0.08608604794740897,-0.10505697044107978,-0.02394161078431719,0.0010543924881591758,-0.03983307718668065,0.022999065106672066,0.0218373807079419,-0.024327431177075504,0.02635308765968894,0.022883772021168623,-0.02656249164424273,0.0019007249099511874,0.026215811909275053
17,4,-0.540291132786729,-0.24632386258959507,0.03391709772615359,-0.09729229047438871,-0.02298973054854033,0.002506884891637663,-0.02530692598166331,-9.248635857088319e-05,0.022839498200910715,-0.02077194480597449,0.02166787224767489,-0.021561745322360597,-0.026897837284247827,-0.03094512809767366,0.018310487530990325
17,5,-0.5064276965700676,-0.2347417617233441,0.08200070562875424,-0.107459764620492,-0.025934930896530276,0.002239911027437226,-0.026300859618515398,0.023444837976118765,0.021933714065464748,-0.019086187877861906,0.024142763606043092,0.028878794616972236,-0.02548019338954219,0.015944204778682365,0.027860947361638654
18,1,0.30747860593880305,-0.21994836406918597,0.1082316868403048,-0.018528117422558353,-0.05111486949560566,-0.03645440400945084,-0.06710831948226037,0.0022952403502303157,0.01902032278383154,-0.06861082693854481,-0.053637273722216695,-0.02496427711328587,-0.019963909679222746,-0.01106745183795668,0.015202007311924264
18,2,-0.4340160176206319,-0.23588254224263075,0.10007083827693966,-0.04513587258692767,-0.024201334871809282,0.006995562509873659,-0.023870962014711065,0.03140583502043712,0.035516915209198134,-0.026262799564345456,0.030792769072547948,0.027670777014811267,0.018605821991759978,0.030197946096012014,0.02829302920120225
18,4,-0.4794604128754763,-0.2411927543335138,0.07141772818034499,-0.06871468540446694,-0.02729341478501161,-0.0025280753867437996,-0.027915909848964648,-0.005781081347006249,0.02392455115541944,-0.024807706045869952,0.010433479124321136,-0.024887596719319165,-0.01668195614293812,0.0024213967150282104,0.025706915074863525
18,5,-0.4424382228634841,-0.22798469147674275,0.09616482823888152,-0.04524817113721276,-0.018957075712719592,0.010683520388045568,-0.01521364137143565,0.04501469096722971,0.04672981031734987,-0.0118018273116949,0.031298780703577965,0.03075890908079943,0.01774408515861355,0.027930106729076105,0.034182167737581544
19,1,-0.5954052415606788,-0.23839104030733785,0.09593812091704515,-0.08943385433252024,-0.02284474622256752,0.03765994515236591,0.02172906873128696,0.03126656223941569,0.0071853406336099095,0.014462145145125949,0.024093269755485827,0.023137571020988224,0.03580096165470236,0.01025070745354605,0.019158296477167693
19,2,-0.6200613108071392,-0.2383258110991025,0.09412578835184217,-0.09138289510810876,-0.023552885607500684,0.03822439708604695,0.024000986903100714,0.034321316758781945,0.006129113023376254,0.030558782400504643,0.024026412749441683,0.023790819622282532,0.032670342870248,0.010311390019093852,0.020363039287658993
19,4,-0.5929730592684185,-0.23818442942698323,0.09600750956882435,-0.08833499661545485,-0.022772800827096585,0.039368125913150157,0.022295362297955146,0.03186711189592662,0.007325659496342615,0.015116337314552357,0.02418982586123644,0.02300908705029702,0.03587384837906505,0.013287446830762656,0.018453884265447796
19,5,-0.5941503951697428,-0.2386013554073344,0.09137379773967566,-0.09127751541235382,-0.021253467248558804,0.036641532275550635,0.02115290988048467,0.02992942065975524,0.006801322848665688,0.014237442275087041,0.0241037714445956,0.02268943458174593,0.033220459357125455,0.009364377070849533,0.018032698364063522
20,1,0.21923875631676015,-0.2484164292896539,-0.7657427901442095,0.020110261976507803,-0.013803400398081674,-0.015468667954126988,-0.010095210679714924,-0.0148770420314279,-0.014914944258462608,0.007136078180954861,0.0054384744342784895,-0.018662601663872867,-0.0035027418853159826,-0.0024941180940842196,0.0007113376052436139
20,2,0.21844177389602443,-0.24874501506483698,-0.761653986475983,0.018991447203620636,-0.013815794755130886,-0.016199360857492438,-0.015069807218237752,-0.014299195175420628,-0.015273221430826621,0.006794251394949951,0.0052312201398901125,-0.01838915791694443,-0.003679581278116318,-0.0028948925680820307,0.0006544718445248654
20,4,0.21866921892183383,-0.24835594653673723,-0.7651955212132423,0.01967749981408578,-0.013816643797927694,-0.015453399087640485,-0.009707846676916498,-0.014892698710579478,-0.015313269400869252,0.007065930227518278,0.004845480178395555,-0.0185077972132186,-0.0007404629492380708,-0.002600372260138175,0.0007893787487340245
20,5,0.21918010885922426,-0.2454783126218771,-0.7586247152366166,0.01927726460600663,-0.013818144670824787,-0.014862672167264952,-0.015602386043240232,-0.014320618530289033,-0.015172850338143303,0.006948449855021509,0.006502680190758249,-0.01821539742134043,-0.001045303722722331,-0.0027837022081108583,0.0004097621895508723
21,1,-0.5134059077464366,-0.2188158453232908,0.11242945103913107,-0.089056425565729,-0.025113018419797413,0.04152123188900553,-0.021269210338796203,0.044499715502080185,0.030455545538699603,-0.02126137401965062,0.029107722459107865,0.038389439130295355,0.01929401869787538,0.025763572686671146,0.025119261423041443
21,2,-0.511808332064776,-0.21841745233491244,0.11246233028429593,-0.08790717434310001,-0.022464321082080404,0.04212073551846583,-0.021513626673835235,0.04417082129090069,0.031117773664799432,-0.021474660936847814,0.029250766411355846,0.03828947333848234,0.021707392436085576,0.025146331240331374,0.024089530420618916
21,4,-0.5013416651015071,-0.22949628173079434,0.11413639145550737,-0.08691036827319963,-0.02238418541568637,0.0440079145709809,-0.015112638830721604,0.050922710103149034,0.03266050917860251,-0.011825270463339753,0.02931942809599789,0.040589212956108914,0.030842760068914562,0.02898919766793956,0.02849902302099318
21,5,-0.5076281973321924,-0.23316062642757954,0.11521038207250683,-0.08596922037337158,-0.02535089483951618,0.04226624050408764,-0.016806225917617646,0.0470106710537533,0.032582117790081126,-0.010341192186699115,0.028868682615124996,0.039560272807193375,0.028865492383013606,0.026702975104890673,0.027835474445808167
22,1,-0.5150100087093565,-0.2361924954824049,0.0963320971267969,-0.09112275858041251,-0.02137430801425881,0.03932106778472834,-0.03180649564061032,0.03521728049271181,0.0168141721517676,-0.02181885562666476,0.027641601346459037,0.03767717671738481,0.013333016638739452,0.01931496481414667,0.023629541912410523
22,2,-0.5121382846738474,-0.24569167775205195,0.08862734495429607,-0.1018869766560268,-0.036060818278880226,0.0038804288255234382,-0.03614162985303623,0.022763734503162495,0.010317196139372329,-0.029106736310964332,0.024390461527864313,0.02503995547683361,0.0008163523059041483,0.01086785813154154,0.017560557911891938
22,4,-0.48762235159617834,-0.24283307962502967,0.09529827655468204,-0.09118968756036934,-0.024153419891477266,0.01829616907898835,-0.028591744172437303,0.026506367328984027,0.028772764549948034,-0.022736665431317152,0.031298627528168775,0.0268028546621179,0.016743096194082388,0.02180616042472667,0.021350946589371714
22,5,-0.4992277018995455,-0.234163542711046,0.10905185512898456,-0.08564050841062855,-0.023725832335189864,0.04372375636209312,-0.026321145793423054,0.04435613344664496,0.02974534484678154,-0.02201105804688654,0.02912051455812676,0.04060144108743163,0.022694826597798947,0.026486240194924352,0.02624368522777557
23,1,-0.5982187394012495,-0.22889256005355096,0.09190409703720807,-0.10451967131151196,-0.024517931857554423,0.021181227246910708,-0.02754682269452366,0.029233069626586592,0.023332291645648068,-0.027072127909687122,0.023821038660229648,0.03441369295455544,-0.08192396364235585,0.016351921731203842,-0.11454870489072562
23,2,-0.5892097550860134,-0.22806150946627488,0.09291231942586688,-0.10478859200580203,-0.024375762689409934,0.020902298798899054,-0.009832885441022045,0.029060060261709056,0.02636235041773865,-0.02609088603119317,0.025778319510651404,0.03321660230258892,-0.07340031291008034,0.01612097562726757,-0.11262918456409839
23,4,-0.5942202126985017,-0.22812141886662032,0.08536456962658093,-0.1055541162099982,-0.024041212670487075,0.03875474261617644,-0.02767637248507946,0.029893334359766256,0.02253480893266334,-0.0269264319673455,0.024586187920990096,0.03369502164096252,-0.08423895441894663,0.015701379629926435,-0.11491752788567637
