f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ic.m0,ic.eps.s,ela_level.lda_mda_10,ela_level.lda_qda_10,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_level.mmce_qda_25
1,2,-0.4627717614446114,-0.2734060298308043,-0.28830246746433774,-0.12080885491726234,-0.0774740222031378,-0.020862804079919747,0.013259444281151743,-0.027207998625913585,-0.02354611973520179,-0.026456836865331308,-0.043958201474706776,-0.06365427954151491,0.011027581544044136,-0.01087784825317209,-0.03098094609716667
2,2,0.3785608670315238,-0.2122327752537643,-0.7174014395055475,0.03940424018460733,-0.008603800440889492,-0.006932363745720726,-0.03223525699308373,-0.018473709949820963,-0.003882801192626649,0.023473951935499827,0.0019349863924410242,-0.037918729371532456,-0.054510994449591336,0.0031686558117754856,-0.017206826067856236
3,2,0.4005326480695091,-0.2210522931125085,0.08291342512703531,0.05512760788161016,-0.0025805423254679394,-0.00039948697526891766,-0.06345799596698382,-0.03352525161525089,0.0033714266815665092,-0.031170922148196185,-0.005745028064301089,-0.0329999231511577,-0.03767266633287722,-0.017993064123816887,-0.026238429285134396
4,2,0.3665683634791888,-0.19777044183708312,0.07855265028865921,0.04579767027579769,-0.007237078966615429,-0.00747062944990072,-0.05324399493682933,-0.025486620191503648,0.0025012666701624445,-0.023545896050935954,-0.002202468556162688,-0.017678352437802473,-0.07066177060648343,-0.02234000424279481,0.0026263220470162064
5,2,-0.38206054018591146,-0.26062810298325734,-0.24730696127133614,-0.09366760656954048,-0.08721957912844856,-0.021702115923339284,-0.0017141618245391235,-0.018819781101727752,-0.018422336799138087,-0.026022688001208008,-0.03649804713630076,-0.06730311700485324,-0.00741885733238056,-0.0022924378740604395,-0.02218618535940732
6,2,0.3991789988800373,-0.22170170042546736,0.07862886299721306,0.04612891456573596,-0.00987819263081949,-0.011378102923453124,-0.06044048675946143,-0.02667331796310346,0.0037694663187750025,-0.0302641137911535,-0.012192598730392027,-0.023280960816090983,-0.0388023186258383,-0.02261155714951227,-0.033992951994378934
7,2,0.35483431442626334,-0.22004291105322446,0.07417337271864062,0.046675376122796916,-0.07506651131356662,-0.021429364938351507,-0.05976054184819365,-0.04900990197424951,-0.02117346267025099,0.003822456336831288,-0.027619717516964605,-0.014493032969418576,-0.06880983199525653,-0.005613634162385127,-0.034026028508133355
8,2,0.42554257991010674,-0.19053911002035906,0.08811799737844513,0.050229962490654444,-0.01374094716650932,-0.011233978946868903,-0.011955165141881212,-0.007537576011322189,0.0024789249651495705,-0.027564711690157544,-0.01852225263993732,-0.003985414213328585,0.023596305943609584,-0.024703539158545704,-0.009409660814678618
9,2,0.4154684906748393,-0.15714041028199158,0.20932219995167023,0.05517188346708234,0.04386992240575897,-0.011535854980397624,0.1123058919983175,-0.002731305203271248,-0.002309685579269992,0.03465534870849738,0.014949596850124884,0.020647864889380793,0.13303743182660188,0.05346577156769379,0.04364838367215084
10,2,0.3720487862237738,1.9107904366437305,0.03845921126611405,0.1575994171775667,-0.05968074442440511,0.05580976801377408,-0.021560224414858418,0.011885189016415368,0.13801735158562234,-0.004711201230005294,-0.037808119963390285,-0.06545581813495638,-0.02734774773918074,0.01822403872221234,-0.027602711738387135
11,2,0.43306336447550786,-0.15855300105850106,0.13589795064532345,0.06364826927225381,-0.05291976253896303,-0.0053060203265430875,-0.029875070020065602,0.021574768646763134,0.01670976115029081,0.053479140796683804,-0.013469689344704487,0.04074487961062489,-0.04344512901760278,0.06159088274930584,-0.011388510952312693
12,2,0.6843901761499562,2.1572628841855006,0.09474144948838867,0.29363536758627884,0.004320363443850781,0.2408071092494077,0.02459312097508212,0.028821211356103514,0.17297619972868694,0.0004752815687814826,0.022105865606235047,0.015500666109935463,0.013983328550418596,0.028889972903090016,-0.010414970797557965
13,2,0.40552063447484604,-0.21741157871425967,0.0788595114755533,0.04845323569608376,-0.021343626881287863,-0.0018420140580176383,-0.06623301323142763,-0.01787395878393982,-0.019039262934589667,-0.0284961019369791,-0.012646710071511419,-0.029928701731163247,-0.04410555989120882,-0.02877537089122989,-0.03181527026873674
14,2,-0.5570430222050663,-0.261052297535069,-0.019029943505563484,0.03716303657076188,-0.12283859981919824,-0.02135063297488347,-0.02813998318811827,-0.028416588933361325,-0.02666663311115053,-0.04317177556788245,-0.04599770752201673,0.014684683728376604,-0.04092898108193926,-0.015467807190908909,-0.04487306540730997
15,2,0.3720644262278539,-0.22394462771586537,0.12183353331584838,0.03639716504604321,-0.008011326228651193,-0.01547345472140471,-0.0568577116131589,-0.03392327875599349,-0.002995094785367145,-0.02700428123725069,-0.005726559032294733,0.027451107758463007,-0.03470096729967853,-0.017667719724428762,-0.009205168018655568
16,2,-0.4332780301089193,-0.18989663065863846,0.10877577266160342,-0.09616617181221042,0.08424179317143456,-0.014922838326988567,-0.014183548930988873,0.024673688366911466,-0.01410639699734447,0.026401183863378593,0.03851913232419805,0.03453186889195826,-0.021185061919914837,0.02798254932370445,0.039869087818217123
17,2,-0.4493273895092206,-0.2261193900613726,0.09919795452406115,-0.1046581638491221,0.05551613246502334,-0.019601039719211732,-0.026964683005605915,0.004390817994966177,-0.023295277070730938,0.02267214472087234,0.01985631819941623,0.03802670971998213,-0.03906133561920231,0.0002774628190355633,0.01540054307069397
18,2,-0.4558075602702564,-0.22649082924975497,0.10268212198551069,-0.10215373045267996,0.05740199459001562,-0.02013548891619244,-0.02775236965983131,0.006073398124661809,-0.02188364625995354,0.023177558595771277,0.017804511746606987,0.03861928350599298,-0.03757466718678349,0.0004422753059679327,0.01407635396596717
19,2,-0.5726420263968898,-0.22086697740636885,0.10732305735146032,-0.13007388301205655,0.07246103043591921,-0.01888379871678518,0.02119055518279529,-0.013811758378543199,-0.020399773043310847,0.02294305318692437,0.02630297978530567,0.045336538016810396,0.006447234708454545,0.026017157503894234,0.0230712361896001
20,2,0.20646100622443295,-0.2298087675212954,-0.6389021871812719,0.013732424007443208,-0.08853434755410454,-0.017041788535957784,-0.027143645237139174,-0.04800188523285513,-0.00900455792491324,0.0009679620161838337,-0.013774937267345588,-0.0055395724501645476,-0.017243060240825774,-0.005935065218239138,-0.016801780757994572
21,2,-0.46747191954673434,-0.19578007581229806,0.10909754292500005,-0.10837855523742657,0.07413850789207811,-0.02053409660345009,-0.019419028720255423,0.010009065912953963,-0.024246767905433342,0.025779519872653336,0.03683576036757909,0.05390473338912158,-0.023595221443975512,0.02555551340401394,0.0354921222327251
22,2,-0.4613877729821397,-0.22529049211939361,0.10166460334181343,-0.11145418396535182,0.06612842228755095,-0.020355369191064107,-0.02521973542153748,-0.004800714930706209,-0.021360984290985173,0.03088232845720605,0.02076648355952006,0.04519286785576257,-0.03448226534355169,0.004170694409131443,0.026179107934315902
23,2,-0.5522817082745305,-0.20346967895568147,0.09320909345468192,-0.12152454678197018,0.05042893621651271,-0.01802295917375575,-0.020056951285476965,0.0079641615131153,-0.020723088104107664,0.019217213703611978,0.02575008428724903,-0.24181012204225955,-0.02996825012788145,0.023353866319761753,0.026195521173631633
24,2,0.38086062738299253,-0.18889432937685194,0.12515883513329337,0.04833519790542028,0.03860915575640068,-0.018424762253698775,0.03499834640446368,-0.004389562540305791,-0.019588480642095705,0.020186802973433535,0.004038425317366336,-0.0429467038703177,0.024751125679231965,0.001581512012420891,0.017615982740835732
