f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_50,ela_level.mmce_qda_50,ela_distr.kurtosis
1,3,-0.4046132181218425,-0.284335625703138,-0.3947706051339811,-0.06004891483624825,-0.029932883458596085,-0.028002080965428094,0.02239415278980264,-0.06936819563856693,-0.06495384068617482,0.024159188495032534,-0.03769894771690999,-0.038985552724186176,-0.004684381027695075,-0.026726124954351057,-0.03800737830281887
2,3,0.2920162836210527,-0.24878965373088238,-0.6398890224519498,0.09393358764754836,0.12004234712166902,-0.011545716313039711,-0.0275854424757945,-0.040958138331773745,-0.019446495665384218,-0.029084348202583037,-0.01955542152582734,-0.01532309450337021,-0.012944899485356985,-0.008501201684234303,-0.021780750354818662
3,3,0.4121883514238018,-0.22464791009146065,0.12043720685927475,0.05837571757509561,-0.009400341275246934,-0.026851239732382428,-0.05886567629144992,-0.0032559380123691607,-0.05308810009278248,-0.04033840895389527,-0.03849009358743799,-0.036364599643098,-0.007250256244355315,-0.007424505871698758,-0.011413377132144183
4,3,0.38134471293181427,-0.21997875964983096,0.12972809661226242,0.029808037707342982,-0.026459444884321753,-0.03659012443211138,-0.060456303956740454,0.0021722399750972983,0.021499928404410625,-0.02083841132215615,0.02967346647650597,-0.034530107530081185,-0.01174906792478261,-0.013517284912361123,-0.004999474716926294
5,3,-0.34594939292603394,-0.26603100847268035,-0.32059766927388744,-0.05909857476415733,-0.029499157587319094,-0.016303748683044978,-0.013998457338178321,-0.05208908236338151,-0.04501479163945043,-0.009967409878064925,-0.03399725382353399,-0.036149453380727496,-0.014537736606284442,-0.02190867697940042,-0.03771536837116984
6,3,0.39860864462327833,-0.2357508994575329,0.1194103163855746,0.05642837716475255,-0.004593395404519526,-0.029652639640189677,-0.06446537810218869,-0.0026695436240734786,-0.06807922112878736,-0.04035205476100885,-0.04613207694351515,-0.0329983032334011,-0.005112199461143911,-0.008481134016915182,-0.000886747973144621
7,3,0.3913620895780206,-0.21789014042299518,0.1381267194219635,0.02610484200368488,-0.0377318552520019,0.006003406917659871,-0.07848809685969202,-0.040006598508184575,-0.00230423748528705,-0.02956500247313696,0.055773628209281785,0.02911666203668372,-0.001785183517515429,-0.001860452265075184,-0.003910679026019825
8,3,0.41751568745768297,-0.22603787979037968,0.1407611363173974,0.04789869665590192,-0.01179848542374356,-0.02697642904127514,-0.019839400619290085,-0.00908958978702166,0.016363838033761537,0.0174688267527794,-0.02785038921347926,-0.0268057222312176,-0.0015909678282518141,-0.011767755690424014,-0.01595086878047878
9,3,0.4192224539894761,-0.18437036833142903,0.22854050607636914,0.04522907718979163,-0.008355356998214408,0.056857876730052694,0.13661137080585561,0.016435848814865914,0.008584704769300256,0.12373466229851067,0.04192345174241776,0.04745323140070267,0.01213262627084053,0.012019586909653435,0.01473970723833135
10,3,0.3725029828994389,1.272463248177472,0.09041851466548155,0.010259273025543296,-0.009632947104302344,-0.0073722541719687075,-0.03681071676778337,-0.039039267273905526,0.01243118959979135,-0.04061444977571737,-0.02207508610266302,-0.017820438058038363,-0.002405267433799051,-0.0182519293011388,0.011375276821688938
