feature_name,feature_importance,rank
ic.eps.max,0.43820570314536794,1
ela_meta.lin_simple.coef.min,0.42976252916940133,2
ela_meta.quad_w_interact.adj_r2,0.17623686273364284,3
ic.eps.ratio,0.06361196617932416,4
nbc.nn_nb.mean_ratio,0.043152310376527725,5
ela_meta.lin_simple.intercept,0.03537356873455911,6
nbc.dist_ratio.coeff_var,0.03403777237640217,7
ela_meta.lin_simple.adj_r2,0.031720736446613274,8
ela_level.lda_mda_10,0.029860517764310465,9
ic.m0,0.02897900079720096,10
pca.expl_var_PC1.cor_init,0.027042635587739228,11
ela_level.lda_qda_10,0.026175681783541637,12
ela_distr.kurtosis,0.020087727359927997,13
ela_level.mmce_qda_50,0.017061396193386476,14
ela_level.qda_mda_50,0.015548395598418368,15
