f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_level.lda_mda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_meta.quad_simple.cond
12,1,0.798096507225292,1.9848830936536594,0.11775344140527995,0.2152450832199836,-0.006625206789521276,0.20075028708532078,0.10284971599812871,-0.0022231713470745656,-0.0020625733222899485,0.03089135444440917,0.06969111622341055,0.020797733404167944,0.006970551813225807,0.006339464243159566,0.022126144947055892
13,1,0.47901611179728265,-0.2007614887835342,0.10451147930745253,-0.022625856813714807,-0.03173559728678292,-0.009670869478405642,0.007242744801844883,-0.01668626454579759,-0.06461028224489594,0.003591094183490487,-0.045038977371532396,0.014821087336002937,-0.014703254967332442,-0.013609834392725267,0.011230838774189329
14,1,-0.6735505682007844,-0.25102653569908645,-0.06739784730478865,-0.03108493750150169,-0.08764817662444455,-0.020449009010035612,0.0026281418929483087,-0.03957219870097865,-0.0678134931430745,-0.0223147580054762,0.012107492517981249,-0.02536515964035807,-0.02154288658853382,-0.03507379524670019,-0.011954449569495628
15,1,0.47499898987373024,-0.18901923741729745,0.11203632423924152,-0.016675609874433193,-0.01920982409666349,-0.013322718449973394,0.00017646250953505941,-0.022353216634913037,-0.007220412933091334,-0.008827557554631084,0.02438100296829475,-0.022871179768920773,-0.014638887317175484,-0.007678391624597532,0.0020865915597554604
16,1,-0.49190786250053326,-0.19220821239382754,0.1337757985464046,-0.008687036757015093,0.0633329087534708,-0.01934621060736002,-0.006350483400960397,0.028379295891046284,0.03931717638218868,-0.01536156243184801,0.01960260610051323,-0.002229976430960073,0.01918971391560339,0.0343822440759786,-0.01200152114019247
17,1,-0.641265757316358,-0.22968527096875188,0.04207567789323155,-0.015018150357098428,-0.07742541248952454,-0.021945486638344884,-0.02493968463767944,-0.042708093517722374,-0.0005378054760527124,-0.014672921485891924,0.023640532259272738,-0.023527708245837144,-0.029031851920766495,-0.032601489230252606,-0.018592630250315358
18,1,0.40223480334089556,-0.19285854288739665,0.1339330596164475,-0.01277007940678174,-0.01136480719362632,-0.027231223552922235,-0.004278158406426916,-0.025776325194362206,0.028147651357328326,-0.03725597407585695,0.02659920247901847,-0.05464401698718718,-0.02884700276871267,0.0045651948138530464,-0.008411288329849746
19,1,-0.6276465071147961,-0.2116406621732766,0.12282485031680304,-0.021824215698532677,0.04723650119587877,-0.018618850786285102,-0.04468207815292981,0.026727820183046903,0.005556335034877778,-0.001989261017750118,0.04010485580643305,0.008464132359653473,0.02465218745661689,0.021990087419976417,0.019653946343940795
20,1,0.23413868701749382,-0.22271967155879585,-0.7206959714059399,-0.018438274670308414,-0.04830194598195933,-0.012259866451922124,-0.0038574987298449002,-0.0031081312425464856,-0.014438873202382945,-0.005948877250504584,-0.013563709725860917,-0.014215862895719703,-0.008862977866262983,-0.01319668881070319,-0.004252427496980213
21,1,-0.538039263983234,-0.20127169242654674,0.12410118273224555,-0.029669226448038166,0.05661721866380518,-0.01974313287465597,-0.04581807502248279,0.026002951628202875,0.030398729007236558,-0.013944029366426023,0.04433084253066153,-0.01225420784634993,0.019782148993372085,0.03090071523199056,-0.009962167422101728
22,1,-0.549899993265157,-0.21468245728306312,0.1171941308940626,-0.023842390064153167,0.04694572186021632,-0.017528516835888755,-0.04209550271710542,0.026411666972026165,0.010620928476279465,-0.01573313280153329,0.035273744543172315,-0.028645978146141938,0.00863781761370452,0.020889484241390165,0.017122043686803933
23,1,-0.6046114226295349,-0.2029972003232456,0.10615710414472841,-0.03259364288847397,0.04157305594961465,-0.019382397378410143,-0.04507215255194526,0.020123456078345106,0.023384622459824707,-0.02189773805664566,-0.1791268004100235,-0.013377219736105303,0.014947744994189745,0.026410129308474625,-0.006429779723043033
24,1,0.41222248248675786,-0.1800510835481631,0.12566575115854783,-0.02148039691442638,0.023265979231417974,-0.02047338206504081,0.007850419780087518,0.019308763972790823,0.03636249693104753,-0.006228792671231072,-0.03542915002850778,0.008488348674567674,0.00899083197852597,0.006580349099700566,0.015496648908864331
