f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_level.lda_mda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_meta.quad_simple.cond
1,1,-0.49274928209100083,-0.23979729112407067,-0.3768477507755532,-0.0352138558821004,-0.08308405009344787,-0.017728854244811364,-0.049629333888332856,-0.026256212614598623,-0.042462253306580114,0.019742917440063828,-0.05794097765730672,0.025303157481860242,-0.0058324823136918095,-0.03400409372703361,0.010891199081886996
2,1,0.3617728322234685,-0.2119434106935418,-0.7366315608522026,-0.014965812016815802,-0.044492794376169445,0.1538504499650633,-0.00602646842055923,0.05371927540859926,-0.02655899769903925,-0.013627599464246434,-0.06890028893321162,-0.023986388677522414,-0.007644390031898697,-0.023935938614884238,-0.03837395856026565
3,1,0.46536673520169536,-0.18514287729320722,0.1044224671940287,-0.018278060265519445,-0.012427789613769554,-0.02765226797319555,-0.0012114142072885625,-0.022199959261720976,0.03311076465202134,-0.005706291163758268,-0.022961017589373602,-0.023121565762562458,-0.008199409327227337,-0.0060754108507978756,-0.00538303884165385
4,1,0.40247679411281706,-0.16639480737021176,0.1118292048943183,-0.01061462789920796,0.02188350778944012,-0.017977134888993048,0.00808627392897306,0.030745298277421174,0.026817533254510834,-0.022183476020089025,-0.020306213444387364,-0.05473527834408992,0.027450172424811795,0.02549773839871358,-0.023447689106295563
5,1,-0.41532580995521584,-0.24633885135726497,-0.2942835712110388,-0.028984794022376744,-0.08100971880481961,-0.017686580649542632,-0.028863206705085447,-0.027192960310406154,-0.032786793505699165,0.0019404763795875363,-0.06020043465292521,0.00204342071335048,-0.009336454753052524,-0.034952719645892964,-0.0034852195776525264
6,1,0.4425084518974786,-0.20432416718292923,0.08196993246713634,-0.012687037225974727,-0.014277751269114935,-0.011967613566772228,0.0033169486348922036,-0.018398887341754634,-0.07095813578934135,-0.053363426564769605,-0.014296650006824,-0.05997661013051238,-0.019797019553508786,-0.007150430119927043,-0.007765756075553159
7,1,0.3712094553518891,-0.21263882423232774,-0.08736694064366045,-0.017388740461686487,-0.07209931543770146,-0.014039426345047934,-0.0013070338719978723,-0.022763763535102073,-0.07042295603634054,-0.03562762446156652,-0.016652424674945463,-0.04518721500715631,-0.014914942453246099,-0.046205658075492394,-0.011280539080202889
8,1,0.4847284567073604,-0.1668664496837042,0.11735647457591866,-0.014705280319437053,-0.02034690201524496,-0.012109288574183318,0.007801799998529351,-0.023069683093925267,0.02224577021330054,-0.006579449439326646,-0.012440992774417093,0.004530273783327662,-0.011254158925574144,-0.007610705446573107,-0.015055010040097756
9,1,0.47763801027518676,-0.14836721307036016,0.2319761754322808,-0.0032910865468821905,0.03163765770960324,-0.011280228486436752,0.01248706933646228,0.030017039411818634,0.030255941708630954,0.1141882431814885,0.037365070758646764,0.1637035328897899,0.0374306536678048,0.029310571469184605,0.022457708355039414
10,1,0.6298032446919398,1.797139450050771,0.002139744449586041,0.19591477812177935,-0.05185013457005658,0.14991811505285593,0.08243072993597113,-0.002534245833514757,-0.01660245880621212,-0.016420594213469728,-0.08049073779250537,-0.02672690473109393,0.011825880183636362,-0.040502876389371785,0.023433857939041368
11,1,0.3762718067092001,0.22212256490897417,0.10044940405329134,0.04222297348525317,-0.029077981639453025,-0.00923399672677039,0.008956600333196358,0.021966454140761885,0.03506087539634247,-0.04757695899207016,0.03916767449123647,-0.03977753687701321,0.04118086967882597,-0.01797324962152815,-0.04363723851775703
