f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_level.lda_mda_10,ic.m0,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_10,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio
4,4,0.2717493182354623,-0.1693582393444924,0.1112540478977487,0.09306774130526427,-0.04428507122672833,0.024249444722786548,0.00034608995745434107,-0.011853688470840614,-0.013422698625351745,0.005726036947506771,0.01902061447646928,-0.0030765803020483583,0.013854784810544129,-0.018276221749487037,-0.06731074547632522
5,1,-0.31454742629347543,-0.20694397702851533,-0.28922671595124505,-0.16955140396477694,-0.06502092541158046,-0.19352217513668332,-0.01006708092488206,0.012830883528547301,-0.03456683237682998,0.009000465623770123,-0.05378372464428417,0.003459700869791421,-0.004430077485441097,-0.0027486170364588738,-0.011143870647855467
5,2,-0.31488164309938277,-0.20661336704561592,-0.2893669057010215,-0.1671203179635887,-0.06501448344214757,-0.1896803855486925,-0.004237034446770435,0.01208019126572981,-0.03525649297816607,0.009248166582461794,-0.0522434804473904,0.003459245314680577,-0.0030562082740187516,-0.002535468536950737,-0.010954227238786751
5,3,-0.3198436009496153,-0.20690245181307632,-0.29391965693215216,-0.16928268528069906,-0.06486617351727673,-0.19390515422382265,-0.009725506113091042,0.012830883528547301,-0.03355231376875087,0.01217104366546081,-0.05161686646077625,0.0034053848087631576,-0.001950375118569979,-0.001433734418625588,-0.009262859210727212
5,4,-0.30109732311337706,-0.20675782847488877,-0.28690730398491227,-0.16848200864518506,-0.06428354656444386,-0.18806503835939148,-0.001659931997315919,0.011933045400021047,-0.029373766114453168,0.011582336598222371,-0.05132937959965633,0.0034848770164793643,-0.002689317021715097,-0.003088806903219551,-0.010203274168225302
6,1,0.3162799712566748,-0.17231089825899681,0.08905268333537089,0.10770775887287191,-0.04763037934621655,-0.04216751657860875,-0.007241717672116046,-0.015453748219834347,-0.031797089644639794,0.0025751986281950107,-0.07598595020447114,0.0021048899063821685,-0.010405403705444844,-0.01726016681661078,-0.10202835125373044
6,2,0.31280364845778885,-0.17356155072967058,0.10137118641444952,0.12229056854606075,-0.04654704799848112,-0.03624912348524867,-0.0002134441937365206,-0.023270159232977063,-0.03637521709841893,0.0021976501812144052,-0.07577365633879711,0.007834084364685738,0.010947417729145445,-0.01396713294878015,-0.06082140673795579
6,3,0.3168404595733822,-0.17077635502506985,0.08261272766746901,0.12032124788514115,-0.04947999312012775,-0.040973444095076306,-0.0026795898925656945,-0.014728525468976838,-0.039165176510249713,0.00250186104485189,-0.08088549870034953,0.00023420493718951532,0.010681147764735388,-0.018072824176010024,-0.06398297116921843
6,4,0.3140376179906564,-0.16961368314027891,0.09530091888316669,0.10799033084047514,-0.04947584148397673,-0.09247681422970765,-0.004200682048961458,-0.015382183798469918,-0.02858166275390265,0.021623659957921235,-0.07184285935958155,0.009671193184996782,-0.0036540596346499375,-0.017610636918500892,-0.06662742080346191
7,1,0.28418692678885055,-0.17588960452355235,0.0703966349253919,0.09284794746721411,-0.07472164722370321,-0.10181306956378726,-0.00664047273919468,-0.030616233610103735,-0.027892822549451853,0.01966005130323398,-0.07876733211621612,-0.001464791835317118,-0.041311794220944595,-0.021760898175193638,-0.10794753334965991
7,2,0.2711060926828505,-0.17990519315707387,0.08438541522914811,0.09522634000082908,-0.0654595159150986,-0.10121961715381574,-0.020918744949494902,-0.014006931089384828,-0.020249993598766832,0.011116304183062647,-0.09218273702706262,-0.0014816713519173038,-0.04455727678226092,-0.04012692591585679,-0.07747297227018653
7,3,0.3255683220481731,-0.1765402010500215,0.09380259035187592,0.09460239002111549,-0.06630824401016232,-0.10163558987308781,-0.01894810598550795,0.048294416505782374,-0.02065041159207961,-0.0040862029482508005,-0.0037298124927053295,0.004108938492577966,-0.047193453657152204,-0.023946751555336744,-0.08509911800333111
7,4,0.2777666913804508,-0.1834099300773268,0.0734888388659596,0.07448591625900619,-0.09002945489738885,-0.11889715943335116,-0.03451750759509056,-0.026089793044353535,-0.03404086359502784,-0.00777798777704269,-0.07073055202314969,0.00474406385625677,-0.050091992192233946,-0.04334857031248314,-0.08498479399695237
8,1,0.31996681485116063,-0.16542355972620806,0.12279133362663149,0.1327392697814266,-0.052981366645293425,-0.007469766711044199,-5.605785136520873e-05,-0.012429993529121566,-0.02795815004101313,0.007146229126176335,-0.00358913234711922,0.008040898102489293,0.004518791748310927,-0.018848054481896023,0.061571827282937475
8,2,0.3475607624406034,-0.1689802753992997,0.1172597550719931,0.13632289093724698,-0.05327213058123428,-0.03009047373656088,0.001933012196829929,-0.026798604617834863,-0.036563627287573425,-0.005066045917503521,-0.005106268025508737,0.014013866043004091,0.0019641347536738987,-0.02650834933510972,0.056050554663128596
8,3,0.34923506183727054,-0.16590542720241752,0.12115854440513933,0.13310737419981458,-0.05222183601422733,-0.03331557869112156,-0.00048147057964277633,-0.012692747122204055,-0.0329286736801579,0.007066343302936992,-0.0035450417502258,0.0067902775542625325,0.0048645121925965954,-0.018090375473835508,0.06263740251518886
8,4,0.32517696922776984,-0.1669112931152511,0.12244515409923674,0.13218175175196184,-0.053670759356316454,-0.009062348330714204,-0.00018408928918726492,-0.012318653057571398,-0.029501538926394868,0.007361297530701033,-0.003844592623546697,0.0019919515459944324,0.004384582661292024,-0.02098494162264086,0.060275026343465876
9,1,0.3507011507493226,-0.14202003011964467,0.22015747582564177,0.11722120174594508,-0.04770090829407017,0.09035779666327705,0.010360731403557859,0.08069148665236058,0.06309655699096059,0.0032366975923598593,0.12224721327863787,0.003905906849270278,0.0034075696533854586,0.07186232784684649,0.11089807372285755
9,2,0.3518089188865054,-0.1423488391450238,0.22020023466525024,0.11716940909143317,-0.04771449049112855,0.09121716267512338,0.010403225967838995,0.08076388402281708,0.0625462094951667,0.002830432836129756,0.12110365193332782,0.0008081803558822422,0.0029372556630180313,0.07027768318500457,0.11048451545625317
9,3,0.3512858189941605,-0.1420902944542133,0.2205354069098124,0.11747375621671763,-0.04756538825356438,0.0917670969702002,0.010360731403557859,0.08027316917950685,0.06375155006200908,0.004490548463061846,0.12218384165553468,0.004168764923399781,0.004077332907603055,0.07103525736545621,0.11014055266543306
9,4,0.3721143291151753,-0.1427968770673243,0.19373183677367015,0.11616262787078088,-0.04437615864134063,0.09156921561794311,0.010159331656844867,0.07965739520953506,0.06487024275289305,0.002115580719161944,0.12085744476649056,0.004102842026717196,0.0028367144813027318,0.07021219595964331,0.10941348333730179
10,1,0.4795128397453036,1.6927196681641976,-0.05096749568902746,0.34709924642099793,0.5976043328139186,-0.06015186183824146,-0.018077817502387957,0.08309685628677307,-0.01666659619138219,0.004746849507612008,-0.03366706947602935,-0.0025266941369673874,-0.015123676066298419,-0.032020422770893724,-0.06742533897874836
10,2,0.47886133382603585,1.697222382704477,-0.04960478442473957,0.347619851478729,0.5960171100864559,-0.06063121322790856,-0.02051140962683796,0.08084759298997644,-0.017640418444780308,0.004827299713168579,-0.03431339950133367,-0.004721869560407753,-0.015006296226651509,-0.032789725208144375,-0.06692726273919049
10,3,0.5469902163554615,1.3588698731393953,0.04607359527152479,0.05333302013868165,-0.006485667712896333,-0.06894681549619965,-0.01151034180297125,0.13021012028350765,0.07198014833350928,-0.0027092653841652805,-0.03560569341145466,0.001247629395866364,-0.01066069292806433,-0.01052318420197245,-0.07572860840555717
10,4,0.5146118271811077,1.3663253044869985,-0.042166420866761034,0.35197232010602886,0.6061138344633907,-0.05510473902393915,-0.016361372156320695,0.08926693737804754,-0.015505941122168049,0.00015419289730357174,-0.036638168071946274,0.004083536346057005,-0.009968947797094334,-0.010274304950404671,-0.07372653349548047
11,1,0.347805063468307,-0.17064002986476356,0.1191309141898624,0.09777333003397266,-0.011308266856581872,-0.12601769989476744,0.010673677512828605,0.09455620176788898,0.07405272716825062,-0.015278235502578043,-0.04579419996715159,0.004172290263210482,-0.012142493478540703,0.06569909928209067,-0.05886497011997485
11,2,0.3427469887869124,-0.17205569856675149,0.11540942712273759,0.09665944451466225,-0.011427877877561367,-0.1302183600929831,0.009489491019110542,0.09238082336835354,0.07031211511973945,-0.01465039750356287,-0.049089933329437625,0.0011696712763820678,-0.01536895967117209,0.06041706363390871,-0.059400357923741806
11,3,0.14103516304144867,0.9483313577736294,0.08151547721613073,0.049024836239753025,-0.008197372685480328,-0.07809850585016655,0.007511395837781966,-0.26901654531590496,0.07219825029412061,0.010955166633006745,-0.03889107936519396,0.0030423786720610644,-0.013964539833062171,-0.011347650920049811,-0.04018883505104399
11,4,0.13917234328318204,0.9324793075256351,0.07415277514029954,0.0477472959056067,-0.012821691951167015,-0.07659980919835056,0.008681896548487028,-0.26842154516781286,0.07123729234046179,0.0032706171925618254,-0.03842635267593945,0.00076675250385253,-0.007530269609940488,-0.011095229612666766,-0.04619137056442329
12,1,0.48725532746215977,1.9174135701414798,0.1859309976445967,0.37998933540158314,0.6379032291556326,-0.025974497969601072,-0.017744463788945272,0.10908226152594348,-0.019140229421536516,0.002296542714965882,0.0008808610484248125,0.0015282046539501569,0.0037923796943274443,0.01417183936357564,0.039410463482701934
12,2,0.4815024814502379,1.8984614194588934,0.10155170308860145,0.35069049083940124,0.640150248466067,-0.028179349479095672,-0.015261579499465806,0.09855920905831698,-0.02054932089209998,-0.0011821945878999623,-0.03131256180324148,0.00035158772054211745,0.013803434107481267,-0.0269163614288651,0.043307271502089364
12,3,0.5336568955208221,1.9882457187248668,0.16746671946597308,0.4183943635627018,0.6792135156204042,-0.02751394618874263,0.028455050624710418,0.10416696828257024,-0.023608181144459547,-0.0011927646239331263,-0.038698036097544006,0.0004426220776346764,0.01523562860344702,-0.027100325275912777,0.007546162104310881
12,4,0.5348053348023691,2.029263157776003,0.1905943489222053,0.42269097576862,0.6739993980256539,-0.026377087861650952,0.03565941850853856,0.11050115600952672,-0.01718662522945594,-0.0017812494366779403,0.0003504023178751685,0.002093464232402801,0.005249450845949589,0.01578901376257193,0.011274711600635487
13,1,0.33788885687460846,-0.16224494487911026,0.10828018010553925,0.11586605510587734,-0.06723520192485971,-0.08825620903530874,0.007231514507976118,-0.021792954117772826,-0.005781509256937069,0.01704329125662375,-0.07690099478382666,0.00766368694936465,0.007500171133042212,-0.017171611430799053,0.08026917930799979
13,2,0.33304627053525476,-0.1694825151891866,0.08890689168268917,0.09963719320583746,-0.0792356075111155,-0.07852880631615432,-0.009480925941432468,-0.0203007491587401,-0.009745790113693217,0.01786221236246886,-0.07248718080671006,0.007763926352937796,0.0003217330579624344,-0.02119561395788153,0.009723055594642583
13,3,0.3721642370138731,-0.1634804231116954,0.11876094620311484,0.1277212081121472,-0.05562553556877547,-0.0358189532783027,0.009609437142291444,-0.00667465243960816,-0.02432419233485224,-0.0031864293674271765,0.01492517072609502,0.007527033961284541,0.0167011068829485,-0.010909511445760259,0.10062893547413895
13,4,0.37080609127015296,-0.1635103136830953,0.11839255379143196,0.13361064255828145,-0.0536339882358954,-0.03200586159356451,-0.0020741138322770475,-0.009055832768249115,-0.0048417641490562414,-0.004341451080019448,0.015833207269817913,0.01381425390359268,0.014965749913830765,-0.014485959689884758,0.11280426917108735
14,1,-0.5011205816273097,-0.20943438197769987,-0.05777347501043422,-0.21667441906843998,-0.06353716166651752,-0.20061879437464786,-0.010109647761987042,-0.009394335356870353,-0.05144815998232192,0.0003302717996373928,-0.06315919784797935,0.0031226534224105375,-0.0057061097694350825,-0.004919893661665127,-0.03728461857807039
14,2,-0.47548829310895463,-0.20113092999833215,-0.012373217580353271,0.09520370027603328,-0.08663836043270715,-0.16987875151216428,-0.014183170643911749,-0.015592529663868865,-0.04728913101939668,0.025658037206580685,-0.060509526494482165,-0.000851464314798834,-0.016330239172666735,0.002271264869833244,-0.05470974487609592
14,3,-0.5079385007663388,-0.21040526582665747,-0.043344423144410886,-0.1898619516730933,-0.059246137987693556,-0.22205915607758317,-0.01259774283401114,-0.005670814785196288,-0.03528228162014445,-0.004436785779863459,-0.03318437543798189,-0.00024929979800645337,-0.0053007026913347985,-0.006482374456049554,-0.03207920777207863
14,4,-0.5294978491931382,-0.21038847442329203,-0.014116182985365757,-0.17013899479978187,-0.060951248823154176,-0.22757530123869424,-0.014614457298405697,-0.007383017533075945,-0.055856769172492444,-0.006083170022388687,-0.04140404604200039,-0.0012948320599261067,-0.0038959200084866972,-0.007900073172325979,-0.031798364030459984
15,1,0.34911936777312264,-0.16565484799200686,0.12879171101681958,0.11168300910623459,-0.0531053316887431,-0.03691529163871779,0.006501617360929316,-0.014433289320808992,-0.028742211136913942,-0.00852799184002727,0.00029055979305108413,-0.0008838750659407845,0.00478949779902038,-0.024185857314525754,0.05427718754313233
15,2,0.3588586049151534,-0.16545603223680888,0.13838654019210536,0.11601583074555138,-0.03455218118498549,-0.029209930113410408,0.014819685389610909,-0.01438184974403476,-0.022871723101756114,0.0007915778677771711,-0.0007576766482931558,0.005830024229724962,0.018808614445906247,-0.022960162101696446,-0.008563595040425285
15,3,0.335717619439919,-0.16593930379715455,0.13949135567812054,0.11824821779957534,-0.03523436459162705,-0.03808193023656041,0.00983451810266972,-0.017379669468750032,-0.016068380852262285,0.0050326365684725625,-0.022282928092024923,0.008780979529597891,0.019088532269138394,-0.02520862161868061,-0.05878652052891574
15,4,0.3609864499924792,-0.1652024614300797,0.1185038391774105,0.11743712846811619,-0.05658962697503692,-0.03602047596774981,-0.016591453669637695,-0.013700190231736045,-0.028961860462747666,-0.004686794303438365,0.0010752194518034294,0.0034121128985125193,0.017939912940464965,-0.009869913976394215,0.059164159986114545
16,1,-0.4484637537536956,-0.18623813496336808,0.11543863807733859,-0.16173448576631985,-0.035420824865037503,0.122065117575348,-0.009300956882086289,0.03895611829998912,0.03926523356688858,-0.0013901318617975823,0.05981910117712058,0.02302959144092177,0.007144298218572671,0.02274964997007862,-0.017408569633743307
16,2,-0.4324562325135911,-0.18615001615750423,0.12779922705034524,-0.16079116699658783,-0.03357984662546981,0.12243505225150957,-0.007829875790965397,0.04009536001779843,0.03928496022300839,0.03217346773807415,0.05891711306675493,0.023230790447133668,0.0072993486141409575,0.02321162051411404,-0.016969716288568547
16,3,-0.4334031958439309,-0.18637884642158342,0.12677837366925562,-0.16250952339646987,-0.03394653233690487,0.12179557207760644,-0.009150042014454265,0.03989723724761283,0.03902532556398939,0.03179509834970921,0.05963304684517837,0.021845262411724197,0.007267755938863812,0.02073231843877286,-0.017354372066036995
16,4,-0.4649044162831043,-0.188995477020686,0.10151534778552546,-0.18300728811247993,-0.037157676915152045,0.11870001613452891,0.015437431785990266,0.03892358713649793,0.039303370332193215,-0.08760885265177949,0.05770617971739295,0.02220989868843982,0.007232921229100249,0.022980829233010508,-0.017286518531274407
17,1,-0.4597886682888143,-0.20123168145569348,0.004236523920640979,-0.18430633414320896,-0.06698827816198719,-0.10648455156076107,-0.012803180131132845,-0.006866054183457402,-0.02167857020460088,-0.005741750694595916,-0.06833498971444119,-0.005104370152519328,0.0032128280010191553,-0.011963575591226003,-0.024765932184121018
17,2,-0.42693640144269923,-0.19346701892918577,0.09334594629301787,-0.1805105768697854,-0.06720491423507086,0.07030872571086827,-0.01150437645073811,-0.022883389478921164,0.007098874995353466,0.034172472368876224,0.006555954482599411,-0.0038860513945160966,0.007367593545456472,-0.013810566372541678,-0.048123950087765176
17,3,-0.4785560474813657,-0.1928690718076684,0.019053492263865657,-0.16632145680242466,-0.06285556131036948,0.01376165021785689,-0.011664873342058513,-0.007553788262862637,-0.021303546943607227,0.01711322961859295,-0.021530945720116726,-0.006816780094066258,0.017170977729947863,-0.008984755177701892,-0.02754179315713206
17,4,-0.4617528162303973,-0.19533770457901548,0.01654279020768535,-0.1698300953943887,-0.06994460452631798,0.001100845041790295,-0.014557685310360429,-0.01467835343456049,0.0023222263561578963,0.007972312206320255,0.013262276202869924,-0.005867256726571531,0.0024777546479210753,-0.007217849432872402,-0.03243123120223936
18,1,0.2650277245380694,-0.17200688031142297,0.09801376918747523,0.07079484456084811,-0.0721968535766529,0.008349949221497562,-0.02888420350585283,-0.031231673147720795,-0.034178957918567246,0.0007278484467207507,-0.096264488666897,-0.0014339701511853747,0.012329064742737868,-0.034173910381190636,-0.07708616320533877
18,2,-0.34566520911306353,-0.18598330547580005,0.10492764383672229,-0.12355330911385455,-0.03896358004281583,0.11699105673654478,-0.010645388441615663,-0.0033869413186001693,0.018446835062940727,0.03642068248072246,0.019029072639471692,0.001872163775362506,0.008105194990150152,0.002136484823962296,-0.011254871100750073
18,3,-0.42025124149504745,-0.18520173574985876,0.017308383791104866,-0.113117403959677,-0.054245577637656445,0.10784301810590255,-0.008010983590818515,-0.007548618724360669,-0.02296874937941016,0.02223678891273884,-0.027668900185383198,0.02009313917551033,0.0131251885833516,-0.007923423166607619,-0.018331759291749045
18,4,-0.4374259760874548,-0.1918850254309486,0.012023430982607717,-0.12588811524862722,-0.06393240231189788,0.0039001544751266965,-0.013771229264020454,-0.014497923011052408,0.017393067472019956,0.008009481966224514,0.012390417396005797,0.013700236680867036,0.0045015070314696915,-0.005315540267580935,-0.0356170531830948
19,1,-0.5281244800716343,-0.1896827206056536,0.1102686448591369,-0.23827530273904776,-0.045068786458870726,0.09874075591445486,-0.013057859321154452,0.03845651665174309,0.03876141397154048,0.012772794015797546,0.05859143015642458,0.006989640049677991,0.003776479654308267,0.02316083823114391,0.005619492228779152
19,2,-0.5446242338563139,-0.19039361380050338,0.10469504795994183,-0.240644271228446,-0.06395103205618252,0.0990464879776993,-0.012508594996842086,0.04095796784260835,0.03637860125523864,0.014508780875108445,0.05722891856214157,-0.0015820403034089115,0.0003634133315810143,0.022581932172645973,0.004653196572558402
19,3,-0.5422473271201811,-0.1901311577033253,0.10597780749059205,-0.23622129771949155,-0.06348568413879993,0.10047962464460834,-0.01172038964201072,0.041592848835442085,0.03672896054622244,0.016667813714478324,0.05898715424191957,-0.003178147269026009,0.0007937597248839148,0.025827906623671713,0.0054480778231647785
19,4,-0.5276454020841879,-0.1895259466215237,0.1107922758188839,-0.23769314313845985,-0.045031164143995224,0.09916419746701303,-0.013061430687916785,0.039492384374270086,0.03875782352561111,0.012901192089616638,0.05887102150432878,0.006887429756015194,0.003896539096464069,0.025259108904104894,0.0056245414779707535
20,1,0.16822587948775053,-0.19821957370186497,-0.7175693775989251,0.048686997534354036,-0.05641551559632936,-0.12846564768574034,-0.002736096949383755,-0.008318687087781915,-0.02210599657134069,-0.025149771506860843,-0.009002493722968064,0.004968713114081599,-0.0017981484571947103,-0.009606774022979978,0.03227677605642691
20,2,0.1663614932501186,-0.1996883133275072,-0.6912182663645712,0.04352985875364554,-0.054521068575649305,-0.11157476031371093,-0.0026047274013846888,-0.009387688731596672,-0.022019539965214524,-0.023435322541478055,-0.010401909010340035,0.002470296649130281,-0.003660134363884849,-0.009885160762262939,-0.0011503156559838372
20,3,0.16974388003266536,-0.1991628283836391,-0.7043446761453771,0.04390780126312818,-0.054060467002986605,-0.09928913021930369,-0.003594156306705323,-0.009086395413553902,-0.020738762391885688,-0.022121970225146087,-0.010201198260589586,0.002157321288237042,-0.003443186145357182,-0.00935783189679016,-0.0004211536937869016
20,4,0.16887473890743443,-0.19819753197568019,-0.7179373604419229,0.04874018566439808,-0.056189077147218366,-0.12835103449300106,-0.0026301097040950707,-0.00826684999872701,-0.022284938013789366,-0.02113740496742594,-0.00929246622962996,0.003931836267322912,-0.001704573043653867,-0.009592954030323113,0.03126969154046749
21,1,-0.4911642366134816,-0.1900231686294115,0.139518421146722,-0.20980448971464014,-0.06710525151563981,0.12366012392306046,-0.010991631586930506,0.04115752173031058,0.03836793912023682,0.03552725130518551,0.06302743643144235,-0.008895461744809563,0.01015478424170153,0.02571954125101752,-0.006098197159056004
21,2,-0.4915002979436897,-0.19011148731795696,0.13932376896319887,-0.21049912593320372,-0.06747775375075496,0.1225319299344038,-0.01106603146153114,0.04073107269946366,0.03836793912023682,0.034906378319397594,0.06277731361907632,-0.010264617645434808,0.01010133797524471,0.026224187290767084,-0.005984808274309316
21,3,-0.4778844619897734,-0.18833500798690592,0.13919166506696998,-0.20181228349919947,-0.057073320162152566,0.1251438380799719,-0.003859973279270468,0.040106008775565534,0.04090152185861112,0.04581686689671824,0.06627147237140738,0.012136289339955116,0.013187907273910235,0.025744932899721903,-0.0019085749500220943
21,4,-0.48319682798282015,-0.19043499105463874,0.13496486767589994,-0.22204464084632555,-0.06640321671014,0.1018817880551299,-0.011339222563387933,0.037294780058049565,0.04008801085477995,0.03996252304532074,0.0627870770232716,0.012260931975387393,0.012125013438319367,0.02575335495813957,-0.01938334530596188
22,1,-0.4654816221714588,-0.1953780201625531,0.11859044123544754,-0.2179987053077121,-0.06630293600332025,0.08939961368993873,-0.006015307973047814,0.01108924787902847,0.037277258684220625,0.013123101697574541,0.06672958660651418,-0.0029295766246410296,0.0021645514096105835,0.005089391012288531,-0.04209722702607853
22,2,-0.46519632632131447,-0.19732243879836442,0.10344403671150315,-0.22701826389096671,-0.06867965509115984,0.07935253927046233,-0.01669328003452551,0.0019399894356409366,0.006395707178040111,0.01073088815301616,0.06455259491573538,-0.005526690520609127,0.005094606433389671,-0.007558618442975079,-0.043151777664271564
22,3,-0.48785088474309973,-0.19197593443718938,0.11050476016477409,-0.22305833554407686,-0.0633339418784899,0.09317929301260088,-0.011142910938655787,0.04240268113156405,0.03728923128394965,0.020254935650861228,0.06344473540823582,0.003784482128883616,0.0038888259573830806,0.006576073916106759,-0.028552419918545537
22,4,-0.4560946289801532,-0.19435944334166447,0.12048949572598247,-0.21534155996337398,-0.0628503104063494,0.0868569732569128,-0.004943196514971649,0.008609492580169924,0.0386172290931555,0.026970796982715976,0.06605190695151565,0.00622576917077808,0.0026319611435329216,0.0070236083930381695,-0.043413726674720064
23,1,-0.5631319909184446,-0.19850772206286194,0.07276799277102569,-0.2436392892002657,-0.0682413122347532,0.08418539542472225,-0.014422603070216145,0.039037872553973896,0.03173073384388568,-0.11104011417517277,0.03541466062436338,-0.0077157446224805975,0.007982597259643509,0.023839898706227148,-0.027740072302403412
23,2,-0.5653028397279226,-0.19891845825273913,0.07148184361387691,-0.24381715107200605,-0.06817924894896837,0.08301017200561472,-0.014519392423039425,0.03903255730602237,0.0317506970427291,-0.10977301214406218,0.03437834819422955,-0.009709095235542914,0.007993821083090156,0.02276257234774,-0.028889875300124802
23,3,-0.5332285291921771,-0.19559833399993456,0.05409127600930755,-0.22923551729415667,-0.0656579305859265,0.07507543331664529,-0.008264151636845053,0.040078014219499435,0.03191574931336464,0.01972184575973294,0.05600819426009539,-0.006223552929992089,0.007715508041885732,0.02305427676579211,-0.030460779111696666
