f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_lda_50,ela_level.lda_qda_10,pca.expl_var_PC1.cor_init,ela_level.qda_mda_10,ela_level.lda_qda_50,nbc.nn_nb.mean_ratio,ic.m0,nbc.nn_nb.sd_ratio,ic.eps.s,ela_distr.kurtosis
3,3,-0.24234803639428196,0.44781941924583096,0.10837995256515262,0.0384027303122353,0.000749025775362089,-0.03186327301958705,-0.01871803231881822,-0.04340072761970649,-0.011500641949311911,-0.0012359170360369141,-0.04744161717428325,-0.03830905813995791,-0.09032469750626425,-0.0023853679696506642,-0.01848175069579361
3,5,-0.23641540184678334,0.38505428647276707,0.11835523009656813,0.022818495052098115,-0.022501536832273468,0.002067906761949343,-0.021692757201690484,-0.04563327971294062,-0.006829740845930895,-0.01305381921220859,-0.048990841211730675,0.0038521539489651435,0.05150704852884172,-0.013336681151025287,-0.008176005171830635
4,1,-0.2327841696328345,0.35730054357758495,0.12577698537343826,0.029671842752495292,-0.009301194764685602,-0.00309495033826848,0.008121673218022962,-0.03307600777864294,0.005777730738297958,-0.012607914582550448,-0.05706805291006811,0.004900897256750903,0.05351133546596309,-0.004544310701438947,-0.0043290210894604605
4,2,-0.22649849813753262,0.42194694612961375,0.12826706594026727,0.03318684779484049,-0.0009696055916390844,-0.04242421209885419,-0.020627887831438506,-0.04457251336558043,-0.006413409001742744,-0.010344017425645415,-0.05411758923261835,-0.016777966219567564,0.05403415156372494,-0.004727314550007477,-0.005052656861047881
4,3,-0.23145142879489766,0.41217311815109164,0.12438206608892392,0.030508699745942346,-0.009804695363829065,-0.005460551783463046,-0.010297053624329,-0.04794614432851959,-0.00971032893914208,-0.009343149940778261,-0.054546287456215564,0.0034032015057298796,0.03954746121257805,-0.007493524338338839,-0.005944655557797491
4,5,-0.22864160256426636,0.36216021951352956,0.1229323467154763,0.0312733696013532,-0.004559992387049602,-0.007049991614185359,0.018923470234434418,-0.049465395709336175,0.009648689041781641,-0.005346025371204699,-0.05760858114356522,0.004242368195500947,0.04868780637942501,-0.0045930163626229925,-0.0036284553592914586
5,1,-0.29027156626477674,-0.3878264861981737,-0.25283399206695445,-0.05912241295022827,-0.008594555476554832,-0.02131073051549708,-0.04329881644746521,-0.027416998537150593,-0.05369142356375295,-0.014104393077917504,-0.009351625123281523,-0.05807567442263022,-0.01958605920009264,-0.009665166061371404,-0.05159197567930552
5,2,-0.29047474378030363,-0.388841239708958,-0.252962888856086,-0.05901461410432478,-0.010629090072425998,-0.021715443341235343,-0.04409531326224848,-0.027227741782778148,-0.05548693614998662,-0.015065281880360494,-0.00938911997765925,-0.05810992636018396,-0.017474714931452636,-0.010250963830810303,-0.05082281801848448
5,3,-0.2900204679424829,-0.38637175104500476,-0.2530482376669577,-0.0583711428939334,-0.008654433494383582,-0.021006480993095076,-0.04392729831770944,-0.026122807987971397,-0.05393819313060712,-0.014163357010666547,-0.00836456926156926,-0.05375330286071094,-0.016059944032680205,-0.010063472702997704,-0.04552792668641899
5,5,-0.28969092333841995,-0.3821374330655216,-0.2520610645516821,-0.05837037968765925,-0.008594555476554832,-0.021075769902539652,-0.03985963304037587,-0.024570678980830984,-0.05185031001113806,-0.014125806261771087,-0.008359343909179586,-0.053900572968438025,-0.016228591336972274,-0.009914405696614602,-0.04538004076730012
6,1,-0.23603533946850963,0.4342999154369097,0.10490181084849431,0.033408606684397504,-0.002731382802265547,-0.03256412611999079,-0.019090271744100055,-0.04467322545397434,-0.01520227678937229,-0.007889852516940148,-0.052356846209781066,-0.0390834701609511,-0.09642238293723567,-0.005627975897696134,-0.0009880602390112323
6,2,-0.23749769651799,0.4346382617535135,0.10498315058422837,0.032649266402296755,-0.001621643429968685,-0.040830373310903265,-0.019518846962034788,-0.04548755151834725,-0.017247078720206945,-0.011127076481048014,-0.04898089386621814,-0.04346614036036242,-0.09478936053994909,-0.0043939785268620225,-0.0027226382344694017
6,3,-0.2375520009341349,0.42785202144101336,0.1013680201474388,0.031517354291092585,-0.0036953630490387497,-0.042459863435588496,-0.0200227869535478,-0.04779380541496862,-0.02689136019908671,-0.009796478583054161,-0.05222143022084084,-0.048324544244978576,-0.10511880402508762,-0.004798161379216507,-0.0027873243478970166
6,5,-0.2375120058642064,0.40371260584296104,0.10346172801726966,0.03325390750592519,-0.003193487379584,-0.028191704245122254,-0.022867708364485703,-0.053007178498381484,-0.009424097787387108,-0.015396848249561413,-0.059901814542788485,-0.060802704638314754,-0.11354226331254208,-0.0037096285603311382,-0.005220697905577125
7,1,-0.24424593171284684,0.4042853604859951,0.07255513721038084,0.026805377750682428,-0.007796378101731433,-0.043478500275331414,-0.010143922665881674,-0.046915846407273386,-0.02251325764703859,-0.025106045489922214,-0.061798297991703575,-0.042829743354617644,-0.10088265609956229,-0.008610175890369012,-0.005498425504571389
7,2,-0.24687310263431006,0.41161455447313433,0.09615790252747103,0.02265448209882118,-0.022267741366855352,-0.06328923062033738,-0.025673563034633938,-0.05363507205450081,-0.02681000746863799,0.014614172964226365,-0.0631559009472317,-0.05298774553095404,-0.10685045883543967,-0.011667028553881631,-0.0034797932025397655
7,3,-0.2460921947345662,0.41003483748326197,0.10051857224395974,0.022234664160783856,-0.023728974273373744,-0.003357612805639877,-0.027742792369642888,-0.0328594838097371,-0.02603899416244389,0.03333385378772565,-0.06917769708647138,-0.06269252275615433,-0.10581225621516771,-0.009545304161216525,-0.0016337031693251878
7,5,-0.25123879612973404,0.37026898563293487,0.08496522288074337,0.013163311975638156,-0.030425605853901055,-0.06627251456404991,-0.02997973301838787,-0.058260540676021697,-0.028054021200722586,-0.023439939809827226,-0.06167096384344895,-0.05236866541732724,-0.10811209253281233,-0.025946154529754083,-0.009138809579334698
8,1,-0.2126306765230273,0.45000316011259567,0.1355114615723492,0.03650374262286657,-2.1865751708133167e-05,0.003092103817456926,-0.023001288263274425,-0.04239780101815875,-0.008597706588033343,-0.006663588026836205,0.01962610680908424,0.009486573995019447,0.05738884844474055,-0.006024672337669691,0.0011646451379195054
8,2,-0.22282467254067445,0.4569153039891281,0.12966612559875168,0.03313778284295732,0.0029872922868579813,-0.005723835999445968,-0.02442699004035174,-0.04705455953530845,-0.02336124581531345,-0.010502207636531658,-0.04414518242676109,0.008305481369836646,0.0591214441714932,-0.005408011220940049,-0.0011617838308208986
8,3,-0.21426504952921835,0.48150140890548865,0.13271175480181693,0.035007432008851286,0.002775315798100457,0.005384620443059075,-0.02197711722987989,-0.04391729317104049,-0.020555565274844704,-0.005550282198937173,-0.040098545877929326,0.011647761440691929,0.08394816218192029,-0.0052288098741240015,-0.02197750476379136
8,5,-0.2143484039096343,0.4466467764635023,0.13418743930287855,0.036217281634238284,-0.0005023770036891861,-0.006112002854606997,-0.023047522340539382,-0.046519545244092936,-0.009991689205135703,-0.009371103606488384,0.017474981008674444,0.007117029114847807,0.0585655269376593,-0.005233101841426347,-0.003748907134585472
9,1,-0.19819915968272536,0.45930152097404925,0.23648429713130667,0.044277143062783506,-5.452044729035879e-06,0.0793813079084046,0.013492561864586722,0.09707381829913217,0.013018307138812074,0.03632824270678632,0.15575283104662857,0.006383408381593483,0.06837347680723807,-0.0021924439511370754,0.012334274663857244
9,2,-0.20230942098340804,0.4488532151344309,0.22411224093214974,0.04596052663887476,-0.0015649513178231668,0.08216965776408318,0.023776006126779655,0.09557553641029862,0.016880539907577388,0.03281181673654462,0.15040320775078647,0.005622448181496557,0.03867206244749767,-0.0024749025603446324,0.012329431177430041
9,3,-0.20116212181812948,0.45658280368249204,0.23670986676869574,0.044420499336234986,4.920292942506136e-06,0.07767204038304705,0.013556156446746091,0.0978942044111558,0.013258779814289712,0.036853649521594686,0.1548257995284103,0.006765305300859019,0.07010498781169089,-0.0022775300879725765,0.013715789728993375
9,5,-0.22271392484105368,0.43464896248460616,0.21727725528895472,0.042070694468047974,-0.0015796524775155288,0.0529808093767465,0.017538644178439297,0.06597115690639195,0.01702924179140231,0.0310378422167045,0.1196105364650954,0.00427319058184574,0.06671184015164179,-0.0029844186064619167,0.007468838561241719
10,1,2.265568207132849,0.44286891468085804,0.02116896302118769,0.13795921141552991,0.062294461343708155,-0.019048923152048647,-0.038028030703797025,-0.07479398974273492,-0.04332740514996614,-0.004799629816294054,-0.03672269937533517,-0.011061655042389092,-0.03667420714615935,0.06306827360177715,-0.042541261886638065
10,2,2.4280516259162535,0.3284136734170896,0.009322004151797786,0.13779200352280443,0.03816510532614312,-0.020370217925081938,-0.03821226056141919,-0.07252413842752259,-0.042538823053212646,-0.00328874032446968,-0.03669581313728897,-0.009823439194832601,-0.03384969090810836,0.06084789124558102,-0.04149766425700778
10,3,2.167050433542929,0.40548035361379403,0.051063816421391746,0.01410387950999341,0.09125940469768747,-0.004094682279947127,-0.009982110570657135,-0.03150600520150594,-0.010618656482915217,0.007915793991092662,-0.030436681822847887,-0.019050374429943933,-0.04417859005855023,0.048369410026823864,0.00021994079061695934
10,5,1.5642246488712843,0.4592412622037733,0.07160500518898384,0.022803690759802916,0.04509368151207415,0.0396079201024734,-0.011268586964245939,0.08208333445335013,-0.011387108979944181,0.021945716452848558,-0.030120493114019712,-0.027460002452985875,-0.03526914195167594,-0.010574510797006146,0.004534702890416947
11,1,-0.028973356217819456,0.44263949080099535,0.13450456306025485,0.04414896322701601,0.010669346547221722,0.07806486258181089,-0.021591210220104205,0.10585644483113844,-0.013046866353590262,0.04795875427826016,-0.06788502238517218,0.0283273582351218,-0.05130580677938154,-0.005481461868330094,0.01711368793801942
11,2,-0.19147260295446114,0.4624418956112409,0.14184500577918388,0.044710507426314855,0.011456968602685965,0.08608456313439837,-0.020325472677163028,0.10653154679081721,-0.015260260609699889,0.05644800394953748,-0.0456759949009824,0.027373808120719045,-0.05724870847694592,-0.0065126352429128636,0.01609736085914726
11,3,1.8141589381341867,0.22387470790080363,0.044140203017250614,-0.01540561624355231,-0.04137311942656359,-0.030896201488205197,-0.0203617346559279,-0.07198357592005392,-0.04004164591383725,0.013775368077243923,-0.1288643945004493,-0.10452753196219382,-0.11040765061441304,0.026420039855014846,-0.03224753759355339
11,5,-0.15071723765151412,0.4568680128495545,0.14108108774790812,0.044655608277602926,0.010751825411486329,0.08809866481962352,-0.04307668978459464,0.1054276102701422,-0.01487667993408838,0.05626780698490471,-0.046435514186678406,0.027287479684275612,-0.05099751913859378,-0.00649633949034537,0.02231229615396321
12,1,2.7117966261742277,0.4374765168587012,0.13023898996834996,0.16421156327818354,0.04950417315984425,-0.02110260606237738,-0.010749178430822817,0.02593612513513197,-0.0021120688875704953,0.0001640654091058172,0.021613071358832132,-0.006987268520951854,0.04725828009924867,0.10593615459773323,0.038722240379879015
12,2,2.572770145971283,0.44677787086053394,0.06297166489126411,0.1591339012692275,0.051420882948114435,-0.015737301784001293,-0.008528403980798693,-0.009565246926189905,-0.0011316651853529992,-0.0016550048350608307,-0.003206050143834841,-0.0036281401274394238,0.025754139648740137,0.06884152182206964,0.0054066088440598925
12,3,2.7274320739583016,0.4535918057068768,0.12901421887548573,0.18082690186396405,0.0522180671065223,-0.013517236115525803,-0.010151788549655377,0.02410625457205288,-0.0012960010150280105,0.0022769766931949337,-0.004080347981963686,-0.002296013865293754,0.04322135201104825,0.11927233785684127,0.0399614886833255
12,5,2.649594187443121,0.4454780840789698,0.12424320937295849,0.17885858500832097,0.05143091722356352,-0.01108636397548093,-0.00865613888040657,0.05612542018974575,-0.0034820753508714155,-0.003586389366459847,0.010831844925467597,-0.011992320989274063,0.04126605358092937,0.10820890150947708,0.030774255309316212
13,1,-0.23458087127405083,0.4929372621560336,0.13732115699637165,0.03549966781226245,0.0008860985021196928,-0.021019223707574315,-0.01803331917788963,-0.03483967175601948,-0.01582062127375436,-0.003769353743846,0.055493444033864206,-0.023984923722072365,0.06882999912870955,-0.0125177937113766,-0.020965266635535527
13,2,-0.23718658987721186,0.4833663066214993,0.12644681114666717,0.033898544801764255,0.0032450177980951024,-0.020454876900342315,-0.020297275335115807,-0.037983767767808874,-0.02632652789264581,-0.00018870036530426875,-0.04624326495519891,-0.020262043189096753,0.06265489976345887,-0.01408681561687904,-0.02726860699584683
13,3,-0.23483028141786544,0.5157688027134598,0.13677788862002524,0.03802295572866245,-0.006607029358774825,0.004780886661472795,-0.021468332034525583,-0.044965147009146104,-0.017539318553878396,0.014385497395071915,0.07338467931855354,-0.024159503575623565,0.07947998825696312,-0.007697708834014952,-0.02060345914369178
13,5,-0.23691426957937342,0.5374154148030945,0.14638001119193333,0.04424917288791874,-0.006324572006313876,0.011511103994344912,-0.021349245464276842,-0.040195641251927004,-0.01005054212839589,0.022382419295691222,0.15013071346480947,-0.02014645369112295,0.08449183105929024,-0.007613543905001004,-0.019629024375013744
14,1,-0.2876248495099648,-0.5686920966311798,-0.012570922607945949,-0.06165590320769963,-0.009613852120075341,-0.03663682515571607,-0.07771041069738813,-0.06042607401334331,-0.08455952165561598,-0.004258408794838648,-0.02696017393180896,-0.09381082893941309,-0.03358106264327922,-0.010532827723027691,0.005626921693508386
14,2,-0.28154883097484357,-0.602695477955874,0.0028261151421916523,0.02735452160440505,-0.015356667508630243,-0.03595957818028202,-0.07295630915239461,-0.052216985721245654,-0.08682077183713217,-0.0027912649914488986,-0.03324653246752064,-0.07943103556848588,0.0030469004841298603,-0.011802146249041839,0.008336632107396576
14,3,-0.28977863809772364,-0.643951377926696,-0.0065078537007738115,-0.06440671859310074,-0.010621067778196384,-0.018222106251034577,-0.07752558632006318,-0.041445678518580706,-0.0846837152538804,-0.0020765715229339684,-0.02725078712219325,-0.10604524649822267,0.01804353035617892,-0.008510592232203339,0.008765369573244515
14,5,-0.28284482481485,-0.6293352950490673,0.0008819822621043026,0.029309196103655673,-0.014525285376237053,-0.036939836771242025,-0.07752309642719607,-0.052458141309304436,-0.08376184550911094,-0.00272685300893732,-0.030664042082574172,-0.08040751314214928,0.018701979381960245,-0.010848800474167652,0.00624627456171295
15,1,-0.23349240468165536,0.4551737850297658,0.14299036095760215,0.03189647232123108,-0.006417768079198332,-0.007072765375295768,-0.02497351370570284,-0.04468980873505614,-0.023562933639590368,-0.010753440529251585,-0.03694294539509163,-0.024036478798277555,0.06850305487680519,-0.0094273197687916,0.00831190057597928
15,2,-0.24403736628890768,0.43737239018439755,0.1423848895741657,0.03182354964812741,-0.0056909358365089735,-0.028792835435536165,-0.02123860552119784,-0.03500584485156591,-0.0190731120413958,0.0004829862848870455,-0.03918081482405533,-0.029735234516335536,0.0696604634823292,-0.0046245301424213976,0.01314377018704733
15,3,-0.2373020077614797,0.45504390753532753,0.14517400410241993,0.0366755806838699,-0.007027954138213864,-0.02216797717692259,-0.02219219299237068,-0.03569029509947728,-0.021150103487952633,-0.003964997555185695,-0.039740905618635775,-0.02367519022263534,0.05794499155116135,-0.001860434761565462,0.010355218700348057
15,5,-0.23237718626285617,0.4404603485444322,0.15295366189080004,0.03013555600958248,-0.013268175674493085,0.006564466792938154,-0.02202678047000211,-0.02216383621409623,-0.022588175530348337,-0.00919455331445559,0.029116992164040182,-0.025551367650394553,0.0763957149030411,-0.00923736299592743,-0.005766662649894544
16,1,-0.2401285995880612,-0.424942397742578,0.10747523172049596,-0.020659125125912003,-0.00783874702518316,0.038179475688509754,0.040953716767052055,0.05025800862034214,0.05046770875894315,-0.03171656633956429,-0.019358572887656147,0.04709983107599693,-0.033466656839876575,0.0019423784697116633,0.0252042236360407
16,2,-0.2392867104754981,-0.4190499998461479,0.1074916923638078,-0.01804279259311489,-0.011678196064430052,0.03951863989521088,0.042832694105904616,0.06241005040908432,0.05105014475880033,-0.03121393630353459,-0.019615207127404,0.050781487184628105,-0.031948828208029925,0.0017769245030853221,0.024597382742760177
16,3,-0.23913967570343117,-0.41774142811804765,0.10772822066792036,-0.01911252313996496,-0.007837752453718904,0.038688154513157,0.04276839714739062,0.06241064231501235,0.05217223461774387,-0.031921593961254977,-0.018227820405514246,0.05075640622101468,-0.03148037018134429,0.0020672759000374494,0.025174485153879985
16,5,-0.24104941566779017,-0.42953321189670374,0.10100989895697757,-0.026083412077287763,-0.00814245727502054,0.038642324960866656,0.040463244547193335,0.041376991194155284,0.05008137841432864,-0.03176251641895524,-0.019296879589700937,0.04099567405299448,-0.033562569139289324,0.0010418895142836214,0.024594090191644984
17,1,-0.27212050310896896,-0.5039460878305343,0.0582042376167281,-0.054532364637709524,-0.011021000425095174,-0.04537263726590844,-0.0637414049704348,-0.048665438954396886,-0.019644715093964527,-0.008304306619500714,-0.033699482726659784,-0.038812573805785476,-0.037852182904628606,-0.013420875373838334,0.011951533083117073
17,2,-0.261548010485938,-0.46154828237366957,0.07029912996824353,-0.07518486385189845,-0.010033328399143053,-0.0016770796608398908,0.013323936298079129,-0.010210724118814412,0.030220710725452713,-0.01769263121151038,-0.04040005280716172,0.05146522222989694,-0.04043872120146768,-0.008127262348239774,0.026052821007814423
17,3,-0.2650959314205418,-0.4859310964196613,0.04518724716422885,-0.07258081677274542,-0.012572394074541244,-0.036028019583479946,-0.015217170917493982,-0.05632373456505402,0.018672322071900598,-0.030180224465148037,-0.009074041670669126,0.010656104741655242,-0.03563678019320959,-0.007044575480049716,0.016403144370568886
17,5,-0.2615452333767332,-0.46723568884486183,0.07494778458077439,-0.0779632414555864,-0.013431183409148513,-0.0006312086380844815,0.020534085719780024,-0.0007581277754126757,0.032465792533184074,-0.03384287274412057,-0.018331457393319123,0.04646368719728561,-0.03475531376327185,-0.003998499862583592,0.02329035043665004
18,1,-0.2437684007694243,0.3003690955184636,0.12000816291045534,0.008646159952091377,-0.01992849014622378,-0.06384533487309171,-0.013928250730125782,-0.046895793665453,-0.010946771710569698,-0.017854413228625913,-0.0737160882730548,-0.0031332854740674706,-0.12196921632590671,-0.01431614766272347,-0.0068322833128622446
18,2,-0.2550629463150645,-0.4000232078194786,0.08938428073768205,-0.01247832965441631,-0.009833556775403379,0.004865927988194738,0.021865654048515103,0.002416327801184504,0.038246381695670455,-0.009858084967081954,-0.02274310212584206,0.05891227968136865,-0.04018860305063616,0.0011910943201033964,0.032251749307911345
18,3,-0.24771755914823135,-0.3905326361833275,0.05226421731679476,-0.029242946402778268,-0.013003275863225063,-0.037357762161825965,0.005935457202083302,-0.06143488571874507,0.039081747350923485,-0.02214409125561179,-0.01660887617592374,0.048724323050622284,-0.037003921288707324,-0.0033370945051199455,0.03200820358366637
18,5,-0.25396951499280623,-0.4326966230265894,0.08030820747618989,-0.01704804290924526,-0.007425723720006934,0.01889658598560243,0.04317698798246511,0.003929184403078943,0.04113827730027417,-0.009787773432036882,-0.00024269693718497061,0.06350238997979148,-0.03704065322334939,-0.0036846128430561603,0.03913716658706136
19,1,-0.261287134522139,-0.6280677541099192,0.09011247406743166,-0.09756045306273767,-0.006270140890530213,0.03449436202187931,0.02921214598602202,0.05763253542142189,0.039257853032522494,0.03163605683237057,0.018190539197978077,0.013544078505698753,0.01768227474185291,-0.0027022437196517948,0.027630787500298702
19,2,-0.26133230153950143,-0.6545659005776385,0.09128433530730805,-0.10031610516701484,-0.006664121735343166,0.034227664160473896,0.036068564532113365,0.05929728825331181,0.0411218129922224,0.03221178852019693,0.030968535784342062,0.013628776998451721,0.025414216490668894,-0.009187324492987366,0.028189546939738405
19,3,-0.2608851621020048,-0.6492460073103673,0.09135925180038353,-0.09672439161762911,-0.00787871748355013,0.034901105989912466,0.03050220623604763,0.05927028128027897,0.038691924973995206,0.03395361293689386,0.018774825540814805,0.012448855639982537,0.03280627577842652,-0.009058070519728465,0.027324702213994252
19,5,-0.26194965342460147,-0.632389995790202,0.08987564174340301,-0.09660325747923389,-0.010765719802070757,0.03444992326972312,0.029951811173325356,0.05618575504243174,0.03667005425078377,0.033088649164627205,0.01833311518862592,0.012222065199845655,0.017004237894330518,-0.00831701276854832,0.026025214669099322
20,1,-0.27366030197223246,0.2655410986166204,-0.7029199289205703,0.012456768023854524,-0.0021344596751516377,-0.04261189103581397,-0.022099545788690153,-0.03180919163073572,-0.030802117189522988,-0.0017433246195531166,-0.009868032458517894,-0.030211271409936413,0.025706442002370596,-0.004562856767071233,-0.0023763288316140355
20,2,-0.2662361233120208,0.2620544390744034,-0.6967730599241067,0.012175662413564957,-0.0024174772821847533,-0.04228951053444997,-0.022374800815848257,-0.03243449272215727,-0.03098561428574778,-0.0044830993880702035,-0.01982494422379269,-0.04059226518526715,0.023020267411180375,-0.004545009765406493,-0.0021961479312644955
20,3,-0.26478158325671036,0.26660575114527046,-0.6985442635269229,0.012341704208928609,-0.001656346219860637,-0.04044801615015424,-0.02180826476223343,-0.0323708325517537,-0.03068397573581644,-0.0017491528784778067,-0.011552739665091549,-0.03869877161939944,0.026347319188607995,-0.00429721875013984,-0.0020153962208447145
20,5,-0.263094441883051,0.2637478196754897,-0.6947024783212176,0.012613400446329028,-0.0022804396575277818,-0.042713956829819544,-0.021988670850934824,-0.03170321367631641,-0.03063933478590633,-0.003474099975810044,-0.020710283668854315,-0.04035456170360307,0.023484412959318326,-0.004483746204348638,-0.0022513096947552763
21,1,-0.24652388347630036,-0.5103564937238934,0.09811751183864663,-0.08299529798257026,-0.009322781809509467,0.029893439738162008,0.039559668956950414,0.05747876303055097,0.04391419233136269,-0.022196870234122798,-0.019741631353016847,0.046555411360516,-0.03533856942212361,-0.01942205532186464,0.032315994798857196
21,2,-0.2449488504110152,-0.5037213726376597,0.09897040143106924,-0.08255094943118876,-0.009325590019820739,0.033941943030299765,0.04050836974918503,0.05889192379570815,0.04743959097487542,-0.005111031225640067,-0.01992952142748737,0.04927597363698327,-0.03594623112682897,-0.0194626064510171,0.03290518038779381
21,3,-0.25271499429830085,-0.4818385070248878,0.1030792048437696,-0.06630257699784672,-0.009185008212438697,0.038433009709647956,0.042355879299044885,0.061632882053411796,0.05337717135584316,0.018783414360271866,-0.00600279612981997,0.05643337820278074,-0.03217927351431725,-0.008009111063193547,0.036052306164832196
21,5,-0.25491472654433195,-0.49710996801072266,0.10098977939950687,-0.07706311171052757,-0.011790457417305524,0.03533309744703447,0.03829350559969513,0.05856979939424181,0.04908982595709871,0.00865741471181985,-0.008323486148572331,0.052715912651650515,-0.03422861201758817,-0.017512653130963132,0.033337523146022716
22,1,-0.2653443948409311,-0.511612787427167,0.09094187870816553,-0.08174606509486844,-0.010712670497639956,0.028967861733275705,0.0320631843582471,0.05482796588249921,0.03564961778190039,0.01579989262944917,-0.0355518909885953,0.026295705792699988,-0.03270362535409206,-0.014445355861176087,0.025263591433316766
22,2,-0.26997607224171666,-0.5085801033919278,0.08988726180043935,-0.0838952169350718,-0.015207277961807089,0.014162270837748065,0.02217642458698191,0.0014049846090705025,0.03223392080509995,-0.012620340209053007,-0.036156383761080116,0.00957183954523389,-0.035489360699125116,-0.013557190210262797,0.02218503406526764
22,3,-0.263364018365951,-0.5011179219459249,0.10029221379312496,-0.07834140698606618,-0.008979646123984952,0.029890438462945253,0.03390085584558972,0.058630361187593585,0.04015389366039729,0.014769413062428084,-0.02980869669881965,0.03644309505997221,-0.03299422769658851,-0.01392398549056086,0.028379082632185398
22,5,-0.2625603439226324,-0.4940957899476235,0.10212192209766714,-0.0754293772609248,-0.009835632081112542,0.032833986631888135,0.041458135232429666,0.06260748188946644,0.0487711506903185,0.02095008818026367,-0.030708146227118347,0.04736995505638241,-0.03230282795710866,-0.014272106895054348,0.030471716426521966
23,1,-0.2546402317319023,-0.5788509126757296,0.08912973556605976,-0.09605474222206566,-0.009103052374302107,0.03141920351994077,0.022236183497245397,0.037212431736701315,0.031386003929055786,-0.057569313130919585,-0.02898390896388916,0.02584806214490677,-0.03611309579094603,-0.012231524309156397,-0.14651712277660214
23,2,-0.2548350633346217,-0.5802496662837704,0.08898860746742285,-0.09627941498750504,-0.00913972766225205,0.03060676828774923,0.02209552677883691,0.036839802443546496,0.031215124956637343,-0.058458641699784826,-0.0304053493753427,0.024794351914912627,-0.03641078674956012,-0.012131835757682362,-0.14676627268107068
23,3,-0.25441729526163964,-0.5812320572039716,0.08770751881646421,-0.09297932102565579,-0.014847810962054621,0.03137008675500564,0.022194848523074844,0.0447377596767132,0.029790319153817406,-0.05741667238063515,-0.028792083592404122,0.028025561085284867,-0.03595467422612955,-0.011425541132186672,-0.14567848550843304
