f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_level.lda_mda_10,ic.m0,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_meta.quad_simple.cond
10,5,0.4536991973962304,1.7242400309003727,0.04431927713360025,0.0652649138124144,-0.0409197767388888,0.0013743729347548612,-0.05974534233894291,0.040343341354841626,-0.025490808477070158,-0.0076172461240087575,0.03442901427928879,-0.019393816376462147,0.04312858339938191,-0.02580851537005709,0.02248189737706926
11,2,0.48095603014698163,-0.14536966313141686,0.12801266909016884,0.0016512128572248924,-0.03260725654289852,-0.007370947538414208,0.019761968372736163,0.050848701135954584,0.05575347858035924,-0.02459625338679097,0.04132077847985023,-0.022025942391092897,0.03969852044835074,-0.0190794917444267,6.896232716079118e-05
11,3,0.18538201497664042,1.1537479744031625,0.049619045837847396,0.03761083792505736,-0.03092587016576589,-0.016417268152022192,-0.05119208324246431,0.0004185476160091816,-0.0717581737041557,-0.09570589674845197,-0.018126252429122674,-0.048111816724636575,-0.09127963609394464,-0.019061187744853488,-0.08024083300618721
11,4,0.19423422121426837,1.1959998393649636,0.05273237932890986,0.03623638034946748,-0.03386714652688842,0.0022159819964181755,0.016425164286678902,0.0026627397718229453,-0.07078268990172153,-0.09630814388715768,-0.019971241932232237,-0.047809527300343074,-0.0883270900461654,-0.019120946079303855,-0.05115093086452902
11,5,0.4796072087050083,-0.14591392263762404,0.12823933445638883,0.0013833773350491352,-0.03393507862139023,-0.007647469570444904,0.019748637874342955,0.05041502174042873,0.05537523536636821,-0.024857798527972656,0.04195750931658808,-0.021587404092415167,0.03934267096966717,-0.019299603456053232,0.0015177315124445545
12,2,0.7724939322729908,1.9973054397721337,0.06571013626192686,0.2186424009642626,-0.006566169671795267,0.20212377462666056,0.10070991836990847,-0.00022983173547981822,-0.00996316476291956,0.01907359288646249,0.030411358552017917,0.015233374724341973,0.01760115092115547,0.006693282897371626,0.021537649524448477
12,3,0.7988550129826726,2.1160232494010107,0.11686933767829051,0.2575320990255586,-0.0098249202200944,0.23074395656309363,0.1265022019991888,-0.0007757296749634495,-0.007046827419192566,0.008699092525428513,0.07250086289294543,0.009458960865162777,0.019908607225281854,0.004168084501495137,0.031043322541536997
12,4,0.8232294371769407,2.1257589469302083,0.12031228971730491,0.26586027414947544,-0.0028388868178629294,0.23133317192223823,0.12799160479289318,-0.0023394234601858866,-0.00502756641729477,0.022912781835090983,0.07238317013148844,0.012193041836886073,0.020711033927205847,0.01835183782443343,0.033693779141798684
12,5,0.7904691958716927,2.034890183966745,0.11167202979757739,0.2315310855324619,-0.011296567635622262,0.2165962239244499,0.11071138611661102,-0.002447648130628666,-0.0016039405396263654,0.024064918589335415,0.06772747005606135,-0.0011226189919858686,0.0077214819220651505,0.007457344234886338,0.01907904573555589
13,2,0.47899631890785754,-0.19965158913171788,0.1008400481570501,-0.02241630173098158,-0.008326864322105271,-0.008916747551167406,0.00925779800441573,-0.013516273392097069,-0.057637145953499766,6.443680304152236e-05,-0.04412727037911002,-0.023847089114653542,-0.01360850288041919,-0.018338636047989673,0.009302585672712287
13,3,0.5360869826130371,-0.19881137602488905,0.11926075755749149,-0.016599698356032325,-0.007429996318270861,-0.013445244407564384,0.006086923303943785,-0.0199693205453521,0.011105002032281036,0.0567790639314882,-0.02644246645106993,0.06048735050242928,-0.010227125354765209,-0.002782040259403718,0.006777385931931799
13,4,0.5242565247528775,-0.19602741616275524,0.11514009094140758,-0.016383801686570738,0.0045924056002110926,-0.008108100982101706,0.005508763131679796,-0.013544603145605277,-0.026310017255178692,0.033073297902949994,-0.027336731771403174,0.06376912818524606,-0.012599719797029854,0.001435504748564185,0.007386411310524528
13,5,0.5645806634044284,-0.1972361002008444,0.13349721507415727,-0.015135338323539305,-0.0029054457820196535,-0.01148873912975107,0.007060380309411069,-0.010510819947712451,0.011406658046531331,0.09977715571667747,-0.027688366417233733,0.13450985119614456,0.0066667300489879665,-0.0050927604468596465,-0.00371110191050365
14,2,-0.6463282177128048,-0.24927825222210037,-0.0653312444677555,-0.022211493795306177,-0.10174630685484212,-0.023421792797877674,0.0010512384589618567,-0.04083392269435628,-0.0683497202160565,-0.021464453915000556,0.014521132716485086,-0.02647282333597968,-0.02030728406562845,-0.046663779701472036,-0.004934208705620988
14,3,-0.6825820995022427,-0.24998314429294707,-0.07035514367284393,-0.029637985760851217,-0.1012569579042084,-0.02136109315019225,-0.030011590983668936,-0.04224060270921726,-0.048132260362962594,-0.012350914954907392,0.012235269986153085,-0.02583149886125409,-0.015528506650684,-0.03664209817233979,-0.0039004238897544508
14,4,-0.6579045731016,-0.24841952752477234,-0.05290454815506048,-0.027753025415782284,-0.1003354244889197,-0.021864158932720465,-0.028798679864980803,-0.04165395002162979,-0.06204215729130268,-0.017572845117940893,0.022986840194603463,-0.02557570067826173,-0.01651178293728211,-0.038095010180640244,-0.004608915486317915
14,5,-0.67278436119021,-0.2516778026803827,-0.06459371471348417,-0.023663411311490596,-0.08592206823055264,-0.02299693644520373,0.0021918573273093894,-0.03989812993116561,-0.06630347930092453,-0.022599294197357518,0.015538201310728278,-0.026832215009683254,-0.02153383766668853,-0.031522775927324685,-0.01283333859105824
15,2,0.4495856525059115,-0.20331717823251522,0.1343509585732514,-0.008194414342787294,-0.01211938516567554,-0.01455355311802881,0.005527031831289072,-0.017537283462102576,-0.03639845646159032,-0.0011481973282578685,0.0318894478744014,-0.019467246678840904,-0.011190482618649595,0.0006986954490647338,-0.006575878451427784
15,3,0.45262501825009566,-0.20114181635303188,0.13146549378879271,-0.002669893771292318,-0.014606301108542719,-0.008904552647370204,0.008584563363057279,-0.012713444960830702,-0.050533795939710954,-0.017214655600176484,0.03502371733134532,-0.044574506761290406,-0.013702929119501321,-0.0003979011254400886,0.0020288361595149317
15,4,0.47490499224952953,-0.20161307314926802,0.10181100155846572,-0.020172725577451343,-0.005359265148023165,-0.0253844049437229,6.264427366443626e-05,-0.02172514660581028,-0.04667941476778811,-0.0031250285200393664,0.023274504595633023,-0.01380040875445146,-0.001528632646728424,-0.0004479718599253694,0.0076782216358705115
15,5,0.4560113421164506,-0.18592641764088333,0.1447942573956021,-0.016671875262585366,-0.017573335315187063,-0.02414925827792659,-0.0010559121344487833,-0.008955689117822643,0.0001716316912497224,-0.003694629044945951,0.0209993589749395,0.030439933113595948,-0.0068361970372524845,-0.005828693123714795,0.01020329108226078
16,2,-0.5010051608679128,-0.19364655557405677,0.12916633120642487,-0.013972053070299147,0.06230106212343611,-0.01651820266533002,-0.00707733862590079,0.02815770461420943,0.04218166653749166,-0.015104707240063504,0.020826512581465288,-0.004035782350854578,0.019050571013667333,0.0327331028321487,-0.027906562684440174
16,3,-0.49344952432313904,-0.1925162014755193,0.12949755025100423,-0.008272925074556787,0.06298850079066533,-0.019292003484730886,-0.006403431616431788,0.02835140223300735,0.04197946007490351,-0.01230348371483759,0.01846844663720457,-0.00686182005752916,0.019344970909755295,0.03519128459426553,-0.012811632048893223
16,4,-0.4866669319794983,-0.19117588461779214,0.13563223877952668,-0.008193515956282232,0.06508896647952116,-0.01599049801331991,-0.005822372523230655,0.0284176617306391,0.04082612630610233,-0.014617671811234476,0.02120283217481978,-0.0011883862974309991,0.019348626831297636,0.03495462150172446,0.0010465781159049656
16,5,-0.49477247860292245,-0.1919532870927968,0.12264993283756098,-0.009199716074084822,0.06336950263399085,-0.019854492882821647,-0.007974987810694095,0.028114484317558867,0.03741730633946896,-0.012892382446313617,0.019261844664908864,-0.007072234270740121,0.019400859401548565,0.03487041755605978,0.0004407163609519815
17,2,-0.5544824810938045,-0.217752200209578,0.09860349080542963,-0.03588987281632736,0.036938810968627396,-0.019159459975568224,-0.047142225730674246,0.012734308320175317,0.026082950864830326,-0.019083002510630102,0.03474767191248264,-0.03149030070414001,-0.01246801190261951,0.014990357903321974,-0.010523091166643407
17,3,-0.6019356963778534,-0.2251187208131498,-0.0008335404836037091,-0.03342868330375674,-0.0352095888523459,-0.02088452625457841,-0.03805908398247878,0.004930938996117245,0.018363182869254403,-0.0097165359519324,0.020335062856505437,-0.0034498313757705796,-0.022401607510233748,0.00911393085073525,-0.0013803181494962081
17,4,-0.6012469616079175,-0.22419890118055524,0.05615921273369415,-0.03442316555421729,-0.03706464239718978,-0.019240610605535956,-0.04025308617785273,0.0020101212747940444,0.01528202777485428,-0.012041434286086273,0.0228597291901841,-0.01889657899462392,-0.02521968166726359,0.0028602994685617954,-0.017621984657167408
17,5,-0.5683277245521513,-0.2116548453229081,0.10414611910722348,-0.03267482969923907,0.04259210980103868,-0.016757198011901543,-0.045438914075691415,0.021731275921669558,0.032678693110921336,-0.01686877358485807,0.04351135298847158,-0.013799790654684363,0.013547756448398035,0.020903295298031185,-0.013980072040313882
18,2,-0.5094160934393919,-0.21182930955067325,0.11849113315761205,-0.014440439441810548,0.04689876324750456,-0.017279001552104756,-0.009681258570725583,0.022284693113414265,0.03474716881190888,-0.016223706435442544,0.040303141932870205,-0.015459003864771682,0.0007342302741849166,0.02185079446330384,0.0024819915493264327
18,3,-0.5272332429609042,-0.2166762564916206,0.04053101773676638,-0.018112941828896976,0.048217303936235745,-0.021014101884786283,-0.01933104600093523,-0.004329782758068031,0.020185596677522982,0.0021967791327906277,0.03245937768724477,-0.004081299912459153,-0.023728454287276393,0.0008186279119283162,0.013763251486559692
18,4,-0.5654000803294797,-0.2198848126860932,0.10311481051316149,-0.017959457983371455,-0.04031561569221194,-0.02085105698285599,-0.019439474874984583,-0.0010200512920501784,0.013257671390507859,-0.016991442442491234,0.031087604295441443,-0.01977682480254718,-0.020378631300567798,0.0015705877551407676,-0.009805402612161087
18,5,-0.5159893081015496,-0.20653664693501592,0.11857835794603062,-0.004693163795834724,0.05423562907734337,-0.01887572719442269,-0.01813626348241352,0.02847258184408223,0.04356722381865997,0.0017225297219775565,0.049041364805860216,0.0008592805527184843,0.025947789315304906,0.031062708291281844,-0.0046493296037371104
19,2,-0.6452125495669803,-0.21217362997834072,0.11668969160249974,-0.024334682097081593,0.05065668286394917,-0.017626271218376725,-0.04670390966508033,0.02637942419404465,0.0030697098034576428,0.008104362668013758,0.04005277385489483,0.02441705731519526,0.02424786769542413,0.026343223560075107,0.0146039644801538
19,3,-0.6298033172083147,-0.2119805372393607,0.11475635505251339,-0.024941191394207675,0.04651830485015432,-0.016409032801374013,-0.044732193924975884,0.026563055257404943,0.005105704592629005,4.51443044549536e-06,0.04020051031251192,0.011684655922785565,0.025050788873934596,0.02290469865480264,0.021865247198429468
19,4,-0.6222157594478493,-0.21206973610528015,0.12230599465323537,-0.021615527461557735,0.046893735513960935,-0.018551138594312556,-0.04450840698798704,0.026297349552976936,0.005114444640990108,0.0025293993339623195,0.03947791239360742,0.009520975931293474,0.02358236189247803,0.02135039131087224,0.014169686309359747
19,5,-0.6301996215577006,-0.2121755278697293,0.11512804604765682,-0.025179756656292452,0.046082320052402564,-0.018054769207804452,-0.045932680868545565,0.026510136125584217,0.00326238522293643,-0.0019114272393401309,0.03857555872167085,0.009696193695513496,0.02455950543919324,0.02144425654288409,0.021301009168904168
20,2,0.23293015160850855,-0.21851250411923906,-0.7256338889259852,-0.018700324213568258,-0.04839759547203965,-0.01292167334343746,-0.004373755193832577,-0.003629910992812798,-0.01917627360503923,-0.005918113995625796,-0.013545537581074114,-0.014426646515756782,-0.007459024642273321,-0.013238813364989808,-0.004796454110793907
20,3,0.2369680066058079,-0.2175159346373082,-0.7278882460205078,-0.0187191726029971,-0.04730634507150876,-0.01250708235129002,-0.004160250959353525,-0.004612779812937636,-0.01550371380863055,-0.00610929836000783,-0.013573398474598073,-0.013972243159959562,-0.007680447126744155,-0.01317944864791272,-0.004041508742355983
20,4,0.23502951101281708,-0.21801078459224538,-0.7270704531275728,-0.018738554999992833,-0.0483841567212396,-0.012483682967600112,-0.004045944958886798,-0.0036734132151040218,-0.015622459024811986,-0.006182260675016172,-0.013643482361194234,-0.014185895971983827,-0.007655840500078163,-0.013045719939564554,-0.004076813903558908
20,5,0.23587577579686517,-0.2155685916391991,-0.7264367270350871,-0.01851452828383701,-0.0479709746782568,-0.012367050807330492,-0.003782476395276675,-0.0031991902777165314,-0.01536258891978626,-0.006980212448136857,-0.012949056358024262,-0.014528493398905828,-0.008554092791140605,-0.013111579492412283,-0.0038774969386840587
21,2,-0.5341529819126444,-0.1999615619331542,0.12464197494625978,-0.027174844535874727,0.05546041378993153,-0.020042585140477395,-0.04695560719047426,0.02639057678415851,0.03132668560994371,-0.012692616808164867,0.04459789380445512,-0.013090317059299455,0.020815956321350526,0.0282390545728576,0.014029631490760265
21,3,-0.5232802002773057,-0.20993941777201808,0.1308218250764516,-0.027302419330675298,0.062425379960209984,-0.014438267863390971,-0.034632092217915855,0.026717179497444694,0.03842586181205735,0.0007732468309693463,0.05088736541234633,-0.006470621542318929,0.02272447339093942,0.03183574755087635,0.019731404226114073
21,4,-0.5241456293626022,-0.2057347358723593,0.12991896659782443,-0.027592688296191343,0.058461533979314514,-0.01981572056208185,-0.04178731238985579,0.02726871997217668,0.03676696781152755,-0.0040936556937729495,0.04863537119443044,-0.004291869907600488,0.025674562477150234,0.03326949299711262,0.01784439160868226
21,5,-0.528524738590286,-0.21061409526984515,0.12763263687214355,-0.027428654001169072,0.05830835082071129,-0.019484242910773473,-0.043568520734369176,0.02724786494135914,0.034031366940984506,-0.0011014786955520326,0.04885696467710876,-0.006240530557362688,0.022308733209135182,0.03219957107416044,0.019380630074020303
22,2,-0.5715682432401974,-0.22222637479276916,0.11037817699039712,-0.03146877555999484,0.039185197823029,-0.03052877777124682,-0.04814887547685198,0.015444124707261126,0.0038586383041426097,-0.021508208598531045,0.03137349334201384,-0.03174987231109439,-0.0044205498366912035,0.017256699542720622,-0.014717627364056716
22,3,-0.5564130241362867,-0.2143946554141253,0.12305241878614041,-0.027076469096517404,0.05181654647511576,-0.01960638428162656,-0.042432942328123606,0.026641337415261063,0.012332633714424949,-0.01555896316742552,0.03941678451506127,-0.023881879290142776,0.032218199314819874,0.025567545532032845,-0.0077271853388303285
22,4,-0.5525270991513745,-0.21780306992028875,0.1178852656704379,-0.02603009206404322,0.04438780722443516,-0.016314029976915438,-0.04340476673124636,0.03040087211607821,0.020285257899301058,-0.014906625689783992,0.03889234518095613,-0.025712426345577185,0.008764219871580051,0.019632388075835217,0.015585706983825104
22,5,-0.539385811502915,-0.21353721628714095,0.12564946057499002,-0.025268434594026005,0.058766127248475644,-0.017879892104854203,-0.03721947121715866,0.028944447111081135,0.019849187077963765,-0.008655611504810173,0.04134374623138022,-0.02581764588375889,0.03503189636770939,0.03593191785761055,-0.005439796434728841
23,2,-0.6141167355433415,-0.20475879480366796,0.10410274471667245,-0.03321872751334922,0.03978424280674062,-0.01954504176492306,-0.045001091939961484,0.019973514066694023,0.021603355077223187,-0.025419520566171836,-0.17897582112650065,-0.012742294865572571,0.014629630902865662,0.024656441581320892,-0.02942403499758632
23,3,-0.611247478283134,-0.20439393840644537,0.10154356520296397,-0.03255518925192607,0.039279939713242555,-0.018693783002966466,-0.04334758090018167,0.020068826157952878,0.02309962343503802,-0.022815965533289843,-0.17678797551244957,-0.015234252017582037,0.014948448737585067,0.02487141649396862,-0.020196044464501163
23,4,-0.6218240186355904,-0.20614532993365844,0.09769689793885124,-0.033144802295328096,0.03656030780563224,-0.018720982923702646,-0.04346882450267717,0.01881415770007944,0.017339753861775824,-0.023328052661337497,-0.17744792345026683,-0.016964652215437664,0.015055967721188886,0.022357355305631505,-0.035934446804079256
