f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_10,ela_level.mmce_lda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_10
11,2,0.493049458409554,0.4765315894729023,-0.1778106078222563,0.0925101195200671,0.14084531435558367,0.005797922828192276,-0.2899265758456071,0.05268284448657862,0.3047187833050206,0.02910539833708603,-0.03680531395756942,-0.26869456041223355,-0.13544952587127085,-0.2555360814476671,0.09572718420065734
11,3,0.4085694323880099,0.37923847754796913,-0.1848196712784043,0.07219356429529111,0.18761129303614782,-0.05587990825718758,-0.0948994641309156,0.05003333065471244,0.2090337977289339,0.04271019265693993,-0.03158489697469924,-0.04784277254986097,-0.21182108629145097,-0.058145395956575974,0.06976624302773893
11,4,0.22916058824667226,0.22110233960403253,-0.12364268868616735,-0.0555408388092386,0.1410561933772192,-0.11930584665454275,-0.04495969497800262,0.0420115601237952,0.12924083355572213,0.04432889417843694,-0.0237071578985521,0.1641965951085832,-0.056207915763072325,-0.015217618468149757,0.033000469232588814
11,5,0.5908819468361137,0.5643027777852385,-0.1919257093000019,0.13693013115258723,0.17432130801222473,0.030249950712469442,-0.22854795357208024,0.06328017195826297,0.34580798863342443,0.038738379288018154,-0.036289645374505464,-0.2547550570727967,-0.05830397696161177,-0.272858849228088,0.11544444381358632
12,2,0.7089888267539388,0.8711876590655974,0.24487378996280929,0.18909042723763791,0.1465931320299323,0.12147187502934154,0.1189364439566003,0.08561607739098642,-0.10747276132173011,0.06270567756901424,0.5586448356109175,0.037101649086519695,0.034633783611033975,0.06429632970738597,0.05457286305478659
12,3,0.6967822663575087,0.8663571932553893,0.38804560327504456,0.1698154049830829,0.1676836167942013,0.15124649827563896,0.14789893798258502,0.08411912860838311,0.026181830883557966,0.07476001869530258,0.833475525596274,0.0577924070080571,0.021796684623671014,0.07835720819292091,0.0037526868462913754
12,4,0.70004352307962,0.8954026507674071,0.37338188022272023,0.16933595142311653,0.16459744562808387,0.13177065665593335,0.16186931125782333,0.08443324065179336,0.05928762876182825,0.05955117702762758,0.7552890142908817,0.09474124485971336,0.0653141712434413,0.08760057919046904,0.10509808002264975
12,5,0.6837190419860844,0.873806316639909,0.3470107780696141,0.17841436155580848,0.15961278116650934,0.13667255352504593,0.07135122269027994,0.0644543202919925,0.06003573979476062,0.04921697988741025,0.7537579342609586,0.0942763484970226,0.04030978050195477,0.08305289202579114,0.08710511271252042
13,2,-0.029304708012765635,-0.08895925316483717,-0.04656819761164338,-0.06626657690253229,-0.13849769627299535,0.27037635580098995,0.2183602764039878,0.05408966472368862,-0.2939887796231908,0.032626677401124154,-0.06966021359116026,-0.07736222203233234,0.012029463997359102,-0.035476102644725394,0.0026289622253269362
13,3,-0.04074189044732049,-0.1036985313067301,0.18366652252885274,0.11694203794397423,0.14322630534312403,0.05637043914629164,-0.07546116745114345,0.09703184269774723,-0.01960980974133064,0.03608702056768351,-0.08473906553015331,-0.024145015540696257,0.2035422216761254,-0.0017704821698601436,0.048258387882429754
13,4,-0.03918276758418612,-0.10146905204119758,0.19587171474051213,0.11289955123007739,0.14525072856450794,0.06615075312154578,-0.08556517275402814,0.09788349624735065,0.0024156998105440697,0.03747506283803437,-0.08430688977872955,-0.02896976454129846,0.18717319645317218,0.0071164893461430345,0.04778921318367446
13,5,-0.04155006552969176,-0.1079468142694116,0.185477476545379,0.12166613639356982,0.18914265529089214,-0.09468649157836559,-0.06749248424992327,0.1012216089308155,0.14483156182428675,0.03496215735757324,-0.08314771548775457,0.018169474538564656,0.17552482685915005,0.02021605667639756,0.016747251662943774
14,2,-0.23663636115839615,-0.21154297929933508,-0.3499631433453281,0.0,-0.1970313121825309,0.12477843250687765,0.11180206014930316,0.04208367497618326,-0.24213037139410165,0.025201020751996595,-0.06398629941057532,-0.18446215263313737,-0.043250858724313224,-0.07377003488091671,0.009161067315381022
14,3,-0.31046084480889796,-0.27091662039234066,-0.2891592153360897,0.052947766542433716,0.07487694989610799,-0.06869443062406277,-0.08404257057171871,0.05107967354923082,-0.07461310200991855,0.02099980597492812,-0.06837044122048364,-0.1323771129616259,0.10360519416310171,-0.07268931763594061,-0.0018565714671305855
14,4,-0.3246765009380128,-0.2793544799627735,-0.4130997745283682,0.047440018464163014,0.018159058756606727,-0.0033989039654394038,-0.07023292557172023,0.046488937199544056,-0.09194463218232951,0.020419700035804955,-0.024702406768970064,-0.19136726380337632,0.06664807381927712,-0.0900500618191119,-0.0034147397057082696
14,5,-0.23109064044045113,-0.19613443724615043,-0.3304247784090113,-0.04068350723692804,-0.1759523887417639,0.06446565971242146,0.0446675433458843,0.041277217448456804,-0.29492574537978566,0.022447878817560052,-0.06739543887340105,-0.1248689427235915,-0.04596038370100075,-0.06985526834331035,-0.037299664602456595
15,2,-0.09745599659435591,-0.06245130054736342,-0.38819513197794653,0.10836834258714002,0.06129140777512873,0.06634739111619263,0.0571578583159818,0.07564900395468374,-0.1252171434311001,0.04143499152083621,0.58323332017703,-0.0666374352138001,0.03571483889614796,-0.04011878651388018,0.020078017118451197
15,3,-0.041416559416135146,0.006154671289285901,-0.36673427378148077,0.08940978219249479,0.04115431721765203,0.15597139843019048,0.18663210694006804,0.06799440934025985,-0.1760541671715823,0.04209148444343366,0.408755129579913,-0.0351690390101804,0.009946143819013264,-0.06662741497527389,-0.017915733632957065
15,4,-0.11742843940123021,-0.12485487954327623,-0.20062298947440904,0.08259117698751003,0.08194675340155728,0.04706084792658041,0.028163858606578718,0.07338453754686589,-0.13664628078291916,0.032679478690023134,-0.07557683667414455,-0.07212896641165917,0.04607344478850947,-0.06473400273871358,0.03242554345891979
15,5,-0.09519768490545955,-0.0842214087859118,-0.2593686534331632,0.06736566413321302,0.168833932525372,-0.0807534901622447,-0.08401611031161346,0.09104800478762526,0.10416551344450779,0.03517056366898076,0.062452199870013846,0.0841585773351371,0.0549621631188585,0.06180915539821457,0.02966766548114011
16,2,-0.13000692730876645,-0.15200660198554736,0.354004193811279,-0.04444214989398118,-0.19825575597615708,-0.040782605751898876,-0.11433334648498811,0.024905575051369255,0.09437484279951205,0.01605217412144834,-0.03341687891876896,-0.015543074055278161,-0.008177363174525151,-0.06657492435185239,0.017495367961226527
16,3,-0.1332396556987635,-0.14244101107600407,0.3573753613836287,-0.03831369747470659,-0.20230736330555138,-0.04082909485595959,-0.11619684167710947,0.020444061132490088,0.08810379397313657,0.02065756118152058,-0.034249072186961826,-0.012693493513374482,-0.00855027390694768,-0.07249934025374297,0.012477285278854222
16,4,-0.13295025087664636,-0.14880689041139178,0.3574258186711706,-0.040478866081311404,-0.2026744806337148,-0.0368827082414752,-0.11368511580269403,0.02397169231927132,0.09765830930382982,0.019680852120955897,-0.03372458124759109,-0.014605542102219982,-0.01719564797856421,-0.0670472250933534,0.013815066730764047
16,5,-0.1323362352616799,-0.14820759221086316,0.3581456558201377,-0.042037552042216014,-0.19551924664061324,-0.03240447801102203,-0.1184667421246699,0.02114960874569141,0.09460509813264503,0.015584818512433471,-0.032222059339018616,-0.01753390742785041,-0.013802482794755669,-0.06351443527575865,0.013752284542407622
17,2,-0.40629895990523374,-0.3463576969937056,-0.320235155855519,-0.052348678691893746,0.13930190838046158,-0.07724882798382615,-0.06622357119519073,-0.06188887998105741,0.08983603825483832,0.02027033081306845,0.04574253593007155,0.13762904977151413,-0.03000187546610128,0.04489862586871124,0.04910355847490733
17,3,-0.3101298586888046,-0.3130117423238513,-0.1859130633943975,0.07287913492484488,-0.09035975016080716,-0.09573930121741431,0.05359202845349775,-0.026153866431901318,-0.27293540821700396,0.013891206754750307,-0.05624833426719167,0.1117488791974196,0.07083215198346549,-0.03906464930314135,0.007110868854603991
17,4,-0.4102098645598119,-0.3487799558213236,-0.33415026784005586,-0.02089905795770186,0.12230873468307873,-0.09796743717598422,-0.07997192629985994,-0.01250721959937351,-0.09880249022450305,0.013991924891759155,0.03651021318025993,0.16623719963352201,-0.03829675027267149,0.020491911652632755,0.0
17,5,-0.4419357316106626,-0.3164480595293701,-0.4392300927457937,-0.05036713185492786,0.13660861219322784,-0.055963625883946044,-0.08129715467950321,-0.038458645818954196,0.1639781028308934,0.022796671208874242,0.20427594873279104,0.09120290216814764,-0.024767848349187216,0.07421042531853633,0.036100800677262956
18,2,-0.26703925745863033,-0.22152062508031195,-0.2942514924290388,-0.02453429306830593,0.14514636159973648,-0.08363024028572259,-0.05755135513192333,0.06974787376699304,0.14256582088051228,0.027341017031738662,0.056219862883783014,0.12875842942012716,-0.019193239136777562,0.07033045127877975,0.04499172368173188
18,3,-0.16427754843409137,-0.17605721038463074,-0.16466676297981236,0.07662820007874149,-0.07885574212789404,-0.08936531130859143,0.03913283861352829,0.06266607224065374,-0.25707761124963957,0.02357122510846754,-0.052552844605593174,0.11756384229746508,0.08460385044206098,-0.02936934766426408,0.03428501419481966
18,4,-0.2628196282151902,-0.21428956009083472,-0.32573176273989257,-0.008474789101172664,0.13313372682511343,-0.09610666767406129,-0.06932762344101984,0.06821288644665513,-0.0791746504674557,0.02390737680687255,0.06166515605543177,0.1589613989982499,-0.041659227021544454,0.028174021135737082,0.022064102971278587
18,5,-0.30409197739712096,-0.20032099827459768,-0.43870463372908775,-0.022379584550619336,0.14042618827586248,-0.07624414881582602,-0.06435235507189338,0.051902762967869484,0.21753495977521178,0.028523298880217873,0.21348493364088153,0.0816801547386195,-0.014124968116726727,0.09016492582956347,0.04036265374374315
19,2,-0.24643818522995903,-0.2360201089458307,-0.013775685985715935,-0.053189083246871605,-0.12828139110158204,-0.0807965710578678,-0.07683772112691312,0.016521603122058748,0.14141182202022376,0.02417320803479428,-0.03535954516206091,0.0,0.0,0.09619156651093744,0.022935089736847214
19,3,-0.2481822854721335,-0.2410428625531239,-0.020429208856270364,-0.046044803144303814,-0.12149385402753232,-0.08255989681740039,-0.07698406762402138,0.021316547383650963,0.15102707797604428,0.017309587055622272,-0.03023910148775727,0.02003494173108067,0.002592902821119125,0.10176173567798646,0.015045463695615657
19,4,-0.24540911691692308,-0.2349264902178263,-0.038934616091406415,-0.04265107707120025,-0.12973210903365573,-0.08548549939320366,-0.07941818966630709,0.019392567802891114,0.15237501030962508,0.010672274659430186,-0.023465381041794575,0.014005325927069934,0.01240587522867817,0.0984364598028411,0.012578739764586566
19,5,-0.24503182196889162,-0.23957093761973977,-0.022119920318835584,-0.04324458435817147,-0.1253043423852841,-0.07493280134803748,-0.07844671129177716,0.021085362458575896,0.15411011732180147,0.022290083968809105,-0.034702536633790304,0.01968521182016586,0.008624415714746148,0.09775817785002341,0.016213703626159592
20,2,0.11577260209882914,0.09837645291422953,-0.09167935150187645,-0.2623662530874814,0.026272000841920384,-0.1278172655496536,-0.08483443590091133,0.05940525407074171,-0.12884699896609375,0.036134947255391014,-0.09216588177136276,-0.11360241877402977,-0.027757855934326225,-0.05412945324735208,-0.18487445913206335
20,3,0.1293919882962444,0.10236734928654861,-0.0860343993962393,-0.2490845941810248,0.023475880555210493,-0.10890648679464643,-0.08003294951041251,0.06390987394588599,-0.12188337410325994,0.03463465738933663,-0.09066774682718359,-0.1167826805882598,-0.03069993638745172,-0.05109755410870134,-0.1650402170289701
20,4,0.12460021088004988,0.1015811069379062,-0.09199866508960469,-0.25865477032883477,0.024238749028493156,-0.12210037986608302,-0.08801771064493596,0.06389076058027865,-0.12049040082428814,0.03213770625235812,-0.08729848692032027,-0.11339592143267185,-0.029566016502906134,-0.05202504607129288,-0.17580211429856318
20,5,0.12183118396158599,0.0996721925875565,-0.0890166899539977,-0.2630398317890487,0.027967450077903966,-0.11112175861460771,-0.08606382596152667,0.05904731870161967,-0.11680913829055894,0.035136743419019706,-0.09114991253118154,-0.11228709995092817,-0.02875372853461905,-0.048829297271811845,-0.18598937964207396
21,2,-0.2106202201326038,-0.1952909230108682,0.4217165849578044,-0.029718706728958544,-0.13846153528106436,0.0,-0.013039303911536682,-0.3897541222905431,0.10301549623894568,0.011789893183483863,-0.019303008386764464,-0.025648728700739865,-0.010014223644987108,0.05350726270299683,0.012259999620273465
21,3,-0.20700631486887983,-0.19181520865161222,0.44225444178966467,-0.028999505628500177,-0.15688243251670217,-0.0016167721510380595,-0.018540009945088032,-0.37909524137584144,0.09873635135433495,0.011225969776356898,-0.02353024168764828,-0.031822776137042375,-0.012914066243450761,0.04659745003933141,0.009576463796108381
21,4,-0.2217761151880281,-0.19604042381142925,0.44111768143649477,-0.0320768954248995,-0.13704041247398224,0.006894820827199555,-0.008797529437044427,-0.4050640779099865,0.11901667040624721,0.010382267995229011,-0.024004438441340314,-0.03545227506143622,0.0,0.07063958753518358,0.009822038710324943
21,5,-0.2056839146133756,-0.1868790350727868,0.43996131758340784,-0.03267605659662984,-0.16293466745017793,0.0,-0.02037862593345105,-0.38977339368496666,0.09794070119452414,0.01392814586124727,-0.022804641493752775,-0.027577058302731106,-0.010905419611929645,0.041603710551810974,0.012726071005770834
22,2,-0.296240079910399,-0.24538751228911343,0.26649034878364064,-0.03048065426434393,-0.058051526022307176,-0.0238746780142417,-0.03634311083265884,-0.43234565919133894,0.08969408656719402,0.008516495874896779,-0.0046704921802790955,-0.017420434089279235,-0.018450756610443042,0.06959281075849941,0.008862026910751664
22,3,-0.2874577163361561,-0.2355904327027008,0.288408246543464,-0.01922293863424629,-0.08893163842623969,0.008654041380396577,-0.01869852910823977,-0.4080682211917937,0.14301885572542172,0.010617524545838197,-0.007701027985259845,-0.028676755001291798,-0.015319425577634105,0.08429111898069264,0.009890428083816016
22,4,-0.2921398747579235,-0.24764458391449484,0.2584696028394065,-0.02328311911877312,-0.04311233028985495,-0.01712657079930796,-0.035246369939550326,-0.42143969499759193,0.10127281940483479,0.01260298675768573,-0.006664126027028372,-0.012398136317210207,-0.015727410877216408,0.0834804056857972,0.010448957524965774
22,5,-0.2730925046781084,-0.23163893409169056,0.3126658310273861,-0.028792821088222564,-0.10420971194765213,0.00969229384426909,-0.011794215462126556,-0.4075385120657684,0.13230692303367966,0.002411602218032105,-0.004800048694890535,-0.029159481109868546,-0.015310036802186566,0.07568523614236847,0.011932449018471902
23,2,-0.18488580756216144,-0.18849514893610375,0.3025635312413785,-0.041747921159087764,-0.2221967184758743,-0.02033278240900399,-0.08108033438866347,-0.3331251164444773,0.07041206247413467,0.006206354077543941,-0.039897540061321735,-0.0397482939317515,-0.03745271315625659,-0.06894365247327428,-0.006224351599753319
23,3,-0.1835153428212526,-0.19185697188739786,0.30082950782761425,-0.04538309247571676,-0.22467030488661083,-0.016912128434242335,-0.0902299862662077,-0.3435828002377429,0.07000567344510406,0.0,-0.032149051695601005,-0.03979083942119732,-0.027432964601280863,-0.07375343464234063,0.0
23,4,-0.1827866060188626,-0.19584918344633895,0.3155122491430655,-0.047593846295573616,-0.22818268705198153,-0.019040110534524812,-0.08788499873733568,-0.3459936844698529,0.06976375449852351,0.0064767334533500365,-0.037912156406308684,-0.03380852109102295,-0.031138326908605463,-0.06920294227057955,0.0
23,5,-0.18884921359279472,-0.19951543449232034,0.3102680395214571,-0.039668503052499804,-0.22762855390290115,-0.02190291286605134,-0.08203478329289882,-0.34852038074470537,0.07963212839137729,0.007030484048548502,-0.0414110564286293,-0.029944265071608855,-0.023263190846863513,-0.06798063309715574,-0.011929912875903614
24,2,-0.11926667261235215,-0.1563986163486908,0.3206695512174519,-0.007982781409632017,0.0,-0.0703325389072734,-0.01244162316081146,0.09598772254794488,0.1536072097854898,0.026875809790512073,-0.057546561433946264,0.05082459273018258,-0.015524836269585035,0.14514235253577204,0.03878078825980136
