f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_10,ela_level.mmce_lda_25,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_simple.adj_r2,ic.h.max,ela_level.lda_mda_25,ela_distr.kurtosis,pca.expl_var.cor_init,ela_level.lda_qda_25
1,4,-0.2502503745982467,-0.24907280464098513,-0.037158228562911344,-0.27819120283661614,0.12814961090571525,-0.0768722123617025,-0.02583253334687019,-0.022978166106749354,0.0,-0.03500663394870823,0.18114628546786518,-0.0480792660369484,-0.042637345281367256,-0.11722459419601672,-0.005535756255358515
2,4,0.14207914794761944,0.13162932314763331,-0.03150410255636926,0.012617891459513808,0.013770899369805661,0.024064857323785833,0.012391535520394903,-0.006408686253518384,-0.18625085107161485,-0.0411052697361636,-0.02498102474790677,0.05078859580848866,-0.011253921276240406,0.020214607155111246,0.08300226672701105
3,4,-0.0203539421922892,-0.011759680380749815,-0.08924074047189323,-0.05179591876596873,0.07018621149541648,-0.05423356486983727,0.015799049973037937,0.0961764444992744,0.0037746719511423388,-0.00902719749771369,-0.36907076966737334,0.01355804146795897,-0.03837372339356837,-0.18444475557066692,-0.001946172261910517
4,4,0.052323212575465225,0.05017282512497753,-0.05887761094706705,0.004833510636540753,-0.019455165397992538,0.04292302107036935,0.016676376673658254,0.21330919104498255,0.02000260723957354,0.0,-0.2367349795215856,0.005867656705505035,-0.030812161293512587,-0.12637771280777765,0.004538061663775239
5,4,-0.11735070347815413,-0.10803245919490079,-0.07079695153420795,0.20066847904587898,-0.40659265066086603,-0.055233990976291725,-0.02998423985285581,-0.026211341735051574,-0.0016493813402734259,-0.051020495999281434,-0.0025940794466490225,-0.16672914247918258,-0.027943946703521627,-0.11394139610559767,-0.12889333067808328
6,4,0.17885755290352187,0.11032546898734617,-0.07520635007659841,0.032013552671656814,-0.18004308550705395,-0.06613835859371428,0.023493660002513107,-0.021101021862093998,0.008335762936877496,-0.015955101739488095,-0.0810545743134342,0.03984556088660965,-0.03870135467562992,0.025308743886215443,0.07763953694983153
7,4,-0.05217346741418667,-0.08443558983614002,-0.05696366594462915,0.0972485714227192,0.06552757222387143,0.0,0.03467880510931434,-0.022536205650649038,0.016741707394299837,0.05442216226264146,0.12307856727062759,0.12687276245171714,-0.03068860320027772,0.05341777389066671,-0.02196837625002651
8,4,0.2502770206125272,0.20306621298330757,-0.06969001162593658,0.13313666308763367,0.07857769981496182,-0.012811947457017803,0.04523903866752155,-0.009903839892870248,0.013307729174793642,-0.09448493179198089,-0.005431253580758244,-0.03286908699898272,-0.033767534556574885,0.0922945289065476,0.01906029067357795
9,4,0.32484722158139473,0.2865662520104202,-0.06727600395242539,0.13922864883046782,0.05698367913488711,0.07934492864818549,0.051605343701900175,-0.005139925095528297,0.018585843819952097,0.10346333438123034,-0.04647344263013853,-0.09550832109330043,-0.004671731280330382,0.18669582966065557,0.008615704131026636
10,4,0.4784034737057218,0.4471861739013714,0.03921003769958098,0.09392665589547478,0.07444703838840194,0.049694496862238924,0.03441052094504271,-0.0033814467165005357,0.02012122017138296,-0.017522944174358457,-0.00474185916624581,0.02158401098359397,-0.022695747159842905,-0.0506323710459371,-0.03521537056986124
11,4,0.2991056586877091,0.28373845696390365,0.025089478633789297,-0.035772648059641865,0.040735142094539545,-0.010053310200450971,0.023522202080886123,0.0,0.020805781782752664,0.043733692503223676,-0.07021149557559364,0.25066811901442015,0.0,-0.06814076902589461,-0.2272825355604151
12,4,0.651566396116058,0.7376932241923742,0.4247792458843809,0.11156108640502027,0.08264792044246594,0.12391155254484332,0.05920093852856656,0.012636934562656688,0.03332950969832149,0.23182258924202648,0.5005119009942476,0.06033265764501561,0.43774359982257094,0.124743586231437,0.08837916573041671
13,4,0.0026497536622629436,-0.0504492417771939,-0.055466223531078995,0.09201947131203397,0.0641628215813225,0.014789993092319875,0.04405443527596825,-0.01598795167622108,0.013313459335238975,0.04735830813519759,0.2257742939717564,0.05929570662408723,-0.028658349942864425,0.12388525734186073,0.05042527209874714
14,4,-0.3331813213129996,-0.2767805113013525,-0.028451232380093838,0.0,0.01663257624129799,-0.038211429862678115,-0.002944989819316457,0.013618830558748907,0.0,0.013956630820936955,-0.45704934461789487,0.012173872478847159,-0.006690606875950356,0.07341311146563023,-0.11044634137777298
15,4,-0.06187831081241554,-0.05550387948030982,-0.03510523474727399,0.08380376050867291,0.05068759528445507,-0.030987566629919194,0.03386813592571619,-0.011592857179895596,0.010420549949565074,0.03356040553938371,-0.0427993038702463,0.004247351980662777,-0.02538183581042015,0.14173592860040396,-0.0013470062221577206
16,4,-0.10281892673099785,-0.11283902704871848,0.03652623546646744,-0.18557601894491782,0.01904265795799942,-0.018683398719738745,-0.02087093807828988,-0.013120640437385978,-0.001206232411794017,-0.1140537712435547,0.20587139963047607,-0.03971549736566804,-0.025429130306335757,-0.012604476761108041,0.008296831529183424
17,4,-0.3376380925605682,-0.2610478215340057,-0.025555602303889646,-0.06220394397035728,0.04830305970518989,-0.010343746184176217,-0.05318137273158058,-0.032309789593407356,-0.0013149127485800882,0.017860574078399527,-0.02935097403953868,-0.03631695916352362,0.014862187550506,0.04841587284737264,0.05317050298463821
18,4,-0.198398295074172,-0.1373452366620483,-0.010896651652085032,-0.11341270172151385,0.051911259072528304,-0.006064905255427716,0.022717229176694664,-0.0398379021741484,0.004441208147381193,0.03574693394114145,-0.040646795518586354,-0.033356673977923884,0.027224258891104136,0.06749934759570023,0.05187805124543676
19,4,-0.2911746037940748,-0.2703260858711947,-0.0798612612042186,0.05167738053423121,0.028774486695398255,0.05219849608530472,-0.04919623352973512,-0.026933334680976306,0.0013219893056656828,0.040730736288224934,-0.012420309532550688,-0.0805427417082819,-0.013905715678060176,0.11813265452377059,0.010700738575665225
20,4,0.2102742266229007,0.1592669314796239,-0.08554194205710264,-0.15456365060009336,-0.31165872485338697,-0.043258477603205,0.018461264677130274,-0.016678943513955935,0.0,-0.1361862461387942,-0.103398386698215,0.033668208780155306,-0.028504546372352446,-0.4770109631840502,0.027904096431448977
21,4,-0.22832449201661936,-0.20381712202979585,0.21482808879859494,-0.03032672192069269,0.008466888089515179,0.015341219607880263,-0.13177797312619988,-0.01358077514300099,-0.0024712605842740487,-0.0390726734157002,0.0456778349418247,-0.03745221825297029,-0.01581042714755823,-0.007638242416428465,0.02626124605193786
22,4,-0.33867411946502257,-0.290506132617224,0.08423222399532926,-0.015327163746885974,0.0,0.01777768323414386,0.1520210547981595,-0.02465126448266397,-0.00644439280518333,0.009846535832175152,-0.2790998454891322,-0.03185222576375224,-0.011846994640187791,-0.011687546850261354,0.022189406367916886
23,4,-0.16942638439667412,-0.16857830144912334,0.0669559996104459,-0.17795366815720115,0.0,-0.023406906886193124,-0.2871940187710482,-0.007357324708557822,-0.002490568901749368,-0.1564666081230205,0.13061382108361463,-0.04311204552838355,-0.024427145379027126,-0.010835362673056514,-0.005528062476782836
24,4,-0.10384344217269575,-0.13158848770797343,-0.013460426907769857,0.05859283946759822,0.046196601437400814,0.03850314326657042,0.024024437551145056,-0.004928995632280608,0.00808401303004938,0.056431087949621705,0.39139123539321197,-0.03408152336110748,-0.02685786148234215,0.09906812350607369,0.0027399220600923813
