f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_distr.kurtosis,pca.expl_var.cor_init,nbc.nn_nb.sd_ratio,ela_level.qda_mda_25,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_10
1,1,-0.26779754907061637,-0.30202794084268314,0.24471923232782922,0.036895646082628075,0.0,-0.07286371497447963,-0.03393911244597658,-0.056461656591550335,-0.41250375042804377,-0.39025394857695117,-0.10855510992384909,-0.03432919389987488,-0.03387813773110482,-0.04895104227712532,-0.048965071862011156
1,2,-0.2683175572393143,-0.29770662331434317,0.027408231402102246,-0.18396857774112763,0.007000631869765073,0.2709743968958143,-0.03724775566435845,-0.056535737259987395,-0.400097044423147,-0.20113356301870133,-0.023866499288738408,0.006476242268188548,-0.033007716893662664,-0.05685001697055714,-0.08462112239227881
1,3,-0.27189005083795714,-0.29904457295246956,0.04122314901013613,-0.16880672188112567,0.0,0.23228747285291984,-0.04752828244448548,-0.05219342094597046,-0.3966362365875533,-0.22175691918428148,-0.025412184589543974,-0.0047097259797886926,-0.02457086067031833,-0.05967262853434574,-0.08458241988771675
1,4,-0.2837062472999887,-0.3180508907192314,0.13472790798210554,-0.1066128430669735,0.011771342348612213,0.12580936586723834,-0.042316598836369734,-0.053042529492817736,-0.3699185499314714,-0.20785043245197066,-0.050480494826299904,-0.006281817951927948,-0.03652500005263004,-0.052585163872412855,-0.07483746796101776
2,1,0.06630210455401164,0.07878289897864926,-0.11294103472693295,-0.04974813106034909,-0.6397704798851409,0.18594447346257736,-0.11442183633358538,-0.04694789859151527,-0.13879275175565559,0.052574747133882216,-0.023815052132047654,0.011827579986917747,-0.005237488533584855,-0.01659149297695145,-0.08921260209483384
2,2,0.04336044527855065,0.05311315712218012,-0.07295856150309366,0.0,-0.4809482545773168,-0.015723226579981264,-0.16993293692557082,-0.04644123427917274,-0.13047953128247725,0.04373161548115967,-0.12736848236290932,0.0,0.03780140765100071,-0.01834143886248457,-0.05173961263587268
2,3,0.1692900072285201,0.17448119686312533,-0.09626434567628811,-0.04641275814810525,-0.807351093900054,0.2400125375074466,-0.07210365490080686,-0.04225637246026448,-0.08959542718212155,0.03140964924422679,0.012017654357158958,0.023010291859116905,0.0,0.018252561691986274,0.17115254641135225
2,4,0.02497372283877003,0.03632299145403528,0.0,0.02568154614160395,-0.46398689578978836,-0.11273941059587878,-0.11565920281367398,-0.04270104670913211,0.0,-0.006267205108560103,-0.14245698621659897,-0.004795288883949533,-0.0218702606070727,-0.021362918442350387,-0.09299119541393785
3,1,-0.04729778507752287,-0.06995352523632706,0.12842097208917136,0.17700823866346338,0.02701996106342605,-0.21789721947628743,-0.09262020123082428,-0.052100954688168465,0.09564975601399711,0.0809229417171805,0.02258463218420173,0.062395189743440826,0.028027860200369528,0.010308689956087191,0.0024908049105603902
3,2,0.027650547716699676,0.050129951801537884,-0.390652906494273,-0.09513852443221518,0.026473495298975996,0.6969196553335754,-0.06892096760534604,-0.04807014375708307,-0.19494749351229107,0.07151897099050086,0.054598969265070116,0.06251278167205007,0.017485857407584696,-0.02089955401792496,-0.11135298231332333
3,3,0.07399673519802308,0.03430773243850831,-0.03310738508509105,-0.061531311177561304,0.03115873660221835,0.19285643348792486,-0.11297156067496045,-0.04772128435947609,-0.04257342231027247,0.10557974575071762,0.014497437102938743,0.06649375576980593,0.0,-0.03344258925036839,-0.1308925599485089
3,4,0.031675417503566075,0.017750978675751303,-0.07576587541537241,0.09743303628075319,0.02915993345353815,0.11663269465955572,-0.017812582478601485,-0.049304146759779795,-0.1608769281625441,-0.0050541249815132805,0.07168238262427454,0.07224849435528555,0.019988156159195955,-0.006299047795781193,-0.08072820330979599
4,1,0.057448976479016214,0.0482572241592287,-0.058275400884367806,0.14177534277559672,0.021521540651198948,-0.19107731494386837,-0.03476635204865727,-0.04907997779678028,0.14915986041188198,0.0796946634018395,0.02013385805959178,0.054672919841742884,0.024991142482083756,-0.03800491390897209,0.1353200573328165
4,2,0.10796603795958701,0.08984632204714632,-0.13334305552969147,0.06900970099336079,0.009887976803960363,0.10718481725593854,0.004885600146302099,-0.048293984202086915,-0.09666660031078578,0.04173910428500638,0.12031856382153755,0.07105452927820252,0.03328483477467167,0.012303450616576395,-0.012293331437464528
4,3,0.039735057879954516,0.020969340825295432,-0.0750399120452367,0.102684275666194,0.02796595079184197,-0.03390866677093092,-0.04260695862696853,-0.049507311327957035,-0.11487121326125357,0.015538945843239421,0.08245289622162756,0.07047960992767052,0.012868523171772915,0.030880147053827627,0.03962272839860349
4,4,0.07957396869841163,0.06335189113861123,-0.1593860109291116,0.11464756863573626,0.006467761344888336,0.03816838459035202,-0.04518647952011627,-0.051145241783252735,-0.09476557502706315,0.029011960522071088,0.0064425584670400465,0.06798079793756706,0.0029487577631389997,0.026515226601710087,0.08005330502953337
5,1,-0.28781385931929804,-0.29204779010349075,-0.09348192486849038,-0.20459276430971496,0.014885067477907465,0.5332388222075577,-0.14856745496073687,-0.03925173201097365,-0.07401948532762392,0.02128613380348421,-0.05063090427946915,-0.012934581128051348,-0.37280256473035545,-0.16264442767038811,-0.03993920323692679
5,2,-0.28557474873161237,-0.28791195749269005,-0.10357489157814825,-0.21845118087711157,0.010995446173932333,0.49664981031669386,-0.1556216580892419,-0.040441866652231595,-0.07502305377716278,0.02513661502863407,-0.05997691261143678,-0.024225755793802595,-0.40003489124277647,-0.17722948648112735,-0.06636315344459032
5,3,-0.2832009742954087,-0.290003868451267,-0.08471104040439226,-0.22246173433493,0.012048292603916821,0.4965678153018209,-0.13802191736290437,-0.043541558698236504,-0.08235156916024444,0.02210753942083188,-0.04945447048898777,-0.02251923182314064,-0.40297282207110796,-0.1790674225912232,-0.07075749821885613
5,4,-0.2835241388970175,-0.28840888972783496,-0.09251206759627695,-0.21984271110080422,0.015176666331837785,0.47538825690263076,-0.1720881569384144,-0.04065103028631134,-0.06741875416545695,0.012810540666061465,-0.04330136943815566,-0.025429989033503464,-0.3995938633046643,-0.18501488138668215,-0.05814722741227851
6,1,0.2129391567092143,0.1577469353592353,-0.12295445584184071,-0.2145319801185248,0.04391090597698129,0.27844644056377826,-0.08229746700138021,-0.06261996628520355,-0.17311712768977283,0.1319210051573213,0.02826561900035124,0.05595796969630312,-0.06567568463361714,0.006000231224418166,-0.14919110254329568
6,2,0.20046771019292056,0.1489958306395086,-0.09270366026116637,-0.16568387330787906,0.03849505016695135,0.12570849166251596,0.0016524351125171421,-0.06414608593600286,-0.22202484314664098,0.08868923195169504,-0.03288340897966972,0.06194961262470823,-0.012214018136391919,0.022855996976405946,-0.13734075623820188
6,3,0.20411869535347574,0.1479590424724742,-0.06876771212310796,-0.18006359668191707,0.042311478660578675,0.16265771262780362,-0.011774697433257958,-0.06268799320664277,-0.19766062603545076,0.09567921188597259,0.004681043457503309,0.06251586479113772,-0.018746121193241663,0.017056089114072026,-0.14088360796081922
6,4,0.20439656938701894,0.13384687985442278,-0.09493526560177226,-0.16839350183779628,0.040918494741133626,0.2364187201542419,-0.008447563711363848,-0.061370582772160176,-0.19827303457732878,0.09955308496723109,-0.010470445531577943,0.05556957430999118,-0.014171595669928636,0.04996949011994492,-0.14815185490540184
7,1,-0.021060525097394187,-0.054447107319467516,-0.20738759114733377,-0.11155687391126473,0.034108469942162836,0.24266382850493706,-0.10213953857772388,-0.041402339036253344,-0.005951112232517666,0.12364408617788566,-0.012953649361814375,0.042420647869417766,-0.0013300345610951642,0.03590555895040423,0.011445358581725892
7,2,-0.014705929642684828,-0.040334034461735335,-0.15055515948346793,-0.05767178105630273,0.02981734569207306,0.014270203941839657,-0.0032122056223978096,-0.049988185165298085,-0.032618858075678436,0.12493096895562761,-0.04722993765337817,0.04218468094703747,0.011765045631290938,0.03209968060139144,-0.12581746827424556
7,3,-0.05743142561072379,-0.08126528852464189,-0.0823948733873882,0.06999567460193089,0.026871016717894644,-0.3393359588357491,0.3406698605783079,-0.047627920676629416,0.1272837991841387,0.010616267459655956,-0.21602066663605723,0.02902311459124106,0.14701614476281674,0.005713391924871664,-0.1730225552943862
7,4,-0.05901609845015534,-0.09325998493659746,0.013432321757375937,0.00867408959175281,0.023692561911507634,-0.22407436617482654,0.09726641787720275,-0.056638603404365356,0.21744087690703345,0.03630409013316123,-0.17803202277374702,0.035613239502944385,-0.007254121458069487,0.002602006635631149,-0.18837542169112204
8,1,0.14540566366680346,0.13172156510118677,0.03493725698656558,0.0799209082153775,0.03143577878006104,-0.05798588030050375,-0.0323746180049585,-0.0751125452106958,0.1898001936460183,0.022183203717758282,-0.03574941869175435,0.060438492239485886,-0.006012209803543028,-0.007317114322928725,0.01661785487109546
8,2,0.20617343711340677,0.1795063769161766,0.12572371982624153,0.03463851469231932,0.0286459841689764,-0.03323915983370679,-0.034436669220813385,-0.06637159288690064,-0.14996495747105976,-0.10883676918864651,-0.039893622905478085,0.0686278184929486,0.016174132129363195,-0.001660928434582612,-0.04605648235365378
8,3,0.2065710441874282,0.17763870524921233,0.18543095771455906,0.04768352960705255,0.030085608676550357,-0.04609780049802156,-0.032792069163594964,-0.06351235267209139,-0.13433407773993178,-0.15242930684941394,-0.020739644852167255,0.06770681437460957,0.021880432699709296,0.0,-0.0387900236034423
8,4,0.13500608286306973,0.11935598062583586,0.056252381506433136,0.07878355842693896,0.03176856827276581,-0.07303094350435993,0.013349169510131986,-0.07187949873127372,0.19340901755622997,0.012314841953598443,-0.04046222900348462,0.05870303447556324,-0.009399304292065425,0.001559512883696268,0.009210589724747864
9,1,0.2746763908022481,0.24788293674779283,0.028648810429604432,0.09461434978937056,0.03333383426639125,-0.23817176719872962,0.38217972649137805,-0.0238884567008516,0.07107838525215837,0.030116146771780872,-0.04039388093768459,0.0428484640679917,0.041430544539309944,-0.05822837874244735,0.1163207358353282
