f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_10,ela_level.mmce_lda_25,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_simple.adj_r2,ic.h.max,ela_level.lda_mda_25,ela_distr.kurtosis,pca.expl_var.cor_init,ela_level.lda_qda_25
5,2,-0.12867799559323523,-0.12533143919280137,-0.06688874054756755,0.182594240842811,-0.41713351065959187,-0.05850836792760583,-0.02907174169373783,-0.023054577365782647,-0.010887859494060403,-0.05005544365320952,0.018795051853318423,-0.18654186046015264,-0.03390710907293387,-0.10860766559976859,-0.1634048817111362
5,3,-0.12741815491000252,-0.12850283927194223,-0.05972881209306191,0.16250253515796337,-0.4136597038220409,-0.07347301828866837,-0.03326262608723651,-0.03585819729232265,0.0,-0.05766430879517914,0.01947136125236887,-0.1838093559876901,-0.035327404518673444,-0.11750817348353676,-0.16288965864015403
5,5,-0.12740426983458786,-0.11706830124151657,-0.06247477081778541,0.21620380291974256,-0.4046370832660109,-0.06620722507538312,-0.025712605642498665,-0.03783240225522633,0.006200895355265135,-0.05275004566934216,0.023994230318319598,-0.17845777127792672,-0.048742270025194157,-0.11125706884071157,-0.1581393908243527
6,1,0.14808855002024196,0.08375794493032462,-0.08059558787659549,0.045865796480264114,-0.13294329990401355,-0.050037711679974645,0.02343194707562252,-0.01007360412804191,0.02002068415462322,-0.008250297348494237,-0.0668942224937204,0.02721256846476653,-0.04408830236262532,0.0019070688190028495,-0.04183456751651247
6,2,0.1843241682549229,0.11201072924790742,-0.07076372297476244,0.05644258583118597,0.04816757131112288,-0.04695977182255682,0.03346303875489112,-0.009206671072714737,0.022577630733822476,-0.0029806258064842828,-0.0352053988089069,-0.02731702513783081,-0.04390539496167706,-0.044186318744526984,-0.02017785301587932
6,3,0.1651939678771756,0.09261492769180128,-0.06595218023095906,0.05188611474017787,-0.032823059082621946,-0.055875624916411966,0.028453960699469358,-0.017954576965505672,0.021684127885189763,-0.014341448011508509,-0.033305170792482096,-0.003159936429477893,-0.0440447576075606,-0.014065493333777372,-0.027472632571862
6,5,0.22218460111990576,0.18027217005082324,-0.053238300173551405,-0.019646802627141087,-0.08569301714736562,-0.08203805284289872,0.03154042198656168,-0.007760425593682119,0.023684285748822913,0.004897650492821086,-0.09885071974526433,0.0030107678747808217,-0.05504720488798033,0.01065415997878389,-0.029607303588678774
7,1,-0.06183964095510622,-0.09095305845348758,-0.09567509536633748,0.09208287478408149,-0.10704161012229421,-0.03362188003821952,0.022763765286779064,0.01566252865333194,0.026662620247542984,0.03443594442038769,-0.07796510331745177,0.14127806821551767,-0.03559794124439933,-0.05626992837541074,0.04975659330326204
7,2,-0.09801478719522383,-0.11997362535708564,-0.08798808755063642,0.06611108680451,-0.2401198365296548,-0.03261252373469861,0.01260748903135564,-0.014650170934861706,0.026446446628836995,0.038578443105216687,-0.04044350170677635,0.1991163979331044,-0.030576326426495354,-0.07774451083845269,0.1264520793560966
7,3,-0.10404069505368693,-0.12797991908592243,-0.06549989357956101,0.0,-0.02057651776847913,0.05854302140426888,0.020101920092240988,-0.008425365225237982,0.024577202039068068,0.044279326229311945,0.02134805695308998,0.17784914641045232,-0.0302802015735681,0.031871960311115305,-0.06739759173146047
7,5,-0.09664613474596115,-0.11591859902763563,-0.08830367917290269,0.049563375020183875,-0.11571541563062462,-0.04082539532344562,0.02193737946689603,-0.022469917806945683,0.02111241445293495,0.035024337223201404,0.007474260837228575,0.10263787768259691,-0.03835600591717092,-0.08926949712537727,0.06553794360478815
8,1,0.23289975045339037,0.1846399090107853,-0.06225064283885101,0.12731381103582196,0.09813054491680662,-0.012676697207492482,0.047914730153547636,0.004050010409938354,0.026127638834909428,-0.11206651493496861,0.0051093545984591815,-0.05917153133151776,-0.04740238834343813,0.1235639441169965,-0.025373971699204745
8,2,0.23532476387482018,0.16507806376156334,-0.015400634312124822,-0.009442964506522794,0.20764128211934194,-0.020536160649602078,0.03576582865774744,-0.0032739855363881076,0.025673488147024415,-0.07344275545588695,-0.0307608679521377,-0.03788228901669122,-0.037760886805473584,-0.15915978070170944,-0.02561287407920393
8,3,0.2517139375407974,0.1783270307781604,0.008275706436422003,-0.01814466540470605,0.21951603837486106,-0.019326967657170985,0.03920813287346875,-0.0049735705006516695,0.027595389770808,-0.07280817035373593,-0.006661563416484967,-0.03482953538011124,-0.037440335199828756,-0.1542819532923015,-0.03905660978455566
8,5,0.2248488358335325,0.15106119549614613,0.00585573461636818,0.0033779886389458946,0.22614703430473557,-0.01145987781146593,0.040060892729395836,-0.005778578060562367,0.02656127570835995,-0.06553379920004743,0.026723835548444125,-0.06278367853229336,-0.03717783679860612,-0.153194798971156,-0.045722915833197375
9,1,0.30232700912874366,0.2647917005479125,-0.06649602555221379,0.14300925640452233,0.06476916935662236,0.08035178574162938,0.055019948742941804,0.022087727468820484,0.029623065625437373,0.10638128442478345,-0.018139845843788804,-0.12865301264853757,-0.015810350646683846,0.22935853679556573,-0.036678221145369116
9,2,0.29371649182034554,0.255737647268892,-0.06792741218074339,0.14036273344266292,0.06771888573816343,0.08115010659465033,0.05246912048354302,0.01617735856398561,0.0270002914665598,0.10001277224563254,-0.019022287417206685,-0.13072909386654075,-0.017689903717330313,0.21689130696668368,-0.04220445082619273
9,3,0.3019172045045816,0.26321224406606886,-0.06361208331658297,0.11460732374862503,0.06279347488801712,0.07839390245115069,0.05269781803024054,0.023451386999916557,0.02577365059455672,0.10813130647897823,-0.024121957705958708,-0.12372415732764963,-0.01723813405651825,0.23857702284899446,-0.03842467929093574
9,5,0.29045176964295827,0.25467229733573526,-0.0611837405907808,0.09261368907918788,0.0607202012099769,0.07373963304079267,0.05108305530619961,0.007335564890445623,0.02587602768923869,0.10099777872412008,-0.01894870207272681,-0.12732198311083676,-0.015109734374380679,0.2371327443811524,-0.03633953091380038
10,1,0.732790686494615,0.6781883408092328,0.07318157885852639,0.2324099028424773,0.13760426877525544,0.0729171889325384,0.052870864877694546,0.05705426462333185,0.05887884222100448,0.03033239109474306,0.038654378830206726,0.3190323067060872,0.0,0.0,0.31749181665375703
10,2,0.7927885528293913,0.7264893100489374,0.09687716356999276,0.19198643076921895,-0.05246783461153859,0.034620771371983494,0.04964145016481103,0.06706855726785799,0.06216570197533766,0.03335061685128049,0.05475179941033259,0.4164722243178822,0.0,-0.07993343451910961,0.430212852072954
10,3,0.6662489950148309,0.630426282991235,0.07208648310656707,0.02688910567877878,0.13068746726367775,0.15087645127535443,0.05334825685624067,0.06383129525788167,0.05712982383823362,0.14553150696049566,-0.0158245768281029,0.559190331512671,0.013620953132109204,0.06940019343815607,0.30971991205395355
10,5,0.6950556061991542,0.6524914500431631,0.05815781637369444,0.06583140964293488,0.12927821121816496,0.16172609678032535,0.07258729399332609,0.0754642730105497,0.06290513598567005,0.0754678447145245,0.0,0.5532662884223631,0.019655517091109465,0.08558642323432242,0.2914369084388242
11,1,0.45815864622366714,0.42250095995047243,0.013652210900432449,-0.37564185271673817,0.07856367314570925,0.06934881208288957,0.014359698034259682,0.03437832043195477,0.036096306903104364,-0.03991767557798093,-0.12920305249827968,0.05750506918310394,-0.009621945507609336,-0.009590277831718674,0.053363388222957164
11,2,0.385947726144387,0.3613586422195907,0.0,-0.2622118082451188,0.06705520470658699,0.06532187433095288,0.01532713547696779,0.031775402998689084,0.029697894512126788,-0.05641343883821584,-0.12542574219958733,-0.055239868108452383,-0.00708970641329304,0.00974024024456066,0.05843816495638837
11,3,0.2917102105518721,0.27359362501171736,0.010482988013372552,-0.17428855906089674,0.04869675378071281,0.07165492834903442,0.014801458281171631,0.024608928379980077,0.026285966794655613,0.0590716212036424,-0.09726339770284997,0.20170486746867367,-0.004234562977461831,0.030563115546013653,-0.25150708816221146
11,5,0.45676496686298496,0.4249253587999429,0.004749968842899188,-0.2948670605098325,0.07152007766074397,0.06410740782309587,0.03160302125104941,0.026876605113587804,0.032124428626023604,-0.08676454246382473,-0.13572380297374165,0.04669328106637699,0.0,0.006412644836066961,0.050708450314672304
12,1,0.7278817196361178,0.80964097617652,0.4005386993221358,0.11738929552522981,0.0826632615066416,0.10159800850957268,0.07813781255458796,0.06108133715975672,0.048933591876516136,0.2479522152638336,0.45514516900102997,0.08768632899721762,0.49453190556635973,0.18311192102444918,0.07363059896724566
12,2,0.6831246589139668,0.7675803446132559,0.3039034206354114,0.10758506030413928,0.019584701092717482,0.05165164378231135,0.06877242418677021,0.05890127107372778,0.05695746224788811,0.1961180552814037,0.36811187610134466,0.04196247717914048,0.2965503656021182,0.13809890629234234,0.02379507782617374
12,3,0.6180368769249234,0.707838743538749,0.3980523398338005,0.09873558258163029,0.0,0.12775588289321527,0.06939411212968571,0.06208796313899789,0.02155220361690624,0.2303200716207947,0.5286064344251837,0.08702393291135957,0.5876908933809151,0.15902038249673467,0.0646108205397895
12,5,0.6568954310323407,0.7812123342833046,0.39652962742809583,0.10426298479246476,0.057576004087399824,0.12841262506881468,0.07228990516662481,0.06452900578809162,0.032487346006305096,0.25023772928674526,0.4560267603509658,0.04458785212931593,0.40692949818649704,0.17537419706372992,0.04728208734005257
13,1,-0.011051157265489359,-0.04354963500995851,-0.031699722348913745,0.04132467136938889,0.22123905027755197,-0.02355752344496434,0.04209262132081992,-0.020949748631541337,0.023178666445368423,0.045762958760670075,0.22737379033501912,0.008511204988816828,-0.037518524658491786,-0.0037718623731345935,0.036873155387182555
13,2,-0.0037026621644674906,-0.04182055935459002,-0.0487860429310652,-0.005960561960142746,0.1704815227866802,-0.04992981813708691,0.03714142966638309,-0.021186972639096704,0.019681589247144693,0.023365421189600943,0.20637474362860447,0.004973042264080463,-0.04072343176454905,-0.0221646040016579,0.026147086446612705
13,3,-0.03470277935694405,-0.08701051946740018,-0.050509449725856026,0.1176602117089468,0.07650484142255043,0.0,0.044913265376532674,-0.00273750892112834,0.023746557447527017,0.051024501480320616,0.30478474680729317,0.024122708269441462,-0.04205799272344912,0.11575808672101143,0.028988038952146633
13,5,-0.03325841518597156,-0.0892021515898932,-0.042796077736937,0.13125404113332756,0.0053476518368349435,0.04021611065323133,0.03988652560971506,0.0,0.018678458953341692,0.05281584265172401,0.3019175586133831,0.014345325087463667,-0.03976385120791964,0.17375649327615317,0.03127567251576291
14,1,-0.268240000588707,-0.22680685421186386,-0.16023901102306126,0.030432112712543202,0.1098937583302772,-0.08428153523124537,-0.003286926364824083,-0.05731087972958959,0.007642294275232775,0.004184448330682322,-0.4996714418253968,0.006808789569197948,-0.04615404497350084,-0.09554003160415314,-0.02887548947397911
14,2,-0.31002222830870463,-0.26038293796406975,-0.1449315594540307,0.0,0.07530985257607536,-0.08374549720798552,-0.010325490270655657,-0.04846972247568193,0.011568017998253466,-0.00585231348768378,-0.5826524881755273,0.046667154005336275,-0.04887769229580741,-0.09581067231370688,-0.04061379406957544
14,3,-0.37463851603571663,-0.3294018272346154,-0.08145283565870276,0.0489433448787947,-0.01667140860024252,-0.048236140202387534,-0.006748261435378988,-0.04548377283559779,0.00588224272322313,0.0172612570828512,-0.3938426982762343,-0.009737199278769593,-0.04329425109136348,0.1074503514737511,-0.10705329228660765
14,5,-0.2665210880780753,-0.2134570496921423,-0.15487114818734093,-0.017145261942975498,0.09423836775013461,-0.10239373473958502,-0.004129763273848286,-0.04681133062818077,0.009735083306869785,-0.006452043155130149,-0.5018211330684156,-0.0016806733681101749,-0.048312145588902955,-0.1460234761960547,-0.02694037458002496
15,1,-0.08227240057873436,-0.0694197212216702,-0.03695169048021547,0.12070416567379294,0.058659547075005286,-0.01294230557432087,0.034362579904669455,-0.016086711472913087,0.021951131844313625,0.051910707008353346,-0.10970590038468375,-0.009113063382501965,-0.022035846856086998,0.17891321721022252,-0.020263121585920918
15,2,-0.08661630937183495,-0.03141256163026046,0.05788262043631648,0.09455007559391176,0.07519813320394692,-0.016753004715769126,0.034366236461465915,0.042044686682375265,0.022173232597973658,0.06538610116088844,-0.21650105075439696,0.013534532268742683,0.2621723119821303,0.16457111802843122,-0.019594189571996157
15,3,-0.04377124890077096,0.02217881720485776,0.07626941692833819,0.07032272887637711,0.02885448394394083,-0.050229704780213075,0.026067225734651533,-0.023352593467961036,0.023025492652122323,0.06037299383400549,-0.30463183349806133,-0.004431191344558466,0.2283330265673488,0.1772887058050901,-0.005950848518130214
15,5,-0.10042983592565563,-0.06469054563366707,-0.012636068766253755,0.16014714526890966,0.01539170472114429,0.03240750342406007,0.03893924470321544,-0.008406801134871605,0.02113098528881005,0.08504173435413315,-0.07798372371913073,-0.013298975256823886,0.032280095419948335,0.23545830974586718,-0.01803538445722863
16,1,-0.12860037405266633,-0.13550401143233162,0.04445071010786711,-0.15399289184333007,0.010123663680698725,-0.02024442985733041,-0.017841196558147476,-0.009321627489516038,0.009800438379770793,-0.11461947135194386,0.22911950349887578,-0.047237319923794374,-0.024254266756427445,-0.026178355056911795,-0.007293530527696879
16,2,-0.1285483741137604,-0.14183330804615707,0.043855169942756816,-0.14571010473893847,0.015722150431368376,-0.01339173374963007,-0.021649244263223566,-0.011861319333057119,0.007278293491426141,-0.11301223859209764,0.23133340231246177,-0.04716340815382855,-0.026972788209228493,-0.02332699698186927,-0.006601640786533469
16,3,-0.1349381441511886,-0.1418536703609885,0.04592125045089471,-0.13636019717996756,0.014520106800864241,-0.01584311832828142,-0.020106214209176965,-0.011740483215414349,0.004887883942433738,-0.1115571927206718,0.23520178225827337,-0.04545152567827315,-0.024197604375654047,-0.028307866802538717,-0.002675650759901449
16,5,-0.1289936250895079,-0.13433669804660522,0.0423896246696282,-0.15024342955287479,0.011404006693739699,-0.01830731357598564,-0.017670345790238406,-0.012618175484478411,0.00625287538745356,-0.11388934759050098,0.2301190659391555,-0.04840150649139735,-0.026461737576490313,-0.023882246601736185,-0.0035209466176436832
17,1,-0.27074743489508946,-0.21419013024795508,-0.01414418971546788,-0.0037266634595038983,0.029898029302523,-0.052607759861963865,-0.0028429032655429287,-0.03581490797204806,0.006161654376086401,0.020464060945684204,-0.45998761063927673,0.0,0.0,0.1014968744195765,-0.017924162285479994
17,2,-0.44981481471215845,-0.3622939426525763,-0.050504180407620836,-0.0025229240768074312,-0.008014289409941033,-0.005948148235382589,-0.11501614268554528,-0.02914628136613423,0.009492944194285369,0.027588101919419905,-0.009623249050523253,-0.05809999855142989,0.012516216226171384,0.08959853980700383,0.028430883976383603
17,3,-0.33213748190020004,-0.2692097994827898,-0.13611422208365864,0.20499135478489733,0.09018111698255854,-0.024815406638588,-0.06013888246673604,-0.04625350684875851,0.0078926042053864,0.016943197292292322,-0.1530059243750007,-0.06687600504181052,-0.03991617160971289,-0.04037746113877588,-0.0368693410831884
17,5,-0.3952725706879189,-0.2799498856139169,-0.018276031926928393,-0.1072736143812375,0.0037958593749050085,-0.02059298305919749,-0.07134986957170902,-0.026812923499113128,0.01022266744378758,0.0031510161142170867,0.08171110060670583,-0.050751804967106684,0.06300916199882789,0.05818233121808564,0.02221932057424425
18,1,-0.13162693149627086,-0.0802881779057657,0.0013120384859414136,-0.011988311325808354,-0.024899696781600034,-0.06287462670900743,0.00973752407068107,-0.025990805279520857,0.011430631287948967,0.03209663316202502,-0.41642157759400295,0.00397356621733258,0.009645761474922021,0.10969240243247205,-0.010368284563496144
18,2,-0.282145676482605,-0.2172538734142933,-0.04738763630490306,-0.05458029543093548,0.0012697120408753093,0.002116001162414366,0.019005985998872488,-0.028352278528905595,0.013423563299681224,0.04033180002373987,0.035782290742524814,-0.046717794006502555,0.016298754061510712,0.08801624175031669,0.01574005095542702
18,3,-0.1926703554563699,-0.1581223319371696,-0.12655010169572672,0.1611268862252606,0.1053240835458713,-0.018472068066057667,0.016821058192313942,-0.05052341563644555,0.015890770836203744,0.02710692424973346,-0.08007446099742654,-0.06363486876252844,-0.03379257617364467,-0.07478812765313492,-0.04521876562357413
18,5,-0.2831546902892462,-0.1735119932768749,-0.001728623310927338,-0.05384856861267148,0.02000919614788567,-0.0037145165295276866,0.020152539111225887,-0.015065397297796934,0.016485948660528035,0.02948452440653515,0.08947234849571539,-0.04676912924136034,0.0750335597103888,0.11037916546117107,0.010779422175291736
19,1,-0.3249629548690006,-0.3050992052508281,-0.08448787759074716,0.06179249685329258,0.028569783453998687,0.06134591380810506,-0.04422737275889976,-0.030357846640341524,0.01096998202058519,0.04760152828740369,0.020234674601987634,-0.10273656904544637,-0.02873994922371742,0.1375873630189393,-0.009249569292894
19,2,-0.3132444123205847,-0.29305555245997095,-0.08719110648615697,0.04091053061435013,0.032725797719661526,0.06172077084988778,-0.053781298483719986,-0.02356059210453182,0.007918688535735574,0.04816895263173332,0.04805086813819853,-0.10938094639145812,-0.027586130359829986,0.14445868798309897,-0.011628292847422284
19,3,-0.31322041365274667,-0.2984453384540522,-0.08646831357298934,0.04413387449283124,0.033287712741148834,0.06790235695779623,-0.048603347066810854,-0.028065912307028762,0.008071389582364086,0.04955219152377363,0.03419567597380929,-0.10661825732901375,-0.027586818710491623,0.16150485190378636,-0.01626523366739785
19,5,-0.3225329028733632,-0.30131649877618283,-0.08161063637773797,0.058174952574419514,0.026774263245912644,0.054032560171507954,-0.05173090146931053,-0.0297581949030421,0.009780107176168451,0.0466927724953089,0.05657241379274133,-0.10042007309628115,-0.027432990181280703,0.12353000712693343,-0.008505419583087592
20,1,0.19066047593938346,0.13135414060710537,-0.08746183119594148,-0.11586263773220085,-0.3183671929414162,-0.044732459236819955,0.01727824748241763,-0.019268801767109545,0.01786482307676568,-0.14406971958149978,-0.07278929554053237,0.011871137141452381,-0.0473923359025597,-0.4017788755119167,-0.013562747054093993
20,2,0.1761025148167099,0.12309864075290533,-0.08207288536623358,-0.07569674971672824,-0.3157488541552725,-0.04310701317111493,0.018591415192154792,-0.012717760219918883,0.02318137762139061,-0.13021446447200652,-0.07238312352978438,0.005856763713379676,-0.0429619381829488,-0.3697766577423198,-0.013726646485643812
20,3,0.18244649834224028,0.13176535243866183,-0.07784613114746086,-0.11851958743951352,-0.30760576364682024,-0.04272262435751045,0.0187575476651769,-0.017051111681567255,0.015293165307387113,-0.14318165615214218,-0.07323678485320861,0.010596692814577424,-0.042584752132543424,-0.39453027579966904,-0.008576441306975102
20,5,0.1826555444714435,0.12734679699534954,-0.0827712208879594,-0.08513038315783716,-0.33197976702633236,-0.0468253696891992,0.020551258080106605,-0.0197634947625438,0.020649087872000704,-0.13666321126230296,-0.06761416979637336,-0.006557853604153174,-0.0461460288832769,-0.38448986198493856,-0.013240932488668311
21,1,-0.23833856371227485,-0.21798919452837817,0.2064250073650153,-0.02147583969825148,0.003668244071511617,0.010456733314085975,-0.13095113578985954,-0.018568512565536766,0.007830520156413195,-0.04527052589615227,0.05911119582155466,-0.047242321860277214,-0.019506148329503037,-0.02216096438753004,0.012575146994752706
21,2,-0.23485143153120025,-0.211589411534091,0.19948568065467584,-0.022942214569520614,0.0,0.00783849623898103,-0.1437738473956239,-0.014762472870778975,0.004259429537637971,-0.04721410985300922,0.06323047103922302,-0.04836924052776159,-0.020845186863558518,-0.02388922327084428,0.010331810906265781
21,3,-0.23342716393927337,-0.21238133914968538,0.219192527518611,-0.02480550350030447,0.00353266746891584,0.008724712273800672,-0.15152480628686937,-0.019922032673413193,0.006035663008638531,-0.044098554957775093,0.07412441755440408,-0.042975831152783306,-0.019652440470245447,-0.02149904112354828,0.006297586065436289
21,5,-0.22910344972403343,-0.21129476261020927,0.22447530122619058,-0.021308286625036643,-0.0018752665140377434,0.011908643319342493,-0.14627337607420104,-0.016272150403321528,0.011877670799405438,-0.04502572950359057,0.07808822689674566,-0.046739878956976705,-0.0188018326996702,-0.019284472233843775,0.006266427658685347
22,1,-0.3445161815896508,-0.2962016322948521,0.10699702635670211,0.00849352064219866,-0.016532341169841314,0.015012564989175137,0.10553112292814137,-0.022301787877321844,0.0034776193714949333,0.006823913421990346,-0.22310297637326415,-0.03878169581473889,-0.005865032685845539,-0.026154303554592973,0.010600221566682722
22,2,-0.3480475265345816,-0.30080500628027673,0.09356730062039154,0.004989459405617291,-0.0151159768929377,0.01008008645109082,0.13744121391433367,-0.02643559969338316,0.0,0.006699003913668233,-0.24567510586474806,-0.03504649036776075,-0.016397378572079013,-0.022163466461062153,0.007196662874375592
22,3,-0.33063979351533446,-0.28681944176028507,0.10743186710121377,0.006136698842154287,-0.009915336270096359,0.043866263118454596,0.12768657504526534,-0.02619159280718575,0.007167653073562041,0.01347391113803914,-0.21010581275625628,-0.038418823647246136,-0.012203208292373036,-0.0214804072606129,0.005840437427343637
22,5,-0.33539098815060675,-0.2935058676833179,0.13669332472021506,0.015607669481513653,-0.01227722251204777,0.04495601041002581,0.14588324574364425,-0.024130125334587194,0.0,0.02165890332921458,-0.22286388425820658,-0.041277709195798484,-0.009695557790950105,-0.010306900958363924,0.014460474370683651
23,1,-0.19163015707477743,-0.19084249608983705,0.07415571644289021,-0.16040613608467036,-0.00101968932157398,-0.02548407533363961,-0.2731611584347662,-0.017774392806033767,-0.0037045547395604395,-0.13627121793319785,0.12747215444741078,-0.04337951855594252,-0.029620969610970882,-0.028875213804943733,-0.019558025142093483
23,2,-0.1837917033640178,-0.18448434336257402,0.07047138546672627,-0.14549970745156027,-0.008119970329401371,-0.017870252773732942,-0.26653510176324485,-0.01148983782676316,0.0,-0.14298338847564235,0.1375633333673913,-0.05121688183852874,-0.029930205323075387,-0.03455744824946272,-0.024792727016133775
23,3,-0.18704749691542344,-0.18878499456498204,0.0681096138016874,-0.14640167513685465,0.0,-0.022361056989740946,-0.2737356876491525,-0.01826389059786787,0.00929824975427318,-0.14072935559658356,0.14437425826326294,-0.04768592317097575,-0.03443116816048003,-0.03774563495708011,-0.016590000366698554
23,5,-0.18119077363068603,-0.18692627212067958,0.06420574826512593,-0.16272359095932987,-0.008879569312911784,-0.024600452938890793,-0.27755039898968326,-0.015517578587143421,0.006743462697767488,-0.14536512954153963,0.12868167216074228,-0.04202466852498854,-0.025516136621240082,-0.02926495555658548,-0.027166588242776957
24,1,-0.13113743171538797,-0.15668065340779735,0.0027075850315014527,0.07879401506165962,0.04528250141377099,0.03500755298142877,0.027156048235652125,-0.003689681543254719,0.018042545599593646,0.06429094465965166,0.40645922069824947,-0.05167858803262124,-0.033744235413669235,0.0828844777452879,-0.018564953243498772
