f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_level.mmce_lda_50,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.mmce_qda_50,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,nbc.nn_nb.cor
1,1,-0.16382612390097473,-0.24375559621182202,-0.41534764572384536,0.005244346068195016,0.0,0.1004299768167643,0.0699423433009369,-0.014422356901695466,-0.0340932904328779,-0.08568277711623734,-0.024764094866652542,-0.005011979230937547,-0.18196661425318705,0.014926721046404356,-0.3425893325548235
1,2,-0.18119921790599325,-0.27606949367448075,-0.31913099785208665,0.13414648781546257,-0.09271706649179645,-0.42421513553034695,0.0,0.018152783707429343,0.03716177844523072,-0.11595560506389524,0.033065322128914665,-0.0028135531890602916,-0.003725659180352503,0.019458748834851325,-0.15009729064930966
1,4,-0.18817189123324107,-0.28930535952823855,-0.2813008683946049,0.07499053524710908,-0.05931759922310387,-0.20871654671287576,0.021857166994667665,0.014958209420577906,0.016485214585721497,-0.11638865962483452,0.0,-0.015339031949451076,-0.029999609790105186,0.01960439509181533,-0.16293603195662598
1,5,-0.16138526117911295,-0.252181331194285,-0.4554477540111338,0.05346858010526756,-0.055286300191936755,-0.18685394041302095,0.021601398750960232,0.0,0.0,-0.09480453918537057,0.0,0.024285075359363195,-0.1325820871643268,0.008209431868107964,-0.290695383011238
2,1,0.051045264469152196,0.12380945568841478,-0.18175334377828545,-0.12086188959703814,-0.020993399585791495,-0.12392033814039838,-0.0697393767201554,0.022066976787416426,0.0691064786630598,0.02571535065433722,0.06831512854830657,-0.21757134117356403,-0.011776505228832224,-0.7140861901911899,0.08439942311760396
2,2,0.07482081332395629,0.17512578137901819,-0.06693101610103291,-0.053445444153201405,-0.05731879649747679,0.026336953508236782,-0.11761125921414584,0.029511186136129686,0.015626712256605835,-0.1118146955954531,-0.009272052915999862,-0.10829318241191865,0.0057390193233955444,-0.8612731919830994,0.13044674243664856
2,4,0.13927278894239176,0.19335263361787147,-0.03873824068003573,-0.06596021266922525,-0.15217973580975236,0.2976639170616021,-0.08837391787308346,0.005998730461818924,0.01369422298828421,0.04799597558599711,-0.004222847379730887,-0.42008659171581486,-0.04626153462185789,-0.821942390825192,0.009785313271863827
2,5,0.15301302008919998,0.2217682932657037,-0.05086254879676422,0.014467316875489244,-0.017754857933393764,-0.11266414626707844,-0.0251458094351088,0.017550650314466787,0.07347617381508148,0.3710036594348844,0.07544419531633045,-0.021681582789469467,0.0,-1.520270062651868,0.05052019708152067
3,1,-0.09213602409294702,-0.1578204788337856,0.013613600382196014,-0.05967718077827737,-0.14000028746072465,0.48838736732658955,-0.08222454862224872,0.06114248279977465,0.03418652562098621,-0.06287853197508365,-0.013452927447186593,-0.09871853952053625,0.10728497959057991,0.045976564377602336,0.019246621792367358
3,2,-0.03395991092025469,-0.015204286342846901,-0.11360722980234474,0.20366371627551302,-0.09884717900651213,-0.2199824464503387,-0.09050089159934832,0.07192641209799985,0.16018678628126432,-0.0824000556567399,0.11982490970151151,-0.004633676212713258,0.07170210895885329,0.05540728181693707,0.06128852689833884
3,4,-0.03419981464266005,-0.06783832822235375,-0.04543423146804853,0.07399744882548792,-0.10896926589597122,0.13312312446575325,-0.09739206496750981,0.07557911730556986,0.09465612805125925,-0.11405854699871493,0.042547289837646135,0.016651146784573162,0.06245907608353317,0.050880344025442344,-0.013028664502266418
3,5,-0.03978206950988858,-0.11580079527773517,0.1280829511103367,-0.01086373377898539,-0.1251457238978677,0.3026349081044901,0.0437713750408073,0.06001493166421662,-0.028294440723933292,-0.07653807478618802,-0.04920819364631461,0.01339873529736188,0.11785801864331714,0.04133564443321949,-0.007346857828587128
