f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_distr.kurtosis,pca.expl_var.cor_init,nbc.nn_nb.sd_ratio,ela_level.qda_mda_25,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_10
1,5,-0.2774962121897916,-0.31181514335922667,0.06052483553342802,-0.12268847217918932,0.0,0.20911626720104004,-0.04677163158463138,-0.07492308217913413,-0.610188635573566,-0.30765255496842236,-0.05198746899222362,-0.022537199660275897,-0.08735058144535679,-0.0722432617911355,-0.07294922844833462
2,5,0.15438698313943738,0.16172549435683772,-0.0719598310501545,-0.02020894537552692,-0.5079156081137617,0.22053820573285454,-0.03713804730827179,-0.038686828942223694,-0.08986952639359441,0.05251240272331784,0.0719183000041967,0.018140534445037357,-0.015221741857491651,0.02930500828056468,0.08915911764715154
3,5,-0.01591436966733173,-0.05790505034316183,0.09459726381503039,0.07858703984712559,0.024945280782122464,0.016879558761390634,-0.004611450908487802,-0.06874951783640977,0.14619757564739252,0.08520392524298245,-0.10464068901120965,0.05743362973031796,0.0032265112837296522,0.0,0.03843863418086296
4,5,0.03091532280035096,0.033038062491486955,-0.12852000760181798,0.07555235554627046,0.011747323163132352,0.11868347035277077,-0.1250972684229043,-0.0640347627355351,0.1461905673264021,0.04599976142143823,-0.08384917750777712,0.04506406967763048,0.04301246788641212,-0.04247714937967298,0.13047042312636392
5,5,-0.2750144732871438,-0.2908405798590443,-0.12057901213049349,-0.2080456550239238,0.0,0.49900003308525215,-0.17061619635348935,-0.04507563573462925,-0.10533554462923533,0.03259869592699671,-0.03259720702378188,-0.017617203515043034,-0.44555408482508896,-0.20966229213401377,-0.061056413570204526
6,5,0.24946009125198576,0.1991517689160705,-0.056069790564817035,0.02597665038374186,0.04431794607049816,0.12829001933352568,-0.0621297965932916,-0.08197889036757461,0.16231160735496414,0.038139724487602944,0.05298799323348308,0.058557580882600824,-0.14981225658098118,0.04355072343544869,-0.02037059379123063
7,5,-0.04212525608781778,-0.06926763263613792,-0.14735510678451694,-0.08334712283513038,0.023644973887760407,0.2157811686060584,-0.045923157210567195,-0.06375009219164654,-0.11188349418638718,0.07924457720259233,-0.07876571474663965,0.03879986357596596,-0.04966621948157959,0.030639197469967752,-0.14134702994174658
8,5,0.20896486559329697,0.1744382806569929,0.11700337224947385,0.007538827693841149,0.03272297105568664,0.05006426937057003,-0.009907507537199434,-0.07637275776350759,-0.19417736393534935,-0.08546188182307714,-0.02292586453399087,0.06768051556729116,0.010633439430376854,0.006152088794807123,-0.013705573140590677
9,5,0.26955491372545476,0.242419434037832,-0.009605029617333893,0.0575156060979633,0.03058483128691869,-0.16860727695328298,0.3857435968084488,-0.033471485877180684,0.07902499985100331,0.02876264771157061,-0.04809387954278094,0.041877740523237006,0.024441851179955898,-0.05460799127569854,0.10636620227194205
10,5,0.6192786289650027,0.5830086569724998,0.003673059892356223,0.16312634616934374,0.0689870015864591,-0.16570074496637932,0.124049692233559,-0.024369564498190055,0.271928416175063,0.18922092883282482,0.1028640240191332,0.06291957042974494,0.31582116584229536,0.13737595047030582,-0.02482202556535862
