f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_50,pca.expl_var.cor_init,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_level.mmce_mda_50,disp.diff_mean_25
3,4,0.061214532922347825,0.0532409907214285,-0.04807988662647753,0.07257925991450492,0.05407384447348293,-0.052462907121978875,-0.1347316838248629,-0.0627082588608327,0.06951375378593588,0.04684920504303248,0.03482290415123195,-0.12270782377183334,-0.08345527915993206,0.04041539790657022,0.1162098271065237
3,5,0.010397355716529284,-0.03192729429273565,-0.0032796328850630066,-0.0023950371062678305,-0.009396493360598342,0.15614419731214457,-0.10879151237055315,-0.06451490651266167,-0.014089829182944633,-0.04853349961582169,0.029068812203570757,0.06805845974515073,-0.02050691190762441,-0.026689506085258108,0.2970352959645187
4,1,0.11857415691589426,0.1122460043030288,-0.09640500660424697,-0.06407085397429346,-0.014246946954492225,0.029449212696552637,-0.016567949410107807,-0.06024910292996208,0.02804135665219963,0.003755645293087681,0.028766030600538728,0.17405443022345632,-0.07688327622078339,-0.020678846515214053,0.18175444783882672
4,3,0.0821597668118083,0.06498452389875009,-0.04608102925224846,0.08263028015259474,0.01361143571722468,-0.02695014464738415,-0.17686792691956305,-0.05815504504274771,0.006327602055560171,0.06403695998973223,0.03226265438773837,0.03661860625480123,-0.04552179819214591,-0.019199857431956128,0.10178994035388558
4,4,0.14805745903466544,0.13283854079017327,-0.0538830691227424,0.08745060858461111,0.02126708800829527,-0.011958636502671427,-0.17289057577486575,-0.05880151352761766,-0.051056860598365054,0.0,0.024372887530180312,0.16247213046834028,-0.03864960044058993,0.01226914553223063,0.09338129535449005
4,5,0.11506308059776466,0.12363849753139966,-0.1135262283853376,0.045330887099419875,0.026106413260298195,0.06716468869639411,-0.13523438393923154,-0.06347620920163055,0.030501892971158934,-0.04363848446079541,0.02634964794180969,0.2237188230515037,-0.13248317555424965,0.0010514017030613665,0.1647483226343562
5,1,-0.1885087190633758,-0.18961986644289408,-0.05964913092544022,-0.07777895645337474,0.11084198921648031,-0.10801194408278536,-0.02249524413889481,-0.05098023680686925,-0.3164592493938517,-0.02216452950106146,0.016020795311791458,-0.24025285800049423,-0.013312070796952735,0.04789317137933735,-0.1101435204593979
5,3,-0.16891884093838472,-0.1775061465942569,-0.04984186291234516,-0.08862134578221603,0.09673260958682739,-0.1099577877489265,-0.04852158534260986,-0.04957854621041358,-0.3224693635934893,0.011778535531428491,0.01562148683032949,-0.23662811095480973,-0.04399091269932043,0.04693964136355533,-0.10714393444223713
5,4,-0.16990510568410233,-0.18810651060288774,-0.05641944806592386,-0.08275005572942962,0.10017975985240796,-0.1134632774732185,-0.02935420429105784,-0.04450351969712829,-0.33384751518522815,0.0,0.018308767185341523,-0.25181998074755385,-0.015151605889073494,0.04835597236725331,-0.09851061513911841
5,5,-0.17581069735362498,-0.18329849400327236,-0.06538694086294194,-0.08753956708347221,0.10324149525206011,-0.11641602475040719,-0.02860846671533479,-0.049372741112515994,-0.3155079781039972,0.005933259521996304,0.016366797631022112,-0.24423093210503177,-0.02767812093456712,0.049167785030208466,-0.10789572054393326
6,1,0.2706524289807763,0.22473765923710948,-0.07232391718325767,-0.08485732246565701,0.10212385845173677,-0.023836527658504816,-0.15594713492596346,-0.07076907290263526,0.010824753454751646,0.00916465370263532,0.04558053571432598,-0.32002568389350533,-0.03372320348706263,0.0610337478867047,0.013268803435912864
6,3,0.27838327176966216,0.23286621122316734,-0.053414347471208365,-0.05379055715690928,0.05314202415551969,-0.031462811130168675,-0.1960924609675192,-0.0779309054843622,0.0863475621607585,-0.004155680417890897,0.044602823306592064,-0.3152106702845916,-0.0935912419513937,0.031984686598176104,0.0524676403487149
6,4,0.2771932201795462,0.22464834361906216,-0.0576103987341704,-0.055709461876802396,0.0881231685016906,-0.02009559070339376,-0.12380293694547438,-0.07433411626131854,0.0,0.0,0.04870697078666224,-0.29770318454368233,0.021777683428785305,0.04892185321004067,0.019616326046092064
6,5,0.2879844598219008,0.24259713090341273,-0.0602882644971415,0.08421035337892464,0.01180142634732994,0.032907510250898754,-0.16635922190442792,-0.09324914114993824,-0.04781012694093023,0.014075352713830416,0.039854604204904054,-0.22894977306940817,-0.06877485989539618,-0.020791202567232193,0.007127501758656167
7,1,-0.004915725648487954,-0.03813116970223861,-0.12318660859694028,0.048215016557693446,0.10833665839267854,-0.011817682804300018,-0.015480954322635368,-0.04919252960963356,-0.05436813317739925,-0.04283266917101769,0.0491810487238719,-0.1216093034012095,0.17217482892184272,0.0471837923429346,-0.04778734438604501
7,3,-0.06790775729528031,-0.09576980322910687,-0.11175317092769008,0.20247499825456747,-0.06963813098919344,0.059173218854787546,-0.02490097124851283,-0.05588745530462051,0.03534182288040038,-0.12112020539395366,0.03178714952641711,0.2691737671328826,-0.0948550691844968,-0.04416282200899127,-0.1681765752455206
7,4,-0.07897513413189244,-0.11825847476632181,-0.05644381419141076,0.15403700046671037,-0.059456616661191286,0.08630411790770606,-0.1005414487302585,-0.06763551626611286,0.043064045874016466,-0.0767393452146993,0.030726816168321625,-0.023266621479742233,-0.08127108063594368,-0.04900710042527645,0.010368495812732581
7,5,-0.02887140201836355,-0.06260108988423155,-0.09072255329918882,0.05855405695690746,0.028690219778696346,-0.07148090929078615,-0.08340159414729215,-0.058039222231656584,-0.06837673489761137,-0.08839476098920529,0.033117631379643075,-0.08280313043356785,-0.009660506417526638,0.0052227958495615345,0.0042679656297669455
8,1,0.2515751908078747,0.21331469525431812,-0.041630616866514286,0.06557997060678605,-0.0015679833509500696,0.13751690891875545,-0.20888578189691398,-0.08495446994235933,0.07530389536331575,-0.0070717558593392515,0.033982969866385715,-0.048281652749291276,-0.05491139065765846,-0.02618908086690057,0.19705876101497682
8,3,0.2825340996795212,0.2555725677027828,0.010840109752147442,0.0745702580689366,0.0,-0.054624523397803174,-0.21660838347209072,-0.07313862029072765,0.19240531213542333,-0.01681064262946172,0.03835006559580052,-0.13242720962972604,-0.08557216527273756,-0.020272776466121217,0.07142388657405108
8,4,0.2521472991008992,0.2104154432150891,-0.03314293005182589,0.06010241362702953,-0.006559451634128577,0.11558367574077283,-0.19309497488745597,-0.08631557964673353,0.08860428320433163,-0.008104207425221763,0.03761156294345147,-0.06640093742002956,-0.04529021853455027,-0.03109241660605859,0.20426966598663848
8,5,0.27987210352146186,0.2517563257030294,0.008472080990635317,0.07105106232323474,-0.0023665711635251774,-0.07223596116754015,-0.228111821142026,-0.07099623850459628,0.1925391753442721,-0.014056235501824638,0.038885449961231805,-0.09248828223930836,-0.0924370942666908,-0.023954870353339847,0.06045393299332222
9,1,0.39278270569166074,0.3320499202803095,-0.014883862428286154,-0.2485582679588651,-0.01618560226910426,0.05422126493971419,0.3506926626105876,-0.027225255465057163,0.040482346653725076,-0.04234277535784914,0.037616942138638976,0.17621872303796504,-0.07365969861058524,-0.03434405169271226,0.04478390985676617
9,3,0.38967354551814193,0.33348895798317435,-0.01850593477217438,-0.24514963651833355,-0.018743713586560073,0.05354643889725064,0.35064252049559863,-0.031024791604662427,0.04201413498398909,-0.024073295264939565,0.0364140045681014,0.17596536167363885,-0.06748497105491041,-0.030493224587045065,0.045269024121048496
9,4,0.38320943767099985,0.32773435535180373,-0.018090898418169965,-0.23606244295009673,-0.015703794067882082,0.05328227001637881,0.35318385546845465,-0.032999927286486264,0.04283427167329168,-0.04081945731759312,0.03445512786018601,0.1812617354980055,-0.07466414659976384,-0.02933161583693583,0.04575747483066661
9,5,0.38349729931507875,0.32802457254975825,-0.02470217741059455,-0.25096666227473186,-0.01149526568008108,0.05782744611570112,0.34666391949842745,-0.029131849544590638,0.037482647192630336,-0.0415582867528973,0.03250906638503376,0.17449960616307403,-0.08322271760230676,-0.029210885789942076,0.03376255806445139
10,1,0.5013343145071549,0.4561164460474685,0.0,0.1893862538010933,0.26622079739161775,0.03805916470836257,0.0,-0.03304243515408378,0.03394949899355604,0.04655565531139216,0.09161669567168285,0.0,0.9475581853925139,0.1583333319185627,0.09487277799839555
10,3,0.7730628153521324,0.7050175718112337,-0.012762341531420418,0.2937189774980067,0.056591411749153275,0.15952078516005241,0.04539301985796773,-0.047875126367500576,0.1506451293766533,0.05187574906334391,0.07692434949491211,0.6167687171502987,0.08891506509391611,0.05308543170245983,-0.0883228351662555
10,4,0.4435510803707954,0.42830828799819254,0.008388569798768675,0.1434536188773401,0.3183074633027134,0.1413847937685273,0.046795954779140336,-0.02579360355439486,0.11264186575438906,0.03763107222743378,0.10241415256956654,-0.04846307095709279,0.9704838156058808,0.16399480414943457,0.05888590260331883
10,5,0.7989283544303634,0.7481273894765881,0.0,0.26715664819013885,0.007084679198207544,0.1307857736369462,0.298428298981557,-0.021322738795909846,0.178539944863235,0.0905781495517961,0.06652117255435863,0.5660449134917318,0.00907972223350928,0.018488042061144405,-0.16926271585712582
11,1,0.6372309179199791,0.5873156120497219,-0.09969693147619951,0.11703107127817902,-0.19127582465811332,0.04295431186623633,0.12899557230330883,-0.03976420148097759,0.10429650228680143,-0.011012264042496445,0.044518824707652116,0.3156030416941994,-0.14134874347867743,-0.12241625595003236,-0.602492530404058
11,3,0.479353089040661,0.4355410964757418,-0.10789109710227562,0.18769277463633627,-0.03976200586275519,0.04106533656789413,-0.0785806669763568,-0.03297486136639238,0.07331000092276985,-0.34840239060590544,0.04655278589652667,0.27275827110030737,0.047496169135183175,0.020860029049798,-0.2813448438766337
11,4,0.3321507487398941,0.30436873020045085,-0.08548970078812224,0.12562665628476732,-0.010676311553202922,-0.02537669074220708,-0.08067927890162799,-0.03317850375230702,0.04033799643629277,-0.30016225009206765,0.05346290995255687,0.08980968888200436,0.16507835475904054,0.04398926607176018,-0.07305137604246781
11,5,0.6319907708321683,0.5850239557166541,-0.11390197828658527,0.1261210916398533,-0.2238971537254903,0.04848949342753106,0.11987154568605485,-0.03691419421283293,0.1071422988210522,-0.006797135386300168,0.05142489112962012,0.31273014742814065,-0.16149909029516923,-0.1417716044485855,-0.6098030091343969
12,1,0.6479200480230232,0.7485557471395312,0.3570168485028282,0.0911198729024747,0.13419880748936297,0.17903399084809934,0.24218501723187158,0.9879257046140513,0.0683285626566561,0.08385619479845707,0.06157500813612771,0.07092121555015352,0.061591174794984216,0.10701656874160448,0.1182542971076157
12,3,0.6069281745659982,0.7166621376213782,0.3870101147308729,0.1319977796779035,0.17491730513588144,0.14481893236226484,0.1900423331234231,1.098586802730046,-0.1025658648121579,0.07916977791928681,0.06927493650439898,0.007162816702454666,0.08948970450519256,0.09366180020116599,0.06305647672869474
12,4,0.6379295797448556,0.7453699171911514,0.36543822386031044,0.11079450219566223,0.17183017066989148,0.17284833201882166,0.22596661413852148,0.9752250031034813,0.06799538373188962,0.07492728237074564,0.04226567403405035,0.04980773673290351,0.04783750814982457,0.10613353865506814,0.09465103139479458
12,5,0.6183716406339195,0.7100150973007389,0.3661912847051858,0.06752988143595129,0.10240355151364966,0.17604604427865977,0.23586093146604004,0.9189014365485102,0.03861737181395264,0.07023391892687902,0.029951130481276955,0.05610681740883505,0.07073508941933637,0.11143589428864198,0.09180905649838023
13,1,0.012307299471959271,-0.04585583605227636,-0.00657329322488473,-0.00953492698096517,0.12212248697898678,-0.19766333886862059,-0.03161183607491447,-0.061571334021864266,0.1277996661788565,-0.01838255991702556,0.035021187294991485,-0.23830116585432548,0.009337325950454223,0.04623647938825126,0.11480562596793675
13,3,-0.0018815611401760413,-0.061880387867046804,0.05366377186851942,0.1871344388178619,-0.0012922015446389934,0.1999820709287024,-0.08581285481006007,-0.060224336363119024,0.06602023585553318,-0.03171387997036833,0.03465052387215789,-0.018073579442128535,-0.006133748415416099,-0.026922285989860906,0.29116178782680274
13,4,0.004161643040631616,-0.06723178976563873,0.05785108940493125,0.1897090529148297,-0.01675078658710563,0.1955608145014624,-0.08987799134643992,-0.062283859712341974,0.06576548004970018,-0.038300961514190185,0.035765514604034404,0.0,-0.0016279805102158151,-0.02804257696491208,0.29691928480688035
13,5,0.0015209803583962067,-0.06830318606341255,0.06401612595395445,0.17422469100716625,-0.01255464282311003,0.214333200289114,-0.08900229042072264,-0.05621823987268501,-0.018347593121028488,-0.055780308938116877,0.03479539336144727,0.09428244714530612,0.010131368974811705,-0.019696475209252523,0.3208622455610475
14,1,-0.22641597317094486,-0.19666433360384328,-0.24041078036765062,-0.10905171919374268,0.08657559672379211,-0.0904180044867513,-0.06758619154307854,-0.0667753497505057,0.03452760713620101,-0.03868660285044612,0.022693553894312046,-0.29025253684290186,-0.10213213545328537,0.0068840422725992,-0.04447020000518043
14,3,-0.32279397055669545,-0.27406180480388953,-0.2184710778413439,0.08838598712958001,-0.022185483886521307,0.09451786898073955,-0.11170489625246094,-0.0696692872490462,-0.003497450077811437,-0.1371198784821136,0.01870214668808512,-0.0772366574885387,-0.09885728115327219,-0.060615825716099914,-0.09275914644171102
14,4,-0.3336402764583003,-0.2689623272409367,-0.2808374700354117,0.08172650339850207,-0.00930010037166007,0.09203337429183278,-0.11479821017183778,-0.05511783744497545,0.01578159391901557,-0.12573527498840742,0.021686820197799994,-0.09052872740010776,-0.1199795875985154,-0.06225392625356346,-0.1150318827022172
14,5,-0.21624204232583738,-0.16511313191293464,-0.26397638825730274,-0.10798348700501714,0.058710038075301396,-0.0692613099112176,-0.08934610813018162,-0.06857244090786185,0.01771196813740883,-0.05450148253925391,0.022715558809781267,-0.28268769671493255,-0.11927300130479424,0.005141328242571852,-0.05164660731289494
15,1,-0.011070831153288569,-0.010735039145130276,-0.1364798835544033,0.11584832077978471,0.04234765693787717,0.18983210456437877,-0.08715545873906769,-0.05474574624151531,0.05007461269388202,-0.053931544622554034,0.03556238055786592,-0.025389617326547674,-0.014741830888957025,-0.020533829150372343,0.32752255899089205
15,3,0.030585394975177135,0.07951947304196198,-0.23263872651301606,0.060410817396132716,0.18764744029362213,0.1575394352566003,-0.06286738677338102,0.1496881426486086,0.02660957890842086,-0.019560910849926158,0.03615249087015157,-0.16961608080847057,-0.043907580894073664,0.010969526647689201,0.06759158825743322
15,4,-0.04849324713240398,-0.04914973270184964,-0.12696680715747066,0.12966578238939902,0.09481435426904702,0.21254229988019363,-0.08706393568620088,-0.059661856430315234,0.045489679325897925,-0.051247883318133694,0.03288069625347174,-0.09091965082676542,-0.02666588638332415,-0.025639428088921862,0.2513465495771702
15,5,-0.047673637785417236,-0.02196089538186803,-0.1690506538350831,0.08177982258479344,-0.026265728537334564,0.15491069058596663,-0.0021362896682666395,-0.0034069742161421425,0.007459667792211041,-0.08433155252714786,0.032304516345220476,0.07581049265226561,0.0019524236957563926,-0.0155099723931703,0.3308970565263249
16,1,-0.16775547948969433,-0.18606796735162723,0.11940804057779922,-0.07583894326761463,-0.10126723529950447,-0.029582572380224582,0.10391406780009808,-0.03196674974024405,0.010934438157462,0.11289605238287265,0.021408033550074257,0.07838219637527141,0.011955217195780257,-0.002640579654752312,-0.32045755218950245
16,3,-0.17724105394298767,-0.18393751326672136,0.11501906417433735,-0.07394182630357571,-0.10136141338443738,-0.026898043017147988,0.0959440151762705,-0.02615828295890804,0.0104738146304744,0.11433217646963958,0.017484432202136052,0.07729000906089009,0.010745345821894951,0.0,-0.30733547201036276
16,4,-0.16695653620623732,-0.1807890329560766,0.11793004193246803,-0.07049222770960546,-0.10421628136870119,-0.023188984535970493,0.09775458343033325,-0.03362016641100751,0.009054979200243361,0.1120769916346048,0.023866935661278108,0.07451645791203297,0.014410735296362866,-0.007720716880651672,-0.31290395823573924
16,5,-0.16048632460554668,-0.18713262342401343,0.11442780635696932,-0.07457176976785687,-0.10496053024817142,-0.034528733786343774,0.10153625425827009,-0.023307190379102144,0.009799373409709038,0.10663343933927369,0.01599846663657302,0.08083153606351162,0.01733239387726694,-0.010968067731413775,-0.3057518727487591
17,1,-0.20980775067132562,-0.15558669937844705,-0.2131908324153955,0.027564390933845717,0.08938706340351438,0.10345936592342558,-0.07584415459696892,-0.037621459298326554,-0.05446373048834041,0.06601456347613771,0.01901825444574451,-0.2023929583282335,-0.042971226749319635,-0.01120841032675668,-0.15385147583507752
17,3,-0.35923973970091017,-0.32250111092986355,-0.15441101326944723,-0.06910286961693968,0.10184819077503432,-0.025468670289854833,-0.11024926255558654,-0.058728194972318626,0.0317703635585887,0.16511467362574433,0.021580258272159147,-0.22846358872933836,-0.030209249204846744,0.012809247153953651,-0.027606353708546916
17,4,-0.43850278411031396,-0.34542270173512035,-0.2326674727809095,0.061686499068299094,-0.0015864302111224249,0.046550801087790084,-0.0589449490087095,-0.02289546611084936,0.024191521250768067,0.11645360882341887,0.016976470103332808,-0.0755568353857915,0.03518009256997734,-0.04471013724791523,-0.037204708518824736
17,5,-0.5221565069209367,-0.35471293306390195,-0.26950295023478243,0.055129414786762476,-0.0641871092083986,-0.011936883510042184,0.03326131455909165,0.07284952567568526,0.023210509875803476,0.08302463161534579,0.022391525619640362,0.15413686325104192,0.037729628542453236,-0.030220030446653112,0.0325405664908458
18,1,-0.054050731073042285,-0.01088448162394337,-0.1939895172097792,0.026508914384637094,0.08574808314222286,0.07603757587199861,-0.07035809653889749,-0.03106887282827131,-0.0838826926024952,0.08211223259723122,0.023107163271168296,-0.22359423011292207,-0.03530066897801298,-0.007524058147851703,-0.17977379682101058
18,3,-0.17518172274031435,-0.16098440969170508,-0.13568462265803982,-0.06415416795972928,0.09133529256792577,0.03839785106434079,-0.11218356703783061,-0.05657827889477962,0.052892400296148945,0.19351348424983475,0.026325829931809208,-0.2170925679385758,-0.027491245643693096,0.012507779554954912,-0.057869150328951235
18,4,-0.2588860525799559,-0.18096032094330938,-0.23360196433707914,0.07082287529444742,0.0028584230100079377,0.04009889438072575,-0.057157263775711786,-0.014814095999145405,0.037458259727648546,0.09985012357225026,0.022601308959732003,-0.06515726967468066,0.020501244355785764,-0.03590131067683611,-0.06930303032006846
18,5,-0.3410597859133073,-0.19447466356881915,-0.27467891214431106,0.0644916575398719,-0.06471124140248002,-0.012280078132985844,0.042081442540742975,0.0836701876828976,0.03048783719915807,0.032130660634339364,0.02180763769750177,0.21223786215059526,0.030175665522910802,-0.02629514191451285,-0.019403955754900837
19,1,-0.27558660072456775,-0.24938633431767537,-0.03908237434230627,-0.21802290284172393,-0.1486517166664862,0.01818407458385407,0.20521234916539105,-0.04036614953907747,0.009550272877207167,-0.05757255061233907,0.01832730226283491,0.11467719841825025,-0.041670460395731856,-0.027816725290848443,0.1894661979429565
19,3,-0.27049741394334614,-0.25208910848360166,-0.02637149995814525,-0.21971636517298498,-0.14495284259606833,0.02511799859672814,0.20813979511642944,-0.030659156292008938,0.005707158055410166,-0.061600678413042065,0.019866606769189055,0.10584735738233747,-0.043115161023078996,-0.030185256666453553,0.18447701769479086
19,4,-0.27069120894006893,-0.2444673229245509,-0.03354495884567421,-0.22348495326089168,-0.15186581404060223,0.02354687444309833,0.20591111202339504,-0.035273029044480375,0.010573516156067997,-0.06037890496060927,0.014203134656721683,0.10942190942574742,-0.04823957569730786,-0.03411066925046796,0.18391316745640984
19,5,-0.2786169213630686,-0.2513578646542422,-0.021812795799485862,-0.2232514336021887,-0.14959452392649875,0.031114736146419963,0.20234251825178134,-0.03411357625411782,0.015253936721256911,-0.0724853220730084,0.01547081304630199,0.10958982220649566,-0.04558581041574933,-0.02747969773795056,0.18854550367337253
20,1,0.20629645229006977,0.17595116811314304,-0.05459009678623966,0.06223483456016721,-0.02059246129931419,-0.32825852556988355,-0.2983441138282816,-0.0792611939779801,-0.3517774018151292,-0.07490435763276948,0.03359639967240291,-0.07232983198397691,-0.07639408633567019,-0.009129416870727991,0.026177681479873316
20,3,0.21121801819906866,0.18084964540388898,-0.046530374900878524,0.0606071180264765,-0.02015765239654327,-0.3121724142221054,-0.29033585054866073,-0.07404756164448584,-0.3451639763181778,-0.06783602930101063,0.03557116426112927,-0.08652191691958266,-0.07606580177627337,-0.008347136529283039,0.03165650110097806
20,4,0.2077012836637308,0.18279763645247377,-0.04166368337343451,0.057809596153212905,-0.01634793989179173,-0.33158905245449355,-0.299514638943159,-0.07630673284706263,-0.33946764300550236,-0.0699252280246142,0.02574416306803684,-0.07956661933081854,-0.07717848549629058,-0.010666509924014855,0.03754615147833684
20,5,0.20749014374231162,0.173366998409198,-0.05173694498417852,0.0569135845468382,-0.025829766239765406,-0.31734960064053475,-0.2960546474659562,-0.07093832238912157,-0.37261449985241196,-0.07804831018181091,0.035066105537880254,-0.07663318204068337,-0.078764600880595,-0.008998497331563382,0.030269293546819842
21,1,-0.40368604739025515,-0.3578054127516059,0.3023492157039302,-0.09170217946490994,-0.1086918576191607,-0.048086997981248866,0.12676236222801623,-0.028501277435883016,0.0178699427917485,0.13227681511498796,0.017338616001913137,0.09397738437927838,0.013387745729483064,-0.005074784117761702,-0.15627777668832105
21,3,-0.3904112020351867,-0.34116373866126626,0.30878362059614917,-0.10852897495208558,-0.13099121934032648,-0.026615288352623306,0.13795385809355298,-0.02674124403908623,0.008899441614391074,0.12603346718415454,0.01765697630008961,0.09325496190027438,0.0051478400153499165,-0.025398334867634542,-0.07546191048820361
21,4,-0.41200414364004656,-0.3541255726927585,0.32723314766911804,-0.0992847169596684,-0.08451020954632489,-0.03134687499276709,0.14134082357761182,-0.02536556414988081,0.01517318535165238,0.13594716823326145,0.016636615257242915,0.11052463145083065,0.005924485757308008,-0.0065528414540491214,-0.1111510704467864
21,5,-0.3864453761630874,-0.33876151290035933,0.30737609325117665,-0.1191332847407584,-0.11846227892617803,-0.02360088077371865,0.14142807504725033,-0.03321308469525486,0.007155091763747637,0.15070633546326911,0.013190930485220659,0.09576878555368387,-0.0017895949037501219,-0.02118460373194664,-0.06896876382764444
22,1,-0.5496022471424803,-0.43468911263060495,0.30685047185048386,-0.07185668085299396,-0.07182340765513212,-0.03248859288900008,0.14864508734086293,-0.022505264493205612,0.013502878132098273,0.07898737206192205,0.01512639846585545,0.10022666626113197,0.026992164238950317,0.00492306491588157,-0.056841003719610095
22,3,-0.5598626536937772,-0.44643829090526,0.31386234941100954,-0.07799388487373943,-0.07802194901861342,-0.04639942947011369,0.14448314755362668,-0.027705814617138114,0.0096499986181314,0.03883200716007976,0.017567564906388666,0.14911539894482567,0.03491895554584165,0.0030174491713235163,-0.1764075776060391
22,4,-0.5709193939217702,-0.45617449501390706,0.30517773988008506,-0.04794443821237676,-0.056355351814310756,-0.037166095862531556,0.11668965575563306,-0.029645037152978893,0.0032186756547681328,0.07205943507262749,0.0137788599627362,0.10291694460064166,0.03864082360993984,0.0046085938611970245,-0.12660175471597634
22,5,-0.523432574219935,-0.42827992785397473,0.330048260838899,-0.09868777223828906,-0.0847216207527759,-0.031374417261757576,0.1628067564503709,-0.027076254473257955,0.007319312962832947,0.0673232196066644,0.012988273617936585,0.13043441269878786,0.016667691314631056,0.004970315939702083,-0.051685133389751114
23,1,-0.31916994482975514,-0.32142100992379413,0.09904394553536489,-0.09033512252250053,-0.12168968785979933,-0.03451265064230649,0.07931144253792954,-0.039812586643669934,0.01840895035030926,0.10290259679511796,0.015259707938345635,0.07088083944622103,-0.005371193756003756,-0.031244334735350876,-0.3245942162107506
23,3,-0.2951244556545206,-0.32965611167300646,0.10923417571023275,-0.0930429233216335,-0.13336489132992502,-0.032908534171515125,0.08736478427899391,-0.029648800607268655,0.0,0.09647554774046041,0.0,0.0647082347776331,0.0,-0.022479943904112176,-0.31765235897364763
23,4,-0.3122446505441996,-0.3116061023417838,0.11581678373365156,-0.07889931473585737,-0.13597582449977347,-0.03561012708694228,0.06504131910657857,-0.027763104727119237,0.0,0.09306798208648431,0.016979806159436145,0.06472646975381419,-0.004095812998547166,-0.027149778972145128,-0.3241442527245624
23,5,-0.3252070771440934,-0.3289871829543247,0.10600742210462485,-0.06475348296406341,-0.13397562808271568,-0.03491276670265969,0.07799835264115057,-0.037067148742375045,0.009802906424514146,0.09125045275399765,0.017942676720618445,0.06512141989830955,0.010886015894684353,-0.03117357757095282,-0.32108199784097113
24,1,-0.12547207552585438,-0.16692266029582914,0.17860189871428855,-0.10069876736241305,-0.031526496379446045,0.07439183615758632,0.19051139111098647,-0.04093575076174369,0.023949616587043338,0.03708367991160033,0.024864961490789594,0.10273813440866617,-0.0231568188408173,0.004165196994944165,0.23810265008633952
