f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_10,ela_level.mmce_lda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_10
1,1,-0.2397491282617506,-0.2897485823484004,0.12335739001356169,-0.02945045260332496,0.13406935169533224,-0.09986205343470961,-0.09799460490268308,0.010571970801326547,-0.02795004231708939,0.0025248921726458706,-0.06598328338016807,-0.05643069395425393,0.001621068530527514,-0.004684899384541752,0.05522128830241224
2,1,0.0969467995045726,0.11155028473730455,-0.0740697458761165,-0.13090885001528296,0.05346313716496959,0.04873824181996317,0.0,0.01268808030039191,-0.02660087195977029,-0.2680672716962139,-0.04063802578364703,-0.03598912830830153,0.0,-0.03584466067098635,-0.02354946891057652
3,1,-0.10903595698701057,-0.12745881135866421,0.059415068405831654,-0.012841795911455314,0.1905368742273189,0.015442658017171264,-0.1425383014349214,0.09770506603748927,0.1059875975718002,0.011762939222909203,-0.06798374721079403,0.025099387902222114,-0.003752863266296546,-0.013698167825296724,0.05347724551294047
4,1,0.00909035546901367,0.006525963535714607,-0.15865027494752076,0.010425681088766181,0.08234527365341007,-0.13792163566761192,-0.05632229123930492,0.09229516197326174,0.2756197639191642,0.009265353089789333,-0.049829859308089336,0.044383535234788496,0.00230176021145298,0.08245848970450582,0.05003430177470952
5,1,-0.20494300349970335,-0.22206530405631153,-0.08298730504019897,-0.07579237319231835,-0.08042042752966144,0.08287574569659248,0.26996609925021464,-0.011810805125276602,-0.21210299093054513,-0.003371245980550608,-0.047581419998125596,-0.048997452037411515,-0.05381923457937243,-0.01707109544074531,-0.3940916579211795
6,1,0.24504222217546834,0.19856724877105195,-0.0976071300510542,-0.008224007411680376,-0.15271165076157722,0.20029993074007402,0.15695021946495874,0.046732267438319985,-0.27782370270521534,0.020881703918549814,-0.07348223094260388,-0.12496640532238638,-0.027639675826194504,-0.005394546992531064,-0.04007949780632861
7,1,-0.07029029912754556,-0.11050028288717809,-0.18586506985797627,0.07514107021397089,-0.08992210920054163,0.10372037742950774,0.12548558404254567,0.04328637308645329,-0.12122519076602967,0.0140377920215327,-0.052314949701109864,0.014630323356033384,0.08719024726975848,-0.05000628885538774,0.028889970847729513
8,1,0.21645518991001722,0.17851549120028054,-0.034536692186296986,0.09711375156914065,0.16372591084123905,-0.1179564770229973,-0.10378578611312766,0.09402112341104152,-0.03875336176557026,0.018087510207026647,-0.09178106104726458,0.010411273829114776,0.038216263924998106,0.028697556651400058,0.06572292964784127
9,1,0.2806031725301469,0.24815595538739765,-0.03010601483746078,0.06599869331339048,-0.15426275741195605,-0.060250364133900725,0.048774842972785004,0.09747570916017079,0.25846185520683446,0.0310967172249364,-0.011247647878554812,0.001690641788239411,0.02585275985333152,0.09953124455100876,0.054072958530579474
10,1,0.5384697345255893,0.5336055458031934,-0.020156722047152797,0.06285028487159261,0.16308763892642308,0.22337726873693686,0.3924450786236382,0.0580417646143494,-0.05293191948244225,0.06243820296979874,0.0,0.845885763703093,0.07834166851312618,0.09614957000761537,0.12813810525846892
11,1,0.5714127589996593,0.5594132615391876,-0.1818431467084629,0.12467556859985418,0.20050530179603937,0.010909627048557302,-0.2495031728169484,0.07305171849255199,0.41123081169133213,0.024915482028328495,-0.028554910389571808,-0.22659891298581292,-0.09440444314078505,-0.2388095164726991,0.13488614779350905
