f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_50,pca.expl_var.cor_init,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_level.mmce_mda_50,disp.diff_mean_25
1,2,-0.24481006297556573,-0.28949128996992823,0.008497456578402507,-0.05284422667624544,0.0735265900950226,-0.17949530218075904,-0.08549172602606603,-0.03463672543095775,-0.04585237379026097,-0.03435320284964616,0.0,-0.3042355331109543,-0.09664772730430637,-0.0102747563634642,0.06827261234851068
2,2,0.18040286904571945,0.17922085696614692,-0.017607359278088236,0.05675558923927987,-0.01078687567426612,-0.025331459464635397,-0.13282380858534146,-0.02339281914022353,0.003609149069842499,-0.09125301353973164,-0.39519307091734446,0.3805503474019788,-0.05455641224537355,0.004246102200387129,0.03030081344979324
3,2,0.07965968657518516,0.11403292971444219,-0.13660405760508987,0.013419556941652352,0.20627138889032656,-0.06475708285412374,-0.09344954924112922,-0.03564468530595274,0.07778102322736957,0.02696059864593692,0.01311488245252175,-0.16022331488500863,-0.0789102777398059,0.10583213693689149,0.07751959773648034
4,2,0.21566368363967842,0.18971374576502134,-0.03862193932508967,0.09409408044425993,0.04240166097491202,0.05871160635825662,-0.1424906848335873,-0.043023047127988434,0.11446881223803684,0.08825181082645597,0.011486765193178095,-0.077033065704846,-0.08905101972847093,0.04934382694548589,0.09245180734976322
5,2,-0.16480823576115422,-0.17168725732728973,-0.03936620477500963,-0.08678427196601379,0.09792543415361593,-0.058690474924986136,-0.015392252831646358,-0.018760169922614978,-0.31663530650302185,-0.007150007477050302,-0.007079391676064195,-0.23458030466488988,-0.026547025387491263,0.04680829123126368,-0.07826824070388927
6,2,0.3064384113810344,0.2637703637299186,-0.021871217044436536,-0.03216274213635267,0.03424250306512775,-0.004392809639583273,-0.1824489727933567,-0.04265221958646498,0.20024896992100352,-0.023795853320728894,0.018776954268651835,-0.23301190210219178,-0.10512602198487586,0.0026505985863958317,0.06634018165060995
7,2,0.0052212894787343755,-0.031387082436012875,-0.06729455445778681,0.07317110190683321,-0.012329755362794764,0.012431830226976512,-0.10650799197971281,-0.03675601279520929,-0.18811244097725788,-0.11224288589029446,0.014787801070852813,0.10246934798530433,-0.022598243178118815,-0.012352035876029538,-0.00993839251147055
8,2,0.2902849839327064,0.2674857400197705,0.032722066383991,0.07806560561473208,-0.0057310855354408136,-0.013188522041825829,-0.20611045674151288,-0.0437718193689767,0.21041288895136406,-0.036085439990773155,0.016537442051853646,-0.10680810084451034,-0.10360577218124367,-0.04215100760416053,0.038044930882080885
9,2,0.38372168910048743,0.3259956701527946,0.0,-0.19991118391414092,0.010992693887414307,0.08252420568573349,0.3654897295559987,-0.02163694190499421,0.04425292142658055,-0.045200270640116336,0.026513685842239065,0.2068635421139493,-0.07029974058119137,-0.024566336187792748,0.015067283420404642
10,2,0.478313040963096,0.43967422443662274,-0.013132624733168452,0.17960654979908974,0.16653836691727286,0.012642385800256672,-0.05182353395937067,-0.02162655958889692,-0.18748857121071394,-0.04390043514621089,0.03996974526071573,-0.0225487698257123,0.9265614927469427,0.11804123246301712,0.13853791512978253
11,2,0.4950677652612566,0.45779153184138643,-0.0963922639007414,0.0721758613884591,-0.31032744911147214,0.04155748837523027,0.07655731950891553,-0.024133929160151002,0.07305120899749734,-0.11524779230262691,0.033045012160254905,0.3010644483696329,-0.1609893400989649,-0.1314036253948159,-0.5057537291121507
12,2,0.35125559810806906,0.40682927944254765,0.07997649003885443,0.08245582236178495,0.05406225586201252,0.16714347848077749,0.10158462922282241,0.3117841276125962,0.0,0.04074374735595421,0.038967294580727785,-0.22223385987798228,-0.03483524088686507,0.045304731866255055,0.06462640219760063
13,2,0.031214237272964976,-0.033913057083040064,0.015303077767739252,-0.05189301719773001,0.13668556796846446,-0.09078132365859473,0.01569393192675589,-0.030934440880864923,0.11540398855605288,-0.012147233200990322,0.014772207861126978,-0.2517891953280135,0.02454630651207281,0.050400786850135965,0.0674878140344887
14,2,-0.19537804912523615,-0.1660432997648772,-0.2230944841887872,-0.09175480108783285,0.07102582423457565,0.022458303565768833,-0.0836672413738595,-0.035404678207020646,0.07745394806278466,-0.04908063431915155,0.01289631716952877,-0.20349363472524185,-0.10062279611872671,0.03404501935455123,-0.03855304323605169
15,2,-0.003333480694048069,0.03803179351535499,-0.21415452619105996,0.08593024686024414,0.07579749815032938,0.26047211201518217,-0.06915994635493183,0.23824641797114254,0.08111142859743384,-0.04731858175774507,0.026624915252220993,-0.07642781652237357,-0.03829674825030538,-0.015440478201028424,0.20961750503871024
16,2,-0.1471165599329515,-0.17110359970506833,0.1327953388215946,-0.02950326948807093,-0.09178990331749566,-0.030016970356511172,0.09492301051937693,-0.019145182037660906,0.00903703250308574,0.11214850364130971,0.013927346763805224,0.0999771745810213,0.00947952918802075,-0.005883817102325078,-0.26000981224695796
17,2,-0.4483702067422718,-0.3574906089878611,-0.19122802337928418,0.06539953761809852,-0.03829242279119577,0.015944319181162014,0.0,0.005986895332182551,0.016871316137668346,0.07120667126476837,0.01250501781886637,0.10389018341997636,0.04791435531190458,-0.04576366324195358,0.0851599639976588
18,2,-0.27258610519302906,-0.20560398471491712,-0.17789919793472617,0.06635809270175813,-0.03482871253489522,0.0,0.021892228075659548,0.012455094904490732,0.017645100532565933,0.04287170669031409,0.017633568250181197,0.1476713690266087,0.04051113678783938,-0.04070408345762416,0.03681336984785616
19,2,-0.2390748989512647,-0.22555319256312398,0.008184803505366212,-0.17101376989752137,-0.1351687706017469,0.03495666111682297,0.21314318290671389,-0.019378128251220816,0.013668290797151789,-0.05156375720933626,0.013055452796251421,0.1375853948556926,-0.041547167395745294,-0.04076086548028113,0.16181876343750645
20,2,0.214769667759317,0.19804975397010957,-0.030393209154620404,0.049222094534455696,-0.01932548851954008,-0.1755904703538712,-0.26343086842459196,-0.04703077721044974,-0.35910998201961586,-0.07930678068839075,0.012292108316259487,-0.06017577333575069,-0.08257661263170102,-0.02385885645332156,0.009630076286458955
21,2,-0.3774212498670798,-0.3329792588069401,0.3061699726478717,-0.054134053619551425,-0.11053886165546531,-0.05673156526799582,0.12926864158755774,-0.015621978654121266,0.018526214871294244,0.1293733691160427,0.016048032896124276,0.12812896046308647,0.019590696283736678,-0.027169045988391247,-0.12833707671494005
22,2,-0.5296118478522984,-0.42967547569225917,0.3425008247050068,-0.017262113532785284,-0.0582072150783948,-0.053569709970493956,0.12450754262672534,-0.016056638689998293,0.006273843970921011,0.06939179876950627,0.00714427857468608,0.12694493779427307,0.04049010996636482,-0.008725845486170836,-0.06318931026870012
