f_id,i_id,ic.eps.ratio,ic.eps.max,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_x,ela_level.lda_qda_10,ela_level.mmce_lda_10,ela_distr.skewness,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_meta.lin_simple.intercept,ela_level.lda_qda_50,ela_level.mmce_mda_10,ela_level.lda_mda_50,ela_level.lda_mda_25,ela_level.lda_qda_25,ela_meta.lin_simple.coef.max,pca.expl_var.cov_init,ic.h.max,ela_level.qda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,nbc.nn_nb.cor,ela_level.mmce_lda_25,pca.expl_var_PC1.cor_init,disp.ratio_median_25
11,1,0.2261815815809406,-0.07682278386541433,0.26280441004173805,0.08686245333724335,0.0,0.0,0.03737059548877644,0.08811457376673348,0.07950780773987548,-0.09960348482503939,-0.5662769667358094,0.04927958683621919,-0.08349454953121235,-0.07387979385448484,0.5090751383938541,0.032743690765769995,-0.7076502711996483,0.21658748656527305,0.13580806995733052,0.0,0.12790144525190078,0.03667980701695389,0.10413394593959391,0.05688913585397726,0.024416005908614175,0.046405814291674785,-0.005389117349082317,0.08226376880377734,0.02102081164684666,0.0
12,1,0.3620086168658945,0.9080514132552164,0.3915245637944227,0.007608347965261109,0.5624497738854239,0.06575723918221388,0.01646930615241171,0.0,0.0,0.36480963324955495,0.0,0.014095153775718572,0.1964758328154872,0.13854768647816718,0.014267131479022144,0.04044602008915499,0.06707517188583667,0.006859602749856197,0.0,0.014612486390598534,0.00438860096014837,0.14219209059783156,0.0,-0.00011393058627806596,0.0,0.0,0.005795205811200299,0.0,0.06772732666910986,0.04025726426452447
13,1,-0.09368222687093908,-0.030995432430303116,-0.11190292893131903,-0.23023139380271662,-0.024731857947493552,0.016893956356616502,0.03506569280320815,-0.05907545436774153,-0.012993057014004106,-0.027040146574101143,0.04051671731817913,-0.011186681999716508,-0.01127990001646989,-0.00446139516448002,-0.021702911886703147,-0.03959921060579619,0.01902795374797478,-0.0031658799313662445,0.0,-0.004820075006164326,-0.009914802667589317,0.048815473759136974,-0.02823206950905366,0.0,0.04947631803342173,0.01685060024468027,-0.0017965592947627729,-0.04598377022035155,-0.006780465830961535,0.014575902391154583
14,1,-0.1690775605279039,-0.033687670337356534,-0.13363966546006478,-0.0452617381737459,-0.04302179473640677,0.02706667848386657,0.010831367209601872,-0.10075665418630919,-0.059690394208445685,-0.09288329575563714,0.012261978123397244,-0.037621220264562716,-0.05401752461770626,-0.017224784525991188,-0.031403999206965794,-0.09617424147909603,0.02485379508042851,-0.015605067850379517,-0.027116408174243434,0.004023518414094873,0.0,-0.15040393077277292,-0.045267363980516895,-0.049070699669732654,-0.04097753830106177,-0.08466238435842299,-0.04794574091756787,-0.036920480911889486,0.013476574743146785,-0.07948935837470472
15,1,-0.06430801936257591,-0.04770203337700979,-0.05204705679390165,0.18222311493171317,-0.020405419221373844,0.02321786579980681,0.012128314519814692,-0.0320469668346188,-0.004570294118849419,-0.05178809517254865,0.025500613370367436,-0.025083042226516278,0.02747125014740781,-0.010995457403862846,-0.024878794943423765,-0.036641809027192024,0.03200114503403556,-0.01452525171496638,-0.01634286493431522,-0.0009750821004032573,0.0,0.061280647942203254,-0.016409720542575723,0.07790740908799423,0.016747527011852947,0.15278425808554186,0.06040658821758674,-0.013568084010858739,0.04474984347535316,0.1449067796069612
16,1,-0.08243595722164984,-0.03692726188096557,-0.0711276923636629,0.029154056064066625,-0.027181765659057944,0.020143751379433292,0.02590090782654915,-0.06842328170843501,-0.0053778686240888995,-0.014826773839850482,-0.01180370629374844,-0.0069298046781350875,-0.009410496231430837,-0.0008345313242605901,-0.02411956335323312,0.007416479185771596,0.030797868839363585,-0.007386283018502443,-0.013089896061999784,0.007756542777336561,0.0456482650061473,0.012717786172078055,-0.03920942853982662,-0.037811727071886264,-0.026066145853513023,-0.03266519390189271,-0.008218234753847808,0.013322183055858694,0.013648483313360035,-0.02854060024663363
17,1,-0.12342219455989722,-0.0386467597289995,-0.0947002533681034,0.11678114600817421,0.01867047357971105,0.012902260355876993,-0.17803159621490766,-0.04616125032691437,0.043175337600974084,0.04571280481927498,0.0069375378349220695,-0.016722421397228515,-0.006964656080836074,-0.01225757943207234,-0.025007874163339272,0.04698200204883862,0.01693870094461114,-0.0016018936106116377,0.01013771070975572,-0.0181894787413312,0.00296693444789467,-0.10624161354131867,0.01266024786693215,-0.05399133066668621,-0.051867511452669185,-0.06152579049935614,-0.006363372140184065,0.031265484236840724,0.005709521788025446,-0.04940974270947551
18,1,-0.10198556169807722,-0.07131202753266187,-0.07584887491714715,0.15460136596342977,-0.0031729111623550604,0.0,-0.014908298800984585,-0.05317370032625422,0.10739238948698225,0.0688464017839594,0.005743343010894741,-0.025666326721571486,-0.04171183944481436,0.0,-0.025923214969473987,0.08781949866037486,0.035117138178371254,-0.014123691748723452,0.014518461241586761,-0.003911714377228523,0.01266885378040361,-0.07681664839436785,0.018217846076375215,-0.006102642934233224,-0.041126339435988965,-0.08118321933046423,0.0,0.019078774390002648,0.0,-0.05944785711105581
19,1,-0.21384838404075668,-0.03873035515204182,-0.15990486993423836,0.06166454528506721,-0.03185579809426631,0.015857384350531578,0.0,-0.054725436452464304,0.017457879196563608,-0.057215732238790395,0.06225987700428176,-0.01691384871538487,0.0058763414277063775,-0.005940971461982025,-0.02189983972424403,0.019101451601382824,0.0208046766712372,-0.02016090920716679,-0.006040372117683629,-0.0031167448052466518,0.012782166131742101,0.0,-0.05190039550940956,0.01601140446524507,-0.03200153906516684,0.03182411107446531,0.008174826439732552,-0.022997797938398817,-0.19341340050466632,0.027698668261587622
20,1,0.0,-0.036434709370295026,-0.008908087176932311,-0.3204413402678983,-0.0354649536619408,0.017547980929756957,-0.0005843999014345513,-0.09482525747660786,-0.10767529458904707,-0.025407607204279092,0.0,-0.023370718493871234,-0.020871523335014797,0.0,-0.031818072290468735,-0.08924937277322903,0.031537119232080135,-0.018741579982030854,-0.01587447147575527,0.0,0.0,0.0,-0.07917931225487179,-0.01668293848022062,0.0,0.0,-0.011488309225133775,-0.007917224459915329,-0.005993707148508998,0.0
21,1,-0.11120478426804131,-0.03367185520572491,-0.09638053400830326,0.024232957597504406,-0.02785475650989455,0.019166639782388695,-0.029004987310693453,-0.04675193322637322,0.014072670054741443,0.006179522868620363,0.010882960528633051,-0.005526632659484082,-0.011172700190623497,-0.005195754177025419,-0.01954223440333036,0.02256382562742565,0.026351914579094138,-0.008850646806596807,-0.014179062257961506,0.00028277840835166934,0.03044457020392488,-0.0026036169667050246,-0.0325644000608612,-0.06457233623514072,-0.05603192175635774,-0.03918542864797614,-0.044691244687011966,0.015183978274384669,0.004148650274735155,-0.043870302995545174
22,1,-0.12385944707556906,-0.035362328577402846,-0.0987026392423545,0.014993990232121085,-0.028121082336910075,0.014743396569676936,0.020005781113971666,-0.04258974892217715,0.004425565806662951,0.0034750127417466636,0.04217289859107343,-0.008480322458942424,-0.023990143122380014,-0.011039818337213236,-0.03213032681228614,0.015877799153149408,0.031495682559892796,-0.011538996595987366,-0.01188652183309219,-0.0012696617817980205,0.0030197589959170545,-0.07895786594481191,-0.014656043677620578,-0.027206067076777946,-0.055215965305237424,-0.02705933660230897,-0.016518282652743244,0.011830608743412685,0.006976484583909814,-0.03151690272493052
23,1,-0.08293846728210347,-0.046898108806667727,-0.07530438440835541,0.030251670658928143,-0.02820699184516412,0.014572252859598955,0.02657619751248058,-0.06091904137808635,-0.004472836342950204,-0.005722108313511165,-0.031120792907481487,0.0054839998817402535,-0.019926054758703682,-0.002595865634882122,-0.027309135240975002,0.002792828612812659,0.026869817054149814,-0.010945911091111316,-0.023233868639917388,0.0062098195798344635,-0.19786395361077413,-0.02638793369983966,-0.0330374977440534,-0.06124014030567293,-0.034082415740833205,-0.142216677801012,-0.0348302738500611,0.0040966626024401265,0.0,-0.13971713965111676
24,1,-0.08263026509358071,-0.029127474624696587,-0.09277892707947114,0.10664308013179369,-0.024265036158266196,0.021181606525079333,0.025278465323387234,-0.02039861733918466,0.0285703897347257,0.0036589507623570605,0.1404885987660329,0.010283080620922896,-0.006891529125824691,-0.006077277234648543,-0.008732218996858915,0.03270013259021695,0.0214818241753211,-0.026667339513182425,-0.011928935159002285,-0.004241472104474092,0.02647432024653118,0.1163409876362389,-0.01454490544248832,0.033555612714080446,0.06755462885779673,0.05046540494223009,0.036235515711147526,0.014029933195877864,0.02855974901031144,0.04090142935586788
