f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.skewness,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ic.h.max,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ela_level.qda_mda_50,ela_level.lda_qda_25,disp.diff_mean_25,ela_meta.quad_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.diff_median_25,ela_meta.lin_simple.coef.max,disp.ratio_median_25,ela_level.lda_mda_50,disp.ratio_mean_25,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25
1,1,-0.15446988306123,-0.1512997051888768,-0.04008314097771715,-0.0273380289443379,-0.037829179305045924,0.015465513168652079,-0.3238216755843677,-0.01570359601875304,-0.022753417330541148,0.026306770509533228,-0.09444307239110739,-0.02489346857947472,0.005300505638586195,-0.03705229321035308,0.0031845413335231942,-0.007616053001451295,-0.012605640152412945,-0.048581933453405335,0.006867955938413162,-0.05229931386892028,-0.024408672984117308,-0.1906155899429991,-0.03191216561798427,-0.011892264829527988,-0.03494314491938377,0.0,-0.04929864940682005,-0.02616875369390448,-0.02501161390638451,-0.006136567579504648
1,2,-0.14560024755502232,-0.13570525702588254,-0.044944323864973046,-0.04287564961672452,-0.04942920689271724,0.024262837934461823,-0.16649636081660102,-0.01170990690642093,-0.016433385528398348,-0.1147910021219305,-0.22317159751522309,-0.04085823303253322,-0.10270375987271818,0.0,-0.004011603849786605,-0.0091095700927315,-0.027933616177140075,-0.006013217000536586,-0.014141480831179942,-0.020168020498339656,-0.002070551163781298,-0.16221474892958954,-0.011379124359284898,-0.007783351063107569,-0.021009481496324978,0.012865639018536212,-0.015397715484277374,-0.019847852764234397,-0.00703435618954984,-0.009749944343771189
1,3,-0.16085624581935254,-0.15004902308700563,-0.0295438572601443,-0.012818550704591924,-0.039541054219481064,0.03257497714387958,-0.14999384075513134,-0.01831998511423616,-0.02509282530538748,-0.16871735240747832,-0.02192997118215112,-0.010263211128440308,-0.1442395899172253,0.013103626494437748,0.0,-0.022169847387476183,0.0,0.0,-0.007991660559742875,-0.05089134418879815,-0.0440340124582741,-0.23017353504392046,-0.026838234912036074,-0.010174082248100458,-0.03428471906396524,-0.0036270412706994604,-0.03364140391485404,-0.021104125077990865,-0.010816387225211388,-0.014021791426404251
1,4,-0.16698192272420087,-0.16952996353121175,-0.055125280287803724,-0.027139071543804683,-0.04755864488981043,0.028382057961262586,-0.30559783592611567,-0.016381945257741504,-0.009832329647424087,-0.011705520174467798,-0.29480400729449574,-0.027665936789578627,-0.020238833691655578,-0.025784795477245992,0.0,-0.006628252003386237,-0.026930580323747177,-0.022926733492989126,-0.0033851416094416997,-0.013776720153980904,-0.025589737882720898,-0.09562865566683698,-0.0127911257553035,-0.015207595194903889,-0.004685447302451573,0.015971692398090376,-0.010082787748191269,-0.004249593622971948,-0.011576373710331489,-0.008076918138641753
2,1,0.0694945540761571,0.04936539007787599,-0.028198679325989018,-0.03677612467938529,0.04686587380700391,-0.6330469973063992,-0.0393611597307737,0.05009052859826041,-0.04968590449638671,0.016507149060318804,-0.06648631669937866,0.011341471675034631,-0.007817859517472825,0.015344406634722751,-0.007396531174153842,0.0,0.04177912384880522,-0.019300161361348322,0.0068801392045229615,0.0,0.005841069171944213,-0.020699201294433756,-0.005845921359021483,-0.011747285966896781,0.0,0.0,0.0,-0.033223835025732396,0.019187635207865816,-0.01563220251345665
2,2,0.06526117974604212,0.05862103979852784,-0.04019209014139258,-0.04488417138068601,-0.05539330383323404,-0.5459189859868749,-0.05928640357599513,-0.1576139335248501,-0.01442232170857588,-0.010914464963711401,-0.0029142005531263004,0.015337112523565732,-0.01971920295942109,-0.021339618575415553,0.018636892069314126,-0.00788020242403753,-0.021657427719906475,-0.030783171958895572,0.00858689661185863,-0.020409816572821038,-0.009971084024941235,-0.003356565100483766,-0.02126181665138177,-0.004502068992255248,-0.012629488489597995,0.014391596910398319,-0.02484432689272764,-0.014685464985959573,-0.011176756407333732,0.021515672710743727
2,3,0.16625488508522684,0.1468464878016396,0.0,0.0,0.2043036173486761,-0.3456759671748161,0.0,-0.9664265104351407,0.0,0.0,0.0,0.020313226675172047,0.0,0.0,0.0,0.0,0.06248118370669786,0.0,0.032052383300580745,0.0,0.017364115672346636,0.0,0.0,0.0,0.0,0.0,0.019965738931300048,0.0,0.0,0.0
2,4,0.08533429676347992,0.07936133188448413,-0.03895171111543749,-0.027661380474453767,-0.007282511705181349,-1.116256838976337,0.047602463037500375,-0.04718100968033734,-0.026836321828577092,0.0,0.0,-0.016791759369491288,0.0,-0.013748491574516741,0.018140070692346466,0.0,0.021685641598595762,-0.05985079488860423,0.03574268229390176,0.0,-0.013435828090069823,-0.013665077449704854,0.0,-0.017013510709337543,0.0,0.011800274900597096,-0.014125327818441114,0.0,-0.013394278738938614,0.12517109064939813
3,1,-0.055950280926519574,-0.055454003277352976,-0.04429287692460715,-0.020470495694346974,-0.018221158081687616,0.02819388077930146,0.13952074446904128,0.007001518439884558,-0.009828998220370672,0.020946892214146057,-0.006105539920689962,-0.012209597841978725,0.004393627683310225,0.03424387935378541,0.012656074551811947,-0.0070364895320025045,0.0015197679094471894,0.0,0.006893820510404047,0.0467950031123526,0.06469275378298991,0.01951023130462634,0.0398122031314363,-0.008378514870253817,0.044300410021011455,0.004361451413771478,0.04357209655045585,0.0,0.02192122175355196,-0.008473477942426366
3,2,-0.04202387284692424,-0.029116932036126808,-0.052832903198126446,-0.026413623279496173,-0.04885983884614052,0.046846997871612894,-0.003459182330550356,0.33326999691215914,-0.026387792847452324,0.014989603486162406,-0.003360506726716006,0.0279198399545616,0.020007250428334927,-0.030721782777538252,0.02074402528545785,-0.00895315819489205,-0.02613552048398432,0.017440212789100823,0.008577394424484852,0.008198188833310222,0.04427077208501484,0.01374283988939104,0.005160827209942959,-0.00534291011405047,0.011045594954263965,0.011327548270485294,0.014500576197649467,-0.021688480030349483,-0.006198956188326277,-0.0037951630872803954
3,3,-0.05493282998796456,-0.06133250955378594,-0.045060978385230877,-0.04049040640865137,-0.043346232919417416,0.034512141161285925,-0.056456636473901756,0.036455717721949776,-0.020109474320634313,-0.07319778412315142,-0.06037646088196563,-0.050493609644536475,-0.08794204262805902,-0.14672707173344907,0.0022526816527520532,-0.011867972753079437,-0.007658156399320437,-0.008726389662145506,0.011090014517127322,0.014786042609739147,0.05939692841149269,0.020775197916022226,0.0047115981133219464,-0.01289315687199466,0.008493151587057046,0.018050877350354766,0.004471529021678411,-0.03386558016656688,-0.0008141721467705976,-0.0023571425610646735
3,4,-0.05458960656428449,-0.027441536510881104,-0.055097331084990916,-0.03512006200737071,-0.05956026895597312,0.03294677791733869,-0.046393981405608825,0.11679433846904491,-0.03205894647725599,0.02967749649567579,0.015127715288525356,-0.015487973910549707,0.04373566705190331,-0.030525408198826,0.018254316689314057,-0.017237188073537302,-0.00646629682084901,0.01475245912116184,0.004721721606120666,0.04730958774427091,0.0961726257558433,0.037263586159678425,0.049001038600729074,-0.008362520894874978,0.04698824719454581,0.0,0.05205674253686024,-0.006537088675225303,0.028393549855953798,-0.008557083183561659
4,1,-0.030544496045137898,-0.028811912613417368,-0.05134636689768993,-0.027388390815179298,-0.003011189147755028,0.03576442740797833,0.05773121291250061,0.03999404139554519,-0.01626040639663101,0.026656689990664006,0.015767863462415738,0.001797624870536002,0.02024161005216893,-0.0007999185812582188,0.023178515641908315,-0.013291394088676162,0.026169344118586513,0.03187291224434621,0.008919399046781823,0.03904742624220864,0.035682768834858714,0.04625465569985279,0.036796421079633906,-0.012846093297583128,0.03317191567898514,0.009964059657012858,0.04086818633413322,-0.009140247953829311,0.026564635013536564,-0.01586088100960148
