f_id,i_id,ic.eps.ratio,ic.eps.max,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_x,ela_level.lda_qda_10,ela_level.mmce_lda_10,ela_distr.skewness,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_meta.lin_simple.intercept,ela_level.lda_qda_50,ela_level.mmce_mda_10,ela_level.lda_mda_50,ela_level.lda_mda_25,ela_level.lda_qda_25,ela_meta.lin_simple.coef.max,pca.expl_var.cov_init,ic.h.max,ela_level.qda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,nbc.nn_nb.cor,ela_level.mmce_lda_25,pca.expl_var_PC1.cor_init,disp.ratio_median_25
6,2,0.0937046595059768,-0.05378475396137355,0.06719406379465914,-0.03992028109899656,-0.02318710993685999,0.0194748749774278,0.002534543051755364,-0.040896049891101766,0.04473656224076725,-0.01698802513008233,0.004480243439337806,-0.005917297426265626,-0.007511678616863296,-0.019282270075087374,-0.02228895756214603,0.03053984751204679,0.01563829896947081,-0.020173870319064254,-0.004365643986074014,-0.00934910140089296,0.008658374642925782,-0.01010110987181988,-0.00452952390276774,-0.00438940966578877,0.01727931240526824,-0.002417429208219259,0.0,-0.0028780648284356903,0.0,-0.00536104289615515
6,3,0.08767667205944649,-0.05260403414588683,0.05648114988872704,-0.023816988349674138,-0.032978452677402535,0.024196119813778404,0.014056738594398637,-0.03669791531889039,0.04779795651288283,-0.01844481718351728,0.0047232960168086865,-0.005662653445007082,-0.013375902311930504,-0.012838745459408147,-0.029871549445977766,0.03683870676042943,0.008490772798162821,-0.0021693772800274805,-0.007442537478617737,-0.012294634043328619,0.005697749772841125,-0.0052381452970349926,-0.010985915116401032,-0.004480190497740797,0.027816506609447168,-0.008934071180542664,-0.00999013503829306,-0.011844406560617388,0.0031202737702052024,-0.006326311005187841
6,4,0.07155689175036269,-0.048897381963072896,0.04835071326956117,-0.03435154821236502,-0.023427333971890327,0.028014213821943912,0.014430530790500074,-0.04081843096745244,0.035928202217518475,-0.014738920748375975,0.007068985459972933,0.0015340833490234077,0.0,-0.01688041256298333,-0.018486160063894513,0.026323659841077356,0.01084723944421655,-0.019481538027515677,-0.0027830787135732587,-0.016362518300215914,0.005915875879692851,0.0,-0.013255616429723241,0.0064648433251620705,0.011900017290713837,-0.01349391820639788,-0.002938665386953047,-0.012644933791583768,0.010832642982631755,-0.01257443052084443
6,5,0.06770740127029744,-0.05496190785235593,0.05339236217860722,0.016435600064822482,-0.029094969199050434,0.024638566310168194,0.0065426010427472175,-0.026406188629407655,0.033805414962279894,-0.02178224552197399,0.0019144472724916609,0.004677622258866452,-0.0028923473187222725,-0.018121259367225757,-0.019665690972630163,0.01838581771676351,0.015700829946213198,-0.023313428223661458,-0.009896576460448121,-0.01303168239805088,0.008347517829089686,-0.011247360757855382,0.0014192215947708923,-0.011882129392974086,0.00834301707469089,-0.01742894640920167,0.004522016308869042,0.0005530501664816594,0.01697195901493524,-0.0157625075556337
7,2,-0.035013426399430586,-0.049835910262504696,-0.055307692509323964,0.047115289738199395,-0.025415496660610493,0.02269747041673824,-0.030992874156355932,-0.017651772654265402,0.0212321628742312,-0.02284363081455834,0.007259408794561578,-0.00990501648175686,-0.022556093307037742,-0.01431391955899941,-0.023114096438501597,0.019222601368419856,-0.0009479081901858089,-0.012715500959836562,0.03595097002234787,-0.013954993295332507,0.0,-0.011810268462323109,-0.013835741441038496,-0.013140408742667087,-0.001826345082008185,-0.01594701794816522,-0.013255948998714157,-0.004126075812116381,-0.004647987893309197,-0.021195102294582213
7,3,-0.10264994190577675,-0.04615186669199922,-0.11038978395575272,-0.05551242142300716,-0.03645094192179976,0.019953631462694688,-0.06124674188135604,-0.05189183987054419,0.007958793293540212,-0.03647764992251712,0.04347211484541069,-0.0007767049857654862,-0.003713577468076268,-0.01899321054941222,0.05272853928064691,0.009039671188750042,0.003927657156538533,-0.016102875604593503,0.024429452162202325,-0.014668341628267245,0.0043334483988573536,-0.0233391542833567,-0.04503506801413221,-0.0584398956487272,-0.07480042632496348,-0.06475037625276675,-0.042959642390530406,0.030172026891725934,-0.037257371300559505,-0.06048824639700856
7,4,-0.024131257441197602,-0.05912383980126729,-0.05437532480626849,0.0382051237103094,-0.03584941317832366,0.012736752492342407,0.039551167130199794,-0.0775265562583774,0.031124574963044542,0.0,0.08000767448332857,0.025869620503410372,0.05250064626517142,-0.01556799679846492,0.059829851266867864,-0.014024908836204178,0.02728006113389067,-0.055268351531531625,0.0,-0.04993953191210153,0.010727014519076206,0.09478792964589777,-0.04164694345546326,0.020471349437294367,-0.028474204797395895,0.00547283945473008,0.02131475540221514,0.0,0.03655967151576088,0.020726355386492493
7,5,-0.0380691422886143,-0.05718666191742379,-0.036568049216539195,0.12035661726035254,-0.02302352143611619,0.01052858110384916,-0.012867255361813795,-0.0398188949287194,0.007109275693795464,-0.022947432463182732,-0.010515817950654621,-0.01287809076921484,-0.026999074200816153,-0.011604288013133096,-0.034653381938019756,-0.0013952779825867623,0.019739780889975383,-0.003759554692216324,0.005765524558486584,-0.026509024072605747,0.0,0.0,-0.02310342631064566,0.0,0.015449620650607815,-0.01988250768733768,-0.008554517821233842,-0.0422506083248233,0.008391080034007833,-0.01562927796450342
8,2,0.11382672004447111,-0.0491342146650223,0.07684329566838066,-0.06355683447453235,-0.02498751281528523,0.02275735794092787,0.001822955970620821,-0.01746885795954714,0.07442621794780521,-0.01008601443904783,0.0034478413645494532,0.00819846038179689,-0.0056087822301637835,-0.021322878137796528,-0.02995150826637369,0.06841052182638219,0.016428284356655665,-0.009034298690952042,0.002848641937742938,-0.010305149978870137,0.00484721011354694,0.009726325526723104,0.0,0.04661420583536802,0.0358342602031696,0.04047569877398882,0.028112510232359153,-0.008493566457075136,-0.009343780532660884,0.04174906815417018
8,3,0.130409983089531,-0.05148506771793997,0.0991150167380192,-0.06471162792572191,-0.0178129915487287,0.025364910650396144,0.02043940221912116,-0.020986027221623543,0.08758037906786559,-0.00987188761355956,0.014497035523027446,0.006347457286981967,0.001085152870577033,-0.012317905523646172,-0.02122756599267467,0.07167582362478384,0.014794704918000418,-0.008450456841911869,-0.003621379004428077,-0.018477174009070618,0.0078567331282825,0.009931020831075776,0.003924896965368491,0.049425303918849195,0.02252825946014611,0.028976870329824767,0.036393604850004285,0.0,-0.007971035204446586,0.02518193090428561
8,4,0.06071880525293455,-0.05188990233369757,0.045457597724904986,0.04277894253879186,-0.01324946031996152,0.013787732025673322,0.03429581507577814,-0.018713609080334148,0.03578459272773293,-0.015305775322629667,0.013783017558115063,0.010843713346193717,-0.01017911641561177,-0.016252160232481216,-0.029838436275921837,0.024378350890893324,0.01593373759713107,-0.016845929796438036,-0.004922859448585476,-0.014158536481194237,0.012266475932035975,0.009365123366566419,-0.007524884906236998,0.05500624300833121,0.023002226097845108,0.03562471894876956,0.05060602832777325,-0.0012609334249846782,-0.026401506427277108,0.025217975281471405
8,5,0.11169260128945746,-0.05524082629283261,0.08256759682120524,-0.04846401610873596,-0.019560052856916255,0.02851467722768153,0.018030601294785287,-0.013427254378697462,0.09082669710502134,-0.007682179702490188,0.009170655817565265,0.00745364746551766,0.004173717828747481,-0.011538515729346721,-0.02637522334874426,0.06666517333234884,0.0075992313855128835,-0.009756152974285864,-0.002432110064249815,-0.011740743192803438,0.006143440241362957,0.009121655829674558,0.00340564304007529,0.0510254846993049,0.02668655756670646,0.03616598647764099,0.04033506885244664,0.008005777405815956,-0.012292727661411096,0.029520956402031673
9,2,0.27116344892268274,-0.04197048833372341,0.1999106847161587,0.07615403196858384,-0.01729673464133097,0.025861517243010723,0.08675325511562249,0.03548943138962457,0.01923031751011861,-0.004594988816898016,0.11254123313418263,0.013811788903894118,-0.0015405638426273516,-0.01418107290712678,-0.0048669184187574155,0.012374111577508728,0.011261418575622573,-0.0172840490089059,-0.006252011177143357,-0.017015683575120233,0.01679099160035763,0.0078029472150037416,0.04406247810782049,0.05023109471532722,0.010376696087570692,0.06146426061606064,0.034811341467958,0.0208127343927354,0.0632662782916914,0.04599643600665049
9,3,0.246573781676452,-0.04315696286862014,0.1612527281674575,0.07730450574673575,-0.003531806771772894,0.020882197308059847,0.09452263366961677,0.026110443494072766,0.017295447237941186,-0.022887729402148338,0.08076945291434745,0.01196432244344836,-0.008395890200002532,-0.016746722669017167,-0.005115945124945842,0.02404002074701772,0.0033995299341670338,-0.01975257127762947,0.00691565364425295,-0.027943511133491306,0.02119645634833739,0.0,0.03668786451753042,0.06134570371166803,0.02011390297987442,0.03890164856666933,0.03901933100571908,0.02745673520835118,0.07598595033961952,0.031233493657934264
9,4,0.19560369188916837,-0.046413536281810996,0.14612775285983493,0.07912012618409303,-0.0162962666183587,0.025129620299658595,0.14974285833896173,0.025673661074421705,0.018577017828891262,-0.006476022019533623,0.12634301028148903,0.010177417699190505,-0.011095925260202977,-0.018216524604238615,0.0,0.021046583339582536,0.00714384402487489,-0.007434714436446499,0.0,-0.012844690364309186,0.01256574548241357,0.006372431894264841,0.04194947450446862,0.06679433419308567,0.013593510438728473,0.050604429007802265,0.03470838741690713,0.014995394268791706,0.0870878283439771,0.06450194522346697
9,5,0.2541886424970029,-0.042131149538573165,0.17107396531821173,0.08705893691387567,-0.021255798201684883,0.02158645895793876,0.06021025210551978,0.0219873582594024,0.02873166314504083,-0.012657527817110936,0.1058260365744933,0.005515393996939677,-0.022167532012470015,-0.0201369379807676,-0.006222236048023189,0.024983327492272056,0.014534230672632709,-0.01334655644600441,0.0,0.0,0.011134252834700709,0.003125100585452789,0.030801094218421143,0.09714026337493598,0.0036954585231756543,0.03329342199812513,0.023614420299428396,0.023374102018651643,0.052575176822716174,0.038908845307341844
10,2,0.45586908527009706,-0.04213317118987159,0.42989473597451866,0.01367430594325958,-0.03608520916474256,0.05547749299499838,0.28698709883984863,0.8153820238651293,0.0795141053547177,-0.01717923416814715,0.02141475277412419,0.055583036640303174,0.04990390698267988,0.0,0.0,0.03135652347614193,0.01531117147243144,0.020705416156037826,0.031008619598452025,-0.03558433786628079,0.010862761627471018,0.06015582865771485,0.2736606147650489,0.04638536737607679,0.02804680384022551,0.07884174442967762,0.06487129254687152,0.02739617192593813,0.028442357876459656,0.11063677716426223
10,3,0.46679660201216433,-0.04285344166262828,0.40068498884254966,0.06016596483877312,-0.04312362676893877,0.033153831258233124,0.11667163359462185,0.02959848019369371,8.240839212381168e-05,0.04528036780738609,0.04794409489333851,0.06264806365163067,0.013760710938867105,0.02567075093550919,0.47526074194633017,0.04102531418226829,0.06419777067774346,0.4636123688891556,0.3404765665116751,0.02436319639830664,0.0,0.022436288258797177,0.045708233879075966,0.0,0.05850949518144288,0.08631103229064241,0.0,0.1509976903936423,0.0,0.08428954441468361
10,4,0.39017854975057786,0.0,0.3132926298943175,0.05293849918284366,0.0,0.015658674756733548,0.1372277096555039,1.1420943950720808,0.06206196315835477,0.0,0.030139026782683764,0.07881531347918425,0.010722709163108801,0.00800830861403723,0.0,0.05902951367386167,0.010819869565788398,0.01628003470643291,0.008946431903896546,0.0,0.0,0.02937622506421045,0.2706997385393153,0.05272019950334106,0.022114110808622467,0.02309951775278174,0.03041695117528076,0.13641424859962337,0.04846905391184442,0.010876368449019846
10,5,0.43742741040049427,-0.027940953308851046,0.3601403515161212,0.12365912879067142,-0.02904762244569703,0.03862622386851333,-0.03765324511120083,0.0036930623665349938,-0.014157495822228805,0.006331298565273702,0.03877970379868523,0.06252014147009799,0.0,-0.021311081063625448,0.7519971149846136,0.1153704916648488,0.11589927458544969,0.3996867332423202,0.2531076969200232,0.0,0.02771099011484157,-0.04127686787008211,0.06190758905305649,0.029264517920031485,0.05752409639710221,0.06626959621328687,0.0505744308038063,0.1173092513414642,0.07375016094937736,0.05350707260615861
11,2,0.22775231781666389,0.0,0.1760970682129528,0.0,0.0,0.04309517761561721,0.04203119990603704,0.016001993279856686,0.0,0.0,-0.33976365754944693,0.0,0.0398518408865246,0.0,0.4712204825560862,0.07100378089072423,-0.6426479996473937,0.28093876957830266,0.13199709086522377,0.0,0.0,0.0,0.05253341942104223,-0.03172485938324332,0.0,0.013466758544234736,0.032717966052182634,0.022609284525790474,0.0,0.00867954864125553
11,3,0.22577414637101534,-0.023007681218223774,0.21244539355534164,0.05414285267163704,0.014436660638971643,0.019357459521917586,-0.10952303687059906,-0.032257549219906145,-0.010609370269896057,0.0,0.051569557836462665,0.040813322821248,-0.011654299122214828,-0.03001846990517526,0.04591500924564723,0.02339255171950516,0.008734490891369517,0.2539089828828838,-0.08365786113243945,-0.013216329551708705,0.015900287814871794,-0.03649561983270666,0.0357745568658655,0.0,0.0,0.044300726081894115,-0.02089136510812467,0.0,0.0,-0.02611663125197272
11,4,0.1959084325797973,-0.040652850256777895,0.18140771282746332,-0.06571485211883132,0.0,0.0,-0.1661503416352531,0.04536505107121944,0.03362367031124108,0.013801071027700618,0.012472988636757998,0.05078846664512138,0.043443401074671206,-0.03460715401681741,-0.034030599056101285,0.031212309431806418,0.0,0.0854163706604879,0.1598306807520833,0.0,0.0,-0.011676278841913357,0.04037098911661835,0.02871542498841606,0.0,0.03466205048909077,0.014516591436280368,0.019362614922527666,0.0,0.010952035390075054
11,5,0.1891155444304034,-0.029996247569174156,0.18420011963293587,0.06477110036913736,-0.06380753242639128,0.03656525073497868,0.05281120445085935,0.031553511595081574,0.051446005456552424,0.0,-0.3124558245900458,0.02552150845282436,0.0,-0.04891857028854785,0.3764663920300657,0.033190882616549844,-0.670169283138141,0.2734926754503613,0.17220185636847612,-0.028980884156251052,0.06946652577686185,0.0,0.06121172475085493,0.0,0.030453792268428925,0.04530607166420453,0.0,0.07043046156405769,-0.04952158961005909,0.05150548637838681
12,2,0.3111851589770187,1.8292535075603684,0.3367006429299102,0.07954601672927542,0.20024942151696012,0.00871964531627789,0.02318597435152192,-0.03180195568826383,0.03503250907750366,0.25732041019654295,0.0,0.009487903888730997,0.036321913083328994,0.12673886308081928,-0.019320289467960716,0.01124981119895807,0.02231829480579517,0.0,0.019695997805503573,0.04708292513335377,0.012007943518027364,0.09011208741012489,0.0,0.007327793499927626,0.017020436115750437,0.0,0.025398693151476248,0.0,0.0,-0.0185981460741651
12,3,0.1555625408060024,0.7262257311771858,0.3104207487621302,0.07381264296576351,0.5167016937823097,0.0,0.06216480831749838,0.0217960907038659,-0.03157667801229147,0.3290220460166158,0.019821202865518917,0.01110236523518271,0.34182032899937065,0.5490898298456797,-0.053403972103746256,0.015892130446469643,0.02167238457095122,0.0,0.02211270513082164,0.5943710433149341,0.0,0.1581353285451259,0.05358401282748915,0.028311808661015903,0.0437563335270279,0.035861850718188704,0.0,0.04046651294451653,0.0,-0.10948273752797322
