f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio,pca.expl_var.cov_init,ela_level.qda_mda_50,ela_level.qda_mda_10,nbc.nn_nb.cor,ic.h.max,ela_meta.lin_simple.coef.max,ela_level.lda_qda_25,disp.diff_mean_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_25,nbc.nb_fitness.cor,ela_level.lda_qda_50,disp.ratio_median_25,ela_level.lda_mda_10,ela_level.lda_mda_25
3,4,-0.07514939408891441,-0.07221760178494208,-0.16199435732099043,-0.046175213147885974,-0.01976535954256886,-0.0831297084374264,0.022404603943303292,-0.03982583684761776,0.035655558107300034,-0.02513158092698059,-0.010944980462946119,0.025525977591558113,-0.020009179503349794,-0.002876528188470673,0.03309986442841795,0.015561630277208083,-0.01780718202999354,-0.043651976333875686,0.015267849928705668,-0.11305604621763188,-0.01575706199434579,-0.012986737397641779,0.029434712893782577,0.06068794332885971,-0.016581275488982028,-0.04746785422595484,-0.015173933169285447,0.01658723865943018,-0.017698860066066552,-0.00731084622607836
3,5,-0.03277665792570306,-0.041042868549202804,0.17645931828599248,-0.04135915700922893,-0.021095438340849093,-0.011242305771503869,0.02324660825198349,-0.01232508747355561,0.009332840836436207,-0.013296204912709095,0.014521714867121116,-0.0033449831044672362,-0.013331274259566941,0.0010689602278030064,0.04162303153093,0.024459117839630395,0.029181149144295787,0.014752661568744163,0.051639153830922546,0.010754450344915456,-0.010608190967373643,0.0,0.028205872004445187,0.049992590398380915,0.006190945858271124,0.005181310590866961,-0.01634672552228278,0.017561107837274548,0.007448202697108164,0.0
4,1,-0.02298622948783499,-0.016958697640502424,0.09533730226546427,-0.0602410441704609,-0.027277671005813076,-0.030050918173442187,0.028330957580082833,0.00856700429910165,0.022583395419110724,-0.01283133225930165,0.015708089447262652,0.019135968330883157,-0.010251888831733696,0.02812133339883846,0.03337933083631167,0.02851769943097049,0.034065342697399886,-0.0023736552060380778,0.03709582910884135,0.03377550918942468,-0.01401097935110708,-0.007295698680343188,0.02096107947981729,0.032941521897205034,0.012232710994698193,-0.007997968232942965,-0.010220545260607422,0.020709357297124115,0.017889301750128067,-0.005084857814249388
4,2,-0.0051694991288728925,-0.0074080371748135865,-0.03424873739711523,-0.055935873295862165,-0.028135179683716233,-0.044633103892472825,0.02312028608479963,0.07667995524133084,0.02773420839166077,-0.02412186497493085,0.030494078870904245,0.03178232877143469,-0.01651262054654125,0.0770566966333522,0.010748499328046668,0.03393393840559655,0.028494818282299855,-0.0029417702979216004,0.02424739052218479,0.041794475598839004,-0.016852435456558457,-0.009167714117012199,0.009291400261067534,0.04836307816860455,-0.002403064098225355,-0.011292148848771388,-0.009772665040744213,0.002094060741928333,0.01734137079634035,0.0096658376973969
4,4,-0.01799717047253563,-0.016991552295558515,-0.04433588138010727,-0.04663670471165478,-0.028995325352379253,-0.015672933832677385,0.031466056628072864,0.07110171362745904,0.022583091161590046,-0.013212246280291357,-0.002027069121464442,0.023941449911103932,-0.01468433780294251,0.04319034000923905,0.016271808579471664,0.02730097481967625,0.017205514330702443,0.0073713681150025245,0.019083357293833342,0.1274875080457531,-0.012025070101215507,0.003559580689042663,0.007347820351337353,0.03578382546887929,0.011941020530154806,-0.01450558128311108,-0.01636227515355937,0.0025709154408022905,0.018793773575597195,0.0
4,5,-0.018615207561652802,-0.006920491363277104,0.04917789316428048,-0.0443536461244147,-0.028057682313997426,-0.019955645502953312,0.030383353208752212,0.005772433716559139,0.026033391714629303,-0.011692062437618861,0.0027151724310455483,0.02638458586578074,-0.009910367252831842,0.056055159620511996,0.023063427633339864,0.027879185169933957,0.026302370712703915,0.014081644977703756,0.02471998515424731,0.027657352191425483,-0.014648984669159745,-0.0018099645578990436,0.012653046294254428,0.04141231843228177,0.025100885190868158,-0.019156770035800463,-0.016442288358774038,0.014657380716515914,0.023378031535665172,-0.004094260243832304
5,1,-0.11880697721284716,-0.08944251772756029,-0.03981848478643368,-0.03331312347234483,-0.0275494280339027,-0.02443939222369207,0.030443612065760184,-0.022168330985281814,-0.30914672289640543,-0.022018317548542443,-0.07108884765480017,-0.2075829608551828,-0.0061594266466268865,-0.002968290586798039,0.0,-0.006887611084732348,0.0,0.0,-0.017897390659075474,0.012707456169100628,-0.00680196995516269,-0.07441929313711726,-0.043901965537829435,0.0,-0.09348769828275538,-0.01053630648040138,-0.013476326691559404,-0.02631062554340069,-0.01747298792511265,-0.05435775580565183
5,2,-0.13163522992156773,-0.1113078810955892,-0.06492909075206599,-0.04611892748409718,-0.058743847717172226,-0.015621396350649075,0.027231431712590348,-0.03551328374808205,-0.30233766285397856,-0.0007392125835842256,-0.048944116102015434,-0.220018586801338,-0.0068689466570481805,-0.004785886750719448,0.0,0.01404446336425913,0.0,0.0,0.007229523602480636,0.024575325602004705,-0.010005859772624026,-0.08741656365553807,-0.017699809634291186,0.02133992294919207,-0.10899913174447617,-0.011047936409739778,-0.011641186011746352,-0.034823222248151486,-0.019791933673096507,-0.042332638761312325
5,4,-0.09957210586994658,-0.10336914272933795,-0.04533250438109171,-0.05014105842867722,-0.016442856502208225,-0.009804154882430471,0.0182451419453713,-0.03236904044730293,-0.3408154772652272,-0.004155319866685825,0.026319926740676847,-0.22569846531385407,-0.025370946530426708,-0.01337900064481956,-0.011502421946605224,0.024965511913572103,-0.048580653249506,-0.0045462867194221435,0.0,0.02551216159989944,-0.022648816784809123,-0.08558129236313416,-0.04997954609950017,0.02350035096154801,-0.06821242170087305,-0.0205554895878014,-0.02452584033486871,-0.043321150975566436,0.030039558970040514,-0.0438039119886815
5,5,-0.12031323569564212,-0.08752980507308628,-0.07764248421120667,-0.0571812542906317,-0.01742129548818583,-0.016906982744419596,0.02722818385836312,-0.053189566661618115,-0.29581390051404266,0.008802376737208628,-0.022458656904547847,-0.23117315492258061,0.0,-0.005479680289401712,-0.010342065617424456,0.008507909748731834,-0.021658859795128826,-0.016961754974476717,-0.021780989730184386,0.027826166388644102,0.005280359125714673,-0.0889512086745704,-0.04070648107122865,0.018387165244960313,-0.09150701518644033,-0.018156099236402434,-0.00390642767592797,-0.037497417174204406,0.020563233258384384,-0.03262951488597321
6,1,0.09565379743189761,0.06982389397594187,-0.033002855054894344,-0.05430134845639724,-0.02570640599397787,-0.05099945077218334,0.019527170831631156,-0.0018005179639916918,0.019640160153673116,-0.011476482972203222,0.022713472188286024,0.00892324018870013,-0.01747370309734848,0.0,0.002623801624647576,0.008557517934108494,0.011302344834770845,-0.02356858525089591,0.0006103470437618516,-0.0026945716298784565,-0.00486587466787224,0.0,-0.015383449865817097,0.03097021875363516,0.014174015106835879,-0.023298870939806378,-0.0034324330846455193,-0.0111542046825997,0.0,-0.001574104873953791
6,2,0.10479463705121864,0.06200829119098271,-0.04908947691875887,-0.051093622873027884,-0.029250347705884288,-0.06176472984753932,0.021528620463866263,-0.008392425053458948,0.032489559435826716,-0.013241194343603841,-0.004013643380375631,0.02507490953099105,-0.014338038149859702,0.0,0.012061446832046543,0.008901332801805072,0.014243061786769054,-0.023039996728304937,0.005402024018226963,0.0,0.0,0.0,0.003665074932583341,0.023847591321685107,0.008989886422227429,-0.016293937561080534,0.0,-0.008253878610747375,0.0,0.0
6,4,0.08776306667309099,0.06325812040244483,-0.0377638329644111,-0.04694314607474088,-0.026852102442227885,-0.04641705262595409,0.03046418351658847,-0.004508242543454503,0.011982386624833401,-0.012264458700150457,0.014518370062915134,-0.001655227949194987,-0.014490257912844234,0.002690648920835745,0.0,0.011472196722773472,0.017657982032532833,-0.018226218340718702,0.002739111933161101,0.0,-0.007148273678697287,-0.01217895517920432,-0.007378630215160874,0.029762578241999554,0.013315646895706176,-0.013201352847415571,-0.0019618096711132293,-0.009235763850815636,0.0,-0.0016118462693535257
6,5,0.06446899316373027,0.04517002100376859,0.04816974538741433,-0.05403446580572084,-0.03125414422963278,-0.0397214271798353,0.023001632535962015,-0.021052710547434475,-0.0055665938645025545,-0.014871321792558508,0.0020910562729777454,-0.01365044157653758,-0.01673493008799113,0.0,-0.005834462958201626,0.024963420143903008,0.02087875240367357,-0.004997888508442158,0.01728557634156409,-0.0005590360346792271,-0.016139210939487433,-0.001896135754551883,-0.006818948866362419,0.020019179590055537,0.004978948778788817,-0.008965672280830055,-0.0143742856509257,-0.003557327496746731,0.0013708243661597554,-0.0011819971318351701
7,1,-0.0873840963242492,-0.08677273082342513,0.017497467678122325,-0.0472840986274361,-0.03161726249326252,-0.0011250251720955756,0.029524539014055523,-0.03491542010407647,0.012683547319905397,-0.019854198466904074,0.003026199345992464,0.0073510340796107965,-0.012633508546392253,-0.003728195931445216,-0.0010005261253553943,0.022245128593101043,0.023021504706349782,0.0,0.01005896965774579,-0.016964718865302014,-0.011378668348343446,0.009660362316085802,-0.012769643481834847,0.009404348601551649,0.0,-0.023040577332285095,-0.012015185465770378,-0.01336964307984527,-0.0026795295767258753,-0.004129744556855441
7,2,-0.05040643678928594,-0.04805069202320106,-0.01839637646611364,-0.04721865035097719,-0.030693718908728657,-0.009807639562700449,0.02864283852118671,-0.02850090569842159,0.0,-0.029374219325917994,-0.0025443789839806885,0.006612459581374297,-0.019106920157253265,0.004001574714834116,0.002011855379061761,0.013605543463899056,0.01812530797653769,0.00737500486272008,0.002768286532766062,-0.028943238344363936,-0.00702055469448723,0.033065717067217504,0.0,0.0,-0.009452879308952222,-0.031097571425236115,-0.021446955716288185,-0.0025297516596815284,-0.0046101251718291825,-0.004565954332485245
7,4,-0.05278926912605256,-0.06112596826558562,0.07055628569391661,-0.042604547805617565,-0.03709848586710133,-0.048981824696839586,0.020664667680350787,-0.010046111072811073,0.007023383616262592,-0.011580754163869,-0.017309939276240444,-0.010222268848599416,-0.01034121461201078,0.012097922279874464,0.07833013250431539,0.030654457475360608,0.02317088635672717,-0.022092876218295265,0.05356560337996479,0.05859012271020558,-0.013441369720866715,-0.025116713151849736,0.04112966268982613,0.011828972099871455,-0.0051294905584228,-0.01002342879076899,-0.04493041770885044,0.04089836420616769,-0.06225052527356701,-0.013200137879398458
7,5,-0.0583658579193545,-0.050984321624702233,-0.04461574659697526,-0.04588069295358746,-0.02710029488113222,-0.012120880567048381,0.018910015196912044,-0.023086796862339637,-0.015979366220174623,-0.023103765251332828,0.02567192555319958,-0.002405241606787234,-0.01181358287364026,-0.00687386545180918,0.015401787944986256,0.010909465453870282,0.016217812580035657,-0.009821321464230648,0.00569563465190695,-0.011237935760991608,-0.010677108031725863,0.0071930204033402445,-0.001847403302303513,0.022359615301105543,-0.00379562507147925,-0.019674965566640723,-0.014472636168359698,-0.005659233316054613,0.00652022065223451,-0.007552528256005053
8,1,0.06963886319222429,0.04109203013802151,0.09472440498781337,-0.050504070176624505,-0.02704095599657208,-0.02929627394885892,0.02474499747925371,-0.006578397489017729,0.04796678486381756,-0.013502190043507278,0.027877562951400814,0.03179831840705219,-0.011231719408635488,0.008707722405723595,0.04651584838410616,0.028946808667119434,0.010028367098475377,0.0014025156938321515,0.04233109835740778,0.001745960418739867,-0.008515757689744191,0.004453161631238406,0.028888773881633245,0.02668776811832324,0.0015364373297675482,0.0011768653430025977,-0.005176506327415287,0.028867465717318297,-0.007163437034871212,0.008820568795870565
8,2,0.08247598959189811,0.05239865271607491,-0.08610837920366107,-0.049906372594245824,-0.02177907056195244,-0.03876680574486999,0.027292908122051263,-0.007382576823122322,0.0882513215483291,-0.01826691163924482,0.06250712157077423,0.08339120156807117,-0.013693447096877809,0.010078324902363989,0.023549116992535868,0.0145888242139523,0.023369943077485078,-0.005756721030473838,0.03096759730038262,0.012224360175297544,-0.014448733501198102,0.0033461875393932528,0.01956801142570283,0.026110602776329817,0.0047088715764539435,0.0015853171522999393,-0.014286831272366352,0.02386162779476389,0.017577121991396077,0.00293586939260726
8,4,0.05479766859004179,0.03464101930980931,0.061939275968157875,-0.03860948598428131,-0.018657924161732037,-0.035301054909461865,0.022479251961667834,-0.005970694564168155,0.037198474207747384,-0.011270397807054772,0.018493584138045888,0.026825353786119166,-0.01262353789142659,0.007971326646873889,0.05076616151867752,0.02161036834863217,0.01641410799864032,-0.0057079212007964675,0.0454035201227207,0.008140945716104853,-0.011742332222900081,0.0,0.022071382409720675,0.005333109414781878,-0.0023239375357932135,0.009296225551666343,-0.0244499139966229,0.01617147485296247,-0.009917567772021907,0.002646447068295865
8,5,0.08479885038644505,0.058100388117183904,-0.0854668699058366,-0.045183353953316616,-0.025305590585842003,-0.04008545817607649,0.020598876105379832,-0.007896652241109692,0.08537618566958727,-0.020981294108533832,0.05268847534839663,0.07097326179850263,-0.011967965906371503,0.010651793894000727,0.028672280954708945,0.029971050956652034,0.016639987119734856,-0.0021400671945710215,0.037173481617661513,0.00996356447465327,-0.011205364993121414,0.0035844425380646416,0.018454489686526576,0.03229666648549584,0.009353892282713189,0.0,-0.00832944153987869,0.01958089792169898,0.005894443977491393,0.004182151229911113
9,1,0.23993748677904536,0.2144147309742087,0.14288892856360014,-0.04509420845410039,-0.01899067590911413,0.003048921910724589,0.02115113265822499,-0.007795030065778974,0.02501728194124586,-0.015603060515840483,-0.0028531670058751235,0.023255512036713277,-0.011835705979520716,0.01788379672861118,0.041959274785231315,0.01850922144235001,0.12186608406303467,0.02779996002809515,0.03944137510092227,-0.004192945877419585,-0.015923318747350645,-0.004086813195729011,0.027320721172702456,0.020978634059687473,0.03797377886511377,0.0,0.0,0.03538784703846842,0.043551283143171804,-0.007151372518877541
9,2,0.2774920476145458,0.22196736921506388,0.12111276323977194,-0.04687217481043082,-0.01996291223669766,0.01429061653455077,0.032560191784488324,-0.011608214919122672,0.028874084643862652,-0.011185243767604547,0.05663898283128821,0.01965245750199196,-0.008513311753556296,0.0021759451727161316,0.05260338624671529,0.03127865589596657,0.12205846677729704,0.03616343148391976,0.04224567583888633,0.0,-0.00596029113391372,0.0022662873601637656,0.043985180017817704,0.023081996685496375,0.015519503817919333,-0.01404809587718514,-0.004929741053922854,0.03993249902516949,0.034499040059913444,-0.012920266857119778
9,4,0.18872649042427114,0.15473871177334597,0.13115511338287877,-0.04551750671892296,-0.024693120612270525,0.008092630260628786,0.017585985645529156,-0.01244062956452413,0.022421951528723005,-0.014291085902670142,0.13305713454206702,0.02152460330426953,-0.01594347406177371,0.01428399591054419,0.06699855763355383,0.023733230541649664,0.13816019263174462,0.038188087437093676,0.0494351211030809,-0.0021119862188532235,-0.005849592069431697,-0.005984776035343864,0.04176037169085123,0.03266559674497305,0.030268201875489398,-0.010894876809667053,0.006501104668181323,0.047516564803279704,0.049998033838280276,0.003313697591013298
9,5,0.2646396341651449,0.21297384894339944,0.13391713734377564,-0.03821124867245085,-0.012227515748504003,0.0,0.025189676292435403,-0.003332761131485007,0.015516873810517806,-0.009824032813209482,-0.010363494106263915,0.010626282481967841,-0.01926226164045791,0.013486543911951698,0.04898665513888589,0.024832632350197004,0.10420268222025575,0.04141677867911997,0.04623719918326619,0.0,-0.016369167230781523,0.0,0.03562089686373271,0.015999528171753152,0.02818383453952389,-0.013082730642315021,0.0,0.03634242389415199,0.02903282038727595,0.0
10,1,0.5542965340994965,0.49271449122851174,0.0006339818655143326,0.0,0.006585691156789197,0.7446347416489405,0.046792892429532884,0.07302730784371025,0.08077275149214014,0.0223587789477091,0.036392501608852434,0.052613822385982,0.010159020940589292,0.06385912794752402,0.0658512394634454,-0.002507507541576137,0.0,0.17600951452274782,0.04368359660469601,0.05063579667676632,0.029280937913138683,0.03312053238389656,0.05450151288818361,0.02175045562908151,0.0725817770114956,0.008524538765563472,0.02258305982287423,0.08194268108075198,0.03931792836021053,0.025864220005732186
10,2,0.3572041265271555,0.3822934184377962,-0.013090423827637476,-0.054282688097600396,0.012123471743206382,0.691459649623132,0.010376201113881933,0.12446945386564412,0.05365684194632436,-0.019577160368123625,0.19328300569772372,0.11110936078347877,-0.05063163735228127,0.05902781037624627,0.08742227723976881,0.04094753109583604,0.05955147253145254,0.22286853184761402,0.04901419005566243,0.06914349948001508,-0.020879469456545063,0.09433595918897186,0.08267146261761016,0.01786684294748553,0.023324796071035214,0.10869156863085627,0.042954283930133785,0.10666130336814383,0.0025290287542882872,0.06345721841102447
10,4,0.4295517310974202,0.3571852737120911,0.002030278409260511,-0.040222298859826644,0.0,1.141317780062232,0.03572093168543633,0.044636581606674275,0.036433917788853964,0.0,0.03262572664030161,0.003176662586384049,0.0,0.05123049240183164,0.06193267020156901,0.06324653348243658,0.014125891648180566,0.20636065120905833,0.02529778488620349,0.08476559215287804,0.008714762576813806,0.030099272323267368,0.050931444959475325,0.01831730193168357,0.19195782429592656,0.018330375096527796,0.013100909389968773,0.01976839656890106,0.04959985683253976,0.017566999847820952
10,5,0.25221866434043383,0.20381900976532252,0.027766552575831493,0.0,0.0,0.027830148443916514,0.04741677451411441,0.022755185164933245,0.008927777138727166,0.03368028949548585,0.0,0.05429718220988078,0.0002096057901614934,0.033011793578406,0.02121262222249376,0.013723050573464679,0.01583082774786526,0.07380992799106145,0.014228630094642036,0.02920164987272289,0.008526375256584284,0.19422263714225552,0.06437735717499904,0.06998624250679075,0.014865468141475713,-0.028695318011050408,0.4511946021993125,0.01897401107573704,0.0600551735188708,0.17352495773222532
11,1,0.23572858439968167,0.1796511443569654,0.010127294254568597,-0.048197436761955786,-0.026916024071248018,0.05649981174011515,0.06686648191039091,0.07193526170912212,0.0,0.0,0.038443967115312894,0.06034404281930056,0.003392788303426153,0.0,0.0,0.031208466805643847,-0.5848571261455042,0.07305635815983691,-0.04234899311576576,0.012550060396528728,0.07019563351729685,0.06331486425367303,0.02250886402902874,-0.022005652496666223,-0.0371205244101816,0.01054614917250804,0.16475104363314638,0.04349142298474279,0.043112422669056016,0.16034218943766315
11,2,0.19912930320000882,0.14856520245729302,0.018284245687137934,-0.057420410118663334,-0.020840377280381295,0.0528204181121473,0.04784065930588921,0.04766471474146394,0.013263531048427035,0.01632432546060547,0.005053980954768833,0.048942938873995034,-0.02677038219627248,0.00999928985366716,0.0,0.015577959796592988,-0.5362103878824785,0.09008847340500548,0.0,0.00443457983965731,0.01605047822841782,0.09685208158401676,-0.014219801019997313,0.0,0.017182196088143836,0.02162180715290013,0.28720307442020865,0.03194538464417057,0.0311901935800121,0.1018555841604114
11,4,0.4195806127442495,0.40549481757522343,-0.1644037748628604,-0.020160764365712347,0.012194400436597364,0.11219625904529984,0.0722384504785244,0.09893191034108473,0.0037027607188678813,0.02034533750968781,-0.17173068052664542,0.02525207933406337,-0.01951843712722534,0.03737579373472888,0.06782432284292983,0.0,0.031038990304631087,0.0971530652839282,0.043467703142964,0.06722694790657235,0.0,0.23511373438050542,0.12894909171384206,0.0,-0.029739531462673385,0.04580417413998217,-0.05211020681259071,0.14710655659739635,0.006961140089509987,0.26869074163320383
11,5,0.22083895862385183,0.13204298817118404,0.02138911323250625,-0.03924271590357453,0.0,0.06965842716128284,0.007776236528578895,0.06228572328070259,0.04708552665562338,0.013105456625748801,0.029272981084413396,0.012974300817887585,0.004657348167696973,0.02863798702352116,0.038602654424947314,0.019123063350668545,-0.5355604919276329,0.07013806894180422,-0.012524677226111947,-0.03166875381986517,-0.01721305914001392,0.16394471357456852,0.0,0.011574281099270556,0.003664240989493195,0.0,0.1954364860698407,0.043192132086124296,0.0,0.0974301047741698
12,1,0.3558027389680918,0.44402960190830143,0.0,0.59670768280463,0.6850913284700124,0.0,0.0,0.3055383223875363,0.0,0.5174107841627131,0.006358774356374219,0.022828859972871207,0.2618061980459008,0.0,0.0,0.02092395430630778,0.0,0.0,0.015819029098175896,0.1846202392796501,0.1282404668642283,0.0076351895452100305,0.0,0.04249001771352945,0.10726949706283184,0.05239615541840359,0.03856159871112497,0.0027478159901384025,0.036714154550798295,0.0
12,2,0.28319194971799844,0.34788308685723734,0.06330693509708407,2.0652406875385543,0.15651346812588374,0.0,0.020037711871489616,0.01533356926611984,0.015584073494792072,0.19067882802643865,0.0,0.0,0.169744157955104,0.05040967504803029,0.009235718335184329,0.037136201298234806,0.0,-0.03680429505640359,0.03146786137331947,0.05580507778905974,0.11174036723351621,0.0061102580440342,0.0,0.0010682617583250842,0.0,0.040995970377590396,0.0,0.0,0.013642033893826344,0.0388451008832682
12,4,0.2919837492575228,0.25173456318292287,0.031108576084040607,0.3732357304377376,0.631741305675231,0.0,0.053385095233208446,0.37428498309971947,0.0,0.35076594933775396,0.027246688823596266,0.014384041402551118,0.5842802522266768,0.005767302787046402,0.0,0.0,0.01988992075705598,0.019019438883759898,0.0,0.12700681537028036,0.49349841799783656,0.037437057566497955,0.0,0.004939911843930611,0.0,0.0579796613661856,0.020093187003045188,0.0,0.0,0.027988430551790344
12,5,0.2528292182052789,0.17212484477039003,0.0,0.8433692167203319,0.7528673057572997,0.0,0.015849323960347883,0.23112396458766482,0.0,0.3980594615297621,0.01766733261591824,0.0,0.2512132062332251,0.10344794498864784,0.004435022782504294,0.08915552401870785,-0.056255626468073805,0.06129081613676801,0.0,0.133853956723331,0.2519156352563454,0.043630151354694835,0.029047874738530766,0.053369906443025084,0.08353407553949488,0.007184218723604641,0.0046405384630443525,0.0663862165522866,0.0,0.022252279983698386
