feature_name,feature_importance,rank
ic.eps.ratio,0.11793153599927449,1
ic.eps.s,0.10396200875168247,2
pca.expl_var.cor_init,0.09295445034075722,3
ic.eps.max,0.08207878466368701,4
ela_level.lda_qda_10,0.06321471664605773,5
ela_meta.quad_simple.cond,0.04743639337608235,6
ela_distr.kurtosis,0.04656929917827693,7
ic.h.max,0.044656065066214716,8
ela_level.qda_mda_50,0.042531227722770536,9
ela_level.mmce_lda_10,0.03823862412785676,10
nbc.nn_nb.sd_ratio,0.0371350426349366,11
nbc.nb_fitness.cor,0.03631632195285795,12
pca.expl_var.cov_init,0.03603628530159776,13
ela_distr.number_of_peaks,0.03414300098158785,14
ela_distr.skewness,0.03363918740917755,15
ela_level.mmce_mda_10,0.032911132723574266,16
nbc.nn_nb.cor,0.0323664103252225,17
ela_meta.quad_simple.adj_r2,0.031845340891567105,18
pca.expl_var_PC1.cor_x,0.03079695850875927,19
ela_level.qda_mda_10,0.03072857250696945,20
disp.diff_mean_25,0.02901333477523781,21
disp.ratio_median_25,0.028675271683175425,22
ela_meta.lin_simple.intercept,0.026959456348879005,23
ela_level.lda_qda_50,0.026720600222497674,24
ela_meta.lin_simple.coef.max_by_min,0.026366294565244423,25
ela_level.lda_qda_25,0.024696198798715433,26
ela_level.mmce_lda_25,0.022531207275754195,27
ela_meta.lin_simple.coef.max,0.022279405896480465,28
ela_level.lda_mda_25,0.020975270154908864,29
ela_level.lda_mda_10,0.020248243945081634,30
