f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_distr.skewness,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.lda_qda_50,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,ic.h.max,ela_level.qda_mda_50,nbc.nn_nb.cor,ela_level.mmce_mda_10,ela_level.lda_mda_50,pca.expl_var.cov_init,disp.ratio_mean_25,ela_level.lda_mda_10,disp.ratio_median_25,disp.diff_mean_25,ela_level.lda_qda_25,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ela_level.mmce_lda_25
1,1,-0.13910418792413393,-0.14467339923016242,-0.4582905446766352,-0.039124530070921426,-0.023767671850936534,0.0,0.018182405312807126,-0.0327049910758348,-0.021526081401284647,-0.02920741851973252,-0.0357273010934106,-0.012667345414278497,-0.024666874945106443,0.013801306654691703,-0.13715651438280274,-0.0365094322395515,-0.02803385967518257,-0.14825152519341134,0.010866332200814233,-0.0064521036828547595,0.018857527894652115,-0.018892474129456605,-0.029426524337048843,-0.026634282735891412,-0.019582635061022202,-0.01105837873359894,0.0,-0.022597578660814688,-0.0042639132636759225,-0.02067244126622869
1,3,-0.20099287032350632,-0.17912708613422118,-0.23889435374257062,-0.030752786858058045,-0.03176844007165369,0.0,0.03464196031328448,-0.0371161123772803,-0.05273374666109898,-0.021347322927124712,-0.028943777587216113,-0.014746204018159959,-0.0004839717669018473,-0.04427824261083935,-0.1702170971445438,0.03139426191000161,0.00641521371885867,-0.12652855253258144,-0.049457958645201194,0.0,-0.005500509340563786,-0.0357450616684899,-0.028161566292043805,-0.041757249053398504,-0.06839189125283762,-0.008220154688845183,0.013664480595992123,-0.011747519104664761,-0.024584979216089597,-0.044697816207648566
1,4,-0.19552874859574043,-0.20853470455364398,-0.37603176518963544,-0.04058517310895737,-0.029996359911295678,-0.0011815944409947488,0.010574243797749183,-0.04702796584492219,-0.03478964328806655,-0.0306430379599969,-0.01943413219686918,-0.0199540925703251,-0.1074480286919679,-0.015450417153842322,-0.11328995384385443,0.0,-0.008353934543355979,-0.03598782153601199,-0.025042268423820846,0.006507410965009841,0.0,-0.014138803370996711,-0.021783352847768445,0.0010073177684128964,-0.008844055016924923,-0.007102112032768115,0.00575352504340354,-0.01139197840143652,-0.00758600359083661,-0.05386881559026491
1,5,-0.1938461921350526,-0.17991814494516567,-0.420162551040433,-0.020862416515035065,-0.030083179447416675,0.0,0.0262621955423038,-0.030577522106707278,-0.03302608756728165,-0.02569163605586655,-0.024064387918383057,-0.0068379700953119515,-0.009355666772566273,0.0,-0.21118082197736054,0.0,0.0,-0.11177005574066423,-0.012031125528253694,0.0,0.0,-0.017545880003021153,-0.014529725551354566,-0.01868086601611496,-0.013981542744383124,-0.011053525724294855,0.0,-0.011492380646274225,0.0,-0.03964987069876469
2,1,0.05629682195954666,0.04224985231924944,-0.051004941876800436,-0.026849071733783036,-0.015887107663899003,-0.26517901070848665,-0.30583246957198873,-0.015620457480480687,-0.026965162820003274,0.014846644429531708,-0.020828653590073576,-0.007260289002290976,-0.11342333881339595,-0.00986865451769492,-0.0033523294891659727,-0.003377472477310184,-0.009614383553085082,-0.00782183758519056,0.006058245467261525,0.01697331210350944,0.038501620202300135,-0.0154087250365596,-0.04998073358259053,-0.028150639617929574,-0.015484118599041696,-0.002662341079857411,0.012997736809968352,-0.02385216122487882,-0.03162869878550373,-0.02860457052388443
2,3,0.21301892284717178,0.1857922140460666,0.033774477525784996,0.0,0.0,-1.0845248068303321,-0.4796717149165458,-0.051000197933599944,0.20153030830881302,0.03554745460784109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911620309465717,0.0,0.023428620229009045,0.03893780586009965,0.0,0.0,0.042462719400046756,0.0,0.12943860345454766,0.06536226991387406
2,4,0.21554669918217795,0.142289047300572,0.03992141014156758,-0.08145661465320364,-0.033650785647036496,-0.1902893029935625,-0.451202489432619,-0.028817026147727798,-0.13760821679585078,0.0,0.12041657318681481,0.36575355045993013,-0.08869461595486405,0.025178743858097596,0.0,0.0,-0.18874208520370983,0.040180384204308806,0.0,0.06718171322319488,0.0,0.0,-0.499378315739646,0.016616886490968374,0.0,0.1362053303463414,-0.5080328058493896,0.0,0.017822412874264004,0.08207607756089386
2,5,0.12269193136632311,0.10643795962946248,-0.03244523375444186,-0.026625992046948432,0.0,-0.14207921434319137,-0.802941077937012,0.0,0.08116852337743297,0.0,-0.0368177738113134,-0.013319008057748216,-0.0820637703053888,0.02732625651886378,0.01689944401356902,0.0,-0.012558922315781429,-0.0165037526895096,0.009496214297477656,0.03906914420444013,0.0,0.0,0.0774281044202334,0.0,0.0,-0.01296820779418506,0.020608840170204867,-0.03369292891209519,0.04847351998983254,0.0356288235872092
3,1,-0.05716861511074683,-0.04888675597324228,0.1294904438767761,-0.035192323213815255,-0.040234500587799454,0.015775678830812878,0.027318847901629195,-0.019571023436519133,-0.006644569199327627,-0.015752350330091883,-0.02226042702340235,-0.015611047798100908,0.0,0.02145228541324276,0.04651510188490554,0.05505168955377093,-0.011777276579916701,0.04193048836576936,0.009257728146918928,0.010952957396597851,0.0035935761780954423,0.06344581724087395,0.004477147387076247,0.051581624378568475,0.060493500344614703,-0.005335226358866574,0.014780404820252946,-0.009255211840794988,0.009643845341838098,0.0
3,3,-0.06525357077447391,-0.059366753402091965,-0.1265788987754557,-0.038310008567067705,-0.03640263238970132,0.06289507127268879,0.022310306046071093,-0.02905606887119827,-0.03846816073509984,-0.04492793083463836,-0.020131347944872202,-0.013334698141028223,0.050389880548008414,-0.021839397327502896,-0.0030910945595457595,-0.11670748112247381,0.012636116458897395,-0.012527983321228314,-0.03547397162302035,0.010492284776490557,0.0,-0.010151043290613448,-0.04503055540518852,-0.011052466528277183,-0.009406975994068978,0.0003964135273591407,0.01245194874347294,-0.01056724090834782,-0.01171788039801408,-0.031670922157960635
3,4,-0.03488120949879104,-0.02836437422290798,-0.041931623825394865,-0.03307939499173243,-0.026158245511550077,0.13379570014613915,0.03411225001467047,-0.03229261807857517,-0.044418577893100455,-0.03791668861802569,-0.024925528406180675,-0.010523043390008757,0.005017680328142274,0.05356142432540913,0.04181730226053282,-0.05150097644587669,0.026802882851408694,0.029215274019829346,0.04915566854643133,0.00931583306907846,-0.0013175164862988947,0.06395964734236012,0.0,0.055903678129448936,0.07068849882887852,0.0,0.024976394628130172,-0.026467119665904204,0.0023629295244240733,0.007009996602668267
3,5,-0.04921087178893402,-0.05462469761137825,0.16699889746257673,-0.02836352551439683,-0.033538635583486104,0.010662466738497245,0.0231637592162304,-0.019320120557473064,0.0022180634533484622,-0.013733467307072839,-0.02319988033858325,-0.02414657166204226,-0.03193482349396694,0.014138992220154231,0.04422744444617502,0.01638996196865511,0.019316116314348486,0.071499783674938,0.01198154011701072,0.006564389404169313,0.00253667326576576,0.04652541146719863,0.037250064337857186,0.038191525982802094,0.047378520341866015,-0.0034653175957656823,0.015040256592836115,-0.013988598267481417,0.026312907337673053,0.004359357626225913
4,1,-0.027110237472453058,-0.022665434490775474,0.07074629734748436,-0.03214246280698804,-0.0394559553884338,0.03501059314314556,0.02449217010522442,-0.021752893733004486,0.0,-0.015506492271839187,-0.02130115922576703,-0.025748428205722512,0.028463800090282043,0.02311177853512557,0.04536194152034867,-0.01716314708565378,0.03800599430628357,0.04327193772781407,0.021221210016500014,0.0072141511319835094,0.03616246432110801,0.030327140222790427,0.024764051552226413,0.027917761135598157,0.026195628123949488,-0.00699831138091242,0.02244050724417923,-0.01775299556609089,0.00777519335994481,0.011264625021009111
4,3,-0.005304380778860016,-0.02197797096711611,-0.06619316334717412,-0.03477758539961483,-0.040919046451450586,0.1369675776895248,0.024059936190655107,-0.025505759808098646,-0.008582514221072118,-0.004492068404779753,-0.02919285916531232,-0.02107650025121871,0.01300520151435669,0.026560368086071096,0.04132721902909424,0.007514929274045498,0.027958227897702415,0.029472792572634687,0.019817969261175045,0.012343706411173758,0.014129886323618418,0.02956540604264321,0.008302456751336104,0.018553929674468297,0.020394882445423868,0.004272747197176074,0.041431916717860826,-0.011602532266262927,0.011429253849650656,-0.003565782284445901
4,4,-0.009634320450608969,-0.017298338337654193,-0.011089579625517293,-0.03971922457509583,-0.03308444292445448,0.08397046040366637,0.019966711475778554,-0.02195471036109284,-0.00512071393204129,0.04916910896928889,-0.030266756892623065,-0.017776159034852676,-0.020158700297983043,0.0335493413182979,0.02477202018695901,0.05124181693795035,0.018275704664506856,0.019046040744256226,0.042261739597054704,0.00941436655386016,0.020704813186168375,0.018992396900649078,0.01963097799099975,0.006337688592145008,0.013113108181574906,-0.0026831218497120335,0.024786935109230718,-0.02181215350859736,0.020525830403158696,0.012772611333977585
4,5,-0.015760007661392572,-0.013444503392354923,0.02508143660011594,-0.03196916912817402,-0.036132177684251365,0.08449148057117598,0.027781684724886485,-0.02590871016709692,0.00919542230869333,0.0021076892926295693,-0.020651277070171392,-0.021259251631402756,-0.036943930948637946,0.023248904019239514,0.01994826697787165,0.0196949237442941,0.028992356037861197,0.03203458071934123,0.027722858219190266,0.010533101276536963,0.03518309621799112,0.021488406826396536,0.03933644918870549,0.015273671750149542,0.01926691344530751,-0.0069866485247791765,0.015027633815934083,-0.016149482308499538,0.019842999080201595,0.025103010977595264
5,1,-0.11738372538203767,-0.10710990761929629,-0.08027507649887411,-0.012454632995018589,-0.03595705974779562,0.007696542399102002,0.0191736369930966,-0.019699600746294732,-0.02711357985824825,-0.035527650803050315,-0.02709022536438066,-0.07053789256888376,0.006901562341626422,-0.23355624662530583,0.021705021981394568,0.0,-0.029875998681981875,-0.022332439582734342,-0.16810570890766174,0.0,0.0,-0.03677366598968179,-0.023009247720194193,-0.029653843071595687,-0.04007059603319629,-0.055382261594143056,0.0,-0.03508102619386977,0.0,-0.11096393251314796
5,3,-0.11895975976320994,-0.13070544410463447,-0.06941202014367487,-0.026480392958806553,-0.027361326674088193,0.016264653069853585,0.021202373037471633,-0.03457520744321363,-0.03863694794625272,-0.035082321272013495,-0.035889200775214736,-0.0643059002972367,0.021975929493666557,-0.21678031638408746,0.02385074678952026,-0.006697369160047484,-0.02743771627265157,-0.01000646732142041,-0.18576243518104807,0.005897397511247737,0.01487701319729584,-0.04581192445047988,-0.032718893488642875,-0.034812802573464086,-0.05178127598316551,-0.035012027242086796,-0.010378956237519832,-0.018584035583229408,-0.02604438850021551,-0.0833085381248242
5,4,-0.11880591366704729,-0.10692031747017344,-0.06628948976160365,-0.02550992227402038,-0.028188071208762433,0.006770669469960688,0.027197420902562386,-0.021994490455906512,-0.022835936168565163,-0.03918437698740029,-0.025475712880491774,-0.035066302515045944,-0.007920640232172982,-0.22550986163531317,-0.0141705757382945,0.008952338979784313,-0.029456797094877807,-0.014311538183069517,-0.1698048981077358,0.024707852388753615,-0.0021997172286326583,-0.04985191117061616,0.006936431153578337,-0.04051202853827107,-0.03489527325247155,-0.05419006598898446,-0.039619390088692086,-0.03060968289520616,-0.017899999768102692,-0.08008757209578099
5,5,-0.10211067699480403,-0.0913918730145391,-0.08460065060530098,-0.03765724191958081,-0.04715451421206851,-0.003038367904833028,0.023236399377352335,-0.02972556802336368,-0.03632234662017586,-0.051273159930983137,-0.02260565736580522,-0.04846813592071586,0.014158753720690476,-0.24033956618088126,0.0,-0.004347868068975358,-0.02892069823536758,-0.004934180424945422,-0.163075254107669,0.025780903250671727,-0.011606192182405772,-0.03610589307263923,-0.006002122326762782,-0.06752616883311002,-0.026399290985750223,-0.03390874628909857,0.007376002465018461,-0.013061766063193536,-0.014821662825592385,-0.0833427844443062
6,1,0.13178818968796924,0.09224369206433894,-0.04046045026343203,-0.04778265648233565,-0.040873809976400666,0.019357239144094714,0.03338754455219324,-0.03625909946734776,-0.04422149368284775,0.0034075154902522154,-0.023191815052582884,-0.013683354235030303,0.027947506008443798,0.033261391453812725,-0.004023914535527799,0.0,-0.00406133609239971,-0.003717577179491848,0.016589471278808155,0.008240676246842616,-0.001733822052640735,-0.01932031629698798,-0.006330565578684196,-0.018444865679055886,-0.020010206504521698,-0.004309266853359326,0.015362483505813996,-0.021111524264334214,-0.011898691243368538,-0.012003382786853908
6,3,0.13546286484432316,0.09176202639481416,-0.049139975086577026,-0.04315298587021342,-0.03660493421320439,0.015834354399281783,0.021408036855264365,-0.026347983046787565,-0.04438916135586715,-0.017565551827049882,-0.01832901090763761,-0.014501424045111467,0.015723192714721196,0.03470279080496105,-0.001372862017893734,0.009442115279858141,-0.0014155182763483432,-0.0018277044030027183,0.013191240179292997,0.011985029234607345,0.0010350540189717344,-0.014285398359954633,-0.009176028846736005,-0.014664375533958215,-0.01488989413645012,0.0,0.00875332447272326,-0.015385492583949736,-0.01430588613122788,-0.013798281351482533
6,4,0.12448059339597103,0.08500868137145624,-0.049287092071878445,-0.04038586186005375,-0.04476211668249897,0.009246413565323984,0.031504955031982265,-0.029383554466230522,-0.0388001781745827,0.0,-0.020837878319456948,-0.005472583403014077,0.009311750321652653,0.03320572317381929,-0.0017602236705385119,-0.004646001220044674,0.0026163001607468414,0.0027092615158127165,0.02905258132250268,0.015567342045216002,0.012135802214813373,-0.021358696856426954,-0.009428875477098059,-0.015638438346338338,-0.009669126436662356,0.0018000545178828223,0.003752166734538369,-0.013265754795099258,-0.007993707975207265,-0.009534934886093777
6,5,0.05607607455696294,0.04621267901795327,0.049611873627378664,-0.03613418972007168,-0.04512495085113401,0.018744547845377803,0.020505155048053184,-0.03015528045476433,-0.024299818800992246,-0.03324579843528365,-0.025956458719224765,-0.01995749342606419,0.05918588130826771,-0.012678085271288666,-0.008414461010439387,0.0025115922881706098,0.006663690505562274,0.00748233228838836,-0.022162001173139916,0.011154718742163193,0.00910234118899009,-0.013500893556828526,-0.008680761608451017,-0.01933926587176797,-0.00874401454649857,-0.007855961245841848,0.026436806457963473,-0.01907091959669649,0.004929648622557764,-0.010615546689743773
7,1,-0.07588797233832795,-0.09447894046915964,0.10329105695624627,-0.030371285354344524,-0.04323608061905554,0.018405980871339184,0.024606001986624132,-0.024433875931991145,0.025906669015044695,-0.0363231020183587,-0.03057486752064642,-0.004839432453583675,-0.016450747037296765,0.024316685464368715,-0.0035196911745854487,-0.03472095780511045,0.013920233026013917,-0.007326352263155561,0.02215848529698386,0.017788954245142735,0.002162381906128441,-0.021453123679220018,0.013335934480469394,-0.025994824249838108,-0.031125011377036743,0.0,-0.00264137437935294,-0.024657109145664213,-0.009018770951555122,-0.012649056520092794
7,3,-0.08419299805063463,-0.08803303625884551,-0.03383934813249673,-0.04783638393548528,-0.04361301510389026,0.017325760919556343,0.01839179757547621,-0.031832633364680785,-0.04209070554401695,-0.01959548298230701,0.03290716953833972,-0.024749148580760605,-0.08953190921580317,-0.012856807605042764,-0.04046649940230107,-0.021770240741730895,0.017074607101825068,-0.04146019020872527,0.0,0.010042319615179873,0.0033893117208843027,-0.05775492232483925,0.0,-0.046028316889448306,-0.07232188376585591,0.009794573629801295,-0.018006387953216685,-0.009015298392547832,-0.020147403661702756,0.0
