f_id,i_id,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_50,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_distr.number_of_peaks,ela_meta.quad_simple.cond,disp.diff_mean_25,disp.ratio_mean_25,ela_level.qda_mda_10,ela_level.mmce_qda_50,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_mda_50,ela_level.mmce_mda_25,disp.diff_median_25,disp.ratio_median_25,ela_level.lda_mda_25,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_10,ela_level.lda_qda_50,pca.expl_var_PC1.cor_x
1,2,-0.138524007010218,0.15479581642039553,-0.08177637113270453,-0.08549803155725655,0.023737108466672818,-0.05532615963926851,-0.00015170600888009256,-0.18432748927959008,-0.13672215510003216,-0.11934636588505093,0.06805088020370215,-0.1313977389387596,-0.17380082390321716,0.0869111850964972,0.0025218305348717607,0.029264481979896506,0.034175070550109876,-0.027615274331548145,0.035341504066479124,-0.06339912168151873,0.022333905668838083,-0.016227037461870764,0.0223145214110117,0.026123244413024604,-0.02737597020913185,-0.032961724155044336,-0.10442492857208163,-0.035793284468022435,0.005626770991141006,-0.07041157913529317
2,2,0.14698842060260026,0.03306828842878362,0.1200319706331545,0.0723022373140264,-0.11006583992242844,-0.07204458745603362,-0.0974971282562955,-0.07695241076772275,-0.018856610179529443,-0.008797484925300109,-0.03600263724610189,-0.07145832016197776,0.044813072760080494,-0.009701231331086774,-0.21902470375218447,-0.021393246652266135,-0.02086851095315309,-0.03257966061363715,-0.00801458349397724,0.03762728533306159,0.005570649448748993,-0.004958288914816866,-0.01641917929623357,-0.016459001883966484,0.08248793007335889,0.006055809644116811,0.024381962571761895,0.0029484733092725313,-0.02117840692149983,0.011383578951156381
3,2,0.022497783283565248,0.23659133379470781,0.011384258291306543,-0.06758328686052882,-0.058956756733862456,-0.048994107963724054,0.03181625912109859,-0.04859011820834884,-0.022434803753585975,-0.04208271637186184,0.016351690432510085,-0.07827956898640624,-0.011130426041511987,-0.11270798459429202,0.01569136182291561,0.013605764421487948,0.013983807485832056,-0.021419026535072744,0.06463735155560858,0.20981491953916612,0.044139079251118984,-0.004176037877986177,0.009245816537161389,0.00619189126578612,-0.006568852598536179,0.03452258170195091,0.026500368111749162,0.03920989316687326,0.015688058086091528,0.023813899334985345
4,2,0.04353846257582428,0.08082364571622962,0.039619553561837786,-0.046712387714255024,-0.15923117281132887,-0.07888712449914992,0.04814455898553931,-0.09418819553192656,-0.028127869813678097,0.002871955482890487,0.03407109010927818,-0.1132530927982155,-0.020378970541147956,-0.12762952447564269,0.009184643757509853,0.0041805519070246405,0.0026534990771975436,-0.04379961663041626,0.0384011668525986,0.16598381446858362,0.03559894069066176,0.0,0.0,0.0,-0.012105545202256984,0.03949101040096975,0.017063301052111138,0.03398161714156507,-0.027409064473483846,-0.05988662990673793
5,2,-0.12565414220218185,0.21129620736230798,-0.09119395843802264,-0.06752126233433009,-0.051289061646786926,0.012641068253918641,0.003257103297077235,-0.0606539076441146,-0.06805981266731559,-0.1476598146649039,0.016567247447600075,-0.0727808534693467,-0.04054767903222323,0.09388245303540815,0.006334991650118971,-0.0537138872101236,-0.05328434471196508,0.032737684252495014,0.0695973127983428,-0.04097656799371352,0.04782701159691677,-0.018057820123215274,-0.04935800861382583,-0.051156413122811606,-0.05238378914028596,-0.2001573141184287,0.052758959245025217,-0.1661448522508715,0.01740934565805652,-0.0020721581597530347
6,2,0.15318921571452765,0.10751690369229557,0.12916105539043368,-0.06554998482583396,0.042266730267475405,-0.07365352959183902,-0.008708364154363268,-0.06754682779106036,-0.07491889890111847,-0.12985659389197665,0.011819496089831544,-0.10714198872971015,-0.012061603527742798,-0.2014097550248409,0.009502874127197719,-0.004729642479783275,-0.00576804482504803,-0.02329343307688861,0.030949728923330866,-0.04697548196153109,0.014292790274437889,-0.0009144374622584994,-0.010143380015100956,-0.013374671245192843,-0.0261465623557411,0.025197357635342976,0.03248863516954517,-0.0014980941496161304,-0.014493889305514318,-0.07886897759554012
7,2,-0.0737854223998447,0.03868546756501634,-0.05221542280463709,-0.008621692912863965,0.03315474917853589,-0.019287810950356477,-0.20506349940681634,0.002705982659913786,-0.01078998903922676,-0.1049954376781091,0.0039538180324995564,-0.11072483509751624,-0.01736535001418127,0.025969847325597373,0.009486321045938328,-0.040540603287522625,-0.03855996136262815,0.003394643356854299,0.05261040974631531,-0.024047827955875567,0.03070726861225953,0.0060139422854559865,-0.035684389120981264,-0.03468512442385663,0.06059957277207961,-0.09608132921159862,0.03985496448092046,-0.05438492291990438,-0.028198788751245485,-0.026008306957674088
8,2,0.1287954497155556,0.03296982060711,0.0963650430385538,-0.04074790838959283,0.030274030016570766,-0.07283377952934211,-0.011152564998506507,-0.1403456408020764,-0.030205495563514956,0.005417038352374337,0.09444714887706074,-0.12728502150770965,-0.0594753606854556,0.04298200398733963,0.012271933037223709,0.019126666004016094,0.021542804453373678,-0.04169149474752314,-0.00565495835315314,-0.027818506830386554,-0.00528295518950388,0.012950624241774816,0.01636970658286542,0.01641900135855876,-0.0232257877451575,0.08348850689983334,-0.03438253644205111,0.07344516053185991,-0.0066644279540595125,0.0372813184775411
9,2,0.08825843004933932,-0.3429150523419809,0.08404794687077394,0.05384782034090188,0.28431077621399586,-0.0020499585799779382,-0.05636060418873755,0.04324348689815891,0.057245379711420866,0.0656422591184398,0.061694526155021,0.03375715850868906,0.05063864468260869,0.026569063033230082,0.011503162465045713,-0.01285092217366969,-0.015442718264062481,-0.025236057192017252,-0.046764356610339425,-0.018539242944438452,-0.09110569433470604,-0.08587716101365625,-0.025265805201766862,-0.0274535874429279,-0.043077866991171214,-0.0025131899633418844,0.023394793189827033,-0.026703159942168212,-0.014116622836219709,0.01355759769179627
10,2,0.42077826747310887,0.23934110476540504,0.4243454475918045,-0.051960302156566884,-0.02961028258673104,0.5897352567952436,-0.08857735514536969,-0.002685149757714056,0.03584759953049921,-0.004395753452482776,0.01686298026834243,-0.05592586626631313,0.0776114235899712,-0.04848950032916277,0.04512921637282208,0.0612804979220094,0.029943029462804027,0.2634668285561479,0.11700836919621715,0.043833213848162966,0.1084136882536213,0.09496583174652606,0.05623951847013742,0.04692082654251806,0.11709882719624765,-0.031650024914736896,0.08151413773253324,0.010343823446863132,0.017818818435609618,0.005941714352205807
11,2,0.18562610447578332,-0.11926158855635305,0.18693588421428392,0.1031515135780734,-0.4506947301913841,0.04291790265277151,0.04015567157916239,0.06213974252087118,0.029193947025137112,0.002910946536077874,-0.03962016041595251,-0.021012032258514668,0.005638273046424946,-0.038291810952745864,0.006627765126323126,0.01708611777379182,0.02032808314466117,0.05504925999824234,0.04817615806816783,0.012518800297945776,0.04230559717994903,0.03281284606570117,0.028299506078079795,0.0273903107163872,0.23251880930228996,0.02193076268153593,0.003245632195144288,0.03452913067845709,0.2585191792553326,0.03144651725805647
12,2,0.12925550949340345,0.12008264665378537,0.035942537926789864,-0.0711757632273134,-0.04163284869728323,-0.07393709875711804,0.02138240835043126,0.1262953290374942,0.02465054497687577,0.0022424057682350895,0.06516092044365007,0.05282216038219972,-0.039067702665724346,-0.026200377036576156,0.015266039794209513,-0.009140526442558167,-0.012299822246973235,-0.041022003200504864,0.036959882432753804,-0.012496446183991344,0.025829959388401075,0.021310842108740208,-0.011861094802816496,-0.010656855936270637,-0.02325986628296528,0.08434831236249876,0.03008588818795377,0.06312441841434524,-0.016620618981635638,0.021738133413310712
13,2,-0.06744381084361815,0.2129510723820789,-0.028637874771025043,-0.11856856890102674,0.03642733518546809,-0.013831671479511323,-0.01943988920944935,-0.0912997513219104,-0.06790423894127402,-0.16040268052207823,0.0650173882122704,-0.11868323190376305,-0.09124232705989106,0.09726314496705024,0.008100094163535465,0.008390980235090092,0.00888451118060854,0.017443844281263,0.06286160694280152,-0.03844199147333119,0.037971986719628564,0.005066937137914215,0.008432176739131228,0.0055309568294716754,-0.014002015571287968,0.05018285385906845,-0.004654669699695468,0.03361725824028375,0.0,0.0337532847113908
14,2,-0.11872275128492155,0.13210715385582805,-0.1188679190422065,-0.1627451023696293,-0.16450081158465868,-0.04132887026280968,-0.0067598922317938515,0.014521854341522589,-0.012591011741248437,-0.1413382576630165,0.024085999907598743,-0.0867942731900262,-0.024469600593676755,-0.027494422491716408,0.007437720379610435,-0.0479137750201053,-0.04965152571440834,-0.01079759708241923,0.045727387706217815,-0.038909631656565136,0.044464798132779204,-0.0007881393515439816,-0.04755622587056918,-0.047168461627889346,0.0,0.04240674295463387,0.01920843044744608,0.037157841422920945,-0.02953012569813873,-0.01529440129104298
15,2,0.014272676260582706,0.12350732712606383,0.0022063763665777225,-0.09800946127222604,0.02129602072563838,-0.06983440754819745,-0.05764677031561785,0.05839503824548953,0.013414529330842445,-0.04074525413587929,0.07112458131438865,-0.01959368495734265,0.07673800542637366,0.025919291840153763,0.011650782665937082,0.04739296284360567,0.042748226201605705,-0.029210997451471404,0.027744682797988418,0.0,0.025652690978272163,0.01678826024675295,0.03794290784316501,0.03747017500912059,-0.013808448845586296,0.06336561094297113,0.04757468284516014,0.0563071781213102,-0.009350230368884521,-0.04817273317322612
16,2,-0.13256160369156814,-0.12056931025024543,-0.10273602310994315,0.08309818535169862,-0.025124716905320907,0.016195588941482514,0.07230986421562188,0.09521768552502809,0.04727551153079454,0.1486442092669728,-0.12323287944713923,0.2650849638614604,-0.016954887429216636,0.006300289634896664,0.00205694231061343,0.01550378601219661,0.02099390137709342,0.015857379851590803,-0.11359242956474884,-0.0030377846349905063,-0.027512248523844998,0.03377246240984527,0.03916601800471184,0.037826656599787206,-0.02048037944011756,0.0025065982142457102,-0.051127559268285536,0.005718040388652701,0.0,0.017994707301010826
