f_id,i_id,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_50,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,ela_distr.number_of_peaks,ela_meta.quad_simple.cond,disp.diff_mean_25,disp.ratio_mean_25,ela_level.qda_mda_10,ela_level.mmce_qda_50,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_mda_50,ela_level.mmce_mda_25,disp.diff_median_25,disp.ratio_median_25,ela_level.lda_mda_25,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_10,ela_level.lda_qda_50,pca.expl_var_PC1.cor_x
1,1,-0.07609710618351712,0.04865994436735055,-0.03747136547580354,-0.02906927449098834,0.04233529319733753,-0.048382323980321884,-0.07946537504724438,-0.2054410634030326,-0.03692590158602316,0.019585044721046135,0.040452882664081535,-0.12066518534413267,-0.2965005177995408,0.04368930775964536,0.01143177273694107,0.052882342549799455,0.05133565689141484,-0.025038378554545992,-0.0006923537853255057,0.0034094772971335896,-0.005314280140255423,0.016202943647732948,0.046787780912962484,0.051393730482847844,-0.027565227663455594,0.014385066120154333,-0.18133533957378406,0.016066156045172475,-0.0004829659066505343,0.012026233411190246
1,3,-0.14144226845236718,0.18980078661664262,-0.08348680921637452,-0.0738197172141648,-0.00685946312541752,-0.05496131098310064,-0.0011101864864752065,-0.18883268196102754,-0.13909663386068877,-0.12342447381340593,0.07453187749502183,-0.13568131048351023,-0.24631052816129606,0.08867450456577552,0.012372659529252539,0.03908306732214312,0.039705169589304756,-0.026516287352306878,0.04913252630136605,0.0015974173901321387,0.0218523338074208,-0.010919988031509176,0.03691150708609292,0.0419249928500145,-0.023902725686179793,0.013416201299720543,-0.09262013578355122,0.006058669965831709,0.015830854720344484,0.018386343378325898
1,4,-0.11723253362991251,0.1471730670088064,-0.06531366158425334,-0.05742060317008513,0.0054634425072459525,-0.058095476821773406,-0.0031117062089158765,-0.20915919387058574,-0.11926852809091493,-0.07597202820210602,0.06623183835341903,-0.13119208247220776,-0.2780699532923284,0.08321433578863058,0.008956207331656918,0.05477991561943396,0.05170765723299181,-0.02865432020788028,0.021333168354194076,0.0,0.017538630785529086,0.004271452482811078,0.03987692572535684,0.04772812146423022,-0.02440809457053633,0.048123095036492314,-0.06669271975335994,0.033626930664736765,0.005747702820451117,-0.1005596053845581
1,5,-0.12421128832989736,0.14892890750618076,-0.07373141308830278,-0.04668681031958416,0.013282585562486515,-0.060827901213466595,-0.01552004219887887,-0.20714471173694726,-0.1056667040106315,-0.06865704552773927,0.07271945930311552,-0.13136730795841356,-0.28972650348803386,0.06112361326629406,0.007320733727984641,0.04541634991925586,0.04525374987111008,-0.02003544820030162,0.02388879827460355,-0.014363752854706147,0.01069858066029028,0.006628015140772603,0.04019190727729244,0.053960026788873405,-0.01915024487719591,0.05350596334659008,-0.2018131880518761,0.04208432711219062,0.005037016992701204,0.011604709224011245
2,1,0.09548938744650157,0.09099164974998744,0.07608654488763375,0.07662662174526402,-0.09431104384588207,-0.01884280860503873,-0.0003454206329873144,-0.05207448883529636,-0.03782328392218043,-0.03798095778473909,-0.03861793508616396,-0.04380054852140272,0.008544070164957951,-0.020015941125994308,-0.3692365788624399,-0.015502844697713625,-0.01890434135803859,-0.008050355910272783,0.04190642069081285,-0.23120178114490525,0.02318376397288391,0.0,-0.01671684772246196,-0.016277440874987892,0.007041025325063066,0.005627142007530894,0.015925823673200945,-0.007990115397676967,-0.02164974888271587,-0.09166416707443659
2,3,0.15539094074713583,0.15071801811442728,0.12174253538933869,-0.06849769869185635,-0.061434377072094315,0.10616247742686538,0.019673397141204252,-0.058142569164577995,-0.05637105868986372,-0.057701383965703956,-0.02211153077778394,-0.06388768042565224,0.018843580640505175,-0.09926677714483051,-0.3119303163128983,-0.016751901563582527,-0.028221063122211565,0.03923830364252795,0.041527515804849396,-0.5482863868259075,0.0367287031304353,-0.005743000055851544,-0.015143690540788735,-0.030978989729018025,0.027525054826052164,0.01156527634400939,0.03187204962592827,0.0,-0.023322507118689162,0.007556772341806628
2,4,0.08766507207264679,-0.043352880843678554,0.0750720572092533,-0.18228240486334807,-0.07754401556158302,-0.010594443092245553,-0.20622049258736164,-0.052642714977040206,0.0,0.021404898223454094,-0.0024836459594108073,-0.0419509204096436,0.0,0.0,-0.17813086187966976,-0.021292306296130548,-0.019031685150629918,-0.003182233672902046,-0.007912249106431402,0.007539160964334102,0.0,-0.0019889060353839305,-0.0229482075984902,-0.017304548950106913,-0.015501718592024094,0.0,0.014467883447330576,0.007349369183639987,-0.008618394772424764,0.0
2,5,0.09712624846498774,0.09204822042556732,0.07753004391190504,-0.06357906042538575,-0.059601960302319845,0.0534296101659506,0.039094922510950036,-0.04405951485749848,-0.032161766797152436,-0.039992990154435915,-0.02394408125165448,-0.04131881139577781,0.003471851203638715,-0.03486406663281405,-0.5122405109383013,-0.02353868555340838,-0.025630098203679397,0.013376478188299956,0.03510121221598228,-0.33114614946343723,0.011788119952193421,-0.0032692059689414243,-0.025997567384615006,-0.02221910124121429,0.014502130833877691,0.019689160662218708,0.01130313809394562,0.01678728462245893,-0.0010414294077765729,-0.05435590547469982
3,1,-0.010413800261133237,-0.05364429527517227,0.010397128113110426,-0.0830541683530355,-0.11788844864550235,-0.05666086775053195,0.026106235428169956,-0.11249792122684514,0.015149733277979888,0.08501193051535229,0.061755035016575484,-0.12242158642233594,0.09729368949284578,0.06748152942359337,0.017047371479847834,0.06114273221113917,0.0653201271985557,-0.02630458349699303,0.0,-0.0053573173217430735,0.02179209469151313,0.013096888377539417,0.05289921200315521,0.05048370683017443,0.0035945763753011395,-0.02309619161455167,0.045730918280120554,0.0057969533797068845,-0.03796101038497669,0.025718455276774327
3,3,0.008396297543663417,0.15314107623387407,0.011086648724020973,-0.1439097235564724,-0.10415863514416189,-0.02194364634904858,0.025540551279057182,-0.10305661732373458,-0.055776899595361445,-0.06314025385915023,-0.006994334111897996,-0.11128520854974606,-0.05471869598954486,0.029642390770118772,0.018139406467606582,0.00320749516111557,0.0076355906580476834,0.006748652892688833,0.03408009713347796,0.12424950219836553,0.03643772733066705,-0.004930477523278964,0.0,0.0019877206856669938,-0.0014689058550251266,0.01871557110055671,0.05331616395940118,-0.005957866349934185,-0.003866173460898084,-0.012330325111288398
