f_id,i_id,ic.eps.ratio,ela_level.qda_mda_50,ic.eps.s,ela_level.qda_mda_25,ela_level.lda_mda_25,ela_meta.quad_simple.adj_r2,ela_distr.number_of_peaks,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,ela_level.lda_qda_10,ela_meta.quad_simple.cond,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,nbc.nb_fitness.cor,ela_level.lda_qda_25,ela_level.lda_mda_10,ela_level.mmce_lda_25,ela_meta.lin_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_50,pca.expl_var.cor_init,ela_distr.kurtosis,ela_level.mmce_mda_10,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_x,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_25,ela_distr.skewness
1,1,-0.09261299016611113,0.07211711540407034,-0.09868984296074113,-0.0929702304353261,-0.06640719596703903,-0.11036422424707648,0.046383328745457086,0.022090647249758733,-0.1583086014519408,-0.048694919630891814,0.016540697528647785,0.013553710785306983,0.0014159377796713613,-0.003896521078429638,-0.029682475711042988,0.02066771266279971,-0.005616676129103382,-0.02354689812279992,-0.09821849943103711,-0.028290212458555564,-0.01178225390301657,-0.22009931114536058,-0.04238536274843674,0.0,0.008213063434305501,0.01139932223653417,-0.012459330809607538,0.0,0.2838703347169631,-0.04528316076314198
1,2,-0.09662700519825962,0.0009172175454325027,-0.09791221389700283,0.006820711544346492,-0.055951195311719104,-0.07604436707167073,0.10284742598706342,0.045991148586892294,-0.10549528005873743,-0.04914262574416822,0.015483432287852372,0.028589579299054646,-0.04335286519116427,-0.035069681726686286,-0.05922319234697171,-0.047059296269529316,-0.15492301612418002,-0.05722104995200822,-0.07683938936037477,0.0811403632151887,0.009590931166575944,-0.13936195636462806,-0.044866656739811606,0.042043279979398274,-0.017075137477351232,-0.009311570520518897,-0.014256420958086102,-0.07682205124535407,0.09329232460977277,-0.029419751084483026
1,3,-0.11118583246401431,0.0023046390972445985,-0.10939843051764564,-0.005149136903931373,-0.06489306282123314,-0.06893352017387461,0.10027900058080899,0.0493961321828727,-0.13198918964497364,-0.04287396696187146,0.021234015588761534,0.02933522416157791,-0.019256390563892445,-0.03395035764198884,-0.06184080736155534,-0.036351412995227705,-0.13683158774903964,-0.04268765136713315,-0.07787217024092641,0.13205851897699084,0.006539718115716686,-0.1320301664184767,-0.04430814616432255,0.08920223112234404,-0.0028037787437709127,-0.0020273379808793957,-0.01451376436972962,-0.06918337631029703,0.11790302062616365,-0.033136654091456275
1,5,-0.11353727409237707,0.028888964932057393,-0.11233819629553454,-0.018986368647062324,-0.061271789379941044,-0.0940054310099846,0.07578399480763143,0.04298206452651099,-0.19437939953261557,-0.053547546376500776,0.018962952094971397,0.026689310892181184,-0.035024955757117726,-0.021572206072634104,-0.0429321530324806,-0.011247576820316185,-0.08457091111517667,-0.052529282523249954,-0.09252462246427023,0.10782975629494634,-0.005569501770987417,-0.17875186913571195,-0.0463232732221287,0.08632413967370658,0.0,-0.004029569088070617,-0.014770476263967658,-0.043971562604466774,0.18329590059019774,-0.04301413259293263
2,1,0.06815807613127622,-0.0892100917787591,0.05464848369408254,-0.011709978754042227,0.023992358935262303,-0.0415521746655621,-0.032397978142256756,0.04095844725783046,0.029737319258422712,0.013829380462889507,-0.47393180533738477,0.0257405759357332,-0.05758495680732051,-0.037183293165211295,0.02787852701374932,0.04666945925367716,0.0,-0.014258203858773744,-0.03583749112489715,-0.012942771492288008,0.014756106656304113,-0.007815736905220139,-0.010019549687421136,-0.021714900027330897,0.00918593829212816,-0.07052274476260278,-0.03303095733881861,-0.020763540479553755,-0.06701024611798628,-0.011463400379510325
2,2,0.06436387205463134,-0.1228383509976278,0.06651243309969529,-0.14318679361387537,0.1534411723172906,-0.08203628620991382,-0.026392154966772774,0.016717378684331208,0.02101699862228079,-0.0738920774215332,-0.49701456757489776,0.01745929023988596,0.020071052197095374,-0.032905271205949216,0.17267716772971464,0.003452565482721659,0.03484127887693153,-0.02538255103150311,-0.047365900183311826,-0.011176674592268343,-0.006788826323064379,-0.013668927477616999,-0.014309149759169859,-0.012514055087406384,-0.0017263686735106143,-0.016473590947482963,-0.02610767107979295,-0.013256645206219941,-0.08612396919020365,-0.010630864207936686
2,3,0.11889358209502737,-0.0719134897842135,0.09182185475129634,0.020322962079372175,0.07894928199902124,-0.0441140372525094,-0.10299194236313097,0.05202786132089848,0.042420872132692855,0.17290210887776444,-0.4497665331374381,0.013719506638458667,-0.3634600316950081,-0.027371341037752184,0.058433228952852634,-0.03335276661806719,-0.08273760963813948,-0.019678707714479438,-0.028760601050674794,0.017001187136725326,0.02369218015343555,0.016616484484985705,-0.01651448738524064,0.0014701972535849928,0.00614829322849042,-0.033443562761726386,-0.0252017741008371,-0.025566035938879128,-0.07168064515285894,-0.011246430511050787
2,5,0.07287094364535185,-0.06034495011799468,0.06753440820859724,0.031902218395278625,0.07536687684842225,-0.027604553078218075,-0.05685515563357818,0.018441615359411412,0.02857131894446502,0.09056708053828588,-0.5038172418707663,0.02208632917876746,-0.17819772332964473,-0.04675688802411432,0.018951140373096587,-0.02086522280150893,-0.04786346017015586,-0.01603010665078275,-0.031243294634875685,0.016089442715392754,0.012421288099654038,-0.014202050676038969,-0.01487727077649259,0.016165428925565883,0.0023871585366270764,-0.04117166765307462,-0.020523547866799052,-0.013585642130499676,-0.06808798520207221,-0.011390932803380105
3,1,-0.037529816501881974,-0.09467449586922988,-0.03336286375745427,0.020162642879384227,0.032924342564999175,-0.048889887145445746,0.04951544125478166,-0.010901745459491782,0.04125192903635999,-0.04433651326383354,0.02412785434331083,0.06930463420571147,-0.031652577778806194,-0.014131600478004686,0.005148491033505537,0.0004060205862167626,0.04308347436279428,0.01173104384781308,-0.08241279744095767,-0.04894424626412404,-0.011802047752823557,0.07391917469146797,-0.037652575811895524,0.002636658796450711,0.016195781333784305,0.0081335192810989,-0.01112042544067509,0.04960496771948393,0.1678401944131455,-0.025477368693561334
3,2,-0.011092071033709627,-0.07742230851028303,0.00907595348222165,0.040831797830768096,-0.02282256588664043,-0.02033892558489609,-0.10481647649148779,0.07734401688854528,0.024672946686040156,-0.0371609295462068,0.022599982414711922,0.047495029990464996,0.48638256428781546,-0.07051418587016753,-0.04111287032934548,-0.03316769914253545,-0.06808361016791283,-0.020044347812006355,-0.05342198289195502,0.027923748841790177,0.028773051440282138,-0.02238319584334504,-0.029995158579875322,0.03600795646115405,0.0,-0.019253703544261765,-0.01196996249488437,-0.03615573285881076,0.009597153288864596,-0.013343818283907738
