feature_name,feature_importance,rank
ela_level.qda_mda_50,0.09456748774111934,1
ela_level.lda_mda_25,0.09396906090947989,2
ela_level.mmce_lda_50,0.08070781203899734,3
ic.eps.s,0.07840007474160492,4
ela_level.lda_mda_10,0.07823598068201326,5
ela_meta.lin_w_interact.adj_r2,0.07479593791156249,6
ic.eps.ratio,0.0740768901191859,7
pca.expl_var.cor_init,0.06940248370206882,8
nbc.nb_fitness.cor,0.06393565659962765,9
pca.expl_var_PC1.cor_init,0.054946102050732554,10
ela_level.qda_mda_25,0.04941001687180504,11
ela_level.qda_mda_10,0.044686386759883207,12
disp.diff_mean_25,0.043123916562705034,13
pca.expl_var_PC1.cov_init,0.04256282580591537,14
disp.ratio_mean_25,0.04225376712811286,15
ela_meta.quad_simple.cond,0.04214783042210312,16
ela_distr.number_of_peaks,0.04176681533866757,17
nbc.nn_nb.sd_ratio,0.03754106211345554,18
ela_level.mmce_mda_25,0.033849476056911326,19
ela_level.mmce_lda_10,0.03223963706977806,20
ela_level.lda_qda_10,0.030215606533217015,21
pca.expl_var_PC1.cor_x,0.02782739778724283,22
ela_meta.quad_simple.adj_r2,0.027584831865235526,23
ela_distr.kurtosis,0.02579771536267218,24
ela_level.mmce_mda_10,0.025178196095292565,25
ela_meta.lin_simple.coef.max_by_min,0.024817442656071904,26
ela_distr.skewness,0.024770269057346667,27
ela_level.mmce_qda_50,0.024379272085247216,28
pca.expl_var.cov_init,0.0147678763245921,29
ic.h.max,0.014344446328025444,30
