f_id,i_id,ic.eps.s,ic.eps.ratio,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.qda_mda_50,ela_level.lda_qda_10,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_distr.kurtosis,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_10,ela_distr.skewness,ela_level.mmce_lda_10,ela_level.mmce_qda_50,ela_distr.number_of_peaks,ela_level.lda_mda_10,ela_level.mmce_mda_25,ela_level.lda_mda_25,ela_level.mmce_mda_10,pca.expl_var_PC1.cor_x,ic.eps.max,ela_meta.lin_simple.adj_r2,ela_level.lda_qda_50,disp.diff_mean_25,disp.ratio_median_25,disp.ratio_mean_25,ela_level.mmce_qda_10
1,2,-0.1345365694512491,-0.11000443906726548,0.0,0.0796644290586811,-0.01037531170360162,-0.057591261563322116,-0.09284144174916797,-0.14409836022147282,0.011120172207830403,-0.041452964176836804,-0.04358748516742944,0.019472032890838986,-0.043753359137593595,-0.037912423244423954,-0.06354252484913542,-0.029638874789845948,0.018253830175344266,0.05939166454209771,0.044464095438961626,-0.01719191735405734,-0.03334832271393051,-0.0016093982554828967,-0.08128355541397209,0.0014716476513016996,-0.05564184737199668,-0.024966891491502885,-0.004030282683182285,0.0,-0.00694380914959386,-0.060556957889483676
1,3,-0.13291938557224314,-0.11684060313435962,-0.015493892525546837,0.07263970093497107,-0.010886172220549606,-0.058288988441105305,-0.10748457814720463,-0.14000012307692902,0.013876159502728247,-0.039053468344620645,-0.038803434983498475,0.020054455762911927,-0.00971749207869399,-0.03905554338274614,-0.06391844684533016,0.0,0.015577682772673351,0.05304362137686597,0.033644254446139,-0.014651207019497958,-0.032904951329346066,0.02114422750993808,0.00802900927630884,0.007310786142646353,-0.05589867300070517,-0.023542810349503146,0.00556410261610063,0.008441851063877848,0.005526879631016612,-0.051287353396962776
1,4,-0.12852757828812006,-0.10658842723587081,-0.021705317563999404,0.04805841652310572,-0.0017270305411383191,-0.06568622058843299,-0.1464978266379544,-0.09349982530956769,0.014888395399658805,-0.028945299038393935,-0.039703837305045175,0.017579411121757205,-0.013539006953030897,-0.034224322502827365,-0.06407064546101948,0.005967925924002748,0.007987858628576705,0.036922903911837945,0.005275075970632814,-0.015339979903649326,-0.035570149267683204,0.01753059988472422,-0.1005807747855928,-0.00015484211937555337,-0.0738619583255462,-0.027705960540959862,0.007377445623646783,0.010142707363727022,0.004953564390277859,-0.041651910637829026
1,5,-0.12861196184547957,-0.10912917002797212,-0.021220660307731565,0.046264748837215375,0.0061804197648687165,-0.061558694262688896,-0.1505025057003444,-0.09864787662870445,0.011364476020982783,-0.02475155491746267,-0.03966589153838368,0.019217729921806925,-0.0359926418948463,-0.03274101026061793,-0.06236677201681928,0.016274056775029966,0.011178583709176126,0.03278650280184148,0.017907926420992093,-0.01148164475103397,-0.03226651620616999,0.026520838358685017,0.0,0.010629591479989486,-0.06551142446804797,-0.02818761996638236,0.019494794943098914,0.01877599753956538,0.018733164833141247,-0.03837234704332537
2,2,0.09352961911253099,0.0744081896827774,-0.1088470306327356,0.00938194112107843,-0.08777086917296156,-0.0654313155250742,-0.01754851930402823,-0.017823578446897415,-0.3993356463872675,-0.05213997201790499,-0.021498597139348263,0.021460974411833478,0.034761864692771094,-0.019377399706682508,-0.024457107678128198,0.005539021894416685,-0.010869891983864288,0.006666893579928279,0.0004565127277801895,-0.0063636494277979905,0.06949100870210534,0.006919646909686328,-0.004142478243004788,0.006362245766184826,-0.04453158561018955,-0.05457469953499999,-0.027996279890499964,-0.023797177889407495,-0.022600693193577936,-0.00526438841089516
2,3,0.10823198632294695,0.11174297455406196,0.027700659414493706,0.05374730444989495,-0.03392449558697319,0.16371491286291615,0.007644763521158837,-0.060623612889455614,-0.3910918882729125,-0.023562618296931737,-0.02341418094892611,0.032580672061314875,-0.5220145965194356,0.03145005577817367,-0.01447509040203765,-0.004655215878439312,0.035400615303228855,-0.0857980220529016,0.0,0.01789115496834426,0.016571591579129963,-0.0032997032859871933,-0.02323157931332176,0.011915703387848031,-0.030574083466669177,-0.03055865081089093,-0.01637413472988536,-0.019286608932979288,-0.016724843700954173,-0.004826088063122458
2,4,0.0688335647271035,0.0636952121918502,-0.210005900311528,-0.014915666421727425,-0.055446630562326404,0.004689193370773503,-0.009834989273317052,0.02979500841897631,-0.3036542705215073,-0.007742682760819797,-0.020472010316039624,0.011465392826751242,0.015592158753123031,0.0,-0.016690227843879357,0.020309492364897874,0.0,0.0,-0.09514862893471299,0.0,-0.09093797123867109,0.0,0.0,0.0,-0.011102404111613173,0.00484178363719423,-0.010132538839268623,-0.02075651885173424,-0.014855381817041713,-0.023672343880430602
2,5,0.07289234355421886,0.07360993999805365,0.05397521216390694,0.034928937972833085,-0.03586086966538787,0.10214900708242167,-0.017894715486400592,-0.04293806607029094,-0.48393097940683844,-0.026598783073069537,-0.01299652717651295,0.0,-0.2698861711991708,0.015124272089293456,-0.01982566771009464,0.002187424954760153,0.01754534691511156,-0.027540332651418586,0.0,0.012120371582196476,0.019235564150457962,0.005513104833689886,-0.051513463825327566,0.002554020805356161,-0.03253091001292452,-0.02154874808437629,-0.01907135959771694,-0.016080489804807585,-0.019256382496865565,0.0
3,2,0.003536650739187533,-0.01378464891625962,0.04215881811761564,0.09431606904861495,-0.0431667755004832,-0.03561862298339208,-0.01913990684842315,-0.06996915272269005,0.01856643120665772,-0.08023674477633583,-0.029649624356296922,0.036091543781724966,0.31602636154651775,-0.029419878753044665,-0.022156013557698355,0.019638278001654075,0.03681954881679564,-0.025684076654576157,0.007856151948785424,-0.009420313712321333,-0.012696217950666083,0.017148478840015163,0.01437933405877126,0.010531113574011965,-0.03685932328021446,-0.031528341069017266,-0.004616193321344025,-0.005786078248950034,-0.004836344415087124,-0.016751026527275337
3,3,-0.011587089302346282,-0.006571249959038954,0.022105978389467623,0.06253546637502345,-0.058660252695149045,-0.008229668763071171,-0.02011390874444692,-0.06552201208406286,0.017347866509042735,-0.0414064016618496,-0.0365460681184199,0.0363466959977399,0.16280855691572615,-0.02098281218723165,-0.04107967451398447,-0.038441252260368805,0.01682296729212321,0.016628794525623894,0.05459743162810089,-0.00221707929404142,0.0,-0.023332570254850214,-0.037064260919312,0.012272757448254203,-0.02651600763661384,-0.020809758159623062,-0.01188477006384129,-0.012537466497107685,-0.012608416988058521,-0.05228389116193978
3,4,-0.02506033043895286,-0.03111186172391165,0.042791608982398976,0.052090526832546905,-0.08368445359175829,-0.05565625480646112,-0.06452390531713617,0.0065196855142189356,0.02255859410164169,-0.06302571395001413,-0.035783646810027145,0.047216382617073324,0.09775250484793935,-0.0326301852336072,-0.02381948651645823,0.017584417167783948,0.021692448586605077,0.012980019418661365,0.01465268827704437,-0.0014404375766444016,-0.013679454922571506,0.017563647745829095,0.02193681132590928,0.012961297196338595,-0.02432620027295415,-0.02158910446576854,-0.002378455688851318,-0.002889835794148088,-0.0029370047672153815,-0.013534947602242678
3,5,-0.0337709087941242,-0.023628514095406866,-0.027140660842387337,0.004979413834777763,0.007856278491771923,-0.04048019001442251,0.09055886352173564,0.06791034747334554,0.016738466320405945,0.01819825247124328,-0.032883502049623335,0.04655883136031312,-0.01283194308465635,-0.012578677224357501,-0.027235481848594395,-0.005423476766342909,-0.015915724652222126,0.004954897997243121,-0.0033180172216576986,0.0025391999356297323,-0.018898335510497126,-0.014597633257331238,-0.03286677413249395,0.014299730852043863,0.0028375639991657584,-0.02536825160340632,0.05600503312441561,0.05285663126044909,0.0562335040886859,0.00974793709271804
