f_id,i_id,ela_level.qda_mda_50,pca.expl_var.cor_init,ic.eps.s,ela_level.mmce_lda_50,ic.eps.ratio,ela_level.lda_qda_10,ic.h.max,ela_level.lda_mda_10,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_25,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_10,nbc.nb_fitness.cor,ela_level.mmce_lda_10,ela_meta.quad_simple.cond,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_mda_10,ela_level.qda_mda_25,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_25,disp.diff_mean_25,nbc.nn_nb.sd_ratio,ela_level.lda_qda_50,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,disp.ratio_median_02,disp.diff_median_25
1,1,0.05187804127170137,-0.2933105148977381,-0.0668580295325481,0.008766532388703396,-0.019627114966464965,-0.04736793429901265,-0.0746537523967078,-0.0223261301005111,-0.023212021788207027,0.0067061249721988014,-0.015034973965950993,-0.13903825838083206,0.007604922536493697,-0.04231293703854533,-0.017057486800153565,-0.09896696242359732,-0.007384591660610174,0.005874279916769809,0.0028403633542552487,0.0,-0.047279762573597006,-0.06612467012645423,0.12048356812716332,0.11627847152286264,-0.2578009295936866,-0.021360560974682585,-0.003845258074221758,-0.011187054233700033,0.029518191151156503,0.11649297594220065
1,2,0.005794241464270322,-0.25220372028208726,-0.07043092177653615,0.12695528748545454,-0.03009509569788571,-0.06273915989563289,-0.031419748887480115,-0.09602856487141387,0.008388373876207167,0.01072492959215876,0.023545420542641804,-0.08269632938134219,-0.10128631601262444,-0.05902925168940237,-0.02859127720117116,-0.040945014373048205,-0.01448051374748105,0.0025892295027088452,-0.004087532032854391,0.0,0.0027459296394730104,-0.06779415891510499,0.05595132708689354,0.06252955793338161,-0.11535169989626115,-0.012183406795762686,0.0029228788321427612,-0.1584900379218821,0.03751330332476849,0.05545598486256498
1,4,0.014512120814073659,-0.2847127358695756,-0.0708464595523759,0.08075594915018769,-0.02425378703539749,-0.06471594743568487,-0.056033253690941365,-0.055662591997949096,0.0014188291802693098,0.011910456473529618,0.006135982551555286,-0.09976967169908357,-0.058337456863992054,-0.05889002670863208,-0.02470735348397335,-0.06680938741223602,0.02808203047409269,0.003265300839915608,0.0,0.033656026883227996,-0.014091568515490649,-0.06465421189025161,0.09976211918526312,0.0999859808359585,-0.0992200413260611,-0.014013077724875811,0.0,-0.17381425511435544,0.04774031414731311,0.0818112963447799
1,5,0.021556615822332426,-0.29408837383430775,-0.07615910316102442,0.09175424423648881,-0.034422270450176595,-0.05698989005433064,-0.0525647383666355,-0.05364435583393168,0.0,0.01881531940080039,0.014304283521735517,-0.11215455354036885,-0.054366440161352836,-0.06357121257052589,-0.014165298166309737,-0.07018897488411774,0.04682977283344747,0.004158221670281348,0.0,0.055893768832189106,-0.006321092797658467,-0.07726162236780731,0.0946443214823906,0.09131006551853721,-0.2712882925509957,-0.019572539818451695,0.0,-0.007075971191241093,0.04158371746693634,0.08492304470944079
2,1,-0.07263138334367503,-0.05294229177426407,0.045741277380779544,0.056141066917196725,0.02688709203853268,0.01450112263083031,0.006672451697384729,0.046258855434533674,0.0,0.013198010697770268,0.03350051670697812,-0.04891682851519952,-0.008795109146292612,-0.028371964958208096,0.049323233327308036,0.0,0.0,-0.23990106746834272,-0.3294994357530757,-0.014966843747977965,0.00588174474002906,-0.010092078626626921,-0.02835971856881553,-0.02384812045151724,0.02673933577487042,-0.03566000396794072,-0.005393871262376615,-0.06743026902177252,-0.017529277593022086,-0.03888361378117888
2,2,-0.10948164235693825,-0.05384308328805393,0.06840130399458674,0.01832783806771837,0.04008340231480467,-0.08854697726102867,-0.018257701339692844,0.05825138787243189,0.007174669002967038,-0.00943377023837616,-0.017552748109367022,-0.05748708539638486,-0.009851599794173493,-0.03203068717698526,-0.03050897521549778,-0.014784211985447993,0.0,-0.07093181994904996,-0.10278719411357823,-0.00853124979466191,-0.03272141975108567,-0.03107190771527435,-0.048698654312861245,-0.051593890807790976,0.017371624596179247,-0.04119265737364319,-0.004325253495239656,0.0035372309476482955,-0.027794569417434134,-0.05027769961225026
2,4,-0.07997750785557917,0.017775383793924515,0.04603112958582872,-0.050891500898391284,0.02503691921390966,0.01108786796591904,-0.012222142878578368,-0.18785482926596514,-0.010313520278910138,0.02523424920124928,-0.004786317162865372,-0.03986784823152906,0.02474739715239449,-0.014941270975313448,0.019567950538827983,-0.047855670557975294,0.0,-0.15406682096817037,-0.01128738487844183,0.00870891578852151,-0.12493717544703681,-0.00990155260039538,-0.039276262435780196,-0.041378779986626035,0.021306722714062365,0.0007179805193691657,-0.0047111372267648055,-0.003735548943651912,-0.021098768501095544,-0.039418607280643836
2,5,-0.052065648146566834,-0.034629723592330075,0.05875386929569992,0.08139463073362552,0.048422575587484584,0.12123332095190187,0.01299125373924137,-0.03512159922866742,0.0,0.03525000818028756,0.015427231202863545,-0.026266083970373055,-0.031903429710447906,-0.012057416158144929,0.044568349253842954,0.00415602741218013,0.012347800664045505,-0.3874434960836868,-0.3644001792409837,0.020751487548847924,0.0057044641531827645,-0.01752035517876588,-0.03573730711000106,-0.04140750356757855,0.014263053015291016,-0.016701922727960727,-0.010262380870481314,-0.04407329965437451,-0.017958716984522338,-0.046115955840374645
3,1,-0.09277995222011713,0.15345684767324197,-0.00933305921551994,-0.054178473830996,0.013952503663104791,-0.05103290865316938,-0.016905620328402315,-0.06013037510637413,0.0349349060094382,0.017328000192579893,-0.009750091174578625,-0.052294028685415474,0.06228146549232,-0.004893574059512665,-0.01204187157787217,-0.08998456544784353,-0.01656141439503061,0.011073328848391519,0.004960705832846451,0.0059578582477701585,0.00864811788879409,-0.04807286470777519,0.08339733623823284,0.08537148473254197,0.03851249430991684,-0.027652556407714954,0.008217436915607347,0.014501545228692557,0.0038231883770717488,0.07696463487676915
3,2,-0.06001382239169199,-0.12655898723172776,0.013088561162617127,0.18305278951760404,0.0046512187737253324,-0.03917235434476841,0.09162552575496434,-0.05346563335453276,0.01958236813626653,0.022127905334137957,0.05218055456674735,0.003982067955203561,-0.039862825895614046,0.004064551348076845,-0.005739923822076325,0.03788555789056164,0.01856554769262543,0.01382661133210017,-0.092992936674229,0.029399599265302778,0.017042380349551016,-0.027117213675600438,0.0014095886099808191,0.0046286061482232466,0.031897663609164656,-0.009721626653020343,0.004245919000158374,0.01283265310392806,0.004660221276771487,-0.0036155324654135734
