f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_50,pca.expl_var.cor_init,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_level.qda_mda_25,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_level.mmce_mda_50,disp.diff_mean_25,disp.ratio_median_25,disp.ratio_mean_25,disp.diff_median_25,ela_level.mmce_mda_10,ela_meta.quad_simple.adj_r2,nbc.nn_nb.sd_ratio,ela_level.lda_qda_50,ela_distr.skewness,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_25,ic.h.max,ela_level.mmce_qda_50,pca.expl_var_PC1.cov_init,ic.m0,ela_meta.quad_w_interact.adj_r2
1,2,-0.2155609515035506,-0.2637162058625956,0.00045436676861021486,-0.11545418932967144,0.10856698456379493,-0.11065570978395467,-0.10210984045212579,-0.03145469745350615,0.06046321023113754,-0.007345628108538449,0.010950103935004285,-0.22288917305290612,-0.06190652218357018,0.032297356406637445,0.024088316428074186,0.03313465039169161,0.015318317548964844,0.03378512265373268,-0.05559070269482613,-0.14900652007043158,-0.04675397226713229,-0.033646898034342065,-0.01673696067046171,-0.10927562186858963,-0.0411914447116386,-0.014435982674661507,0.026207057689338065,0.0203518012298452,-0.08059634958504747,-0.0873398400801857
2,2,0.21454830832396588,0.2223948495018102,-0.035982152795184914,0.02219609419661925,0.035204230929827135,0.03534021745793241,-0.02493781249969436,-0.02951566106431991,-0.004601775293161605,-0.14487367878345855,-0.4181636791662422,0.14094532582685976,-0.06471999621105168,0.01179749740803436,-0.008561835049955377,-0.013714697097327692,-0.006236752035193957,-0.014453607765095196,-0.013953571180120698,-0.10947973578894378,0.015919216867400793,-0.042423154960252805,-0.016880095437420715,-0.005419743711077674,0.13710155977095578,-0.0061281209967632075,-0.001508399403403901,0.022788944154140008,0.01327188517428609,-0.04627638502114065
3,2,-0.023711722088483655,0.004473885945743605,-0.08997219150649477,-0.038575742396775664,0.2088308130005882,0.018894675445650155,-0.03573358912145541,-0.028611675200793496,0.030644710435153988,0.054646097862173004,0.024200984102086986,-0.05103089588008225,-0.039150989871008235,0.1178700970189579,0.026265285164545737,0.01701339780944089,0.024814685023661687,0.020935553369321847,0.05463070736102499,-0.06430446543482476,0.024389257488320715,-0.018909007247691678,-0.02244252072148145,0.45320732623863186,-0.004150400443461988,0.019810171965970014,0.07439438032747742,0.043386824262252266,-0.032281665455617836,-0.05765822083408012
4,2,0.05391731019189783,0.056605755045661066,-0.05412815122535042,0.04488809533426308,0.08895940498820498,0.049666379452321885,-0.01188887713854575,-0.032619667023861876,0.053542296177444215,0.0897313474654069,0.008679363635094361,-0.025818969815998905,-0.07321526444024123,0.09720412092982561,0.02806976843917708,0.027296048291742814,0.028670176751981802,0.02788606189878573,0.059858349245362596,-0.08425586549813407,0.012839422302430126,0.0296088194415019,-0.024173455692942714,0.2771193304196622,-0.002283022435521753,0.03842099513529884,0.0470982911586072,0.05057773420547518,0.01804122397774638,-0.07962048104582564
5,2,-0.1827310971779923,-0.2068970609999985,-0.03292276268508165,-0.15261558920618046,0.1892178684696061,0.0,-0.02935332412119951,-0.019437709786645163,-0.11896679197464877,0.03174674043571735,0.009158984669888959,-0.12492968023824214,0.0,0.09707335696560127,-0.0325019408816678,-0.039103980129951976,-0.031095125053003547,-0.039459865578188924,-0.2387300053379764,-0.03069285660623794,0.03656428957442659,-0.003570240709544259,-0.014924457553820769,-0.06728249784741092,-0.07282836559367467,-0.006496526519000123,0.07043477662064718,-0.005323553825531846,-0.10454941676652713,-0.057509089857831874
6,2,0.29997433058818707,0.2709904981330161,-0.03233996599752059,-0.14309047699567673,0.0869363859928041,0.042631224884769905,-0.07839823353947789,-0.03373379217495848,0.1096461221049096,-0.03167857955692306,0.02534435830846188,-0.1271003665422345,-0.06963756294589582,0.03285997497495603,0.017331674825063675,0.01746945234603961,0.017435010125417663,0.015587166302567457,0.01553139613540963,-0.052868905420352566,0.029656406601076213,-0.001308316675885407,-0.023692579629451982,-0.05617153338571801,-0.019873360518082056,-0.01641383749419209,0.03501242196672205,0.05365402614788825,-0.09120925614922079,-0.07134900791438714
7,2,-0.09847167121978717,-0.12113453168352806,-0.06445143547518245,-0.10135225867887712,0.03554790180352785,0.02137588244104542,0.0036128530077830234,-0.025996704344278254,-0.0989056073675906,-0.1699604313761913,0.0225790569601986,0.04760116538959508,0.028492365992713042,0.0514202377015502,-0.013493082247716143,-0.01832670959864449,-0.012539728877690282,-0.0187248191192812,-0.003973668923020313,0.01474089027597797,0.03023444697649813,0.07434824161921072,-0.019209288628580318,-0.05140721913811461,0.11101163278532117,0.004443591977402989,0.05187351927053138,0.03549876085736389,-0.03829317768543075,-0.07629730346669816
8,2,0.26070888038157186,0.24526644815353021,0.035812271801192064,0.03609750044712559,0.02809072803696211,-0.02050051009209672,-0.04860605225325393,-0.03248408714016443,0.12095078398068487,-0.018259151600670986,0.020892315196210043,-0.058528125701494016,-0.07378740807947876,-0.013975747429096519,0.017331784627390157,0.028984338985086844,0.01812256679881985,0.029297590857007838,0.09477592255077755,-0.17853913428028131,-0.017000134409911327,-0.009458948014381408,-0.021029007381071163,-0.030039025642885048,-0.023107393230500622,-0.03314942888138264,-0.009273663859380277,0.06244633550223347,0.028773904219181634,-0.09109418337653447
9,2,0.2850499130744632,0.2609377433581801,0.03796832403403361,0.10213903044154005,-0.23089608636273207,0.05478947689550118,0.13024479172694525,-0.016323711888128922,-0.0020436546553969093,-0.03541205528727143,0.01978730344192614,0.13824662775386076,-0.023299127170174072,-0.13144965264643843,0.034987192837586445,0.0533746926019415,0.032097217259942856,0.05520150390190637,-0.0021740182797372887,0.08373130950606833,0.05632251107119968,0.06941605265298822,-0.025999549942946842,-0.008613275507756923,-0.055240377562041365,0.00471766067472984,-0.044121559198451954,0.06039401455701676,0.03019097146346461,0.060153965864886194
10,2,0.5971131447991519,0.5587864681450916,-0.0681842523927898,-0.06551591244807864,0.20945156701935308,0.0890166686620516,0.0,-0.032904291552882325,-0.13558901939873202,-0.1501202632850377,0.03739958989566916,0.0,0.5831769318598905,0.11588416136518642,0.059573794815239056,0.03747171239129532,0.054954361447577815,0.03994529679680947,-0.02234474185703561,0.00783609210974423,0.08387072008826202,0.013411180482967078,-0.010327105692153005,-0.005452278911280972,0.14402342702700954,0.0,0.11249467205305974,0.03162259610022233,0.0048386878400192845,-0.04230518624230051
11,2,0.3299343803590894,0.3104668141032777,-0.03126609487523695,-0.004153040489245051,-0.2263613056098602,-0.04099821824726432,-0.018566801026872318,-0.019933226317260813,0.03413101545560141,0.05855417105113439,0.01425234780710602,0.09858160008667866,-0.02010661968544368,0.03902975960303086,-0.10346595113344711,-0.10299149541111703,-0.09843929684159958,-0.12288837245037927,0.053013155583507415,0.05855387737193092,-0.1280367171861706,-0.09630957034631982,0.0,0.0,0.11079579178590965,-0.029232013710602536,0.04798137164055598,0.024587808993025637,0.005068447934004183,-0.023644864242398977
12,2,0.6324911433157203,0.7589317512490443,-0.01918368767835643,0.04917831601120559,0.12588315236362102,-0.007363747171316826,0.09616122165887364,0.2462903043359872,0.09489104282646288,0.03875616656421377,0.031594366178360866,-0.04038014899198883,-0.05858719155248493,0.08702269851179056,0.03888487445170963,0.02041323036155651,0.03029758400185556,0.03095772248242934,0.02685808006051671,0.17668731842926721,0.03826699756023544,0.026691281940341538,0.24032211922114288,0.0,-0.010595274369025853,0.1616270532893349,0.047673175873281126,0.06094899778387064,-0.023219098200767174,0.0755287259210724
