f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_level.mmce_lda_50,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.mmce_qda_50,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,nbc.nn_nb.cor,pca.expl_var_PC1.cor_x,ic.eps.max,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_level.mmce_mda_10,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,ic.h.max,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_50,ela_distr.number_of_peaks,ela_distr.skewness,disp.diff_median_25
1,3,-0.19893856336508964,-0.20408246489880177,-0.2451625556037771,0.05604182121670204,-0.01399159410171813,-0.06895037460278464,-0.02436492315697303,0.011829977138431647,0.02125159031854207,-0.028091120725968866,0.0172238930122679,-0.056673836441972325,-0.12143031418068884,0.029545727009258393,-0.14562347177295099,0.04215926769067746,-0.029571773747656294,-0.036239960267129945,0.0,-0.009153458571894146,-0.0018987596663595507,-0.035408636715940744,0.05572488376727147,0.001332859154933308,0.01171676869522098,-0.010429840343276264,-0.04683371881405163,-0.001905629868941383,-0.013032806454187806,0.09110299062487726
2,3,0.33602679585023576,0.2937574046442105,-0.06301962359924185,0.14962960855888618,-0.06419227836443342,-0.040237366903388194,-0.12000339471014748,0.027908999855714822,0.08358942352930393,0.32062944984393965,0.08823687498881722,0.02222011678010416,0.04010802384076956,-0.6539787310740799,0.04430395961491468,-0.03018434477126028,0.002682821841824834,-0.02617904945400279,0.017631461496487644,-0.007460938423641095,-0.007841962678058978,-0.015222770590764712,0.0364088573001472,0.04480498274250433,0.036888115032594704,0.09614404723525316,-0.04532255520491446,0.042459716096632405,-0.021610487714431637,-0.04667249077975133
3,3,-0.027769357419272,-0.037104158583079305,-0.1306172192272071,0.04742701066100369,-0.043013682867215575,-0.028726418327665537,-0.15630464995240578,0.035155387281279815,0.038301259042143876,-0.017103260291354228,0.01484263122082996,-0.12791861845626612,0.03324836891213945,0.023099765834114216,0.038168340741230766,-0.07944101761688532,-0.03395720559970311,-0.04006896164876517,-0.06349129776190443,-0.08364962416405791,0.04372541105253436,-0.03215444354099367,0.03425927153317693,-0.022676459028268425,0.007673190370437288,-0.007671252159854203,-0.029345329733412084,-0.01479187400407872,-0.03390815284734072,0.03728168317027325
4,3,-0.04857886691289526,-0.0411448455422721,-0.25273645170289416,-0.006481882853108967,-0.06878047021075562,0.04617731617208504,-0.11059403460460954,0.050170967572730873,-0.0020348172542271614,-0.05415462785735886,-0.04343690920718535,-0.007189132160599687,-0.010878959478161532,0.03229320022056492,-0.009933623674998227,0.005292099040311027,-0.0299684899420129,-0.04245643805513405,0.006967624932221694,0.008083919163149156,-0.03949318553586961,-0.029878551334312276,0.0036418229579714967,-0.021509080846439543,-0.027242655280381167,-0.01848802662426302,-0.06426406161109438,-0.0006653938180641306,-0.04065662293790445,0.05971891995082168
5,3,-0.1971128143245059,-0.1890974011580714,-0.11453532978988856,0.10063759587326837,-0.05251043565288094,-0.11449403552018222,-0.12956721598365195,0.0,0.03446632480834688,-0.0024763412616340963,0.054546059717600626,-0.06021732440660155,0.03936295838364623,0.016962067829478178,0.009140550322832952,-0.047183702085014545,-0.009924614256566322,-0.025354384784766426,-0.32513306438102985,-0.28978602678446985,0.030833887028708706,-0.023107975290547922,0.03982342787970755,0.0,0.04050575168684789,0.005138076385729828,-0.04153741737579808,0.011976303413544165,-0.017083753171205474,-0.10284420979184494
6,3,0.26169770552688526,0.21108472600030131,-0.12803938285748717,0.054264764034634705,-0.04535189361884961,-0.09430930953292442,-0.016424155425044114,0.04166222000792248,0.03734149403024504,-0.03890227328234448,0.03857811675954029,-0.03799484159729218,0.03443671380521148,0.04053388731535371,0.04613149667698675,0.0068199162282615855,-0.028822792403524776,-0.03689125008110847,-0.028552432002250536,-0.031578343049726704,-0.0077159813483767825,-0.025362090089088837,0.01795646926760955,-0.03352841551017146,-0.010713119039830639,-0.007394771418074285,-0.038838351840898906,-0.02902486345325219,-0.026966195155214485,0.01205167364928203
7,3,-0.07298793124253256,-0.06789770432422504,0.19119227932492122,-0.04204542287297924,-0.04275582969799979,-0.015379404915114137,0.17840881901170574,0.05025942161577901,0.049333195987995127,0.029204562430551806,0.06730952197439738,0.03601378610743894,0.02163760270453763,0.04110453827553001,0.02111806939104177,0.06965324664874328,-0.026953083622062834,-0.03207081357388175,0.05771343791810096,0.07289841483483972,0.024107698470794636,-0.008334923806055494,-0.002349032091505443,-0.0017380224900171992,-0.0007011211302659914,0.09916264413639575,0.232261333852942,-0.011628346620662422,-0.032094534551293574,-0.018811862719947392
8,3,0.24200939880840386,0.19925747230106594,-0.23603602518070627,-0.0034742578417392422,0.03704996434971407,0.029130795066230758,-0.03060789961348151,0.044762852929301045,0.0031073676457384625,-0.0503286058447103,-0.010944601172232366,-0.026788514662453078,-0.09170206232538647,0.026163905831734557,-0.12755580661641597,-0.01290100847955844,-0.022793535748571292,-0.03494350737775592,0.0488586583742662,0.04337292646024474,-0.06700703707930464,-0.0389249792278569,-0.005554268834400314,-0.042896089963728984,-0.03777849227896041,-0.010911554339189555,-0.041510361754459324,-0.025395534002275483,-0.028426904245354934,0.078607088636097
9,3,0.2722879718577719,0.24471240309092102,0.16162992744907512,-0.09771683909980466,0.01390325147604976,0.07705899246244197,0.18472085492330437,0.05259095360519561,-0.10485813427625129,-0.04469486506133469,-0.03820872020616245,0.0593631597331965,0.02229294160464984,0.029898425073345947,-0.027877971652430278,0.035945389168504704,-0.018752518034659493,-0.015352666502060242,0.013536314622260126,0.009318658746255815,0.03008336345244489,0.028362784287224885,0.0,-0.015073455018936033,0.0658812107766229,-0.05858787588762715,0.03952946043284733,-0.006285984974258918,-0.029071655268814556,0.05587022330827285
10,3,0.44738505674078155,0.4096553735886461,0.13345625131017114,0.004498066214428276,-0.07290965612736255,-0.016807277223347628,0.06348981241782092,0.057063695531536895,0.08445427670988526,0.07066974738444709,0.094666455595253,0.1311010069122165,0.031932245658305436,0.04570557893491212,0.053732853458089425,-0.004933196902474624,0.007627814579565628,-0.0020608743723911083,0.08068396840159364,0.09414869178245144,0.05050201690589984,-0.005505946015369245,0.006110311092928811,0.014027917436195914,0.02427545323441027,0.11797902603687449,0.30641155129042796,0.023276092171882867,-0.013897252361008139,-0.038927494364831894
