f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_level.mmce_lda_50,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.mmce_qda_50,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,nbc.nn_nb.cor,pca.expl_var_PC1.cor_x,ic.eps.max,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_level.mmce_mda_10,ela_meta.quad_simple.adj_r2,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,ic.h.max,ela_meta.lin_simple.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_50,ela_distr.number_of_peaks,ela_distr.skewness,disp.diff_median_25
1,1,-0.14319838466077162,-0.1601670261616509,-0.35877072782678443,0.0,0.05833493535484202,0.01590385439289088,0.09044306171294147,-0.0014568047996608158,-0.014823940206291408,-0.04326015266746153,-0.00995557994407359,-0.02648080318079471,-0.20138887056934918,0.01412362654511945,-0.25493522292662985,-0.02912246952093822,-0.03685414054727176,-0.03237362621505069,0.009411086112936728,0.0,-0.07007357656959379,-0.03641664486112439,0.0,-0.035026285215384756,-0.03692871065797165,-0.0024412572852564596,-0.035691807765831696,-0.05493321101420012,-0.015171399662944562,0.08743175702289441
1,2,-0.18931283075907945,-0.19505389250399574,-0.23391950023299868,0.07558041743715671,-0.017161651930172495,-0.09885317542378314,0.018608341264639727,0.008948802859611416,0.027307883898493923,-0.05672818348191244,0.01698994470769244,-0.08440793833935267,-0.11235583454933928,0.0315942481247361,-0.1415375510595227,-0.20374524658548454,-0.032960956271783415,-0.03170553697082101,-0.03511143230478575,-0.04056659206542057,0.0,-0.036777553924974726,0.04559643611496489,-0.018120164399056504,0.004315070653546194,-0.02270075821647688,-0.03565031908712624,-0.01367361551614199,-0.010771233058488705,0.055158300356745515
1,4,-0.18927003067891057,-0.19553063221206457,-0.2834055030846423,0.04172380514632057,0.010395217795805212,-0.052160480673769105,0.02874152440730371,0.01858428133741452,0.014358667655877233,-0.053658111562415955,0.010700899091810157,-0.06790270239156626,-0.10298190493137022,0.02281281798241408,-0.12418166424550714,-0.24510015975137966,-0.02919965865132801,-0.04118725345904506,0.013920579744848616,0.0029081160159778463,-0.016240082220518204,-0.04549646260347551,0.0278458158474143,-0.03803207778466755,-0.019580871372210762,-0.010198853007234443,-0.03486334933297741,-0.02920724222425275,-0.02284821794558356,0.08313108438419126
1,5,-0.17676004911064946,-0.17396756352550202,-0.3310519426692071,0.04141765058063651,0.012867558931668688,-0.05153789118704333,0.04691509864531018,0.010913725889577841,0.00880283503775059,-0.05511517575709812,0.00561300604428705,-0.04903855462218287,-0.19524997987459047,0.02381385853055873,-0.25480658777249177,-0.0162402513399994,-0.03675835902832747,-0.04203009693319926,0.029733167293057083,0.02396952540604691,-0.046964354132359,-0.04470289101201452,0.03330759559158725,-0.019869226730656386,-0.017411510588237977,-0.004043143659917758,-0.04295701502186344,-0.044515554006434144,-0.009441288746672494,0.0873722788942799
2,1,0.11982161990281215,0.10754376689545869,-0.13903860139826052,0.03728885553228539,-0.07678209097440586,-0.035856739276447724,-0.11067323755456365,0.02238486163817116,0.06021045854397189,0.01720842523930488,0.05110630781252201,-0.013352230054193892,0.013131394404127639,-0.47411889400995105,0.038549589174736276,-0.16563192687501194,-0.02027715055826118,-0.03335975408252301,0.008439330734555994,-0.010068154764529214,-0.05696299422900741,-0.0319132546878233,-0.03126428172894857,-0.002558010531932442,-0.038116334477965086,0.02734084098741682,-0.06856639028502631,0.02283670345133576,-0.015427143611360994,-0.03950713230067249
2,2,0.19209415721925105,0.17070027487599193,-0.14220458238161343,0.009324582552660388,-0.061248114201843507,-0.0019344257229181039,-0.18083263321685505,0.02811445031387244,0.013480149873173475,-0.07452791622542215,-0.012492460493523483,0.0,0.025615293953446583,-0.4938087456767244,0.050153804053900186,-0.0031749855286630213,-0.007714065373067791,-0.03857659921986123,0.0,-0.011719491082412714,-0.08644400209033853,-0.032203543673851864,-0.03448231443471883,-0.04738664900629869,-0.054055053191293,-0.014461747339719944,-0.06465943909240662,0.027871933881563227,-0.03781938376683919,-0.04897089591259007
2,4,0.21432101386168612,0.18387291809640804,0.038725372099232436,-0.05818758110933964,0.011301462294061204,0.06070798223409685,-0.1596534547028745,0.016919979425036646,0.014089407684614252,0.006586274888553512,0.0,-0.24519923171337,0.002780273855802373,-0.7628813863838216,0.011318662101757138,0.011265213903675186,-0.01577523162990946,-0.03526446630932545,0.009221152643600905,0.0,-0.06543010088624823,-0.019198428787483124,-0.01161802634742981,-0.04847942215105805,-0.034317910664430074,0.009619699046339969,0.027910495732732965,-0.02480784739025116,-0.02750783172340948,-0.04362505455950583
2,5,0.17667911066882874,0.15714867714753633,-0.08567012606761082,0.08410324885719131,-0.057838484004108626,-0.030085262414574432,-0.09640198214100487,0.0,0.04103692783750529,0.15965282422582477,0.0500384003919781,-0.004315615117434113,0.0183025081658591,-0.977918236010719,0.022867227343604635,-0.12404149438921763,-0.019536998924691296,-0.033148568503322984,0.00554423677305349,0.0,-0.02810327187202627,-0.009851730259380298,0.008070752174334228,0.0037730569433191974,0.017426401722695772,0.04841728848485494,-0.029571794552083364,0.0,-0.03551054277026766,-0.03496898093807699
3,1,-0.07444942915873187,-0.07576473611467124,0.19138397592598466,-0.028858642529260778,0.037005189519651975,0.10103847490322314,-0.0753913186964059,0.054523501696294066,0.03236307752993617,-0.03266424365908956,-0.0015713036191040966,-0.06645980255086444,0.018966965855001353,0.03879875447854835,0.012634944475631675,0.013843585858797499,-0.0293253354817693,-0.031765836741228556,0.02272057219292345,0.021299754651308962,-0.021087333924478105,-0.026747586221896075,0.003937992115280983,-0.03599477359393983,-0.004949628793439383,0.015824349064828082,-0.008510229324116164,-0.038838026050366396,-0.026271412147642607,0.07441309628971712
3,2,-0.04614207955337106,-0.008104935262386426,-0.19679015350272172,0.16266224076755248,-0.13912822796017915,-0.0549955789410273,-0.0924557839402873,0.04165891588222898,0.10399445893777,-0.029361512871452097,0.09641499166137027,-0.029006039130314576,0.019592403555156887,0.02612628604175321,0.030164079303659747,0.02756052417002408,-0.038234058811231535,-0.03522965343288252,0.04467613037671553,0.029675631382826487,0.04285414832190311,-0.025403528744423524,0.03373134601521276,0.09296720786598614,0.003981700171401398,0.0,-0.04806696310852509,0.14245952251344804,-0.027439196527897378,0.01639368874464514
