feature_name,feature_importance,rank
ic.eps.ratio,0.23618822738945566,1
ic.eps.s,0.23370938955447604,2
ela_level.mmce_lda_50,0.13033701783788706,3
ela_meta.lin_w_interact.adj_r2,0.08428796292148384,4
ela_level.mmce_lda_25,0.08335954448387055,5
nbc.nb_fitness.cor,0.08297554320758944,6
ela_meta.quad_simple.adj_r2,0.07711322063450363,7
ela_level.mmce_mda_50,0.07349075939776857,8
ela_meta.quad_w_interact.adj_r2,0.07277975655200226,9
ela_meta.lin_simple.coef.max_by_min,0.06430286727016035,10
ela_level.qda_mda_25,0.064163514362761,11
pca.expl_var_PC1.cov_init,0.059670331528072634,12
ela_level.lda_qda_10,0.05665399095969111,13
ela_level.mmce_lda_10,0.05642306636277058,14
ela_level.mmce_qda_50,0.05469138962029927,15
pca.expl_var.cor_init,0.05216499529948191,16
ic.m0,0.05072675243656441,17
ela_level.lda_mda_25,0.04487885521029303,18
ela_meta.lin_simple.adj_r2,0.041849733848552444,19
nbc.nn_nb.sd_ratio,0.041132348015584186,20
ela_level.mmce_mda_10,0.040307335131624704,21
ela_distr.kurtosis,0.03920526079381201,22
disp.diff_median_25,0.03879099842307307,23
disp.ratio_median_25,0.03670030478225108,24
ela_distr.skewness,0.035603184887971796,25
ela_meta.quad_simple.cond,0.03489605361774895,26
disp.diff_mean_25,0.034762627515277734,27
disp.ratio_mean_25,0.03290967196892527,28
ic.h.max,0.02963963449188503,29
ela_level.lda_qda_50,0.02346208605582459,30
