f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_10,ela_level.mmce_lda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_10,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,ic.h.max,ela_level.mmce_qda_25,disp.diff_median_25,ela_distr.skewness,disp.diff_mean_25,disp.ratio_mean_25,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_level.lda_mda_25,ela_level.qda_mda_50,ela_level.lda_qda_50,ela_level.mmce_qda_50
1,1,-0.1688536193583252,-0.20931492973491278,0.02372329879653945,-0.19709711220716064,0.048875004753531015,0.03039862465020704,0.006273885569688775,-0.002054313593010726,-0.007765216740320269,0.004063106549219653,-0.03838508325588086,-0.05385648222254302,-0.03545218825540458,0.0012005066784335217,0.0012965925861802563,-0.027516642751386655,0.025740109262576638,0.00485182022163716,0.02458290897630394,0.015417703863519816,-0.046135363040456734,-0.06890273016358028,-0.08955368683334891,-0.08164227759119547,-0.04626590670582997,-0.07996095825334992,-0.03510773525964017,0.11639465052393361,-0.01923304887071703,-0.00820988304248882
2,1,0.12744071135055413,0.1341518431986684,-0.04716114088552392,0.0031096717515763928,-0.03519317914127684,-0.09187910903307828,0.044013331111579124,0.009085925258497385,-0.012830816501990805,-0.4593975637456863,-0.030047963743189077,-0.022773149396529413,-0.024556017671102992,0.015488196688063671,-0.014525590920068554,-0.007379106739218155,-0.2198584287410047,-0.006273243684359997,-0.008515024668139692,-0.022470737330769264,0.016903675430102683,-0.03817840660590405,0.021146854781195212,0.02255654320559969,0.01512256544447993,-0.09746348130451232,0.0139722839952241,-0.09050873643978485,-0.03925974459854931,0.04314586964626721
3,1,-0.0860667207805546,-0.09346859551668833,0.00964535760243479,0.0431911436751882,0.14557708753874912,0.1140816101301643,-0.0392698534098823,0.05952511494123683,0.10476470324952616,0.01994948519992293,-0.03785232660244742,-0.053397740187229426,-0.014941144762393416,0.02296497005514167,0.013017926746624608,-0.02725801212454479,-0.014720372951404492,0.012281107169062833,0.06756370620791957,0.024633469188012874,0.033076012610289696,-0.0517852300134997,0.028850057853325867,0.028343279913796482,0.03578871410477774,0.03324055152371952,0.01803385850081307,-0.10155683440567692,-0.014696603115520235,0.0
4,1,0.010608571155056618,0.02203868916401272,-0.04325140650537948,-0.0154441400164268,0.13692427088158224,-0.20387141775322057,-0.030008407273519166,0.05432188651627684,0.21097253615187528,0.018495859588665453,-0.03205567513839529,0.014299541334796134,-0.014393089682776028,-0.0026484769731450475,-0.018183671823867265,-0.028849129062868448,0.13024771086052317,0.0024376788023697527,-0.05569540903639986,0.10628105977452756,0.019633539202335848,-0.03258141607456329,0.018032629174614567,0.017218841606308294,0.020171171480560746,0.04833515343392805,-0.025562942659951654,0.018583512335842656,-0.013259718627494727,-0.029005277218241532
5,1,-0.1608331149434723,-0.18266582759192718,-0.037425804073479285,0.024551951604817157,-0.1380115224286147,0.07914838672809688,0.1824310674081041,-0.001253724190934058,-0.21360167994654478,0.011321499839690663,-0.03455180658717738,-0.015669143618695314,0.014958498474999304,0.03944507816261089,-0.1913680092358916,-0.020736630156361735,-0.028757743294899885,-0.26398751207375015,0.026465054493233553,-0.11650413141369953,-0.00591725422985967,-0.0651381394720274,0.012930259522656917,0.027327078767871438,0.004503992993318717,0.0066453878079463236,-0.08027657891610568,-0.06351869548487776,0.024372075556449935,0.044810216685048365
6,1,0.29635252935413336,0.25802453981577983,-0.046901975834164805,0.09156941681753128,-0.19593362926295982,0.17988098710708664,0.11512932128979869,0.04567526233806146,-0.22289432235482232,0.024003568783396823,-0.04133411031494054,-0.07734424832995952,0.027719290005189717,0.02929628530013252,0.0034619068179606305,-0.02771384222294347,-0.007224223337047309,-0.0068216192052781705,0.005567130928057246,-0.11212494502521222,0.004758869509198488,-0.06387052244690399,0.018324385931624054,0.015843139689773203,0.0029985985367544238,-0.09073174893043517,-0.0073046485768135105,-0.042274133822591944,0.0014543881363567879,0.04075481185988722
7,1,-0.06830183331301239,-0.08826960794156517,-0.07825317714106826,0.10963992873363991,-0.1494402372211506,0.08924008761143314,0.1010227797991925,0.036509838943114825,-0.08020370173801583,0.03514743603779349,-0.04094821152199833,0.148203449604851,-0.10279809705402676,0.04554873829304894,0.031206829822204945,-0.03257804316895803,0.05507393520107093,0.04093234708797926,0.006284164372804699,-0.07378247865674412,0.0036157603911987878,-0.044009439876967295,0.016855769781133338,0.01762174048226201,0.009984133797895745,-0.006712633023519371,0.051134209326077644,-0.05348338887508532,-0.021538641106586105,0.05197454007568343
8,1,0.21541025990012486,0.2024647467496085,-0.010990389280385093,0.05638558677474892,0.07037334316791077,0.005005507593233538,0.0020425029205994316,0.06009311630843067,-0.0048863057965359835,0.02074537701276033,-0.04389454200198473,-0.053568613824832634,-0.029585171860837478,0.005743905189113774,0.03668969403042849,-0.030185628651181823,-0.005604438466555506,0.034888762434452186,0.017976801382351942,0.03121858204641187,0.011057815726234266,-0.0645398847732708,-0.0049312492803297026,-0.00287014943018149,0.010643726899919215,-0.05918555299513764,-0.034558067481508914,0.021122569680033648,-0.01803132319882042,-0.0068933743251836654
9,1,0.2904813256099079,0.2673441904753042,-0.007199788863530787,0.03019861381205169,0.08614873299254078,-0.18731722981828997,-0.13810352444714058,0.05958050180035945,0.20336688011395765,0.022791144133955554,-0.005471037868724604,0.0032666877911329273,-0.023747798050714197,-0.07679611022388244,-0.011569623871998835,-0.01821873491922532,0.0038533888349925327,0.011507825828951157,0.01129776298137286,0.07786925637384678,0.010288262779574953,-0.01922917118269052,0.0,0.0,0.010843379848546886,0.1833847720294376,-0.052103290666572044,0.31708315572469226,0.02026264997701177,-0.02251173287085062
10,1,0.5520365713283204,0.5080521990531448,-0.07668627493504343,0.21018304866183724,-0.057767374273169914,0.09608243814511574,0.23628501582436856,0.06403850934968602,-0.049569658656351656,0.056382544370353616,-0.03333623027792876,0.6502040283776058,-0.07712855329938262,0.09382044632623776,0.09425695975770743,0.03038828294360929,0.0546968284881475,0.10199374389827276,-0.02120243789450793,0.0,0.10961817282503938,-0.05475344494007195,0.13417635237132264,0.13084241533604768,0.10994054919234397,0.023438372169165778,0.07795467334841222,-0.011739102521425737,0.021194703881519672,0.10718849899138716
