f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_10,ela_level.mmce_lda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_10,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,ic.h.max,ela_level.mmce_qda_25,disp.diff_median_25,ela_distr.skewness,disp.diff_mean_25,disp.ratio_mean_25,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_level.lda_mda_25,ela_level.qda_mda_50,ela_level.lda_qda_50,ela_level.mmce_qda_50
6,2,0.2940293857226943,0.2618528057231969,-0.04154657413086338,0.045531727806138865,-0.1461916425806234,0.06293151720757627,0.06436699003028538,0.05459901436408092,-0.20774123974436365,0.030521973813055898,-0.04359007842687543,-0.06746366799886647,-0.03417018978660256,0.01385250049706452,0.05153304424271349,-0.03588164920719068,-0.019884533063036936,0.05596799613575643,-0.002661049164030996,-0.0928770170137481,-0.0022257319701572426,-0.06755047842423688,0.002665925318665369,0.001766284729937062,-0.001832798744730141,-0.12676837795149035,-0.021752715319250618,0.004754263315214976,-0.014029082483835265,0.03143289074358899
6,3,0.3003127763070283,0.26461899799330635,-0.038688229076325464,0.06433355977777655,-0.15373208283830597,0.0924377404421567,0.0778271009446399,0.048255455182491566,-0.24451756920193607,0.029759019080002974,-0.04227360693599384,-0.06446412260828882,0.0014229739824972408,0.020146837474873384,0.025065202002860713,-0.03862451103632083,-0.03599723949530611,0.02609656338059647,0.0009175893518516502,-0.11250076299095653,0.0026647044619190104,-0.06972153296073129,0.006664324729392431,0.007972989353733011,0.0005079783390006054,-0.11931623411144762,-0.01205787450086284,-0.008263984638865844,-0.012648145952902477,0.034795135216375936
6,4,0.3026046681918263,0.2591441045049457,-0.042403013019636594,0.07793639821587912,-0.1772752475504064,0.17806564347375328,0.10636985908734535,0.04467696298783752,-0.23995196838406813,0.030078292783020603,-0.04197406410268892,-0.026849279200403385,-0.02703502634964739,0.026225430951365168,-0.0231063077202234,-0.0341355678038994,-0.01715514977072405,-0.0359494356980474,-0.002373046535162765,-0.1269712235687146,0.0030837903011140116,-0.06931138640175415,0.008708428220094898,0.011503763234077948,0.0014299260979105215,-0.09102545379524814,-0.005878443179202386,-0.003167292934936016,-0.00886482999231019,0.04243808695438389
6,5,0.2799114043214673,0.25343514882828927,-0.039620988558746,-0.06961614424396464,-0.05081258240367938,0.033119321394535196,0.025432955365619722,0.051018680550931006,-0.1399367419957505,0.02768262577238478,-0.04763789836454085,-0.05442913554112232,0.027670161189047828,0.01356487600773708,0.011513281137374959,-0.04007894118676161,-0.030287019820178646,0.02372448792637829,-0.019444648985096395,-0.046055078302298214,-0.007441544254089936,-0.06286928827315298,0.0028753134199521156,-0.0035645720279086496,-0.00542879680124949,-0.031220378147802166,-0.012866103650723616,-0.052222260203456265,-0.01862378564390751,0.012762356376495327
7,2,-0.0665215963737385,-0.08672516713068401,-0.06645465273517534,0.04961207770716353,-0.09415605204760613,-0.044734853814256625,0.03697178573513282,0.037963136217298576,0.07217895445473477,0.02933779314744714,-0.03893106021910875,0.011744569547724237,-0.13481761358967637,0.032264360119707694,0.009224942518789747,-0.035826127600993574,-0.00607953718044435,0.003995670248090222,-0.0033463409998994165,-0.06589268470139867,0.0,-0.04417608011582891,0.01134148649212538,0.013900067996126003,0.0,-0.02597080817435332,0.09218949402465057,0.005313882640520282,-0.006618644567810583,0.050057622686524084
7,3,-0.07542324712610395,-0.09178567520290982,-0.05948827323402786,-0.042453032188145806,-0.027212528950171545,-0.030850752533256406,-0.07636081848821993,0.04032152691577628,0.17986490407902797,0.026586592047905123,-0.034433168083778554,-0.06266344488684603,-0.11617880998670402,0.02316122155764562,0.042099538015488616,-0.033513181861977645,-0.020205558791342115,0.03597885266530479,0.03467867323031519,-0.03159945359209973,-0.03455285069097129,-0.03983637383573016,-0.024689754112983603,-0.029114023376998366,-0.03303556769250593,0.02001648222909852,0.09972401197902706,0.23554975554935734,0.033535801186900034,0.054202935869675034
7,4,-0.09422162538035678,-0.12091086026268794,-0.027598523277128167,-0.020051436535334227,-0.06285787379708173,0.043443048323993844,-0.027976880993590914,0.04747194844210206,0.008290254544219666,0.02344921887665266,-0.04590925020287098,-0.07486156791169302,-0.07602172609116725,0.016933605500766752,0.0,-0.04070320782647424,-0.027690564301772524,0.01653748073551059,0.09214944848137133,-0.061903538632354205,-0.0031622653581970805,-0.0572841900814125,-0.0014082659048293977,-0.0035883042093729778,-0.0033050178883473613,0.00689813315908594,0.036396105889997615,0.09944481025539709,-0.04740089809274617,0.03695204838138011
7,5,-0.08641479923565851,-0.10600981225540973,-0.061102745570285166,0.035635332756921156,-0.1190829403913583,0.06112477607849123,0.049278295176484355,0.041452527271123946,-0.04943485103014475,0.028412078393178858,-0.04588868504292426,0.014062210600439884,-0.10949222104986245,0.022235081755236724,0.009658090688945992,-0.03911990753029726,-0.01674506713700391,0.010332688997211875,0.014933672410255172,-0.08430863712239722,-0.007560037615599091,-0.048346148160061386,0.0009396329425861438,0.0032168756325116066,-0.011955087929837738,-0.037057061830670035,0.03511040434368262,-0.017040026015235465,-0.025204550966873074,0.042012977550169084
8,2,0.26890524449971887,0.2520620492138324,0.003524741350657473,0.0,0.028124430764873587,0.1104837577746495,0.017683164230080484,0.0640849848524861,-0.11605744221892561,0.029450754960660797,-0.04212292652926718,-0.05190772475275088,-0.016367722993509,0.00969720866574808,0.07797492349793572,-0.031333321547426435,0.006370385110166771,0.07202599270993018,-0.01489896361273188,-0.02802227788831288,-0.0148111053068051,-0.06578537089511666,-0.028064107785302717,-0.027393849914281815,-0.012976232680055738,-0.10519958380365618,-0.023475609012093474,-0.014347026559723891,-0.020403695163076357,0.006879306145574526
8,3,0.2792708203943003,0.25243068037681665,0.014519362808975339,0.0011688418031260694,0.03915348353808404,0.09076299574087093,0.014535412345810461,0.06552595474243608,-0.11325675003303176,0.027312037748842027,-0.04220743623968168,-0.048115977784616404,-0.008355656782079751,0.010892562307199066,0.08100738785967129,-0.030834118190825932,-0.02710613708512183,0.07983845942005219,-0.015534057789214767,-0.017497295499335902,-0.017179875990285087,-0.06699321851633844,-0.03037118711201442,-0.02993918814581828,-0.01937064383699777,-0.09754047790275094,-0.022431446843539565,-0.016026541003330758,-0.016194801461975883,0.007590865706112948
8,4,0.22799345016295902,0.20922468954277135,0.008632716208821445,0.04101439583969252,0.07642675426735757,0.014898086804938093,0.010952930371886993,0.06449590140118527,-0.050187194049627515,0.025872017559535998,-0.04582505429534989,-0.029470696321090006,-0.011448840020584078,0.01097123012597212,0.04004671753764072,-0.03174572443537571,-0.009291812048765336,0.04246984313848534,0.013418319436537818,0.01353294167946284,0.01909265956653905,-0.06885702860769954,0.0034789799940629917,0.0037324208867209885,0.01986150057788605,-0.04894898490771585,-0.03477748264044883,0.025460277442573787,-0.023324263307760884,-0.000986720932118157
8,5,0.263710305728003,0.24019673802036776,0.011096669914532925,-0.02223186042559172,0.03736301183771165,0.06068646838078623,0.015372386642690306,0.06491915449476252,-0.08455882094805259,0.027753796808443476,-0.03941685992452293,-0.03955309724245676,-0.00470741434553637,0.009444538996238663,0.08304765052717009,-0.027145222239171762,-0.0306044115829249,0.0794540905987772,-0.016898248701156693,0.0017588262596316129,-0.023530109611114708,-0.061311956803685924,-0.04250450208706408,-0.045857732846562124,-0.021024840378085996,-0.10622177177305366,-0.032981519951723715,0.0093609485377395,-0.021352861066110576,0.005382759864258291
9,2,0.29062992936829957,0.2682549338441089,0.0014895076662900797,0.02033626456367421,0.07355703469094738,-0.1817613665116221,-0.12106295203701217,0.05820993404500596,0.18400218407032043,0.026350500762881146,-0.012136848109714604,0.018676576263977174,-0.0072985768496319214,-0.06522995513390373,-0.02232572695607493,-0.01583963288299811,0.0025942522894529807,0.003451201983811103,0.004206995515453837,0.07027578510305343,0.00796456053851441,-0.015256743377439042,-0.004505286096516459,-0.005312667864833476,0.007946875461714797,0.18244878884636673,-0.053328192389646534,0.2673941520007611,0.017021889710916838,-0.01950791304911159
9,3,0.3007611023780292,0.2737686455309187,0.0,0.018796086408612744,0.07350112889141536,-0.17352117715560206,-0.12572532563817396,0.05765125893241341,0.18397216144199147,0.02782798048390256,-0.014385410794577003,0.010917173124175727,-0.0024275478950739338,-0.07447422261897824,-0.019545607395350717,-0.014930181296649081,-0.0031074214342022843,0.007480125981591035,0.0015891369510344089,0.06844102037443678,0.008888639650119101,-0.018613092935741427,0.0,-0.0014107049952766237,0.013026130094457078,0.184113451780062,-0.049398529941092395,0.2761682163473321,0.019480567278363503,-0.019119340530239448
9,4,0.2877096086968205,0.26551648009314477,0.004412365258851414,0.022672130344625452,0.07742945717656474,-0.17677878169328748,-0.11962793215916423,0.06048127361997413,0.18421649107293314,0.02726625154985951,-0.014755513372724738,0.01624346805606558,-0.00891784323351269,-0.06573850149636534,-0.020931934376377026,-0.012665862956374119,-0.0043218101005836895,0.003517238918154808,0.004261574086388054,0.0713111267920703,0.009533143267185573,-0.017636223644660665,-0.0019445668200110955,0.0,0.007881083381527654,0.18451308870285954,-0.05272671066888829,0.27633193854661486,0.01861521658626908,-0.016549840536639104
9,5,0.2908915609859676,0.26935683142200806,0.0,0.02620809289447379,0.06961678307230768,-0.1843147979203258,-0.11953314739267812,0.05854791866065978,0.1814279115323203,0.029439647116441592,-0.010469784415795602,0.014885381861226454,-0.0050471201712740665,-0.0682711654721897,-0.01908927165442842,-0.01634450074993843,0.008371516780529442,0.008840009847002395,0.005064097745913043,0.06971289976988304,0.004530416083398325,-0.017240794390984693,-0.00511240599083973,-0.0024158556478953708,0.0047923574697552596,0.18195315058665584,-0.05073528471428712,0.2758922573266246,0.020350778473015585,-0.01591670878525364
10,2,0.5397083736684962,0.5073114581072737,-0.03582498911626719,0.15237161057869897,-0.06646564322786919,0.05126249668906402,0.19716576561652488,0.05586986397836746,0.0,0.04345175091779652,-0.023319612924746602,0.624754960627723,-0.12139613029840102,0.09217777734045218,0.033545501922834786,0.013334428061841486,0.03578138299390621,0.0949824394881833,-0.031025084466330455,-0.02044152741533689,0.14441782566984696,-0.015580797528619517,0.11960491488580183,0.1301509751100538,0.09735178258900246,0.016482152687846252,0.13732265147366185,-0.07749843436867154,-0.008960851415305893,0.11473156733929546
10,3,0.5409192909272535,0.5370795602104561,-0.03702868505350154,-0.06194029082237784,0.003876416505111946,0.1372370673228107,0.017298519488054165,0.04194616084515301,0.21903275205896677,0.03859024426223878,0.0,0.020725827952857268,0.012766123742721014,0.0750108150118356,0.11222383297011218,0.010860809681882078,0.03896254560787504,0.07608201928556113,-0.04635244535670546,0.0,0.03829722489066012,0.0,0.03546951021327849,0.0519613535495973,0.04640250869538676,0.03777201619041515,0.48230611584204186,0.10949704193218834,0.31210176338548457,0.09005342290405505
10,4,0.517082308695469,0.5122751860811321,-0.022335807783766537,0.15260831652837514,-0.08476905350058717,0.14939044722595174,0.2816500007936604,0.04855047883602204,-0.14718850797058125,0.0727934563872994,0.0,0.6828739914365785,0.08518333756814189,0.10020971561677872,0.02412032493585614,0.023086165483670484,0.04028655362827993,0.07185905702577933,0.0,-0.04077379231842615,0.08374241876266875,-0.016408555276192338,0.08098630737901957,0.08502331878622371,0.06948773369107086,0.03484202100255285,0.0,-0.012163205057524884,0.0,0.12821144609238466
10,5,0.5619952630256657,0.5180576799868932,-0.014593724176388267,-0.05538120495554111,0.016509121821854045,0.1431217165572103,-0.0635126063497573,0.06593973725224189,0.21744355643600732,0.03442134446241196,-0.0018086363309246511,0.017217003515975104,0.09288986491120688,0.08921560870382406,0.10187402539975565,0.002501422648701901,0.024260282853768356,0.0422840045740136,-0.031134963013630168,-0.0031907818452694414,0.027595205335638084,0.0,0.044500666023375546,0.054822829102596726,0.04862381801632987,0.04442776098524015,0.4713461723161987,0.08268031261078868,0.3657661643182921,0.10956507877675126
11,2,0.27746969712055464,0.255682227475982,-0.018473656825364948,-0.0532914815886506,0.006579079315813752,0.06108357174833293,-0.10689072546297024,0.027437000597740846,0.06881808889109814,0.023347474547096098,-0.013812332878706673,0.011103159131502116,0.11984979814964072,0.03679512528087506,0.03590431898039359,-0.007521953112225199,0.006102476401697143,0.03226647458056539,-0.029010644526726415,-0.00803418940135009,0.009096911277011344,-0.012601889526031584,0.007562603505982146,0.006771190159008955,0.008851410571261653,0.010397977782640344,0.2758455815994784,-0.5893345850258309,0.05317558450775914,0.041480056570312285
11,3,0.43954274634320717,0.41122265354218446,-0.07801201728826557,-0.09779365496658288,-0.017669880536464455,0.03035047315763517,0.043556416547261056,0.02503289433504885,0.03788689268470924,0.03357935110562926,-0.021930527800062993,0.0531279895867266,-0.46381597133717206,0.04917678698807926,0.07110112179293382,-0.0060533555500768,0.025447163483136692,0.053528572357598336,-0.18114426760034036,-0.04167952736268238,-0.034283710530149225,-0.017988781281619792,-0.020750838022298268,-0.024087611384585095,-0.03259027269927672,0.0,0.31710627243611783,0.06541127887099596,0.04383769091140599,0.07216276535219901
11,4,0.3865663842929513,0.35923992153464535,-0.08563331687141523,0.13313016230195285,-0.04220650944298776,-0.05182651250563264,0.06956431656910989,0.025692232815535565,-0.030345839642845762,0.037704679823998055,-0.017211590304568425,0.17742987732610094,-0.5416106129712849,0.056524609835457706,0.06980035163966236,-0.008550454741344027,0.02947699187712416,0.059700474225628186,-0.1404621850196583,-0.040844407332025545,0.025772078894822747,-0.01890570497177868,0.03525080614515397,0.037958633045858337,0.02543910317433573,-0.01315498901900225,0.19939032617766833,0.005447446272972889,-0.04416142070343454,0.06609691812585505
11,5,0.31459347921798836,0.29575799636380506,-0.016814434363908337,-0.047120432556726044,0.0090188141607499,0.07062997510543007,-0.08758343044576278,0.026354817959131527,0.07220919001859216,0.01739390235672275,-0.010296516244320486,0.018382161660116025,0.09024012896023004,0.04688301073857537,0.039274875323369374,0.008454876663229915,0.0,0.026727819786202034,-0.037473561031264646,-0.009544887862110218,0.011732537325872205,-0.011394450576654058,0.007663427455185612,0.014441854621975947,0.011346997378491708,0.003659752046713316,0.2885882954726255,-0.6243112608917416,0.12843685451600628,0.04916092820571738
12,2,0.49516474372618546,0.5537577461995122,0.07390006144636785,0.0005879972594320382,0.05650702264789409,0.07409912508090644,0.09428662566853907,0.037337473238028496,-0.012679894384621582,0.04490969208427886,0.22434780562980983,-0.013187495195008836,0.054350417944183826,0.05944546048131216,0.04781958488679172,0.6557081705362493,0.022063081814389207,0.05607907370358478,0.1136385931936561,0.019508580934511688,0.02562900741664631,0.31957661890986255,0.03552936532142703,0.02792994020477879,0.02881638694310662,0.04547402924245292,0.016570171842442027,-0.020612354429127455,0.005614516527485014,0.04879748908189985
