f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_10,ela_level.mmce_lda_25,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_meta.quad_simple.adj_r2,ic.h.max,ela_level.lda_mda_25,ela_distr.kurtosis,pca.expl_var.cor_init,ela_level.lda_qda_25,ela_level.mmce_mda_10,ela_meta.lin_simple.adj_r2,ela_level.lda_qda_10,ela_distr.number_of_peaks,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_50,ela_level.qda_mda_25,ela_meta.quad_w_interact.adj_r2,ela_distr.skewness,ela_level.mmce_lda_50,ela_level.lda_mda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_50,disp.diff_median_25
1,1,-0.21558998401115737,-0.2179239346800188,0.04172339750771037,-0.49509599753566613,-0.03732141545668144,-0.013085612031270788,0.007702031551684252,-0.016514037969299067,0.02333574985365594,-0.16534493823399232,0.1451914173307669,-0.06677203461171066,-0.04386141601377247,-0.26869361264553127,-0.020692866365439766,-0.013445086068095358,-0.029468658218205324,-0.05196905400875329,0.05646248297304646,-0.026593457410073462,0.0,0.05984696064712414,-0.06763833969725874,-0.0670203670455527,-0.03234915968711727,0.004223963813608345,-0.00852119042104682,-0.01779618240513936,-0.0013220938238291957,0.19428516463493484
1,2,-0.2444383040350372,-0.2431779090798376,-0.022586620836651305,-0.3234069970367828,0.17323437810342612,-0.2532364888770622,0.035722609413974205,-0.08126345118204581,0.02407702478183238,-0.1329291203276356,0.09991554742560893,-0.07712622903620725,-0.05110221190930231,-0.1459633237607738,-0.0686537933824437,0.09693605767051072,-0.052569825407225546,-0.03918686624967915,0.11683993487399091,-0.032883159206415824,-0.057342633862773384,0.007285379161460326,-0.016541582409318578,-0.06213679360725766,-0.027644619123647685,0.035558866603908834,-0.03860238399037641,-0.040746058000626806,0.0022658696537007916,0.07284916680941445
1,3,-0.24974514699190775,-0.2503031512996925,-0.02524075261053249,-0.3492768464595841,0.21346058813269198,-0.2310649065636008,0.020808258588583373,-0.03738868809507889,0.02816329698980724,-0.12735854901570054,0.134343374937411,-0.06287419481876244,-0.04450909711076123,-0.14961828975031233,-0.0726059559101,0.13513035948219854,-0.02872492557777495,-0.035951488830718414,0.12546606304054841,-0.03812829757506775,-0.037068429630089605,0.006661704451414008,-0.01114054724267921,-0.06868428954183703,-0.025674037467825706,0.044264444551732174,-0.03219072218760066,-0.017985105878082774,0.004055889166283966,0.087787389025896
1,5,-0.25479594875132316,-0.24976726434191054,0.0,-0.523240691646512,0.15363423805840093,-0.14729058881589152,0.016109933773654328,-0.07120800244976522,0.0337075751573046,-0.15947258750840976,0.1370214218750816,-0.07373327110843686,-0.05596492805707032,-0.22331649224427352,-0.050358700841988124,0.11273740505501229,-0.04825529238693149,-0.033224181144128284,0.09734972484699334,-0.0389985633580785,-0.037855682286822345,0.03005757413956056,-0.040187699667113774,-0.07532385135967146,-0.030722826443827955,0.029280037049074448,-0.037693505402639715,-0.03258200292030733,0.004782941248247741,0.12746584222989732
2,1,0.126147102735081,0.11281945461881593,-0.05493386554119756,0.07326130641630169,-0.0335026832495573,-0.013502996323492555,0.012965607360157283,0.09394162252940175,-0.677892838029404,-0.08359100601652403,-0.04933896770275148,0.03629680230386184,-0.028672278095276504,-0.020194658869875426,0.016543514480643173,-0.06481967191686011,-0.045987163448709345,0.01637744241952266,-0.06228215214655386,-0.02166971318267369,-0.014747483235019732,-0.0693755252517275,-0.021271447139354582,-0.036531941743447344,-0.019097736819898625,0.010757495811268392,0.07388735244526912,-0.06938491440725147,0.0,-0.04383992653334445
2,2,0.1824932439895674,0.15131997222182542,-0.04507631380823024,0.06096823832737319,-0.03718790817821138,0.06709870609917284,0.04052200549801743,0.060272721464872725,-0.7573388409102452,-0.10657480928024066,-0.007402491230941055,0.1286755537080252,-0.042981805815815066,-0.03802859567286582,0.12711176836233895,-0.04481247228729446,-0.026959134195302825,-0.06350896234117637,-0.060036290525601554,-0.02598849467296027,0.0,-0.11274376397910202,-0.19855874166403875,-0.03293460209714061,-0.03186130939306364,0.0,-0.014690773511386868,-0.051080779510743135,-0.0029214125293410276,-0.06943014442158235
2,3,0.23651465123638177,0.21032731210423966,-0.04017240615048284,0.0959117727851017,0.03886138584942532,-0.083076762189469,0.01620382132070952,-0.0625480525135721,-0.5381588156534507,-0.05277614112594803,-0.11442679531319944,0.09566694746365492,-0.02172855749568406,0.0062643495290005125,0.05867909323041427,0.03535049763618281,-0.03186733609182951,0.16487842915471307,-0.15175754270419425,-0.008149053528629269,-0.036169479914807706,-0.03722965790931235,0.011725086551864106,-0.02105864684811745,-0.024803601083214444,0.0457691740821041,-0.023257878978863777,-0.035129982504900986,0.0024310373999485713,-0.06612028374531065
2,5,0.16107737751826137,0.13823525148921872,-0.05751832013000058,0.053980780226776715,0.018078560914993713,-0.05736444621974196,0.012926689275987002,-0.05029325322662903,-0.7327619524541977,-0.041921620788575586,-0.07424248765928515,0.08003960360594642,-0.0183939820613207,-0.03547954458510438,0.02916867153893954,0.02859834755705004,-0.0476787151752881,0.07120650659990269,-0.09931532209621174,-0.018720099464068773,-0.007982714889678555,-0.04473770276788769,0.05899023280476551,-0.025238101648120792,-0.020516143910376372,0.011529389909654048,0.009216981904750399,-0.07565711293684607,-0.004996123318469992,-0.05470506043311307
3,1,-0.0985326739922828,-0.09118512779242566,0.020904108758238005,-0.00423314389191163,-0.07454979409957205,0.07559824257045127,0.07177332195083617,-0.06067537029415233,0.033994125222145455,-0.07597392984265311,0.11382463460437217,0.05065922403573847,-0.04279873130839987,0.10566502851923576,0.02443811614791739,-0.00868473910445838,0.0205446297671435,-0.030234873266180327,0.06184978052922592,-0.03157336283652181,0.055699866923315314,-0.0443182313831988,-0.004891486570948362,-0.053146011089736656,-0.03597045270744983,-0.003989806285009664,-0.01538390708805416,-0.009079417036984935,0.02018280230057308,0.1609357048470632
3,2,-0.032425860023970854,0.0037881830736161692,-0.09090910036579077,0.022321588044024815,0.017942201870020102,-0.10381243488680932,0.048421094643185614,0.9769154987331138,0.028835848821789772,-0.047410202521253525,-0.17096572682256758,-0.014555332981949873,-0.041532445484646685,-0.003785895048737359,-0.03130439937640986,0.03359738739697726,-0.023152419579724748,-0.03808724766229202,-0.14840321386892466,-0.0308620931867499,-0.04188816831972808,-0.01626284105074391,0.04368810679836224,-0.03772382206665706,-0.03684533273182948,0.06505292344730812,-0.06938172140758204,-0.03296785760064172,0.012220673552469613,0.021678010055152686
