feature_name,feature_importance,rank
ic.eps.ratio,0.17142743836883098,1
ic.eps.s,0.15891803112937714,2
pca.expl_var.cor_init,0.1326615981100949,3
ela_level.mmce_lda_50,0.0867884201007581,4
nbc.nb_fitness.cor,0.08510330542463784,5
ela_meta.lin_w_interact.adj_r2,0.06800217709138345,6
ela_level.qda_mda_50,0.06061555500473543,7
pca.expl_var_PC1.cov_init,0.06009599956972591,8
ela_level.mmce_mda_50,0.05963730791421435,9
ela_level.lda_qda_10,0.051912365738146,10
ela_level.mmce_qda_50,0.05177798771511521,11
ela_level.lda_mda_10,0.05139897674851209,12
nbc.nn_nb.sd_ratio,0.04406996849730563,13
ela_meta.quad_simple.cond,0.04203509551208834,14
nbc.nn_nb.cor,0.03904970629388846,15
pca.expl_var_PC1.cor_x,0.03712886804470283,16
ic.eps.max,0.036740558975311456,17
ela_distr.kurtosis,0.035552192351176015,18
ela_level.mmce_lda_10,0.033513125257344026,19
ela_level.mmce_mda_10,0.0323025995199994,20
ela_meta.quad_simple.adj_r2,0.030880885476634295,21
ela_meta.quad_w_interact.adj_r2,0.030619298511586516,22
pca.expl_var_PC1.cor_init,0.02807431389090152,23
ic.h.max,0.027524743618953507,24
ela_meta.lin_simple.adj_r2,0.026801696710057457,25
ela_level.qda_mda_10,0.026531387220260175,26
ela_level.lda_qda_50,0.02617133975239601,27
ela_distr.number_of_peaks,0.02611688752461579,28
ela_distr.skewness,0.024565986256749616,29
disp.diff_median_25,0.024536629515634286,30
disp.diff_mean_25,0.023609217125195873,31
ela_level.mmce_lda_25,0.023221164649013307,32
disp.ratio_mean_25,0.02319525770476007,33
disp.ratio_median_25,0.02299207525286275,34
ela_meta.lin_simple.coef.max_by_min,0.022706765966622373,35
ela_level.lda_qda_25,0.019788811291873796,36
ela_meta.lin_simple.intercept,0.019528620479512114,37
ela_meta.lin_simple.coef.min,0.01661311500268905,38
disp.diff_median_10,0.016495558230523292,39
ela_meta.lin_simple.coef.max,0.015562303780692495,40
ela_level.lda_mda_25,0.015506195971414892,41
disp.ratio_median_10,0.015034138500644877,42
ela_level.mmce_mda_25,0.012629131175259212,43
ela_level.qda_mda_25,0.012575465710219759,44
nbc.dist_ratio.coeff_var,0.01230839036004989,45
ela_level.mmce_qda_10,0.012166401993214344,46
ela_level.lda_mda_50,0.011011872542468562,47
disp.ratio_mean_10,0.010238753329895668,48
disp.diff_mean_10,0.010070159898585099,49
disp.ratio_median_02,0.010029630334054025,50
disp.ratio_mean_02,0.010001621452548308,51
nbc.nn_nb.mean_ratio,0.009942730782505451,52
pca.expl_var.cov_init,0.00988596969122132,53
disp.diff_median_02,0.00987725717082113,54
disp.diff_mean_02,0.009800828910220985,55
disp.ratio_median_05,0.00859601596254356,56
disp.diff_mean_05,0.008586227399531871,57
disp.ratio_mean_05,0.00847716818270144,58
ela_level.mmce_qda_25,0.008241181732749127,59
ic.m0,0.008156928700869802,60
disp.diff_median_05,0.007962851308285503,61
