fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.1134331104415303,0.33756059087941587,0.09989034676714859,0.16410362522291805,0.9832651313612206,0.8572758526615929
2.0,0.09856349030378926,0.41062222067551196,0.09984924701399028,0.17917827646225548,0.9870884544372497,0.7576755691425885
3.0,0.1502873594788323,0.3368879426812213,0.0998846787545416,0.23780809757100202,0.9531806981723725,0.8831391906063701
4.0,0.09331111200011481,0.31814080073405776,0.09994678645164157,0.13904871015721754,0.9923242278994249,0.8450172247093631
5.0,0.11509067988813375,0.2771615586497137,0.09985806955861809,0.2144400862813958,0.9821806767154346,0.9198767772417799
