f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_distr.skewness,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,ela_level.lda_qda_25,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_level.mmce_qda_10,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.min
1,1,-0.2927047238930831,-0.3073488008761591,0.1159323343541312,-0.4271578231545452,0.04988014477253688,0.010020334427733868,-0.042837294894853106,-0.007872773139448896,0.005771912700559545,0.0037397343995450583,0.04573859501354105,0.10431185125067577,-0.10299412828538312,-0.05178590802678418,-0.04283074357178629,-0.06785936804718462,-0.03574286314339614,0.005887333580257725,0.006340271333432512,-0.020931085354124468,0.012440303422946553,0.0021203895147383633,-0.022052934712486816,0.00455563462410935,-0.026670142933454377,-0.005066270175372312,-0.047836625155340595,-0.019044811502816117,-0.10605752516899003,-0.018818551955375407
1,2,-0.2607087075544352,-0.27436441825491276,-0.04135296118658904,-0.32127849514691664,0.16732354175641845,-0.06951268871205851,-0.04044898278149339,0.05189326911389203,0.06552871158054019,-0.07586605396401658,0.07487591500666557,0.029825924523948055,-0.056820545509637166,-0.047622498322028806,-0.04334180194991222,-0.015355468620570356,-0.01615386217647985,0.010944562754227949,0.047697592190942495,-0.09173419800276805,0.012221069185587241,0.019409109820882287,-0.12218480484279803,0.017279946214546316,-0.01772262804203939,-0.01364475881936722,-0.023202812894477565,-0.01782722214899579,-0.06480644238083533,-0.019447392635857375
1,4,-0.2771086416740379,-0.2930472722476608,0.013302434855226863,-0.36637321719789795,0.12334158222452307,-0.0402247869514365,-0.04303024640345965,0.036639449559254356,0.043245143772076666,-0.025459319131492575,0.06401888753445495,0.05002474771561227,-0.07061980334269025,-0.05015562638611859,-0.04622690569963073,-0.035573012656999636,-0.03711621105410934,0.007229437053900112,0.02769712449615236,-0.11354828779467252,0.010131125435142718,0.012498386512103998,-0.08620416458672042,0.012999825470491166,-0.021629601724966974,-0.008677627337782545,-0.036277574048496186,-0.01817283862374064,-0.08151048562096241,-0.018331456735958485
1,5,-0.28135190077350614,-0.2964851776286221,0.016346836882472404,-0.38055182958902045,0.11669155681251064,-0.03585723225616683,-0.04126921949198892,0.04880962555774454,0.04120047193786125,-0.012453546733480647,0.06454040444057108,0.06089896272028261,-0.07876915095279524,-0.048629245557262,-0.04303312563202355,-0.04163016031029165,-0.016895670973111787,0.007098222201918913,0.02628400142787779,-0.013520065417249816,0.012308573844708848,0.014878809120000613,-0.08283178918342404,0.01875302378181043,-0.02511336523465546,-0.010258317283452056,-0.031202279553269263,-0.019795383400977917,-0.08638486629504649,-0.01909122354294812
2,1,0.4951032895431632,0.45048951220249844,-0.17232500313988175,-0.17257751751520867,0.1841143204031105,-0.050251196271192455,0.00839288648559755,-0.02133587119338154,0.11479981203961032,0.03663473098440062,0.03885207680858738,-0.11549667037679923,0.023168027850023698,0.8990246823491941,-0.030764155394809478,0.10803977950811827,0.09967663552086525,-0.0008335656008765513,0.06996122091884072,-0.0642298059734272,0.02493505190394618,0.03514647499087853,-0.01373309517725152,0.01638871879595105,0.05023865904139968,0.014034689007903722,0.026035751887044434,-0.00655810083949282,-0.0587913846195085,-0.009612310557020498
2,2,0.5364605469313095,0.477204433572739,-0.11581225816739993,-0.22144412976283756,0.09495227937823392,0.003653954782214419,0.008550756016451277,-0.0016255675386100954,0.06781173865675494,0.03032927139540953,0.03899300268512862,-0.17886661859014286,0.01582730567452839,0.8248984906799766,-0.032329631218682486,0.0646203771183842,-0.05803570235708699,-0.005228833008152911,0.01765433924494708,0.012193418758663421,-0.04388958868371695,0.040609864119147354,0.18320194766536324,0.01199565982270867,0.1023635248221324,0.18778624838836055,-0.029877978380944192,-0.00697733177846227,-0.06606919932610433,-0.010063380948927891
2,4,0.48763328469968414,0.4142425621237902,0.09156319760749998,0.10905560936888836,-0.04139341251888773,0.06894176251490958,0.017052977667102454,0.012924615504227965,0.0739166320536131,0.048793920574802696,0.013794906519571715,-0.20916012900711733,0.0059178833391994035,0.6964927897933444,-0.026419718174514273,-7.122964816907995e-05,0.14285632858185116,0.0014726607862018959,0.03368265088659084,0.022198737832612725,-0.018887694464403082,0.034153463066683765,0.067211286920009,0.015528175654103693,0.12633206013745446,0.02862882947243084,-0.024501121199784093,-0.006227108888412047,-0.06269036609512701,-0.010162585535681945
2,5,0.4584203453884176,0.4230611930560344,-0.1441077675247494,-0.12339599450596694,0.17588944828420006,-0.04663841239132005,0.013313589493225697,0.012449631474639178,0.10300478694492221,0.0016826781737648844,0.03771420964331962,-0.08339541005056761,0.01834151678760798,0.9792644538055904,-0.02617799891042938,0.06355328240299474,0.26556758168205197,0.0,0.06537398384405801,-0.024815666271386982,0.029046124870425905,0.03371527826985399,-0.12237328289529492,0.005620863696960021,0.08418822766931755,-0.04318301645558331,0.037680599180501706,0.0,-0.036191278215399914,-0.007159402654628444
3,1,-0.159504235772136,-0.14836626384383056,0.06919509441411148,0.21784336730353943,-0.0059925635110885805,0.05785785845516952,-0.040770158349675914,0.002013733598398751,0.05417788908267928,0.038671905105769074,0.029996698560305526,-0.07189974426686495,-0.005752144122074115,-0.04390019347120103,-0.041201389358384494,-0.045514087405868674,-0.02197105828930508,-0.011474304165157781,0.012565882689068122,-0.002143672851862649,0.023180539221089917,0.03990674504031652,0.021634783100151905,0.007980294579212843,0.024880652106126472,-0.007855910765891365,-0.03274954117111015,-0.016955047286562566,-0.07292448756771054,-0.01644847596016369
3,2,-0.07390087974199289,-0.014750145542695367,-0.25487369329582854,-0.22785018972530308,0.24776154155137387,-0.045007212269407446,-0.03915861554767733,0.008179934846446316,0.1368725459499377,0.02332787386645596,0.05257303738935762,-0.0820646692551262,-0.002425434441459623,-0.008547442042687578,-0.04050667511038943,0.17261224961436974,0.03244522645988632,-0.016651132850878,0.08023264229354263,0.006662667534928876,0.022301021724939196,0.03611223520960442,-0.0835862831873745,0.0034241684112837206,-0.0017703292113818436,0.14597985056775772,0.1199609530028524,-0.016827503035541536,-0.05239704802901211,-0.016584958801458688
