f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,pca.expl_var.cor_init,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_distr.skewness,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,ela_level.lda_qda_25,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_level.mmce_qda_10,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.min
11,3,0.5218076284031907,0.5024978749326855,-0.2816684945604364,0.1550271386629401,0.11815245800095464,-0.06030559362383581,0.005498328471174485,0.05036228089304129,0.0909565270273992,0.09295454498626443,0.020915478569713097,0.08202235994183416,-0.07855925028975752,-0.007370906164592683,-0.01729710144823704,0.023809591150116605,0.23578465490747402,-0.022345683112812598,0.0781275242988152,-0.022559709025997188,-0.6407686471275031,0.04014059066222753,0.018696531675786443,0.012108513191738557,0.11797166468692855,0.0,-0.022313023712512203,0.005731664050814156,0.01820603492985129,0.04317393275240344
12,3,0.2877975036941762,0.3291770724327059,-0.14603300646999673,0.022091099371033374,0.050864484810090316,0.03180624731103021,0.29549267099942755,0.006798324735619921,0.021335231637835794,-0.03193368096162552,0.0,-0.04939712120854656,0.0,0.0,0.2633262145264972,0.11411797409509072,0.0,0.06684095827855663,0.0,0.012037368720766772,0.027879763860994,0.020329394322227023,0.0,0.002746208951543594,0.0,0.022538768736006798,0.06820498419990129,0.128267113384384,0.04467055879865911,-0.6068236750176506
13,3,-0.10314228750763377,-0.12852210744165,0.07736568833268209,0.25477107140440375,0.023351367562764513,-0.0038636596876522877,-0.01814821817530421,0.008569271220768726,0.031496307269587076,0.02224734361934555,0.04077001872956759,0.14311948417199377,0.0015154253858123412,-0.031161257613582516,-0.028399511615807782,-0.018197166255122604,0.034486965808544906,0.021173451774199048,0.03558129176823588,0.09050330772353832,0.053060125450887285,0.04236402927348265,0.008979090545187807,0.024863654414308378,0.0019432771322521747,0.005043526144771271,0.017658400271424624,-0.001854047056461583,-0.036306089333932645,0.03194541609782675
14,3,-0.2511790543763405,-0.2097705616947998,-0.1913887898794717,0.23806177762652123,0.03368551068659331,-0.006611406564107664,-0.021862161139061018,0.011343614458278889,0.05153999196352543,0.06739735191379631,0.025933045501636484,0.023368817927594716,-0.004294711156939565,-0.03069457597563574,-0.020193663553992255,-0.0054072099548149455,0.07007267117960572,-0.03432633879961533,0.03507668636022317,0.011988836868892794,0.0429334741489274,0.035410445654663544,0.00130035952582086,0.015868698289770805,0.003035464936586657,0.0,-0.02778759035210518,-0.00831999242005746,0.0071144496291993264,0.029349917904698763
15,3,-0.06739759246424654,0.0,-0.3858762114335039,0.1837713151334311,0.16886178812888103,-0.010593152867975887,-0.022017260855682022,-0.02643018206256631,0.08703192268716767,-0.06396776613499808,0.029397494454740034,-0.094049976126714,-7.046073002842101e-05,-0.029229934712532258,0.1865392185478035,-0.012919377246220887,0.01786802314572008,-0.0714173228422161,0.04672846541545922,-0.025275130956161795,0.0392646042700179,0.03902656928251308,-0.06574132248533118,0.009076283537979658,-0.011412775072437112,-0.00030886774723757476,-0.02609239072831438,-0.006920942585660422,0.013548015130074725,0.02935704266750777
16,3,-0.20575948599150373,-0.2038740937030955,0.44564013169662975,0.15858457563918077,-0.339772508061874,0.06653744576776871,-0.0180490557592623,-0.013711492706717898,-0.24979868833851854,0.014689682113799007,-0.14005448818866917,-0.15551263875927201,0.029117174336801444,-0.025905824794148602,-0.02899087996961791,-0.03004844388527428,-0.11856843873891054,-0.005274104446780947,-0.2418014038227797,0.0,0.0,-0.01780323725231414,0.06278441237365426,-0.030167734604843954,-0.03876182040394216,-0.014036001142097965,0.052491428198590206,-0.010510193027448156,0.10659441982412227,0.013996136475146415
17,3,-0.32654593092460726,-0.27770967404698577,-0.24349975487454556,-0.3021963468191504,0.16264846234927444,-0.04319497175145259,-0.02443200713169358,0.0022595426584794964,0.07342338170853235,-0.0038858370404335485,0.053598510435252544,-0.13972006757589006,0.04413989828174336,-0.0355130645663041,-0.017912082130026596,-0.008483324251343016,-0.1138400186925348,-0.03842836926039128,0.027152232107176766,-0.008266368020298231,0.03702676795534954,-0.01020661718359217,-0.06503229619228379,0.00305503013881403,-0.025561953511239688,-0.009788394499325781,-0.027947053581099612,-0.02095225099765441,-0.014676981035034675,0.014367353755676548
18,3,-0.2225615277768408,-0.18683588033965337,-0.21597640688401465,-0.304994159363014,0.15344828853804726,-0.0449758358574901,-0.022682356426768746,0.0,0.06835887697003662,0.0011319995925701543,0.0472817795498609,-0.13656912682594768,0.046916777192235304,-0.0330871339689236,-0.01593896403193429,-0.016766609665714194,-0.12243404274766378,-0.039004278956774274,0.01995613389119333,-0.05112941721915132,0.03234892812669998,0.03042155772537758,-0.06606726286591136,0.0014597018796570493,-0.02448087348957173,-0.012708160003268798,-0.027747828557607157,-0.016116366668162074,-0.011161371676703058,0.014504919412341222
19,3,-0.2758709046899943,-0.25408053817069887,0.03954233254655942,0.2475397423809486,-0.2533629150064246,0.07254517713260394,-0.021779593446974832,-0.02264753537173414,-0.16434117629247047,0.020688166281156217,-0.09125508849896558,0.25329809682973303,-0.001122712346716237,-0.03068104211687689,-0.013360586376604311,-0.038055137913338144,-0.12563517841824823,-0.0425584353768762,-0.03839899661522639,-0.005980670164390078,0.008927693071247633,0.0,0.09260336932732782,-0.03562254910109203,-0.054098309204176576,-0.010322046589747835,-0.016131399927189205,-0.007764573670253627,0.0075121391960035755,0.021390640743173206
20,3,0.26026328080191935,0.22593164806835878,-0.09359701892876232,-0.37399174835851084,0.09480083028886095,-0.02062613048691364,-0.017406460462978994,-0.046999072336932596,0.06530494437357909,0.040365842276059126,0.03452019865608247,-0.048402768583535455,-0.06323928639136132,-0.02895089955966928,-0.029808024440764386,-0.04701975584143254,0.061659955434003696,-0.012001407229091992,0.03585818331774663,0.0062686507931940805,0.04479957761497588,0.04085952558908604,-0.004910906701880789,0.006255063489278963,0.003471799417506121,0.0073360514426390935,-0.03643012462482501,-0.00455214637395486,-0.10197469123608746,0.03323129594007808
21,3,-0.3307465877120159,-0.2968982571105192,0.6089186766161463,0.17978508375256666,-0.27513170934440323,0.0724972651691358,-0.014997066339745957,-0.011142393612654122,-0.17380347808843577,0.025124601176687716,-0.11516600323675075,0.009230529422035505,0.02535511529823531,-0.028384081656144644,-0.013411291137547465,-0.027121140093770146,-0.12685899984608534,0.10915802536272018,-0.13616339168205943,-0.00761692887382881,0.001752656823265586,-0.19399125375071602,0.0763090716032131,-0.03014040128406853,-0.04269441335928664,-0.010760288538907592,0.0,-0.01430905008297051,0.07343152124471014,0.014163237761497083
22,3,-0.4078828036115796,-0.34084685556609956,0.41155048371668795,0.1602962506510785,-0.15047654528465637,0.0708559998903005,-0.019101626090919088,0.0021586311889122967,-0.10177137889764598,0.03602590381599291,-0.09154744217907695,0.01264782773162798,0.0014767387984073732,-0.028011073593098068,0.010775464638859478,0.03271561373195092,-0.11740278234487073,0.1554032628485425,-0.07481127962338935,0.017959435894991826,0.02378819513581476,-0.2272442990846929,0.09389176633160831,-0.011599960672315474,-0.03543307322976888,-0.00867263312962585,-0.020797238764807546,-0.011161267993672896,0.07891014846797315,0.01670853058291144
23,3,-0.27418487115729373,-0.2771469473075442,0.4797790219704214,0.15498149425723917,-0.321102677112875,0.07038985684843402,-0.015507855632105327,-0.016792182512578413,-0.22713862709319077,0.01857966608933237,-0.1280423262667677,-0.14654951411496142,0.04842136185265533,-0.02237732594514874,-0.025422186092813326,-0.03193785832758134,-0.11279205770966483,0.004577611819206573,-0.21026973228904144,-0.0016367877698311162,0.0,-0.153435883758838,0.06421260551922636,-0.030894535565298198,-0.03977778701147139,-0.01609970244414005,0.06395673614825104,-0.015217260523689657,0.11095761830836304,0.00758532634489284
24,3,-0.19427240723897493,-0.20772095247943592,0.330188669096518,0.2577727657676238,-0.1135347121551907,0.06269825578745826,-0.016317929009303775,-0.018908078752751113,-0.1056355630908905,0.022821036005789316,-0.03155904163142709,0.3183191420856266,-0.010473645476276008,-0.03252411650122902,-0.030115703274209718,-0.029122148798992914,-0.1204131770410787,0.014517926273752105,0.0024151634400096517,-0.012987342776442388,0.014953174543936743,0.030940599198892138,0.0632121388970269,-0.02649459534602276,-0.03311408484608984,-0.0020943289759983857,0.02617789463307931,-0.004766330708224055,-0.030542529072097896,0.027989878709288957
