feature_name,feature_importance,rank
ic.eps.ratio,0.3520172344060874,1
ic.eps.s,0.3039196491186779,2
nbc.nb_fitness.cor,0.2731179174686476,3
ela_level.mmce_lda_50,0.24338059463279937,4
pca.expl_var.cor_init,0.1183707093363346,5
ela_level.mmce_lda_25,0.11674972868157417,6
pca.expl_var_PC1.cor_init,0.10092440939153874,7
ic.eps.max,0.0841743179563796,8
ela_distr.kurtosis,0.08221840781285025,9
ela_level.qda_mda_25,0.06708575013978736,10
nbc.nn_nb.cor,0.062469202314912486,11
ela_level.lda_qda_10,0.06117683212262842,12
ela_level.mmce_mda_50,0.0562906738604963,13
pca.expl_var_PC1.cov_init,0.05621773578202019,14
ela_distr.number_of_peaks,0.050066971242739934,15
ela_meta.lin_simple.intercept,0.04708818825263173,16
ela_meta.lin_w_interact.adj_r2,0.04151849524865347,17
ela_meta.lin_simple.adj_r2,0.04115661496798832,18
ela_meta.lin_simple.coef.max_by_min,0.04083614428666768,19
ela_distr.skewness,0.037959987449059776,20
ela_meta.quad_simple.cond,0.0367536384874553,21
ela_level.lda_mda_25,0.0336566572522525,22
ic.h.max,0.03315456090699674,23
ela_level.lda_qda_25,0.03303505586008871,24
pca.expl_var_PC1.cor_x,0.020780797980923468,25
ela_level.lda_mda_10,0.017305484383813744,26
ic.m0,0.017028484202481625,27
ela_level.mmce_lda_10,0.016334130159831452,28
ela_level.mmce_mda_10,0.015386022480524201,29
ela_level.mmce_mda_25,0.010973607181271756,30
