f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_qda_25,ela_level.lda_mda_25,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ic.h.max,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,pca.expl_var.cor_init,ela_distr.skewness,pca.expl_var_PC1.cov_init,ela_level.lda_mda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_meta.quad_simple.cond,ela_level.qda_mda_50,ela_level.qda_mda_25,ela_level.mmce_mda_25
1,1,-0.2406849679309726,-0.24041122343676624,0.0690998529117608,-0.02624111508500926,-0.06454776941550922,-0.026143920653345032,-0.29713743774964274,-0.024226072388162656,-0.0524817971254502,-0.03141739601419191,-0.0625794085907524,0.06410818885081304,-0.03857235022200056,0.1372171822966184,-0.11815746356501888,0.02393802059875738,-0.26677041637539056,-0.031827344346979314,-0.01289710351052542,0.0,0.0,0.015165544065421033,-0.05433701390413892,0.04917990003261752,-0.03161970619490029,-0.0157863484979045,-0.02838776970350776,0.04645466743560234,-0.040783507878617176,0.011644620693456842
1,2,-0.2701109445753781,-0.2618935708880108,-0.026617571344303426,-0.07985525996083265,0.23710169508291346,0.20010465958282903,-0.237187376111818,-0.2525394307679967,-0.03975272846619138,-0.06627138634592822,-0.07486577934755045,0.08752789249681714,-0.03686053920998178,0.10154543491838142,-0.10236088510925367,0.03557769342880024,-0.1687714473081341,-0.012658037120194199,0.0174437615526728,0.0795364775556906,0.004270878023694968,0.007093573629302519,-0.046630435280770044,0.11436953404514383,-0.04903463857065582,-0.10046335349670654,-0.026203694312474934,-0.005880687322143752,-0.04718425948902949,-0.09522026054327037
1,3,-0.2803910022994006,-0.2569812288218302,-0.010291131488184335,-0.048063431553460934,0.27534496520209817,0.23506315653319587,-0.26809583190954106,-0.2388018810516947,-0.04891403896191271,-0.061975506417573545,-0.06363261947328203,0.10719452768211815,-0.0446336799397678,0.12854536267148148,-0.0986545637288464,0.04617931537272174,-0.16644643400028675,-0.006134884381850336,0.009323702865630279,0.06112339543944517,0.011880523835901435,0.010599809577898633,-0.05835533184297498,0.12405647054288677,-0.020216200647106164,-0.017005657630642657,-0.024901788294977467,-0.01221377438679322,-0.01500304958911991,-0.07791659720296307
1,5,-0.2839205156533715,-0.2713618719078188,0.0035903126580233424,-0.07560343199567277,0.1921807614790395,0.16709885271730507,-0.3848725544008167,-0.1686157076695184,-0.0592994061338189,-0.06306240319433398,-0.06352685380790046,0.09583162461540595,-0.049739539933632004,0.1335338013037003,-0.10868355367313498,0.024425695271354686,-0.21490623038208723,-0.010264884469771196,-0.011752241592716262,0.03975934506282619,0.001345403593265515,0.009761640928453885,-0.06681559342596444,0.09961807872718753,-0.04768006502752775,-0.02360554977611362,-0.033122306492564646,0.005953122954042378,-0.030785846393285965,-0.0426996809471365
2,1,0.2203646288034995,0.18645306897192238,-0.036984845042605685,0.6763740720413784,-0.02368215077394964,-0.08732955464335324,0.05849461856941229,-0.01097595716440014,-0.009788033691593423,0.051951110138491186,0.060804632441145534,0.07048855978466562,-0.018578807054217772,-0.033311340855492366,0.007801915074616028,0.08195694502328732,0.05535574486145456,-0.01976876277187367,0.01691259356540109,-0.004688163087262276,0.036449509144202086,0.050049564953888126,0.005102708173168269,-0.0069301787594526765,0.01860608171968725,-0.01004517563209939,0.4899494946034164,-0.028631318097690817,-0.005705726688024604,0.008860576644048601
2,2,0.24260119996861707,0.20169499810110947,-0.02663374963623344,0.55421645757683,-0.02506349829762078,-0.04302991669251943,0.04354511847912834,0.21325834643834218,-0.005280954650677239,0.2548738688422477,0.18717215815225918,0.07324937346970284,-0.01510373468815751,0.0,-0.017039748434428015,0.054184240787730875,0.05336576348710054,-0.019315298196219688,0.022038832427149435,0.002447219425575131,0.0,0.04765676651233153,-0.015553061241585064,-0.026263480721364862,0.012857478508905729,0.0,0.25589852093678633,-0.04328990404821703,-0.03613676484405859,0.022704220222884652
2,3,0.3242885687235,0.2736802232866913,-0.0500259726227531,0.5113300433401335,0.07837702261960278,0.04946737140617863,0.07752616701672332,-0.07989115520396406,-0.007783725841695621,0.10529126970191816,0.11650117852802211,0.0755979888348095,-0.021019261853286952,-0.0840373122969571,-0.006975235891383935,0.09376757307185035,0.03811822923888686,-0.018535065078635227,0.012167329454821019,0.03089833575730183,0.042641797796615366,0.060847865425983194,0.13812977185286557,-0.09588543000881455,0.032492484960163104,0.022386435691530426,0.34973511416873015,0.004937930400153112,-0.004062389143672185,0.005841630367386053
2,5,0.21413143879641117,0.2032858749897658,-0.025374889595426442,0.4959590265147711,0.035163218548045716,0.0400693282108584,0.07218887304570898,-0.04322911764745485,0.0,0.054045399415551865,0.15154889988482922,0.06778203673634575,-0.02101839982743492,-0.035668805731025155,0.014344280905741247,0.09347732749845905,0.05742861584984493,0.0,0.010150008541003341,0.02000117026820014,0.05303915626626576,0.04205106351893351,0.09938976276296896,-0.022881761515814558,0.005273955822077125,0.04468542279285437,0.4978883956177058,0.0032264168540026006,0.017713044721805904,0.027127315318581147
3,1,-0.10935380200508951,-0.0929767036973437,0.04200017034246566,-0.08676570551231294,-0.09565315682526415,-0.02845638725001269,0.021057035987873465,0.07735876150717484,-0.0497851745464464,0.01904047479201051,0.038508114191504766,0.03838880281773965,-0.044831108685016725,0.10133129042888085,-0.030525829049364822,0.020255269858576435,0.11616903651817867,-0.03934038027992317,0.04003481761588065,0.07072380011173639,0.015817332746271385,0.03256112064376643,-0.039820933042398254,0.04666072280481655,0.017400152060147712,-0.009951104492645559,-0.02245956376462994,-0.06659866833071895,-0.03443975144757594,0.014094018549992024
3,2,-0.05971649392007508,-0.015236235643101212,-0.12289296640711672,1.0179976073496786,0.013308630093951113,0.027652104170204028,0.008560662219491172,-0.13299254209568728,-0.047091298733324405,-0.04218724833099227,-0.018235547802000207,0.0684820914868649,-0.043904133861919103,-0.14965626476385527,-0.03508862239247211,0.05445550772354171,-0.006659247239371446,-0.04179605056656449,0.016929024914308338,-0.01108589259006236,-0.010095534115161786,0.0,-0.07003901916078809,-0.1167062909707035,-0.03491296253465688,-0.027487213254337145,-0.015120780909031656,-0.014469128794426245,-0.00179425173931895,-0.0581604535212652
