f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cor_init,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,ela_distr.kurtosis,ela_level.mmce_mda_10,ela_level.mmce_lda_10,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_25,ela_level.qda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,ela_level.mmce_qda_25,ela_level.lda_qda_10,ela_distr.skewness,ela_level.mmce_mda_50,nbc.nn_nb.sd_ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.adj_r2,ic.m0,ela_level.qda_mda_10,nbc.dist_ratio.coeff_var
1,1,-0.30486993983735544,-0.3003371441040401,0.13746213608485958,0.03507929135599741,0.01723903703214613,-0.21364083818611362,-0.01277590949898788,-0.07293535466353862,0.008775426056466529,-0.009576137878995916,0.06464105165916134,0.01748152011417803,-0.07802007688756785,-0.01666487941747241,-0.030243460741511186,0.08747352866553992,-0.03940128061410075,-0.06886919859980623,-0.04315876234619265,0.0024538083315769343,-0.0036868804513559006,-0.06092199974899237,0.003076204456527676,0.0,-0.2925119735477657,0.003618238345239222,-0.0028565282889487786,-0.041403803736062894,-0.02333073484191972,0.005484123218607362
1,2,-0.2661959212133484,-0.2658259233038106,-0.02044450773800799,0.09790994247982943,-0.11484924470553537,-0.20704234878076888,-0.16309333121456104,-0.0698510832474385,0.06345856448804099,-0.057903174232471266,0.11064411839927157,-0.006844451995791201,-0.08573807534709288,0.05635031931610257,0.07376157546817008,0.09522071916560193,-0.03300643929073899,-0.0036292129835973075,-0.06524990485309023,0.032284661115819846,-0.05819481378817304,-0.047886660159327965,-0.004827350279106968,0.03492594783649916,-0.1339394228113593,0.022241446656107278,-0.011150536807782885,-0.07241180041016582,-0.025953550252463264,0.0068902610267016495
1,3,-0.2732561937495206,-0.26806290961509355,-0.00763397346843131,0.08779754713482213,-0.10374770921022702,-0.1979094996334334,-0.15234231952565958,-0.07200570197630529,0.04657158323653632,-0.03200336529067305,0.11116025887985448,-0.006923542216324519,-0.08353144633412479,0.055091825618550194,0.06917262883401254,0.10048492893648964,-0.03192935365416988,-0.02322300781125186,-0.01765866073981609,0.029682204194023454,-0.052809182670127686,-0.04876991629248084,-0.0017712351667901194,0.0328546211891283,-0.13035185650252612,0.023740636835756557,-0.0073667476331216175,-0.06546486201342205,-0.026187824350088096,0.015774904215039687
1,4,-0.2912452490473657,-0.29313022008996814,0.0337976227419019,0.07326246279424864,-0.05757354964812145,-0.20747615160299293,-0.11076275477463848,-0.07277565297450606,0.026024379746210746,-0.029394128621298865,0.0920591445923567,-0.00336651475496208,-0.08607326963576412,0.030549830448538096,0.031420638045649874,0.09520877297792923,-0.03780617612590709,-0.031997499554994535,-0.06940927173885092,0.0235685261032198,-0.03496690115599499,-0.061015904664280696,-0.007370925527605321,0.028380856483553485,-0.14882522276541482,0.014501629865870114,-0.012909039011957502,-0.06286916566528755,-0.022906356996400867,0.0051938867979632874
2,1,0.5085711038655456,0.4360028927098638,-0.17310798649328607,0.10957205220228472,-0.06696940643982263,-0.02752144242029364,-0.004330160085057377,0.0,-0.04346691963688831,0.7850732958141902,0.10184784183836637,-0.017105261664700055,-0.060097619145606074,0.006674073081253673,0.005467920262839154,0.0880062453695798,0.05743954908554405,-0.021736823652044657,-0.10203888498630853,0.05209999516135316,-0.033751589303838925,0.04732199339321497,-0.004418377906459603,0.07270883968058495,0.09628514767115881,0.035633731687582104,0.00669369999747238,-0.011269695304513272,-0.05416117055586511,0.011123563294393568
2,2,0.5577659167677282,0.4673263414587161,-0.10506501445983696,0.06564787858686127,0.004583385240492177,-0.0324180407666832,0.20224774229048914,0.0,-0.021622453519471563,0.6699632078364027,0.09024846577092482,-0.025346325306490503,-0.06513311125849475,0.007364961266636438,0.0045799687565415415,0.11100482197097095,0.14098382187740321,-0.1848687561183744,-0.011446506400441203,0.01545709178416299,-0.013147033721805146,-0.06976853613856138,-0.008712315263756265,0.047144019625519396,0.07573533370381358,0.04084981557389933,0.012729025999270616,-0.004218085628497126,-0.010288587963882989,0.008207290915308363
2,3,0.5727499927803119,0.48341475144959545,-0.16107167071748574,0.12876437449641465,-0.10477583124988743,-0.06377612254041742,-0.11435396283833077,0.012314390917723461,0.030946413164968156,0.5711513773809656,0.10453277531346328,-0.015354086809105771,-0.06057650362910483,-0.0037507460679880866,0.0050824189264713215,0.08465398314915817,0.10525599335141789,0.032552479178348026,-0.015403703914261824,0.06259401024651512,-0.07762864913312595,0.3430776096314989,-0.00993649112945727,0.07131242324448461,0.07633189328903,0.03632299993596266,-0.004714731769698721,-0.04267963527536356,0.00797417530087019,0.021652638709778405
2,4,0.42925768859580793,0.3460144756495397,0.09361672554854406,-0.03301522507944754,0.10832660838039132,0.05539438095303961,0.07328297985133769,0.010730748348040997,0.07084100041331942,0.06528859049304558,0.0037332082434036185,-0.11547898250715605,-0.050883677070953315,0.010932968380282126,0.025565398294256525,0.10181236627718371,0.2829142316317539,0.30851637896367845,-0.021537411732641676,0.0246487202384289,-0.01825270228887277,0.05402158292067161,0.006467916679460117,0.039689204934739486,0.029726167732142095,0.03398667589671578,0.018789500878213516,-0.008619203694363975,-0.017858268311066627,0.007038064728315474
3,1,-0.17620550492244694,-0.15631646251640577,0.0927962763747982,-0.004103975125594156,0.09801100426930812,0.13863041060475392,0.04355195780682203,-0.07059930702053135,0.05299321934769416,-0.05041061304001952,0.03984001625140946,-0.04539765280234114,-0.07687562336614981,-0.0054741766829864815,-0.020234803060463345,0.10726490493599102,0.02739117353584068,0.0008908185847089473,-0.0123774292300955,0.011936914322174022,0.0049620468322742525,-0.052730141236472204,-0.017556387995945104,0.035159336772795854,-0.021183740096314265,0.039693252585680294,0.0170034633862449,-0.012141506569439253,-0.01572744411831045,0.04067342699595365
3,2,-0.08774435303229472,-0.025198141868478297,-0.25658133117875137,0.13896984286126415,-0.05523323986677049,-0.12167847196731596,-0.0975699542804566,-0.06792305592524175,0.015003547237848927,0.5724499681776457,0.10056257455935932,-0.01815213125395869,-0.07438329323662274,0.0031084984835730994,-0.004340702762350407,0.09923531187729452,-0.01567559006389395,0.029848045902322838,-0.006849471966126258,0.05098172754592001,-0.03773611067550191,-0.01437672080711598,-0.02210431064459177,0.07460462873553184,-0.0027764971728371224,0.034521608837409234,0.0,-0.0535880156668843,-0.02919843607735109,0.005145872992594586
