f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,pca.expl_var.cor_init,ic.eps.max,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_25,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.lda_mda_25,ela_distr.kurtosis,pca.expl_var_PC1.cor_init,nbc.nn_nb.cor,ela_distr.skewness,ela_level.qda_mda_25,pca.expl_var_PC1.cov_init,ela_meta.quad_simple.cond,ic.h.max,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ic.m0,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_level.lda_qda_25
1,2,-0.31011387050427097,-0.3075804383621088,-0.039253214155319016,0.028484197914093068,-0.2136633727838788,-0.055612860539076214,0.25198950448188007,0.022600384321930345,-0.0707921215712426,0.023850659793129614,-0.04329669487691845,-0.23215530666016437,0.026785302878176764,-0.021868052381264325,-0.019051577638707573,-0.06595149378544074,0.10792866294483794,-0.06712806817115274,-0.011712205807424048,-0.008641213054923269,0.027042359800404314,-0.027783393609724927,-0.009820215953845746,-0.016929596172175154,-0.056134622922956234,-0.02660967016691096,-0.025759412046416186,-0.0922247907318618,0.07347877018005622,0.004500144145468399
1,3,-0.31694755271209174,-0.3192720762276959,-0.02791908761362083,0.022727530493333314,-0.21887073090789066,-0.05261627210740827,0.23301765754773102,0.02227068369452012,-0.06576440829435382,0.032881939092490375,-0.016049815160549263,-0.21085136964812884,0.03151494330846749,-0.023628435801632208,-0.024767734955607468,-0.06807162937878819,0.10325474530057555,-0.0467737969232892,-0.0073095270483471975,-0.030006835048548286,0.03067262223677747,-0.02889428590356169,0.001224733926458832,-0.015671839989140235,0.005547614868570305,-0.026652218714195763,-0.031231510654205485,-0.09478982699654559,0.06553862860318987,0.012705634370028474
1,4,-0.3345768575696544,-0.3321240762380958,0.030507955533170428,-0.0024048688873454793,-0.21774975497064641,-0.05332096204576664,0.19627210391889605,0.0010304184497587632,-0.03443896504222277,0.0031894136090362957,-0.01620552014324672,-0.16042959664603407,0.02374831383159881,-0.0374774193241072,-0.02488005157096418,-0.06617361518108333,0.10290642702362657,-0.04077546210026145,-0.006865827629064292,-0.038508600373718505,0.01707326721770397,-0.028687011201815216,-0.010964386422883887,-0.013135388631012712,-0.06502512353996193,-0.028042514687819597,-0.0208924055494063,-0.07642649452395384,0.061473181502022634,0.008833568374754242
1,5,-0.3357198709000714,-0.3295157679429832,0.03407098761239857,0.006744158983044035,-0.23976536581804142,-0.05307716782290761,0.1769877716661366,0.010218014865879033,-0.037133851511717664,0.014461370549644581,-0.030076530310785055,-0.1580937916066576,0.02323802967736366,-0.025725510626287473,-0.029674736521667855,-0.0620227787294545,0.09141473249680054,-0.07074570043912354,-0.005076009206183119,-0.03907195851286904,0.022576635371694354,-0.028104417325878983,-0.0008654360392920113,-0.006929833332058322,0.0035149112926579074,-0.02751045035969457,-0.019887435934093922,-0.08494480626167322,0.0598463539261076,0.006108015313421866
2,2,0.609995745629275,0.49938434923709973,-0.14419289813165903,-0.005297442537428587,-0.08125864593597232,0.004708159570598003,0.16110285046562045,0.011355740927937896,0.016308086073530736,0.0044504505511056,0.2510900067837256,0.2746466521828189,0.04268951595066828,-0.04498578859209301,0.12089859135440184,-0.04410708888143511,0.09997947574808541,0.006290139694414054,-0.005219111427253287,-0.1729371416593899,0.03971239002032334,0.4099593121269074,-0.015691838906239264,0.01506313723574415,0.010675221021770653,-0.015465797796291092,0.015579680290252695,-0.026522032716285837,-0.03704992619721392,-0.05085004328034093
2,3,0.5968455768595764,0.5036783717317372,-0.19724934151017814,0.03135017534373408,-0.046765820596022634,0.01373634013542313,0.3607232128965929,-0.00360106827988127,-0.05691674487906595,-0.004477035679144148,0.2102959179348578,-0.19883501794995184,0.059138712819094,0.2530835210971061,0.07972806115126407,-0.047327988956427536,0.1146502226054269,0.043586187986568214,-0.01102639823486573,0.04297796603715276,0.03725852696033394,0.4022260692623463,0.025080093722716468,0.0,0.011600175223952292,-0.01389699986659243,-0.0071727606210599815,-0.048925309540436834,-0.11459942630261022,0.021476587804245106
2,4,0.46251488858299195,0.36124917901803677,0.10427163124437022,0.03824520829621991,0.048025418702486444,0.030174144582001072,-0.07072202711648701,0.0,0.050427830707398646,-0.0010306630861032229,0.05007373752299493,0.08988626914633246,0.026155127449372984,0.06769765299164832,0.029947682105814666,-0.03908182773885671,0.007347166122181337,0.015331178759359965,0.0,0.21666835088141378,0.026192249703382187,0.33938759034356947,0.009464661624297044,0.0,0.025801903280259664,-0.014797254084846223,0.024890799490505655,0.011501588524735928,0.005580435367632974,0.0
2,5,0.5089110760210482,0.4402290283560646,-0.17623101755584547,0.027882541751373502,-0.04249990351478283,0.008095679093121477,0.30189330250331303,0.006370948486735584,-0.02238256585583054,0.0029308089536528303,0.21028103702001344,-0.14781167993541988,0.053231091387118346,0.2193037810863192,0.0933084937227524,-0.0371832321936707,0.09829064320045666,0.038399505875992945,-0.009936506961986113,0.11541080670897919,0.030701088277078625,0.5461702774008771,0.010444892625147473,0.007169230960658135,-0.056982023805920545,-0.01588825338352806,0.010354475489293247,-0.034616444183392714,-0.057360412975411945,0.02356311712092829
3,2,-0.08400544793517514,-0.018777146594467324,-0.31984631522433216,-0.0035689053824409303,-0.08852152774833538,-0.049736743257987506,0.3969449808365685,-0.0020909758169048304,-0.035372092703649646,-0.0038187638351693115,0.3797768310537665,-0.1390782111875203,0.061320332560088356,0.008984601909667711,0.0016205259703036684,-0.06037692890625566,0.10727662234744943,0.024192506521326124,-0.02104791983452034,0.03675082988827791,0.03315119098353085,-0.0018153035005991358,0.03900528675845931,-0.008744752975620301,0.01123785072727268,-0.025565350734675044,-0.017796647664036144,-0.047224359944829236,-0.08083464246207422,0.020657931335293173
3,3,-0.03379730525400462,-0.0465095867654655,-0.08435157198989143,0.04226820760155658,-0.12620080476197265,-0.05045822199813064,0.2205550949921864,-0.00916785444523538,-0.026502115658722653,-0.007093627765478672,0.10255924851670273,-0.17057996966101607,0.041667737487202594,0.03831198206019448,0.02046690933577533,-0.06438415795968,0.11659707390822885,0.03539971093620903,-0.019968539310500952,0.010864495145299323,0.03872595688731253,-0.010169418088350174,-0.027637983788067116,-0.007989364132679845,-0.021004942469891513,-0.025517049839479014,-0.019967867217643084,-0.035939858223296636,0.004131701731192643,0.018988578018222346
3,4,-0.11500890511402634,-0.08674324025835459,-0.12705031529164434,0.008970997689078164,-0.151650930866576,-0.05581614188747108,0.18980126539476083,-0.0025507446092351282,0.013328428563637834,-0.004994177931039068,0.043861696095356034,-0.08281367022563163,0.05080458697311449,-0.01841597203745632,0.006051031368830451,-0.05844005890520759,0.08948015618134922,0.01778986685733633,-0.02226872004839478,0.027779636517309136,0.03969054149009549,-0.018996821587302065,-0.022760034004400298,0.0,0.014954242471314189,-0.028623231994332393,-0.0014657486158475563,-0.02838559118056072,-0.02425491980374439,0.020430668952541087
3,5,-0.1416409087666101,-0.14255552643400748,0.14027787492177765,-0.006872962433796939,0.14978207088629736,-0.049801200410110026,0.03723660549312117,-0.01576329275589934,0.03836965768560105,-0.020809782070009226,-0.016746495613566954,0.05450748790958454,0.01364959048878362,-0.04493312024610788,-0.005617800129055085,-0.057727856667779465,0.07304052927121348,0.07333295963612037,-0.006103018914022644,-0.042962181895054755,0.043167923737146105,-0.02138836398508688,0.008366669097425748,0.007962687267298998,-0.009301793987029794,-0.024785075774826394,0.01127081884863422,0.0,0.05010286103266241,0.023986376559986783
4,2,0.04454371516067891,0.041464197787597884,-0.1728012891087672,-0.0186252422466106,-0.09328842389056902,-0.05377055361685893,0.19476286693549097,-0.0034601420570895963,0.004071688048427405,-0.0015995664389858583,0.1642516596203294,-0.07727376654152973,0.06167232403112852,-0.052238145819826415,0.008136202673282147,-0.06276939491247527,0.09853152097437552,0.01970691927799073,-0.021322669238164865,0.05587969730562356,0.03745480778777696,0.03018416969167642,0.08108789977841395,-0.002383768566740274,-0.008682496698323293,-0.028183795140379837,0.0005767241826406394,-0.025085139630484865,-0.08979009032026447,0.025245184598308767
4,3,-0.0941113924646714,-0.07609744105020744,-0.12272698187262607,-0.01167999478055548,-0.1470197188162974,-0.05255216204103,0.10333017395737067,-0.00689855963766442,0.016184983459454003,-0.01125103144347872,0.17742911484427604,0.00934849455455937,0.020672962291705996,-0.060894203787078036,-0.015183835342917867,-0.061011744593540806,0.10167629770729794,0.020326768942620407,-0.020302860524479882,0.03091174705284,0.04143093183476014,-0.01814908979157373,-0.023714383447655807,0.008114384950521275,0.01438898662479185,-0.025175074002187936,0.015337538658237407,-0.027850060554147474,-0.010060037604837813,0.01515464680082812
4,4,-0.006143352591224033,0.0032311829562340355,-0.20162821636221434,-0.0044864825533693815,-0.09082561642252827,-0.05252185102793157,0.1455462688238804,-0.0006085002269079522,0.02014654513531003,-0.00781335871255584,0.1030506798078474,0.08735893648648513,0.041829325370454674,-0.06265975292951592,0.005850796280195178,-0.05855223572083927,0.09160148541370561,0.026111693173617508,-0.019852914811912578,-0.006052399546695911,0.035809550359935376,0.02910624321560005,0.07866647320285153,0.012428144983833357,-0.022819499187771118,-0.027284498353422892,0.011798692321427745,-0.01913418885894421,-0.03394086429483384,0.026382963363876355
4,5,-0.017655165538978557,0.017276205161665628,-0.29899140482944614,0.006292515747664845,0.0817680847372863,-0.05008741768502342,0.10823602673267008,-0.003038595573638364,0.03257128656343712,-0.006422588782485694,0.20791670369557982,0.21272113846018875,0.03976041922312487,-0.06576718139705981,-0.00784295867344395,-0.05408762569615094,0.08877733347238999,0.05332164075246526,-0.02441310255266088,-0.05289349218543814,0.03736862746036282,0.0012050858557613592,-0.0035137116739402396,0.015784001671643788,-0.022873131061816016,-0.025782706896164076,0.014054621432885328,-0.005252778812962461,-0.03146562378482462,0.027552950743058163
5,2,-0.2936630442720384,-0.2918668702998571,-0.11335488252722187,0.04008475682704249,-0.1518396520382389,-0.04672271805134637,0.41569907139533335,0.0807997233387085,-0.11262100458722646,0.09660335466914133,-0.02825907535519462,-0.3134724787302364,0.06254057996334414,0.0493672423900966,-0.09446903619442099,-0.05770424951110653,0.11644113480085688,-0.000974590867805436,-0.0212272707051408,0.056464171736811675,0.013439780648635047,-0.021997990510887133,-0.01733162745085365,-0.005645945155192844,-0.022075473985337046,-0.02313264189195685,-0.054924323898627225,-0.07247048166377595,0.07223497583695826,-0.0027695757667054455
5,3,-0.2927422726187711,-0.2927191597257246,-0.10065041247817852,0.05814190630726718,-0.1485433552417763,-0.04472252416788697,0.4219654086322748,0.07978309016386043,-0.11074444105796316,0.09886310201185952,-0.029134474817578082,-0.3099531097446281,0.06733950416145867,0.04062816290651189,-0.09506997307749898,-0.06133948870590977,0.11194663355443221,0.014695943087341456,-0.017507969684182334,0.08269562265901101,0.01301436520970678,-0.02076997640461184,-0.01557596121187449,-0.0024875914119594777,-0.015436724337335117,-0.026557451892736228,-0.056570382819325915,-0.07077985322567037,0.0743767273458702,-0.001326476438365587
5,4,-0.2906131177236583,-0.288226400933733,-0.10946071251385148,0.017163642729952827,-0.14622702098404544,-0.04870570053530032,0.40729065148535204,0.09074247341729971,-0.10780205872105164,0.106816830130579,-0.03105570092640475,-0.31694937833336356,0.06474044239048077,0.05763405221240692,-0.10415275027638027,-0.05794575794376894,0.11614396535005042,0.031060321688479386,-0.014031367884179635,0.06220465366477518,0.011677909796203645,-0.0217185639993277,-0.014181756335305329,-0.0030092196491158796,0.023275670210901378,-0.024970092624582663,-0.053612023822037114,-0.07247868379003247,0.07131850832568953,0.0
5,5,-0.29337513448092534,-0.29174103246235317,-0.108644603339279,-0.0010955542558594988,-0.14107006638964004,-0.046207856147632675,0.42363061184615497,0.06742966663894168,-0.10694637412078861,0.09181487753330733,-0.02931897756632712,-0.31365425647010803,0.0697376162520664,0.04898664739301398,-0.09247305419006002,-0.061699743092883175,0.11759992887245396,0.03923794306420547,-0.02126439909134742,0.07627140163436072,0.011261628866244267,-0.019941576383951,-0.014925524337292773,-0.0018623316473757034,-0.013142078745573882,-0.02284592331139612,-0.0598006797698562,-0.06901626921420417,0.07290716399040653,0.004400037553255909
6,2,0.420554116071875,0.32266630674122004,-0.1173210651714558,-0.007006911188650454,-0.15521951393650538,-0.05190242427677945,0.22183629398710317,-0.021878204852708933,-0.07129138087562581,-0.020102864832488118,-0.025681410978398544,-0.15619499218288957,0.03802462107610197,-0.022109264640486237,0.00037896784786997303,-0.0666758312569275,0.10397409449482338,0.026243911282445593,-0.020570566827175802,-0.03751318457303758,0.04241136480654494,-0.023238780021540773,-0.027314651995230792,-0.004780375786246828,-0.029986038769816863,-0.028870357443951316,-0.02176585291717386,-0.06461769289282654,-0.1523081471900531,0.020312205688438556
6,3,0.42389190361895157,0.3265828380113988,-0.10099440645267911,0.0019180757933486559,-0.15218677139741255,-0.05073133759709242,0.2410736239458777,-0.017226772538768226,-0.07347816564982537,-0.016740906231871272,-0.03758018821231873,-0.1923703779546766,0.04217039515635572,-0.018401710699282148,0.005118691426739666,-0.06303937891875228,0.10649886964521038,0.03450847841903859,-0.014354473509338106,-0.0072343957272786585,0.04117584352024564,-0.02607717116215727,-0.027039613960965922,-0.006721134625270617,0.008143259795232116,-0.02757455038124318,-0.022414377255933884,-0.07184676723942104,-0.138595364249106,0.023557425927817177
6,4,0.4354366570100131,0.335199403730097,-0.11889229696210736,0.02331228354220427,-0.1365020238613739,-0.05007226738844277,0.27140386526887744,-0.039138443076892244,-0.09278779509629739,-0.039940019777022225,-0.024514084734745298,-0.201091015251696,0.042307037885164045,0.0527986223733963,0.011506900768730725,-0.0634209977107265,0.11170812275001046,0.033352273972305654,-0.02437938939473047,-0.03335026990570927,0.03798381273866788,-0.023800069573125422,-0.02483207681865212,-0.012436816502508264,-0.011628159835899876,-0.025666182600953418,-0.02973849448453035,-0.07084957753661392,-0.20025594194372726,0.025543552097006594
6,5,0.39034440278238774,0.3084399439048585,-0.08759887113153075,-0.01129752521411731,0.1174774552021372,-0.053266844558917226,0.12703641665072052,-0.023604472404956472,-0.027039987276850155,-0.018536573249331806,-0.02899473910472211,-0.10904220345377685,0.033445550559808135,-0.0435133195144142,0.011476297365131921,-0.06377243417763293,0.09347283232732581,0.03300525553534045,-0.021177741930128502,0.016653714524021063,0.045033298563218194,-0.023321766878602365,-0.024814872523789416,0.001996538333170983,-0.04996970661678832,-0.026214836119948404,-0.0007299857533411835,-0.017479372628504658,-0.10305237468034667,0.02449739681162677
