f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,pca.expl_var.cor_init,ic.eps.max,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_level.mmce_lda_25,ela_level.mmce_mda_50,ela_level.lda_qda_10,ela_level.lda_mda_25,ela_distr.kurtosis,pca.expl_var_PC1.cor_init,nbc.nn_nb.cor,ela_distr.skewness,ela_level.qda_mda_25,pca.expl_var_PC1.cov_init,ela_meta.quad_simple.cond,ic.h.max,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ic.m0,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_level.lda_qda_25
11,1,0.6877371803680753,0.5911834426440731,-0.285697436256495,0.0,0.03748445217611257,-0.006854072994962379,-0.3870052447100838,0.04005356499764512,-0.020236405004481928,0.02675213671376081,-0.02057902753446697,0.11380231312628666,0.0689628882289588,0.054955632336171234,0.0676051352496165,-0.029881270169105995,-0.15597084931411548,-0.22646208986898275,-0.02329731262647569,0.08679179253551861,0.02853715893415426,-0.007097222855879798,-0.04397678356445961,0.0040577018340328674,0.007721645759372897,-0.007399493852077471,0.01446261780614666,0.011797417494173956,-0.19383692602239308,-0.15717985488504949
12,1,0.8671231781562632,0.9052294221618586,-0.4611895219410367,0.02023941260269524,0.07276144570859966,0.7413465025000123,0.15764490278229726,0.01991065088832178,0.05736511226733754,0.006888879706254514,0.008154592749446188,-0.02738543607438393,0.053520905808208896,-0.021206228848167807,0.009657030003614508,0.9009815789594571,-0.039898714901490884,0.061711372097340345,0.1326367565448785,0.0,0.04133562311715844,-0.006522395608511644,0.1185424944988922,0.022163812691687435,0.01734648617141099,0.23442496736551233,0.0384424570466777,0.05597988917038199,-0.1431661161636586,0.016437788922233576
13,1,-0.14753486999249116,-0.17363015385233282,-0.04513229642269323,0.025354782352973615,-0.21847312315973988,-0.0412427330557677,0.23216719323886634,0.012476729508738543,-0.07766916152192144,0.011147486738434242,-0.025653214619112824,-0.1526176223543264,0.0336097510214953,0.022201862080714646,0.0,-0.0657950117538531,0.10724617735931541,-0.02131512043231365,-0.0069305524284304365,-0.06430158243451145,0.033679189809918186,-0.02864294896557401,0.0018684273122059336,-0.006286009266578629,0.02059931549943611,-0.008525480077399339,-0.0254027997697667,-0.08165871257798796,0.0775432073444434,0.011739154777477445
14,1,-0.29903590180432427,-0.2461997263743253,-0.3084216962534414,0.028127698011407354,-0.15348673868846885,-0.04556793591076724,0.22533304096208212,-0.0035444530305146493,-0.08459899793467474,-0.005691096667803208,-0.024715675444519025,-0.13267319530915234,0.0358450629617984,0.00740996953182238,0.010931380259297463,-0.04837179456145568,0.09287935652688672,0.010359410249672019,-0.03172114564181905,-0.026035055927412065,0.02998835545120726,-0.025895580959505893,-0.02935428788479788,-0.008322160591502481,0.007462377047942281,-0.012777475169451269,-0.020855763270875516,-0.033459903808985336,-0.008177997902249157,0.006191234150527469
15,1,-0.17004019179944102,-0.1328822798804253,-0.22914463334616647,-0.012737385055287737,0.14794196486627542,-0.0428827822057809,0.1144959124256522,-0.0023349697352934573,0.0009997823252109739,-0.002983381161224319,-0.015469842927344074,0.0006208117426215742,0.022191539645629532,-0.050983888411604394,0.0017234162929926078,-0.03141333332966362,0.07497514632888899,0.0465454640902207,-0.0391485193447082,-0.06330824096438517,0.040319856555101785,-0.02710832676171726,-0.02283650162453882,0.0039263985651914746,0.008580981832364415,-0.01235238511233655,0.007174233455481099,0.004145187940726908,0.03845692162894454,0.011825869241547826
16,1,-0.2616473356005087,-0.2465928621348359,0.5683925005407806,-0.025184790865753204,0.0595299794434721,-0.03224710045593049,-0.5755754121064205,-0.021239532038770714,0.039676499800477494,-0.014968739431812428,-0.02827581905764598,0.12683040546726976,-0.17566104856700004,-0.0619211957447382,-0.026650074494449005,-0.0467680354381117,-0.23666728582270163,-0.1865433062514531,0.0,0.1049284088232263,-0.010198166535767161,-0.01620001787382852,0.052220143329328506,-0.03228469766501685,0.002925379974874076,-0.006628097758735074,-0.056801477704988335,0.02242298582169988,0.03644477025724335,-0.002192190272859218
17,1,-0.31781640705226366,-0.22451048311834942,-0.3817575235638634,-0.003056595465798062,0.09579207507410037,-0.04397156565081117,0.18107118346091405,0.0037193987991659405,-0.014215754090895372,0.0041589097835113,-0.02215700862142156,-0.14649128577999837,0.04302175449576384,-0.06595776749780713,0.010825098429412594,0.01711399864820884,0.05198416402537526,0.022537405549097,-0.04303952822983098,0.05401588608050456,0.02997910699959777,-0.027067223811565955,-0.05194923015320124,0.002164896233305569,0.016889805769617905,-0.011963375765703,0.005868697432578063,0.009819891207283438,-0.024711511952725085,0.01076460825334502
18,1,-0.1906417863591085,-0.10940570798728555,-0.37601242700094784,-0.009716318212553338,0.09446380913906482,-0.04477209754530698,0.18859153932621897,-0.002941051471668066,-0.01682735170458377,-0.0008788116212761765,-0.016409978791503688,-0.14400254903392568,0.04669593862674626,-0.0705830966649845,0.008222983566541053,0.025257536264693625,0.05512920884650685,0.023529932231572237,-0.038383922571752105,0.06357649425619097,0.03431956222666177,-0.025282264460311954,-0.04300849833438419,0.0020823840495123314,0.012192487494771476,-0.012728745899772048,0.006734147583134842,0.01307723110247111,-0.008880433083942152,0.0102694976201122
19,1,-0.35182329406426327,-0.3012536902607601,0.05173670065596997,-0.022463178414058982,0.11914910329128803,-0.03829511101748828,-0.39398870560223553,-0.015436345233417081,0.06818891943771344,-0.01357797837681457,-0.026214213166476763,0.16276886351521225,-0.08270175602635532,-0.07389848276679367,-0.041987391071096614,-0.037727981557800216,-0.15893670808344795,0.09901594189632279,-0.04477841161669116,-0.038639835959491386,0.006825234956224224,-0.025136042838933892,-0.010306649658540779,-0.010565388698212441,0.012388442274438027,-0.01075179149191019,0.008448935221991416,0.07840435955338476,0.031601428576891966,0.0
20,1,0.2900300899621263,0.22067805821177047,-0.11599568584112331,-0.014671892417095656,-0.21602932872452332,-0.04218990266791578,0.1742004788426619,-0.02014656405910982,-0.02116089876073221,-0.026971935628372343,-0.0025093654643875696,-0.0017385194334900156,0.0398096155258931,0.006547645592118206,0.016387387378251628,-0.05392659294350635,0.09226990108933536,0.0023791486603278317,-0.015778933002383075,-0.05976932412911337,0.043630716904188516,-0.02478496351691449,-0.023105960166107192,0.003206430650264408,-0.0017425154941417415,-0.011116176255975843,0.00792276680154147,-0.06075531424104055,0.03305711533059244,0.017687437314956644
21,1,-0.4087743353372217,-0.33911023465626633,0.7254311844997263,-0.037638382666681625,0.07425492816373974,-0.03286100693879118,-0.34627907482981474,-0.022342748498523857,0.05407255499258323,-0.01681591334072091,-0.015800247568764747,0.1362482856154813,-0.09141692695823772,-0.05590438693733246,-0.03322359278773579,-0.020303170675513738,-0.17079519236573024,-0.0895792147012271,0.12257410787204914,0.0984425240339506,-0.22762693209877133,-0.0233392492769377,0.002200942986751442,-0.013277934105581146,0.02127965740676585,-0.009524280172869104,-0.0099690616479583,0.046630356018710795,0.021624726423443874,-0.0034429464526155584
22,1,-0.500732580987159,-0.38990117429062915,0.521242597919202,-0.005987540558585525,0.06870192825580879,-0.03543189237039057,-0.22219793329440374,-0.003285184482542114,0.0705008944619156,-0.006019080832662116,-0.013995864263195656,0.12284921784649772,-0.047956745151236324,-0.05800924444415689,-0.014375230983520226,0.01296417821062873,-0.11578436435139489,-0.045143501504132155,0.1500929415182091,0.04007546591041611,-0.23594645388732582,-0.024609818573274156,-0.026674880923467648,0.004897822204364077,0.0073500359108720215,-0.01023429893141442,0.00993533815289599,0.04275818572623524,-0.017134971751532724,0.00867667949513562
23,1,-0.34595126127822373,-0.32177609064607804,0.573797039883075,-0.03156831177698116,0.05707428970644424,-0.02599493724961688,-0.5498955989982539,-0.02037311930055674,0.038288797175654254,-0.012889341910416241,-0.02534862904402968,0.11467859201328334,-0.1642229726570591,-0.06163034557271385,-0.021713683716455656,-0.04323688881837717,-0.23088588333904125,-0.1886391714257316,0.005599443919192648,0.10475101347635152,-0.18811381411742134,-0.018756615660578735,0.04424326234543885,-0.025684110549934358,0.00034016536437808664,-0.012690845748884794,-0.014303153510736522,0.019248385421061998,0.03026056618356776,-0.008267280909894037
24,1,-0.2646716834151648,-0.26775091659848294,0.4417472241913944,-0.010122443502860214,0.13629913102864788,-0.03628128766211718,-0.16175817948452564,-0.0072235854655914485,0.05986153509590822,-0.008152217971180854,-0.03545622320523234,0.11943455972654454,-0.04754883832264865,-0.08121915047249176,-0.022911218270851602,-0.05549843468343607,-0.056352951934443216,0.06477776641172314,0.008333512045513204,0.012546061040718986,0.035838944898322594,-0.024233998949879723,0.04746969203260034,0.003967555138089704,-0.012447826839201561,-0.009544788419033775,0.010548727015371476,0.06853692690464865,0.05744343858953903,-0.0013640451170647827
