f_id,i_id,ic.eps.ratio,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cor_init,ela_level.mmce_lda_25,ic.eps.max,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,ela_level.qda_mda_50,ela_distr.kurtosis,ela_level.mmce_mda_10,ela_level.mmce_lda_10,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_25,ela_level.qda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,ela_level.mmce_qda_25,ela_level.lda_qda_10,ela_distr.skewness,ela_level.mmce_mda_50,nbc.nn_nb.sd_ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.adj_r2,ic.m0,ela_level.qda_mda_10,nbc.dist_ratio.coeff_var
11,5,0.5489201159954694,0.48341429048546924,-0.17508602995603254,-0.1417820168737045,-0.08700567558086242,0.013140949143895353,0.02198382408916799,-0.018718597677156223,-0.03056510465562612,-0.056132385589407946,-0.1453423417443363,-0.48355749076654103,-0.062408168655183116,0.031020166342945688,0.02611916062428432,-0.12857361860112698,0.1960140560438172,0.09557343071068805,0.267529953781694,0.08109574297641656,-0.053890213337463605,0.09802839757911819,-0.02682932077586353,0.10189127421893684,0.02105915076831505,0.0224109078590361,-0.03864991447160987,-0.0129802319621658,-0.028518068474424257,-0.10708283360839599
12,5,0.758028128609225,0.8103869626686047,-0.272421624170474,0.08805133149683675,0.07642383621514748,0.06603983512994427,-0.006697999197703641,1.3479858317981916,0.08009840487410447,0.002655678015025753,-0.034101163182500116,0.006212991333574225,1.2264240822918597,0.03001386418945584,0.02390631072546201,-0.03712460731149614,0.009978630927117926,0.0017950347050854631,-0.009098022325341848,0.0336700378563104,0.010731049821333993,-0.01170484635089375,0.16069234659405351,0.05713249649354202,0.032200891242176954,0.047383480639158204,0.013696094954101401,0.011063927863824041,0.005865620815087347,0.05189890155074739
13,5,-0.12379511019242406,-0.15609223683627566,0.1294336467918708,0.048533125720454484,-0.031677605927996705,0.1318368599428411,0.017924505619312414,-0.06873034262284727,0.006430002849840077,-0.04943663337767318,0.071628930350897,0.08493029005151456,-0.10373872098276127,-0.016391312614447054,-0.026936258185077777,0.05663042909819627,-0.0018498472353379591,-0.1484378050229788,-0.04114021181100652,0.04281942801495317,-0.019451719224106823,-0.020846768984552566,0.014730486620362485,0.029309671870990206,-0.09064480851692014,0.03904945064600246,0.012320810231888135,-0.042978703738248275,-0.0357060248580357,0.04853385922028558
14,5,-0.2300700932146853,-0.17826740902154709,-0.2715525906945474,0.11838348662891868,-0.1265997426397153,-0.16633518304731088,-0.1273411479484743,-0.07688521164950324,0.08346312052004501,-0.0435974640214995,0.09699583053597344,-0.0464723894860779,-0.08128106068310326,0.02274577379517473,0.029789739477890764,0.037186205883617984,-0.004571760395815416,-0.0334968674953291,0.006204741373221412,0.04313076079421152,-0.06819551175771787,-0.01152943018572783,-0.05225944114514358,0.060454882706598656,-0.010186054863462801,0.033390479416349206,0.011519665479998942,-0.07018418227598122,-0.0391057557996356,0.009672276470337193
15,5,-0.15102299760101978,-0.1099585854166113,-0.20347093064107108,0.03530705828921521,0.010108739269256262,0.11825506428731392,0.01085788707689006,-0.07277962959883594,0.0016149102931469206,-0.021204210377024968,0.028233849702606006,0.05041822487964104,-0.0007314129820853998,-0.012896142234267827,-0.02196845492691135,0.004247299032721696,-0.016239521779273458,-0.0941433394452938,-0.030878694691194086,0.017854406407167844,-0.0083685115630307,-0.04539445110009438,-0.07917045193184863,0.014377263686883579,-0.06780496520493023,0.03765199645490841,0.014919651146662327,-0.03597502314863882,-0.023817290603018182,0.047268720155488775
16,5,-0.21622550475204316,-0.2127274230673536,0.3577929875894292,-0.22924242836282438,0.11127616673528784,0.012600405461854036,0.05092882812842481,-0.05232697154085908,-0.03529635386012908,-0.05313056314409126,-0.19019290671164135,-0.06304227921431649,-0.07156131259583304,-0.005742516574475054,-0.009438929210709879,-0.20964177596208156,-0.03944768435941026,0.13555867898013868,0.025302990347944032,-0.20134892014008154,0.06167681034258232,-0.03252731170693468,0.004349130432365067,-0.15860429982186186,0.0642265525972715,-0.011992098194285816,-0.055883882376808525,0.1761797296313381,0.02690254609757814,-0.13759071757800923
17,5,-0.40487903338899245,-0.2860032963664334,-0.36594754004246977,-0.019359229658809207,0.019070921739495206,0.055465544001753186,0.06536292330331905,-0.07065429222612507,-0.03869886700857955,-0.05057868863051029,-0.010615787277548083,-0.01841192863473029,0.18612659636799983,-0.005690538994839511,-0.007588307355754886,-0.07497333785690519,-0.03708464803741607,0.0489958262833084,0.014254427870743713,-0.0487444329986253,0.06852673989987373,-0.04954388495359163,-0.12355422178176712,-0.03321075146984087,0.08982850679336207,-0.016395658855933803,0.0019315338326393316,0.05363591508955462,0.034909329455653615,-0.04106107127849623
18,5,-0.2997787291639631,-0.1917291561564261,-0.367391863097032,-0.026386388625308288,0.017349318913322476,0.0673545402050133,0.08768399693071932,-0.06983617070423626,-0.03411228556253609,-0.04645574107278089,0.0,-0.012188176012059238,0.19002474822390833,-0.008180878168822486,-0.008740923991582383,-0.06240454697254244,-0.03392693434859784,0.008214752969455452,0.13423681171807458,-0.043934937730000845,0.06361312096265814,-0.0539463040475151,-0.10454456968903353,-0.03214511745328691,0.059008095107319414,0.03248713257113878,0.006691678190240635,0.06238579014583065,0.03703315406876584,-0.03690444110044244
19,5,-0.3007762118164491,-0.2703118706443606,0.06000912963080007,-0.14198110701278305,0.11199767305916708,0.08553237796483576,0.07717375630912893,-0.06552593537906715,-0.05309853420316657,-0.051567328809832724,-0.13848491609983882,0.1765963506025262,-0.06280613411586167,-0.02691891481997316,-0.021141761297056805,0.007722366256665225,-0.05838517092192763,-0.062499024966404915,-0.01993169777647852,-0.014313605732563683,0.03842261543275538,-0.03753301058166969,-0.04973312356758586,-0.09343522927859249,-0.02665869275678323,0.006341795566516484,-0.0016388591217646464,-0.011281063748611597,0.02647510083694149,0.061524939832030445
20,5,0.25765792842993834,0.20083970081464708,-0.06841528417862858,0.10756203151713269,-0.06519954560729635,-0.20329418096714438,-0.041939467043307,-0.0728831511229105,0.01548255423223813,-0.027104213379595607,0.10465864072978355,-0.003297616793688271,-0.09677675947544839,-0.022933952528167906,-0.038853476080876595,0.06698672422441589,-0.00022151589056175827,-0.06908661346241322,-0.029446598085971276,0.045140889504302624,-0.02963138654004517,0.013136226060315465,-0.02252360206737017,0.05793238322410911,-0.09298355206942513,0.04076143830441113,-0.009715068521922207,-0.04250752715553989,-0.0426300116283597,0.0118084837998986
21,5,-0.3435119202945765,-0.3015780922291502,0.5399076271035447,-0.16021543835829627,0.09869474151569191,0.03333327058853186,0.06956756574698031,-0.05801574002552823,-0.043083406853935025,-0.053718302826306075,-0.16590301316446443,0.01527854747202001,-0.051531493160219266,-0.00813681269257538,-0.012202126880499542,-0.12940073499616356,-0.047178960286804406,0.10860299855846153,-0.01564537990450221,-0.11948572208466485,0.0675202811846703,-0.027623052090757994,0.1667408055195384,-0.12018275307209281,0.05266935754890467,-0.21350218153395983,-0.03546931514285451,0.038518587732586096,0.026773580045892642,-0.05730957318737162
22,5,-0.4149109017212137,-0.344420238537568,0.43383226278876297,-0.0946214409623044,0.09634290277072044,0.058697484983997905,0.08431697707283381,-0.0574998849144715,-0.04013678142157351,-0.049388279266538215,-0.12861432577103887,0.0295115202583926,-0.022086428414947346,-0.012665815889401133,-0.011871843369806345,-0.1143075537948039,-0.04175316330195317,0.034347970517557336,-0.02583797173717256,-0.059519710515858915,0.049963610663272096,-0.0323955941674785,0.23713087775043995,-0.06504386308615495,0.038523099261915106,-0.21827192465255862,-0.018146108658271265,0.00929257037651604,0.03755897269618397,-0.022827240339450716
23,5,-0.28750472733286714,-0.28187342067561727,0.3741709664895134,-0.22368500110592715,0.10346453033846015,0.009391015326706886,0.047062296238045476,-0.050895165872098413,-0.03003058520593893,-0.058676302336371444,-0.18258699553141056,-0.06422328327268545,-0.07111373495104578,-0.007095045271210576,-0.007558496530273906,-0.19005730412505395,-0.038908350986636586,0.12222660168980681,0.025782015862935825,-0.19078403317156578,0.060376757090315314,-0.02993193930359206,0.017218700288118782,-0.1592628801710464,0.07729361432604931,-0.17047813060507844,-0.049381381959443416,0.17659428025122192,0.01789571539318302,-0.1132701334158186
24,5,-0.22040683734737848,-0.23504787204812744,0.34876277128420036,-0.03812479131527702,0.09320077273669347,0.10619133182975826,0.04681747239888122,-0.06350420583430665,-0.032245002046783995,-0.0693355476805098,-0.044643552440337936,0.2151872013331657,-0.0914707747927884,-0.020212975678214735,-0.01886043809551516,0.06762143843475499,-0.04085600691797363,0.01455278525865309,-0.033196060057231594,0.02291437893757197,0.036595176052488035,-0.04736540615275573,0.029683272799493638,-0.06369713973330093,-0.033613790265280566,0.03668978922075154,0.0158975507939403,0.015060605113473818,0.021996495147308483,0.04945409013295684
