f_id,i_id,log_precision
1,1,0.00446834492162
1,2,0.0015174206772425
1,3,0.0028785125488409
1,4,0.0027326896642012
2,1,0.4911863999145448
2,2,0.3973067152847547
2,3,1.0190780312144687
2,4,0.3952854128226437
3,1,1.588518187265833
3,2,1.6107307981167185
3,3,1.560980907353449
3,4,1.5941677548113025
4,1,1.6949747254414391
4,2,1.7100774023968852
4,3,1.6606595099406989
4,4,1.6585421724053055
5,1,0.1239705023300825
5,2,0.1379758681969355
5,3,0.1780651656911641
5,4,0.1609502761442354
6,1,1.4540801148752325
6,2,1.4949761625835587
6,3,1.3892057851210926
6,4,1.4492438641713468
7,1,1.264907131539305
7,2,1.2661697139168584
7,3,1.2929493195100012
7,4,0.9615837632979256
8,1,1.869546818605282
8,2,1.7124470310317932
8,3,1.875485411313908
8,4,1.8477163500080789
9,1,2.520785301377974
9,2,2.512130428118659
9,3,2.5405811717358127
9,4,2.508415968081053
10,1,4.339943152985812
10,2,4.331770438902518
10,3,4.471777537030956
10,4,4.45141327360574
11,1,2.1317479009844704
11,2,2.0568599647335564
11,3,2.0646427029893832
11,4,2.095776494063313
12,1,5.508481474861777
12,2,4.721601660519329
12,3,5.298826317815776
12,4,5.438038813404898
13,1,2.012956227800625
13,2,1.7926599435692214
13,3,1.9088525351995969
13,4,2.091025614006237
14,1,0.0270197468343805
14,2,0.040609714225661
14,3,0.0616073140490532
14,4,0.0372728191902756
15,1,1.7946162095379976
15,2,1.799601977541391
15,3,1.7988906109153602
15,4,1.866166775436623
16,1,1.0869794796679797
16,2,1.0966117333816805
16,3,1.0838741555583922
16,4,1.098880178989433
17,1,0.4975324918281835
17,2,0.6153202083296939
17,3,0.4529770864477538
17,4,0.3925243560448064
18,1,0.9523957742717244
18,2,1.094557464902696
18,3,0.9567864265732876
18,4,0.7285334633719818
19,1,0.8102025481349033
19,2,0.803341191736551
19,3,0.8246057096946642
19,4,0.8246039751387759
20,1,0.5317524284023395
20,2,0.5269945089584078
20,3,0.5415635991837412
20,4,0.537627750376951
21,1,0.9173178897873532
21,2,0.9006819678180213
21,3,1.086555318950457
21,4,1.0173883688540877
22,1,0.8040909257718094
22,2,0.5892831424895728
22,3,0.8478048343752417
22,4,0.8816552014625603
23,1,0.4637278393590447
23,2,0.445289111142353
23,3,0.4666913203620846
23,4,0.4473909376746462
24,1,1.9033054737528767
24,2,1.89867803959004
24,3,1.8986481359438536
24,4,1.925836955866012
