f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_level.lda_qda_10,ela_level.mmce_qda_50,disp.diff_median_25,disp.diff_mean_05,ic.eps.max,disp.ratio_median_02,ela_level.lda_mda_10,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_25,ic.eps.s,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init
1,5,-0.07813419821844138,-0.0667387382493699,-0.08074570007573771,-0.0038582982339170433,-0.010907435473928128,0.026272474707940786,-0.07616919305638051,0.004271180526683831,-0.04975440178096367,-0.04137092724734232,-0.03461186322261435,-0.019780364048426043,-0.18007295066890233,-0.01257997259773777,-0.15422321110139978
2,5,0.013492164858740842,-0.13145812624323816,0.32608694403100635,0.029277427514962533,-0.029627450952817675,-0.15599712052047898,-0.00011266124669837734,-0.03669533964190491,-0.04440527163206429,0.028449345303736318,-0.0322773592881771,-0.09228330010261775,0.28836372172999636,0.01777920285003934,-0.1688385017445589
3,5,0.07876462887468479,-0.05534787018615964,-0.04135026562168078,0.004331439770945058,0.05234516582234243,0.07716346309681316,0.11580990996854869,0.03734210096321181,-0.03430475904900919,-0.0015988385972892957,-0.04214919413681409,-0.013136822735973056,0.02583263874181767,-0.00658841951195877,0.08886142163082027
4,5,0.05107051988108919,-0.04701782119153826,-0.033480316425468754,0.0025815322536080505,0.03775652300649838,0.0652497181861594,0.059342807561191514,0.006560565623531861,0.02749080630742054,0.00460655808462366,-0.06258719713996808,0.0048579360563826765,0.019658159291039128,0.015486808187104462,0.0594026097186418
5,5,-0.0722083715692933,-0.10849979262661795,-0.06416758423380206,0.022726965288793997,-0.02722978628832146,-0.1112991172115785,-0.05831627454136012,-0.024956519532013638,-0.04053147933477778,0.015043532135365755,-0.003063347445828707,0.0075382517500366735,-0.09401925058637642,-0.026500702703695117,-0.21026794783235625
6,5,0.05383786431192444,-0.06135679624644156,-0.06059635287227053,-0.029401556743859376,-0.03777243653099929,-0.1064748626296675,0.01580592163487757,-0.0444232494645505,-0.0551154084968867,0.004853020236198441,-0.00595410679437993,-0.045280099558934236,-0.0026079539870580257,-0.06367964886008523,0.03138249781471479
7,5,0.04471790115208635,-0.09284418399608944,-0.03995006311899484,-0.03326138312366055,-0.03161122571206946,-0.09309541954465275,0.0356141204688627,-0.04484561380625597,-0.04104830119713664,0.008763275456634544,-0.02169905645012095,-0.04964523916003194,-0.0009868357547271418,0.020973329225747222,0.02006891312571783
8,5,0.02888666951814952,-0.06352245680273264,-0.05007384794373771,0.00964844068664492,0.027420778757644974,0.05015388611056089,-0.0015974014780578017,0.02367470941868015,-0.04711478437808083,0.004368529301301876,-0.036035824997841436,-0.008049850354399582,0.022150960355429225,-0.007888489633378584,-0.19771920114722774
9,5,0.025399635556392276,-0.045460172812886786,-0.029617579474344975,-0.009502603186349686,0.030033598828980268,0.047376901853578186,0.011066072658549374,0.024949231115348598,0.02548331456676005,-0.000370096385060413,-0.04672949489518326,-0.00043573371840726304,0.010024738610079988,0.02079943284490047,0.09816096323395578
10,5,0.07732716471807932,0.7418159341262357,-0.0028357432265242464,0.16683720313258274,0.0028810910923889196,0.09581007519372071,0.126094426533643,0.04954117616943247,0.03942849325093797,-0.036970130728298176,-0.004790685030595598,0.12031531580898157,0.30756610749304775,0.12986681688388946,0.08456545556711365
11,5,0.08955931083194617,0.36163528615065144,-0.009572136415416833,0.08988604574119403,0.030651574587626077,0.06794290513792395,0.07472779946698492,-0.03778157564903926,0.06821171133044449,0.011355903903047696,-0.004414801797911352,0.13922564604752793,0.10599727945337775,-0.014993675576503098,0.09554438792732584
12,5,0.012890632119092263,0.2896523318799571,-0.21405700084365634,-0.06574747319781621,-0.038873437692346344,-0.016723575317066884,0.013743751050064845,0.043764373268977114,-0.08530888073263265,-0.035231143164733386,-0.04652060891589198,-0.07289028395084492,0.08755995582906789,-0.10310229116968338,0.01767883878518739
13,5,0.06258205976081395,-0.062386180682868185,-0.06165216928098134,0.013370918180861738,0.030340895728778485,0.05858430841753359,0.043138484622293534,0.022826922662013055,-0.031294593200817865,0.01109613328052647,-0.045853750941730276,-0.00995705830717488,0.005380359302306536,-0.0011854739990262704,0.0744850738735238
14,5,0.01346194241567572,-0.07036760326161336,-0.08015048168637444,-0.04686609905967921,-0.05716361343602524,-0.12852868189124414,-0.004873531204851487,-0.06544122353531945,-0.04755576987066078,0.0019497123778077522,-0.047551006782868006,-0.03972326840209019,-0.02848330670967776,-0.0494905232246255,0.03043786119675242
15,5,0.08274965546542246,-0.0473215349804662,-0.04601594410222876,0.004543458111690033,0.05232296681819147,0.076501050273361,0.11321546107878393,0.03684137902402403,-0.03242282735473401,-0.0012465933119728376,-0.03864624726696907,-0.014888458012949222,0.06994135424241388,-0.0024333843396311017,0.0832505730839586
16,5,0.0161552387581229,-0.05897062517408582,-0.012154902915227203,0.021346419561783802,-0.0012072547184262571,0.026898854053099924,-0.025765597620372237,0.016457094551503734,0.06564535458087221,0.0044384580491838065,-0.04101772070588395,0.024619546284217045,-0.03782450963719157,0.008706523860491306,0.09520198372464662
17,5,-0.09187821986475174,-0.05368037309624284,-0.012936006485064365,-0.014139463361034575,-0.006078828390425027,-0.09421759505788742,-0.10623634860363534,-0.021170789855360733,0.04142621943140247,-0.0026178410698009386,-0.045045629773362614,-0.007221644580691849,-0.04388938311341279,0.005188463304271443,0.05292289109495854
18,5,-0.06158084667744936,-0.05075502606519689,-0.01590906092310265,-0.009896887246354003,-0.04438264420483006,-0.0868278415888538,-0.07611744145863195,-0.029010319082281622,0.0381149062262951,-0.010421574153031861,-0.04134253412283351,-0.022043616616546403,-0.024825234237648132,0.006765033646312187,0.05313484508492101
19,5,-0.09028004461290459,-0.04611440565002161,-0.04136035329053402,-0.01202172435699834,0.03105615340964676,0.042725791876452916,-0.10446133985980129,0.025486410784186744,0.023083494672131447,0.002989930292828416,-0.03728406723607252,-0.00428183350024803,-0.0622720773606852,0.011775461798913516,0.09856231362036585
20,5,0.025338124911965947,-0.09639901329018868,-0.06500433479263332,-0.030750191555180963,0.004004898855226571,0.018673147558076624,-0.01689551008283984,0.00028811136304507487,-0.055624315609681445,-0.014661642469212201,-0.04209030156498524,-0.010531941456731666,-0.009160998668026329,-0.07661866703332948,-0.20831861188372186
21,5,-0.09427668145062126,-0.0554736029632997,-0.01653483326693668,-0.0021877316288272876,-0.021866823150926293,-0.0077677574469531075,-0.12935501401116017,0.004548131189471597,0.032877357175320164,-0.003002556792281593,-0.023533242323534525,-0.019773640988226877,-0.07124219901362687,0.0034647088843762002,0.08898880299817823
22,5,-0.08754849160538496,-0.05046961122346557,-0.015906127941672867,-0.006540845951930054,-0.02706938941574161,-0.04924081221773477,-0.09346822437262967,0.009496146422502894,0.03873929443474598,-0.0037619861441858895,-0.03924001499458312,-0.018476479828925956,-0.07242869345854655,0.0030735455639034426,0.08763403915360368
