f_id,i_id,ic.eps.max,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_level.lda_mda_50,disp.ratio_mean_25,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_05,disp.ratio_mean_02,disp.ratio_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_05
4,3,0.035035777923018395,-0.0068834902147629495,-0.03293277805227784,0.0037951035803907543,0.05252527950855489,0.03864321157189128,-0.020114973818173593,0.002955597876677673,0.004746365319280462,-0.008868005406678764,0.027086949639389967,0.03542116713859579,0.03217443247673398,-0.01272235228174759,0.03888178445889972
4,4,0.035579482551198784,-0.00957303230680785,-0.032635463604806465,-0.001974931657768123,0.04210952188010909,0.03353084284142742,-0.019351697219015668,0.001789795635173101,-0.010131640673952306,-0.0003755747784445494,0.026254169298995895,0.033071826697172825,0.031095783201966376,-0.0009061617077950827,0.04047602251581246
4,5,0.037325877222510545,0.005017055416886279,-0.03246110607921534,0.0007756850010461733,0.043731266600663864,0.03323185751650244,-0.02028043728551817,0.000692151741527381,-0.008445321057114161,-0.0005888588271242532,0.026979713355925392,0.04476048561295258,0.027002009580766737,0.004223352098721639,0.042127401831950496
5,2,-0.1332958631569265,-0.07400313112840973,-0.07137520832146532,-0.09425131694897433,-0.1484403549247551,0.04608993887778028,0.0008927060355162077,-0.002114153448986442,-0.015613222857512054,-0.08676106935810782,-0.013254521273976163,-0.0732291979812801,-0.020124963513604377,-0.06265425812851218,-0.0363969056319036
5,3,-0.13345363539292185,-0.07414444301312816,-0.07165318680837052,-0.09394014740663145,-0.15063241716951614,0.04818055198186101,0.0011418409961616019,-0.001896291696767376,-0.020812409866669428,-0.08460953322807994,-0.012384161009610421,-0.0732306648084405,-0.020475165235395932,-0.0628387379341547,-0.032962295440224915
5,4,-0.13645054665320674,-0.07273675509554128,-0.07145665833225895,-0.09382929955761868,-0.15134919507644626,0.04853932881992596,0.0024490977545479856,-0.0022220705247499185,-0.018595898871514804,-0.08576887731585298,-0.012505763774235207,-0.07273985588045168,-0.020047592581081165,-0.06400496386231437,-0.034400817021570294
5,5,-0.13329166370539824,-0.07313000179289474,-0.07164123186601419,-0.09359698458579103,-0.1498135799001545,0.04856436428455524,-0.00019684452797130825,-0.0016476872904323196,-0.0215208389342722,-0.08542005888177774,-0.012333735186398104,-0.07316886017641921,-0.020660531429482556,-0.06261496499486628,-0.03240316592960196
6,2,0.004035136176860974,-0.0456381779241288,-0.04765018793529873,-0.017829672864773594,0.023060987520796477,-0.09644119946923461,-0.017520679347868554,-0.04439888021885446,-0.006253638842106124,-0.000543117626187566,-0.04690980206655824,-0.08843426457466623,-0.04688378792323293,-0.0525878833986001,-0.061177725485213656
6,3,0.011959447464367166,-0.04268926582050729,0.07648698729992935,-0.008342932088676498,0.04655571495720606,-0.09374730137778021,-0.013639120187597956,-0.04931088505061305,0.001957486162499212,0.003745390509962615,-0.03900871176193524,-0.08556455676394019,-0.038738576415167744,-0.036986117164738284,-0.04977852676511581
6,4,-0.01626834308796587,-0.06999046496149479,-0.04974061473889628,-0.005484803221909079,0.04136208804317195,0.016224673870556518,-0.013953995382615509,-0.04970774919289395,-0.0005721498465526803,0.004510399588130649,-0.0357836014998803,-0.0829536364353849,-0.03093225260773891,-0.03788105123941067,-0.054495266623028345
6,5,0.004357461165632268,-0.0413813074453303,-0.04495269856620537,-0.016429407899659874,0.032313307153412386,-0.09986176971649338,-0.017883813077773498,-0.06403143279437704,-0.011172449050305771,0.012413709762593091,-0.042163700212767344,-0.08900967055127129,-0.04618961065179352,-0.03074710051199302,-0.05810933024011371
7,2,0.022105938725576146,0.03758666531762308,-0.04633358976668257,-0.012796389742606705,0.03465565470905391,-0.07376333034881884,-0.015507821741080322,-0.06880802354276,-0.00900982563227916,0.017423124118403285,-0.016186942297941976,-0.06518351768311613,-0.03706104362230866,-0.010882699641257732,-0.0513164808758361
7,3,0.023445071272862904,-0.024697812667001467,-0.04785570881405063,-0.007143140122033736,0.03733751559542507,-0.08053046766348014,-0.012471340801069571,-0.05554121751667996,-0.010277574488243244,0.01951549417765324,-0.01984995708753601,-0.058639804678978176,-0.039188824222245795,0.021325934713694827,-0.05035425651971084
7,4,0.04926152533067078,-0.06881635180387749,-0.04427776174556658,-0.010118613650540294,0.041069343158463424,-0.09622421386262744,-0.014663198365022848,-0.05976868564286384,-0.003400921730105969,0.006340498730629153,-0.04642345555591891,-0.08588061795348183,-0.05873625682827837,-0.006789285237567687,-0.07363544808430306
7,5,0.018205882398804673,-0.029745708857524936,-0.04545055256584088,-0.015172121297239488,0.03231710892201853,-0.09130225464464929,-0.016423574532122998,-0.056714550891830966,-0.009530946389556037,0.017191566586455487,-0.03867810085508159,-0.07452731942044691,-0.04351573559074099,-0.030819878744653913,-0.0621576746734206
8,2,0.020107085454612348,-0.024452348731461303,-0.036121015415736264,-0.0021623112750891803,0.043410668293459964,0.025406166065161932,-0.024594125284239595,-0.005829860017499681,-0.012548196064369469,-0.0012393459556423387,0.016417502894160968,0.027858015962870117,0.025115854348293668,-0.013895957949954256,0.026946390703274217
8,3,0.02091493283600001,-0.024391965451518078,-0.037981535439435235,-0.002804354404580421,0.04035516532619452,0.025873920897837868,-0.020749126011392078,-0.00416552766781646,-0.013501977330534654,-0.007009759104891386,0.014560469984496154,0.02573037643252812,0.024860900488857512,-0.0007805802590346404,0.02687398082516947
8,4,0.020839931808554684,-0.023851378944829926,-0.03633091408906938,-0.005169370959105504,0.03594951268497985,0.028313151530619005,-0.024641294615821617,-0.0008984309730674546,-0.018167764444209,-0.00014711636431502667,0.008834477172907283,0.018021753276774178,0.0251228342299809,0.00040985043450072323,0.023865133938758516
8,5,0.017057186725897098,-0.022918446602688956,-0.04038895046101529,-0.007655638454601426,0.04190537694654177,0.026098677187341834,-0.015508816455686638,-0.004774182099523618,-0.016765778965196935,-0.010621179775506777,0.007151443595103272,0.017745013483083973,0.02165144502776865,-0.034587203212014174,0.017790236265636233
9,2,0.021273486506718904,-0.0028250876108221914,-0.0312344735315839,-0.0034597167952963134,0.03914007771893495,0.029164919114370257,-0.022079079756713325,-0.0035068244162487824,-0.008705183476557589,0.01769999623280715,0.019557328534596505,0.025813135811106412,0.031185714146629587,0.032614165476693255,0.02952881708181214
9,3,0.028426522551441843,-0.013458579455428473,-0.03165789054275742,-0.0028300455271869783,0.029175282635299594,0.025226880219107163,-0.023972323350531254,-0.0023853783899414334,-0.006903227129348423,0.018488154850624192,0.018000114389660878,0.025921261054244932,0.031881531974578346,0.028592850109223255,0.02981282551863903
9,4,0.018672154855457587,-0.006567402593154807,-0.03195781081907233,-0.005958310914772978,0.038608444548325196,0.02628745824555405,-0.02365323697948257,-0.005207216673865207,-0.009667684209718365,0.015736486450317964,0.01810817188262489,0.02670453010451562,0.030159399007155054,0.03034392030657703,0.02858033979246522
9,5,0.01878132303060428,-0.0061449820380348975,-0.032262239209920794,-0.0045732231307839205,0.03524033161707755,0.025176359084183787,-0.024871234226769335,-0.007454062997572197,-0.01016255806491311,0.015498627686427863,0.016230214836304428,0.02325584629064704,0.029093225114389283,0.02968641665531501,0.026999489442370343
10,2,0.30454022959967886,0.666610313502573,0.4339901227653827,0.35639581602621334,0.0901483280082596,0.3150669999921079,-0.0012348161311373739,0.145259464313544,0.1711445259492144,0.04414409995376588,0.11482153278357447,0.06059209246808005,0.07209223154719059,-0.009869160819768462,0.09973275721724371
10,3,0.23537021843961842,0.14340391495214164,0.428376036614099,0.3315307539718141,0.09067203282251318,0.2083463979739248,0.1877007461407175,0.17086950629931316,0.19777652459668718,0.026393846182101065,0.1270040788609078,0.11963977641272398,0.0749179441797505,0.007728739971120842,0.09995815735668327
10,4,0.2963639061879405,0.7207760563738391,0.44572133385510243,0.3286404067965231,0.08692937254259393,0.30753555350589545,0.03996609818082052,0.12122527124166951,0.16496959210663129,0.04015041831835361,0.02232626787273947,-0.008468105168950798,0.05624717965726354,-0.007595539909784644,0.0028935376509990943
10,5,0.23322622445209765,0.21735704967707767,0.43422757064085243,0.3350723752124639,0.08319047112793433,0.20914160183818017,0.3189036421783752,0.17689538460287335,0.1952245051221126,0.0324177051525282,0.12622899181323669,0.073390649956499,0.07641383991218975,0.06731555392807871,0.10806138541653627
11,2,0.08198968536689898,0.12207527702979491,0.02407189079819937,0.19707855465589455,0.06035654716833838,-0.01553305020104236,0.21156112438267455,0.058942166259998964,0.08486895912729539,0.031440959930919846,0.043003708812421076,0.05057135638988707,0.002306962663877765,0.052251269877995166,0.013900927794483885
11,3,0.10888549303186415,0.14814212010683225,0.2817631098486106,0.22658386412591017,0.06823380237730414,0.1897142115015895,-0.009322237942855034,0.055237621373693944,0.12032781838732784,0.023902826085644646,-0.0008414676179710727,0.07412572556555605,0.015879949560829134,0.0005705408235181072,0.0030583013489389765
11,4,0.12461649356723953,0.1899820514459368,0.30618086241041953,0.23167849206776964,0.07291446976154109,0.2499444730443425,-0.022018760937303927,0.05858309765240032,0.14422457944633718,0.020749214988676268,0.008589697813730632,0.06379789334479326,0.023965891305493783,-0.026648698129514543,-0.020361201921377633
11,5,0.09108043834718925,0.12713292080097932,0.16561994310494565,0.2100767974710658,0.06589553594587418,0.05482178912367648,0.21146526047000375,0.05977337869911029,0.09257435922786279,0.018628607340664113,0.016918399657805585,0.04453270293246906,-0.0010356988559072648,0.05306549704975799,0.004836046741745278
12,2,0.042440559142941606,-0.06445056825951795,0.11235353292556412,0.059459393012490876,-0.03363801997283471,-0.06422962487670844,-0.030435585462616835,-0.1400969339195515,-0.00029353682526487743,0.016490083216185614,-0.013504598984105085,-0.02379183340006702,-0.009885112346197407,-0.0026443985486848563,0.01751709387006885
12,3,0.03980990861599466,-0.0674631413824543,0.11778912242974532,0.05760967658658774,-0.03435540643991914,-0.059621773045823695,-0.02077053254496845,-0.1417702925910028,0.005420555721735245,0.021534824335819696,-0.015979015425723664,-0.03936720831065242,-0.021221205393324956,0.019640439004043903,0.0024238064551980686
12,4,0.04343339981408426,-0.06363406247353874,0.12196206739638756,0.06198018583209904,-0.030263161678665513,-0.04247823651472322,-0.03168629830471165,-0.1173806238996292,0.0065455955912988835,0.02739920599735992,-0.0020878162180057824,-0.013896044864146693,-0.000596445564488567,0.017295522744129217,0.02810040767784964
12,5,0.06305255343019593,-0.04736130903525517,0.16149297837970789,0.08150625328943424,-0.006884304507458571,-0.022591106473952332,-0.0067859159833694605,-0.07899308667527809,0.014019608714752017,0.03331770368184568,0.011564746586380794,0.0003873112830614143,0.007061162574934317,0.033382912830912825,0.025646180897616517
13,2,0.010271875117363063,-0.04256626586173412,-0.0432710186724344,0.010401567063674337,0.050779413801788895,0.0055084912216917204,-0.014890262542101141,-0.010252290953451286,-0.002115383618149803,-0.002025354165453944,0.012506850406370788,-0.0005275452961489141,0.01731819005063924,-0.04910953162491813,0.02898330756529128
13,3,0.02533510294821379,-0.022345992038440506,-0.03575461455453199,-0.0003656264036778212,0.04222336996635708,-0.09883415130580644,-0.0228710873981024,-0.005505210070444586,0.0008757640635417446,0.002389078400152619,0.015696313956461,0.031592746752592035,0.028859736148399363,0.013150451162230887,0.030366004544988192
13,4,0.031137817154458878,-0.016423792137668335,-0.03572389780295271,0.0015543397271665078,0.04160354616884666,-0.06486997784023157,-0.021895240248679358,-0.004780262939021449,-0.0057545859519614485,0.01993532269261377,0.015690425998502993,0.03736717885471608,0.03882090550391164,0.01496447630556229,0.03554473356454444
13,5,0.03229811626161667,-0.023138425828183855,-0.03317644678823122,-0.003238412954335075,0.044776986174455996,0.019731653769742827,-0.021216909403717354,0.0020160098627828187,-0.009878135056728623,0.0020578516070959892,0.028181464915889437,0.033113362870468975,0.025441541407061837,0.017242584191793257,0.04509189999179521
14,2,-0.046233437031822325,-0.08767322412301219,-0.047858811958147666,-0.033506960541238764,0.02169211204174196,-0.11204633838731383,-0.01889955173754039,-0.07518394079435743,-0.02249506652847337,0.00020380397293781588,-0.05654960521657401,-0.09988796112680853,-0.062211784083619985,-0.03464796651337747,-0.07993935759472494
14,3,-0.09356699528658109,-0.09013450607020938,-0.0436392408334869,-0.027820760131551457,0.03311785606003558,-0.06484057281620224,-0.02311486331879604,-0.06903553926109685,-0.014840114131495061,0.005688644731035412,-0.04517335291032201,-0.06480971285487039,-0.03710913535467259,-0.013642228296270707,-0.08410771777407725
14,4,-0.07316981427592001,-0.09054063514917512,-0.04658686342772967,-0.0310155870595826,0.027153768718597884,-0.12097452334216861,-0.01883635882023425,-0.07548427590411304,-0.02128764767257679,0.007101518126124255,-0.05467852226077573,-0.10314747109392508,-0.06415470655778795,-0.01088442297192239,-0.08131761295379211
14,5,-0.03993397727980269,-0.047139504196184734,-0.04773460894570959,-0.033050992887953275,0.019878848480518234,-0.1160584750378988,-0.019780340043363095,-0.07960857231659373,-0.018298184839479512,0.0014060694157929012,-0.06287610209585623,-0.11069151895358392,-0.060728798280324715,-0.03836249354194268,-0.08374225189889108
15,2,0.10961018300867599,-0.012810040385074817,-0.027645279290707377,0.01896731299939414,0.10776880583491373,0.05876091094159551,-0.014685270120811725,0.02913790031422608,0.013739665060042391,0.049298486055159435,0.05492154373218,0.06301926037337775,0.05586972133705439,0.03159057869873173,0.06970483122668737
15,3,0.06296484752828233,-0.017737843026377147,-0.02771317035265892,0.016995421802218913,0.09456072522201305,0.04876133551084968,0.017089383168773585,-0.014073564257317645,0.019210368492451682,0.057332271076562275,0.058336725952235574,0.06777548238413493,0.07198697569653414,0.025937196122613533,0.08361140777795897
15,4,0.1446035498521595,-0.013281594793728308,-0.03089834459132229,0.0182367893294649,0.09842700906648166,0.03669894430069908,-0.014013355480587908,0.019963342006608265,0.042364038154063775,0.034285533315985016,0.041803540181352156,0.06751564705518538,0.051503043105241834,0.015195783808758192,0.05691924609116092
15,5,0.1393742397877937,-0.021012448672064463,-0.025685135759821783,0.01557519451925562,0.0976506482659718,0.06081788280122394,-0.014134986234029048,0.022843323524699834,0.04890905430314391,0.049910402575418816,0.04870462003621982,0.052348401235751185,0.042732137275414486,0.033818255598403145,0.07095203540440209
16,2,-0.01643741528776476,0.01617184341380785,-0.03699516707522379,-0.00287492554626122,0.02535440185415686,0.03105207559567427,0.01410797760265261,0.04742624815428691,-0.0021164865201888797,0.03312770396744642,0.0361349503918887,0.01873231888722003,0.010643791382624397,0.04328991362795292,0.030365127384576883
16,3,-0.020545883724656246,0.016428137101280788,-0.03779513573779443,0.0013677275356601983,0.027777098318311117,0.03212204378815198,0.01226742049015661,0.04726243905198447,-0.010002530736828778,0.028426638450533823,0.03008614024534503,0.014479032082587353,0.0077106126136637695,0.040663370741673,0.008830643898366304
16,4,-0.02030185764090431,0.014899086484112204,-0.037586397238678446,-0.0008001158218996588,0.02031043405739494,0.02842070963932903,0.016633237636098672,0.047465236932508446,-0.001015563045122108,0.02828122676151165,0.03003662477639262,0.016082286587522466,0.006231615964202661,0.03955252299670474,0.01914274693017047
16,5,-0.0211868287036167,0.01369507736276937,-0.037704285436926326,0.0017905896537784506,0.02511136901270269,0.03116351120829903,0.0018789094213476146,0.04233579400229786,-0.00970768595511075,0.03259969723296511,0.031922624462863064,0.015634508614468447,0.0028691735956153075,0.038675607268969334,0.030489896502949393
17,2,-0.1185017367391131,-0.05377694800790665,-0.03871964152782307,-0.06551067803701689,-0.006337944217862924,0.00486611472821914,-0.022875683095986567,-0.042422918607457366,-0.01229184638077628,0.004674367829861065,-0.04963526037220238,-0.10143941557220502,-0.06304776556504081,-0.010045579705364165,-0.07201562334114528
17,3,-0.0986117587867503,-0.04431763672538016,-0.04848774160132976,-0.06600102628816641,0.02853087895015265,-0.09477691854094474,-0.011962964135551531,-0.06137640419109524,-0.015711742794618806,0.009074893515528147,-0.042969108065424554,-0.09392296922568164,-0.04522948628989976,-0.04454554436046007,-0.06740547006410175
17,4,-0.11067311514753911,-0.05607412502638009,-0.04065335636255654,-0.06390378878498587,0.009505205435514967,-0.003853132280592807,-0.014002590481114305,-0.06969428645022853,-0.011708802853432261,0.010042987899101956,-0.059039737813418036,-0.10693677358270968,-0.06070903944214759,-0.013611178042358882,-0.08168487170776767
17,5,-0.10776486054027187,-0.017284612299277347,-0.03864247697842404,-0.060635030895457014,-0.006156155961273447,0.005171561208032977,-0.02029359710920421,-0.0505142245976763,-0.011223517940058821,0.005718337086179941,-0.05642374594694124,-0.09515747094114352,-0.0555882673016359,0.0049627283588601495,-0.07513374471854058
18,2,-0.06630007717284364,-0.040399042157326086,-0.036861855249700724,-0.014389941642990652,0.000610855241240948,0.017487191164542244,-0.024521165566079767,-0.06574167396610174,-0.007839484865020755,0.011902731433615516,-0.04650892437327109,-0.09341531933623684,-0.04678321295068628,0.0055443706497781695,-0.0566818655746898
18,3,-0.03964110777291324,-0.03611939722148357,-0.047070005440677,-0.023583130801828993,0.037131977799368276,-0.11342037584086544,-0.007834544494099918,-0.05425007928848831,0.00035057744524955877,0.011843010063404751,-0.04329302814019154,-0.08215289087911865,-0.02947031921608727,-0.05754749917097861,-0.06911106011044967
18,4,-0.05002406603067063,-0.04326499040610645,-0.038611983260585084,-0.017211498574964137,0.01238872647074531,0.007574675306396123,-0.012232951067024557,-0.07050750451435285,-0.004840686569521798,0.008503190502759297,-0.05271402115422204,-0.09920498565348396,-0.052788045706910515,-0.00874111415894824,-0.06824662045863052
18,5,-0.07947960984999224,-0.007329226999815782,-0.03801553282409209,-0.01267844008896848,0.004118077639295409,0.01687039195901891,-0.020940767220338597,-0.060762271957616805,-0.007614877005400298,0.01135678621957915,-0.0410904746025981,-0.08454992072768787,-0.043677973785246106,0.00577830737561036,-0.05722605788851492
19,2,-0.13044873001321308,0.0012371611421168956,-0.03749879322494322,-0.05310544834002351,0.014768782031512618,0.011408463920829944,-0.024527923904078673,-0.006682503162511301,-0.01634065353360059,0.0143507068709985,0.005049674360254734,0.024044796620400447,0.0216950667034408,0.015238414677302754,0.011978121504225043
19,3,-0.1378778989793105,-0.0019248482594088042,-0.03663709445764376,-0.043393661199660497,0.013994343486635617,0.00702461446323405,-0.025994669487740284,-0.00576384461323853,-0.010415469054458141,0.01911787742350135,0.026609486626432987,0.0170135046358555,0.02654310749070387,0.025826241280983715,0.03484831846803369
19,4,-0.13719113236130506,-0.001613375281595678,-0.03627946931217793,-0.04172840275822379,0.0174399424377563,0.009619651175847312,-0.02708210019495368,-0.007433235903120868,-0.018479680234607415,0.025341833074803505,0.006790271147655107,0.0256879661418209,0.023046052295149125,0.017551235428134773,0.012895337222253587
19,5,-0.13749229150848533,-0.00340132703655539,-0.03740322826856493,-0.04315252038593345,0.013093225717539674,0.009819679821029425,-0.02683035649815537,-0.006844850096112565,-0.013213636436405092,0.020713259096024655,0.02276726182533013,0.014181013792568205,0.027804782887730344,0.02387101958892321,0.035469186033096706
20,2,-0.002164987269166656,-0.08078770254923273,-0.03957691334489114,-0.020871873336627246,-0.1642405624965452,-0.11598482482781416,-0.015306157294525963,-0.013071717168294389,-0.011022412901654108,-0.01051612741898397,-0.0018141674302201783,0.006584921566799864,0.011220503648290239,-0.07834485942481942,0.010506868925571239
20,3,-0.003793913813544426,-0.08063670155418155,-0.039991073992088365,-0.021010786739631082,-0.16409466868792766,-0.1107398186693255,-0.01602242054545975,-0.015777772277659023,-0.010860603112881352,-0.015973273782634242,-0.0018755797358303921,0.0045272333266511,0.0032066622334636524,-0.07658764858276138,0.008366272114841046
20,4,-0.004784775394120222,-0.0846335255538601,-0.03905227261317101,-0.02010535803178779,-0.16821912997130972,-0.11858118704795488,-0.01701460237378076,-0.01306734608234799,-0.011463575803299932,-0.010565487552639693,-0.003006709836012541,0.011045665912692331,0.00953986129544011,-0.0727783647874834,0.004726835572472826
20,5,-0.004638680772091433,-0.08469424779759722,-0.04113320893072945,-0.02133540082688206,-0.1675034524671812,-0.12144583627305502,-0.016070879918176715,-0.013807538057933857,-0.011606421718453127,-0.013032857979381527,-0.0018420617804663024,0.0030315696060813045,0.012882724755513952,-0.08070557063113026,0.005597683278443451
21,2,-0.1398172787603114,-0.008723286707372378,-0.051919736585401555,-0.09113580104972974,0.002646484345216893,0.0017423919008209645,-0.02064802450477084,-0.00699622954860903,-0.017028009423098945,0.023027779843984113,0.018305233607611947,-0.014419755195520308,-0.009396075612066096,0.01959538360797055,0.004035386811517756
21,3,-0.12227662115520696,-0.001611860192678186,-0.052317324264084995,-0.0768799908147408,0.004607564487213958,0.0043610336046919955,-0.029501942115504474,-0.04397713186825456,-0.008346904177781765,0.019170553669535257,0.00821929111174258,-0.008590967310761883,-0.0007120969289254693,0.024231193301391524,0.004279851329543035
21,4,-0.12482515371972071,0.0008090201703774823,-0.05562225396440837,-0.08017650797081681,0.0020142423941737777,0.004441825768206194,-0.022291193943613855,-0.04043387763460159,-0.009660382087456612,0.01842007201749615,0.00724075666153984,-0.008496962554989025,-0.0015704641672073792,0.03826579969032213,0.004067338149025798
21,5,-0.12740630377668305,-0.0011239593375470627,-0.0521018015422365,-0.08579089764161564,0.001108938046188465,0.00414192261853863,-0.024143414936264356,-0.042506158222802716,-0.0010759213955936603,0.02387146732865895,0.00584420310375085,-0.0028099274505233515,-0.002801474655200213,0.025840682387472183,-0.001656322461009668
22,2,-0.10137719708089553,-0.005368701112554784,-0.04758979270878077,-0.0686514408274169,0.012203420946134275,0.023523519697847335,-0.01995837043721537,-0.048566929388457136,-0.007613845965852466,0.010538058500233044,-0.001952064293015658,-0.032431385613218865,-0.007818882846930393,0.03254954182410179,-0.03177460393119032
22,3,-0.12108557850948073,0.01069488794087955,-0.05028506104481554,-0.0754401832471293,0.022987142328091795,0.02303596965946638,-0.015290952212329345,0.03244262146490352,-0.015071728132422649,0.02935122234160479,0.030263355456149776,-0.0010358912729309911,0.004259236237951887,0.04185715486024936,0.02133930385201316
22,4,-0.10219916363439763,-0.011351484928641829,-0.04956518557175851,-0.06751880266167652,0.01283940548338718,0.030010681579221144,-0.019673856593818897,-0.04884666040610913,0.000739727883634716,0.010366337820429634,-0.004268172212685751,-0.04199902372970853,-0.009847411398150504,0.03416513645496141,-0.030675989596386736
22,5,-0.09353776844471985,0.02775183669188269,-0.045716168375677865,-0.05260067555928388,0.030617234058552996,0.03973629500664628,0.0037775588185139184,-0.029996821994108424,-0.00227920212480825,0.043758428690584064,0.019020743888657283,-0.008009828986538911,0.014003734347329653,0.050393245214388545,0.00577528342535127
23,2,-0.14491352233922922,-0.005648612107793015,-0.0424126959379804,-0.09002182240887442,-0.002155895901851592,-0.0012839227233845843,-0.010801057898731486,0.021021513819458257,-0.014228144830071811,0.015885827852886624,0.015041539272966375,-0.013700182748924131,-0.013899648855710205,0.02160558258695055,-0.0074477384448484625
23,3,-0.13533931552970957,-0.0025858369721999245,-0.04143381182076859,-0.0868840065463298,0.0011784412295488163,-0.00039897486169143096,-0.0027339989237862884,-0.0055945055360225905,-0.019699837830171617,0.01884935579548004,0.015481127222023564,-0.010923272836140242,-0.007515495444292822,0.020505761662980838,0.005050046791935235
23,4,-0.14473393557918754,-0.0029253778140232852,-0.043051158639523086,-0.08826335691988951,0.0031311062561567697,-0.00612838140547945,-0.011632501505131903,-0.0039055173298627194,-0.009467654149177687,0.0215774643112865,0.012760823745904409,-0.007727855693800483,-0.01368099461030644,0.019108350824220428,-0.011252395221827418
