f_id,i_id,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_w_interact.adj_r2,disp.diff_median_02,disp.ratio_mean_25,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ic.eps.max,ic.eps.ratio,ela_level.mmce_mda_50,ela_level.lda_mda_25,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_50,ela_level.mmce_mda_10
4,2,-0.027459424473323626,-0.025287763853640698,0.012276007932618235,0.04770170035206906,0.03925636461499552,0.03759065739760766,-0.016560065825835614,0.012905169695477597,0.015245203188380279,-0.03816734301616712,-0.01020834156251406,0.03764426671403127,-0.020852617447304406,0.000418888679900964,0.018855772149965967
4,4,-0.02826019459321402,-0.025105947881756956,0.022122891244562,0.05089046837261605,0.03635489263935584,0.04587953279243346,-0.01443739023593859,0.028954752585788484,0.010361430114652561,-0.031022070460252727,0.0022753123724158783,0.04039144959656569,-0.01809400920559082,-0.013180282390829235,0.01693052402277341
4,5,-0.018153362439652813,-0.018993375506010893,0.011814046212707204,0.05244675466106307,0.03712019742885747,0.05355224393199738,-0.00725611990544896,0.02015073410053457,-0.003146257400930677,-0.012468505845572018,0.005707196963329304,0.042067388341535984,-0.01867432346431956,-0.007949883501348724,0.02387261483378733
5,1,-0.0955467055439247,-0.05783015834824908,-0.015458509752810354,-0.035418632080962624,-0.003089675719784034,-0.16240004717496848,-0.05578110214552322,-0.10754710081872429,-0.06944754417498544,-0.020122706393590976,-0.028042971544248462,-0.04174834788998642,-0.004984072263567717,-0.054213503214670396,-0.04151554663059795
5,2,-0.09564439297445192,-0.057213448000485105,-0.01999310393062484,-0.045148924049263295,-0.003070201822656349,-0.16180803365889407,-0.05585478777776755,-0.10083353614609392,-0.06408479177516896,-0.01849888865090255,-0.02735532308146732,-0.0419204138022684,-0.004811516316907448,-0.05472707187936458,-0.04160063514285395
5,4,-0.0955695544486985,-0.05856632194357933,-0.018538671278594154,-0.04447575113846662,-0.003157898547393525,-0.16247007530327517,-0.056257703062485856,-0.10062044922364655,-0.0635698366443005,-0.02025883253340756,-0.027434083585946706,-0.04179774478973645,-0.004742083649181562,-0.05469618582152155,-0.04155759220331001
5,5,-0.09545867562803108,-0.05645944896362111,-0.016728480049367236,-0.03544293505509723,-0.0029088799320155178,-0.16200534636483857,-0.05575709395966247,-0.10765926505075735,-0.07036454121416383,-0.018381920794980626,-0.027824281083892687,-0.0417166061727583,-0.00496615847158648,-0.05423125298391405,-0.041418728202934636
6,1,-0.07119663047056793,-0.050044504781104754,-0.04551773593265155,-0.08140304202184946,-0.10044563584344972,0.021443411194264215,-0.0064793675729196065,-0.008277784320385936,-0.003948747332851457,-0.047753254912514385,-0.04673991088539445,-0.060716778320528235,-0.0012442206125653668,-0.009578693072723132,-0.04716457276052404
6,2,-0.053728121757307505,-0.04842239750860718,-0.09340015516359067,-0.10166021155772613,-0.06936383857040469,0.018999091234083956,-0.009555704799395338,0.0009022904352325499,0.0091353480665056,-0.06611666494908454,-0.009411356945626944,-0.051973779114959325,-0.027654092069255197,-0.004699960128644548,-0.05337565195269284
6,4,-0.06668833220118979,-0.045411946121575925,-0.04739849232549243,-0.0884265413063684,-0.09122222850834688,0.02855117012827446,-0.001593297843264028,0.0004293977516418731,0.0016969011367065872,-0.05394024030326292,-0.020592472047049813,-0.047021825956985376,-0.0144323345705803,0.0019134991105320095,-0.04247088265248184
6,5,-0.06042100944811908,-0.038580266524620564,-0.08328086462441066,-0.09941037191599328,-0.10831824069716435,0.02251569714338672,0.007902208868777053,0.0013223264877467254,-0.0022189219797698638,-0.04513861470783423,-0.029360780249541217,-0.0594862092265787,0.013117896591336796,-0.007509757224389473,-0.05364467285423302
7,1,0.08700143806484362,-0.00793460258139096,-0.008614030395050584,-0.06735070714927821,-0.09208746627395596,0.0034032639080712073,0.007893859780960312,-0.010647610554943768,-0.003814758094845517,-0.016268810530988286,-0.06784261474800772,-0.030230998495522732,-0.017828820968323,0.0005046289548283975,0.02329203783514143
7,2,0.03476188213159023,-0.040602760986647654,-0.052565543958399075,-0.06091697825034271,-0.11756904283462112,0.015698852533762138,0.015107060348770377,0.0019494881271570881,-0.004298736119989124,-0.05303825594051979,0.07671295718847516,-0.029998731675691098,-0.02037157572065718,0.004587322671651619,0.010135621160820759
7,4,-0.051924427529625096,-0.04568827895832881,-0.08436020904880853,-0.09496119962337289,-0.10060331419774712,0.020832239515915712,0.010215155889797533,0.001581484869403642,0.018908392811577003,-0.046236518700514206,-0.05117583904791226,-0.05482107386374545,-0.01976409335297548,0.0004907749748279739,-0.00623660259136417
7,5,-0.014086064263993702,-0.05211380534246089,-0.07577015923625217,-0.0877840177096832,-0.10908206264988801,0.019695664009771467,0.012708493156993605,-0.00716314936877557,0.008821409637966354,-0.054713048154046096,-0.07482593009161302,-0.05408847156463737,-0.023301681206635127,0.005456858801627884,0.0194986612121383
8,1,-0.03468441679115502,-0.03132705493303727,0.004133864601276335,0.05908400646861264,0.033575511793142755,0.04540987974123127,-0.016596725564126003,0.01220895316492834,0.00958998906227738,-0.011539311395697464,-0.0018901281323941612,0.026992129801065887,-0.033865051504171274,-0.019877536992186046,0.013792822409252807
8,2,-0.035862582586343575,-0.026698829544711946,0.005937512603489803,0.07412795436048417,0.03758223543433987,0.020550161984351122,-0.01853737607254327,0.01785387614039032,0.015398442871282374,-0.0017186394678903169,-0.006805918095424218,0.04054722500361551,-0.018909196024614376,-0.022613961407346905,-0.00463278408982057
8,4,-0.036104359327222835,-0.032066955227315654,0.0029849375321994455,0.06314350774768748,0.04039530888624239,0.04365720201511999,-0.015461875343762218,0.00901295220684919,0.01350485245719021,-0.013243760378989746,-0.003715573405978641,0.02926297796433452,-0.03409349965478626,-0.01457947990072515,0.003754119076428645
8,5,-0.04489567309173579,-0.030837698735128885,-0.006296125576434627,0.058323671758249464,0.03423291929294079,0.041034874260389424,-0.021232457785251735,0.011078165073826814,0.007137273652822674,-0.02034411928940597,-0.015935717276078537,0.03211180748207899,-0.01027874026769577,-0.028529992230268548,-0.0055332859132121315
9,1,-0.02701425401066385,-0.022828696213883545,0.03664015396775728,0.0651293461526002,0.031004867724931707,0.03349884382275083,0.02262734590953951,-0.0013171025186446154,0.011600357065399296,-0.014617864876575628,-0.017046723272170522,0.02348754782806099,0.003513940537099099,-0.00520395952180181,0.015091198127807876
9,2,-0.024554478658871396,-0.025161522232502884,0.03784853116901894,0.06048779751286236,0.035140413720075335,0.04634193754896454,0.023648188588120143,-0.001576939704266834,0.009631177384417756,0.005106061827996245,-0.0107964067232686,0.023249293591080585,-0.03175219792891951,-0.004388618873519861,0.01699768200443835
9,4,-0.028320457156354673,-0.02595853942174785,0.03417072054366267,0.057374812615168275,0.029394651294940198,0.045204658754331085,0.018895627005619406,-0.004940464513994726,0.00871314653804531,-0.01216233073027984,-0.017885653821975166,0.02212057490880252,-0.018141993231454653,-0.00041080883129689886,0.012550910544014412
9,5,-0.025700398647018997,-0.025166387690638548,0.03737125609502645,0.05655975238772432,0.03223827226588308,0.04003295442403744,0.019500455959839666,-0.005007295235371922,0.006912804040622878,0.0025754910316075634,-0.009274916754229232,0.020501685084778693,-0.03500454842342663,-0.007233544529215173,0.018571186449489994
10,1,0.8495042201310555,0.926400903008424,0.08935478742493567,0.05770728550429551,0.13540402595190698,0.06699369471272226,0.05875285322132676,0.39357219155761125,0.143588865560382,0.10450553150864149,0.1203623852127231,-0.002719514195477432,0.06166089239891825,0.026468627374125864,0.023679267074447244
10,2,0.7732209373489708,0.8918680980794406,0.08124749482091508,0.0580369751329267,0.11978119896320129,0.0653745077934415,0.05503524526924694,0.3733579611431647,0.13791011324310012,0.10437215154028173,0.11105048746817908,-0.0019662399727894716,0.10801020627907791,0.021572425505898902,0.05150154196098473
10,4,0.8475032452872118,1.0395424999449896,0.07021578386094654,0.04188637877119448,0.0729473906289152,0.06834897149361246,0.05752393996187283,0.40289726591625774,0.16797478379549102,0.09898222935679976,-0.026954741694541325,-0.029827214235128865,-0.0006487741499735237,0.030841209059384728,0.018135953262682556
10,5,0.13013194157194208,-0.017021208028919817,0.05992638717355047,0.013273966161903164,0.25153965005778023,0.08496514789137088,0.044211464262039785,0.22667993950562076,0.18848936433021704,0.11483406714371144,0.20456336652725876,0.11959779712689607,0.09832207205926274,0.2855615930240897,0.03987307318521914
11,1,0.1030763979503418,0.01373308150449624,-0.040163461375299796,-0.028138751831713653,0.17069798704068295,0.06158040730700433,0.0502708065090966,0.09695215297613789,0.06724839611917564,0.08344491752636095,0.16892365248144262,0.10902510319207956,-0.0118092337075889,0.20977479682662892,0.021747532347763204
11,2,0.1598052566378266,0.014564435859904074,-0.023277504661347568,-0.02826127184361145,0.1614858923902903,0.05936777262106273,0.03778564401332533,0.09471724367922908,0.07126508401996011,0.08076758509136428,0.16388366393079207,0.10579210872009455,-0.013669872596095228,0.19743642871335648,0.01034335017093651
11,4,0.3819821285436835,0.01826022492185342,0.10032400772433922,-0.046516707182465276,0.2452363661612946,0.07401853341699942,0.02314836374508461,0.17049940672137331,0.18201945859369967,0.07732892046989552,0.12478826734010756,0.15517219632001442,-0.019046474627406506,0.0045566057334249285,0.008705351617555118
11,5,0.17170951458752742,0.006417329617756972,0.017015904218487813,-0.029201701019180265,0.17064028001746073,0.06421598894071666,0.03492795150122023,0.10545118373309935,0.07330586471390366,0.0778981174292541,0.188824984263539,0.10507498400319774,0.06404688266442801,0.21954769776586208,0.0060110069155560894
12,1,-0.03783277254370933,-0.04638736156732885,-0.001565612447807585,0.014669953024227871,-0.03185805754603484,0.04628718114971078,-0.011890066414170208,0.14248566670894866,0.06062808526970729,-0.0582522068006293,-0.004615100998430002,0.01995947842190706,-0.03158114726127519,-0.002877965850778774,0.020077278583757147
12,2,-0.052685048603983695,-0.04276214978918699,-0.03183957668475644,0.016640926394530492,-0.1363597057808928,0.040765087652698935,-0.01939672991507844,0.1327837912208949,0.06724613760249375,-0.0714691587184578,-0.01501934436130581,-0.061721072259240624,0.009159085911178685,-0.03196503871158101,-0.027612695093365478
12,4,-0.049501752715972146,-0.052325860316531456,-0.01578734077990322,0.014997847433989075,-0.0817109608783977,0.05856757081665112,-0.007002437784809929,0.14019065042715467,0.09115076391942162,-0.07805092016253935,-0.010410904958469122,-0.04174156883366507,-0.007554064493459686,-0.02261541934744113,-0.014815233344236779
12,5,-0.03313345113430431,-0.03678277463599597,0.017138088752024425,0.03427212354486401,-0.0004449214433764581,0.06411792908183259,0.018500750416785006,0.14328877943397275,0.10524516965786246,-0.027612596951902577,0.007117593182542738,0.03291413109939677,-0.02734319942567963,0.0154809555976516,-0.008295350785438183
13,1,-0.04247773955440201,-0.04305042815272621,-0.07263343926877658,0.07489297464353707,0.03752280323641451,0.05470837792641024,-0.005746823164993303,0.015376631792858843,0.028630270003448546,-0.051414278714666285,-0.007753762156521587,0.048235128785482466,0.009470975936271876,0.003448457231683985,-0.04104140705853442
13,2,-0.059318340248254595,-0.03903928591871515,-0.013455757300497318,0.05453467316175583,-0.025923613224512285,0.054736978558582124,-0.007636674903620224,0.00939993010374747,0.022553078658374037,-0.03626169658699538,0.0018914261535137125,0.005220353441661054,0.014318763806923311,-0.004329368618748907,-0.03388491528535785
13,4,-0.04393856899287622,-0.020126790808936704,-0.05727743237416387,0.07546951912260909,0.03236495155708039,0.044857938836953964,0.0016469733899863986,0.004665429545275492,0.016984301148433387,-0.003077976084439833,-0.045966648850427165,0.03459000808970976,-0.01385225209610795,-0.0017009355687105702,0.00989838026678331
13,5,-0.046247511253779364,-0.04569723851489797,0.005205777135412453,0.08043044556657519,0.046870857788584144,0.040758841997326614,-0.0006583732502492521,0.013182218319111077,0.025587975916764677,-0.018138794640866724,-0.03510281965759595,0.04426026977402877,-0.002518799135722286,-0.004450279784279008,0.029089561180832918
14,1,-0.05137717279904184,-0.05751029772108811,-0.09580700882600986,-0.11453232316173004,-0.12988134109685906,0.012497936463690877,0.006833006413821312,-0.037868488836802223,0.006884075611786718,-0.06400389905167413,-0.053010077304762634,-0.06231534346580317,-0.028519447236406367,-0.003497262545661366,-0.06214574150041362
14,2,-0.05818245143700688,-0.054584785209060786,-0.1003605607915854,-0.10909463477703242,-0.11465970276743817,0.038814851844062664,0.002258531931788434,-0.03729872842063416,0.007026515145565005,0.04680461176813205,-0.05139606131905716,-0.05903091564050734,-0.038214248429022046,0.016001953998681057,-0.018864322327761886
14,4,-0.06624316427818562,-0.065468434341161,-0.0946208025325379,-0.1387742007819673,-0.1114926584614398,0.024611646223755553,0.010121503262512072,-0.04050929442897948,-0.019759618529871088,-0.04195455865915418,-0.057358811809288625,-0.06373766392349979,-0.014492303623073969,0.00046745663385289345,0.017287364307011437
14,5,-0.05522804380746698,-0.04970232103991868,-0.10321938889849427,-0.11099910123300216,-0.13571397441814673,0.017377956428186087,0.0030621741748757775,-0.03599272827276169,0.008491279338602805,-0.0638834093761213,-0.05399153985596038,-0.06775799340624705,-0.031134754443543466,-0.004429636679621127,-0.06568377977366707
15,1,-0.0282452788003538,-0.022471340851812155,0.03260772510456482,0.09709772903830428,0.07674682611455881,0.09603775521394155,0.04681322347663154,0.09024948097540174,0.06833741213815993,0.014826755458362656,0.024180999011838972,0.07602214389578997,-0.020693222014111848,0.008964106314280434,0.023672425518799976
15,2,-0.03418261269887503,-0.009615718042841682,0.03816526131729773,0.08801549124583616,0.0947616495798982,0.09794673702915314,0.05140940101299764,0.057380997925221354,0.060586526029270345,-0.01462482258238709,0.012516354465607856,0.07930438444762178,0.006519509949152016,0.0025270709674748435,0.022106219918634415
15,4,-0.03078773653325531,-0.0006765557430421789,0.018662231643733578,0.10866285762621099,0.06649412938272702,0.0990605862345326,0.04492063340507603,0.10959799057354905,0.0817904328419567,0.002542844807104838,0.02582285985917069,0.07232705545782357,0.0009994161164135042,0.0021053083945926096,0.025600782521593375
15,5,-0.022308227226236283,-0.028669977656959295,0.02777521858919793,0.09723164282704287,0.06722595489534587,0.10246789950527417,0.0676860971530808,0.10301282367304224,0.10457746863263363,0.008702253725047277,0.028432547248788933,0.06708534076526676,-0.005793369101100582,0.007205277957646025,0.033631272580178055
16,1,-0.03148543265639542,-0.020648626514686633,0.03973277867459336,-0.00912370732358374,0.07793281809691238,0.050835114538746194,0.04138047682531499,0.0031509050880657976,-0.008744672529740904,0.02447660651939376,-0.009880976273420041,0.06642345930814778,-0.0016339575959899118,-0.021748845661180922,0.02245360060784406
16,2,-0.027651314241118025,-0.02025530097531962,0.04195948675010861,-0.00315139144938224,0.09506240081106848,0.05963796813963726,0.048512939495605395,0.0010744317775388905,-0.0053306218314159316,0.025027456082960333,-0.005635734359496359,0.0697525610690187,-0.0075286463064135585,-0.019978751746407012,0.024019652272321772
16,4,-0.02814092575855255,-0.024818381015482557,0.03395602122121113,-0.00785489181962872,0.09544906849319117,0.05752794460729103,0.03437655433131967,0.0029551146399578866,-0.005280200746895937,0.029767971422425533,-0.012993538081117384,0.057870112854956496,0.010061205484188238,-0.033366891686353074,0.023797633432078136
16,5,-0.02790520910304712,-0.020670167498385794,0.03219402859319748,-0.014313749814077745,0.0851784597663329,0.05788945723310889,0.04157704240058112,0.0012728327545080468,-0.010695950884034302,0.011991917830049431,-0.006656531746505135,0.05845925583141549,-0.027203091649101608,-0.023373283738429517,0.024324528758131247
17,1,-0.054815008564475916,-0.044706162474106234,-0.013394302976041493,-0.11563712729239668,-0.10684807706483897,0.023059383791350016,0.011013530652486897,-0.0670869464115762,-0.01426095818283447,-0.05335260142538374,-0.06073125472516686,-0.0682114713698524,-0.028011072627954006,-0.0033152585210492608,-0.05607480407243022
17,2,-0.05166506061547498,-0.04832230779397733,-0.016598917806457125,-0.12117011387712473,-0.041284162674165,0.001828703837286734,0.0018245697043759777,-0.10022342195978712,-0.10253835004518821,-0.038490806331748756,-0.03355558388316368,-0.026973331276131694,-0.03160041069307488,-0.01716874394699597,-0.007252230949477379
17,4,-0.05522405664434352,-0.04666121132412605,-0.016155731714302467,-0.11693794584128216,-0.08693534479227674,6.025930494085087e-06,0.007102679632874649,-0.10050967366389618,-0.08754294872132226,-0.030620769627634496,-0.022762241400125033,-0.06142044038919077,-0.02375765418551885,-0.02199106695573017,0.012211494662467598
17,5,-0.04026130572989822,-0.0302413019538202,-0.017360927426502585,-0.10942882843394304,-0.061994109170572624,0.005963862935523628,0.008300625293636753,-0.09563623478306083,-0.08879211598352915,-0.024922605715117837,-0.020590180975272713,-0.05770298328766379,-0.027327084364792382,-0.021096969038489885,-0.011595042189279326
18,1,-0.042291824265310175,-0.04011907152652767,-0.006556527878365084,-0.10661718374323095,-0.11450353852897137,0.03460086167324114,0.018593921233301336,0.028384981684128292,0.0254611112615989,-0.05797153886813479,-0.06107469899995938,-0.07769896582719092,-0.02880672548546364,-0.005590560677893197,-0.06637203641733558
18,2,-0.05216995815729071,-0.041194121933974814,-0.0002938459611067237,-0.08607817069795093,-0.07688627924197824,0.017309414457951568,0.007736707533462271,-0.06732361232735007,-0.04308191971007887,-0.019379941387542458,-0.019604255233463704,-0.05308346513208409,-0.02716610585375506,-0.021828624532588544,-0.004018525669508412
18,4,-0.05413333692489069,-0.038342743339507795,-0.006511415116892168,-0.09617236952453365,-0.09166866843306878,0.014567722861698905,0.010501440165103921,-0.02209479207469123,0.018245522959607588,-0.019947085953888024,-0.018718627696262688,-0.0708835235073775,0.0018017327138563164,-0.016365510323224957,0.02190087643588021
18,5,-0.03152040554370558,-0.024177793860068898,-0.009983448962660747,-0.08932609096601431,-0.07318888048085061,0.011782555042506781,0.011736119696637095,-0.08504553160565556,-0.062297253441645176,-0.017003176536853185,-0.018719062370627437,-0.046057733709739014,-0.02480287330457984,-0.01794359826701632,0.012469271954658719
19,1,-0.026324566449895635,-0.023056871423821415,0.03482768732482949,0.03958965512103029,0.012370916241437876,0.030227944506868575,0.00976452641176981,-0.10430500670593491,-0.09251941295530083,-0.029418288918016726,-0.01835310790502773,0.01419177819175806,-0.022890724322603962,0.010915128615824204,0.006377415225502607
19,2,-0.02347910321463612,-0.0217788849232625,0.03271968576589643,0.044192386211644355,0.01925014134946027,0.02699114452394999,0.017966373438119472,-0.11190661226972697,-0.08897850630489194,-0.015209083239216058,-0.017158916827097158,0.01753756251743822,-0.03207399278087731,0.006011659278306623,0.007649538000481158
19,4,-0.028259684223750574,-0.02338775339901144,0.03304772662237716,0.03498061774612403,0.01184106738514649,0.02361577166534626,0.01172913110131114,-0.10351031848769844,-0.09247185305723372,-0.031086566155847952,-0.022499448116797216,0.0142445417691078,-0.006230419358275685,0.002925338188814833,0.006122052234772312
19,5,-0.026584918826260566,-0.023152399240734017,0.0350410147479684,0.03893074211953939,0.016964385632053124,0.022688185524730675,0.00942545247226796,-0.10447746794157499,-0.09186881258810398,-0.029360283434383055,-0.019513118647384333,0.018945536348132067,-0.02286563472322238,0.009257365352290985,0.006358006899288693
20,1,-0.05245694193656275,-0.06023969066986639,-0.08750888635723911,0.011723150473596379,-0.008238194264578393,-0.21475373665449848,-0.00744623305174328,-0.006275671916974915,0.0010730816060119028,-0.044952510968571474,-0.049029133411573105,-0.0007209768367871373,-0.022346344138325133,0.0019157267001240175,-0.010033827146950312
20,2,-0.05160271039703505,-0.06079823106844932,-0.08730693767764076,0.013604898619367898,-0.009058838414124344,-0.21618114501085423,-0.0072576377922088705,-0.005763120673130397,0.0013083502543640858,-0.04568379725144116,-0.049083737987070865,-0.0009377149328076364,-0.024122966181425592,0.00016098135764902577,-0.009526401630687058
20,4,-0.05232281369733202,-0.06088428743501895,-0.0880731816145155,0.010189779793297,-0.008506203047867927,-0.21523555763712848,-0.00980562181535564,-0.006359272872689962,0.0007743878671162975,-0.045675835250519395,-0.04936188242168319,-0.0015914849772866466,-0.022128172155422485,-0.0004817945803372015,-0.010585723682695246
20,5,-0.05302008398582156,-0.05231328422797075,-0.09154555631014605,0.011091240975292198,-0.005893360110734335,-0.20867253808871836,-0.010190371327715582,-0.006414496401372178,0.0016577092381803993,-0.04536659567200177,-0.045753295322795574,-0.002234466792804387,-0.030416195426374592,-0.0014372310744031058,-0.009580268407764457
21,1,-0.05336846254010193,-0.017911905829592827,0.037282949327572985,-0.055051966980321804,-0.025013279959227593,0.033104531028564976,0.029784645466980317,-0.10286484610751526,-0.06709002334165645,-0.0009259084453086831,-0.018861403965096873,-0.04021292958448274,-0.029317332136197454,-0.020331918159169415,0.017408184862177264
21,2,-0.05356260486909008,-0.017789299838850952,0.035841994919457436,-0.05580916777643667,-0.01308100843390592,0.03193962395539065,0.02913833687847175,-0.10317492986739737,-0.08017209761700611,-0.0011968744083102902,-0.019229402774541472,-0.041298985598196065,-0.02941563644576817,-0.01984828095464057,0.01646269014298611
21,4,-0.026541171904906152,-0.016189268768104448,0.03128832386031211,-0.044189276458502395,-0.07026315206559305,0.03408886360413828,0.027171249844926373,-0.08361955356834218,-0.06019194107810837,-0.0017908811852735494,-0.018492824762684486,-0.04606872166757078,0.005155306175815186,-0.035215657776668116,0.018157928624693426
21,5,-0.02454119032299747,-0.017913757161677705,0.03603289684343871,-0.05754745842345763,-0.06953346537623499,0.035270643029819373,0.03619606822306747,-0.08026276594412078,-0.060845476145777525,-0.014895332749408121,-0.011874707783508895,-0.044019450576170065,-0.012873236047392121,-0.017364298529502876,0.017921101464456097
22,1,-0.022990522010520063,-0.02481286119298332,0.03832423120978476,-0.06637918587282055,-0.06353628452675412,0.03851387204533416,0.03160917241566935,-0.07412079015901,-0.06790719906887926,0.00992189615440706,-0.017568863045628717,-0.03574108091635493,-0.032931427651699124,0.0019325699521057507,0.018166408081075756
22,2,-0.02506870418326711,-0.027334193494664417,0.03911727584844069,-0.05905597253754621,-0.07140680682603076,0.03937082618269774,0.027284280652032582,-0.07971131313984904,-0.0659816360611206,0.013754790929077604,-0.01813410731434362,-0.05106679054574454,-0.03026856717222218,-0.016252725743637085,0.016747065621647503
22,4,-0.02912794338023531,-0.027542141540341833,0.04049135068718917,-0.05987831131070251,-0.0710282964881047,0.03908096761463966,0.027355159330767757,-0.07915632380223221,-0.06513734267662734,0.006966147059390898,-0.017485012901259867,-0.04876909813463325,-0.008097898647089017,-0.01014211078830422,0.01950898368191425
22,5,-0.013094088027848592,-0.006224858430111183,0.0569523161162761,-0.037599722519431666,-0.0447086679217747,0.0590750382706996,0.04266901089576464,-0.06319498863856658,-0.043791176686720334,0.011827806304395271,-0.006986325964816234,-0.018570041824047964,-0.023812443984070963,0.030265992053374186,0.02418096300136562
23,1,-0.04018451765692095,-0.02436003167729961,0.01558855095879361,-0.04150749411011317,0.05609250140772047,0.022484608633252374,0.03216386016028798,-0.11597813537859888,-0.1102321900520035,0.0018506978339636057,-0.019732977404456932,0.01871209534753853,-0.025804569010592773,-0.02931195332822965,0.015635803286789804
23,2,-0.04118700444109413,-0.022927520469845752,0.014243455556159147,-0.05096467628259076,0.058779974236986096,0.022604791480717725,0.024670069313867917,-0.1143410694389652,-0.1105003423185883,-0.0186138520246274,-0.02122782307942553,0.02202631382261552,-0.02919617753171785,-0.027436265760285735,0.01638046994335403
23,4,-0.04009545841214744,-0.02266378361558663,0.015737120920867983,-0.04432847705080531,0.013270110123873519,0.042450047933697437,0.026925110270831373,-0.12317152854091297,-0.11175907277270086,0.006998002407092563,-0.02062493834735652,0.007517138136685334,-0.017650396111912266,-0.0370518222628808,0.01542604612143924
