f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.diff_mean_25,ela_level.lda_qda_10,ela_level.mmce_lda_10,disp.diff_median_25,disp.diff_mean_02,ic.eps.ratio,ela_level.lda_mda_25,disp.diff_median_10,disp.ratio_median_02,ela_level.lda_qda_50,disp.ratio_mean_02
11,4,0.02456250523066895,0.1431318493109264,0.12699489945063913,0.07130077523863462,-0.015699039695752353,0.029656508325296104,0.17586641947050086,0.13195117525295125,0.20573682542785182,0.29997767937551856,0.12034710557302762,0.013749824897565988,0.0982286507668924,-0.04135802760770231,0.07314011694348294
12,4,0.15104807993829406,0.035599466774850735,0.020234876340752116,-0.04606552724106087,0.043973655500682794,-0.034990380716239555,-0.03928520250073919,-0.013793502666537068,-0.00424423248826132,0.051729449575303954,-0.01874996224761828,-0.016979668886371143,0.015635773515833982,-0.0314672358468672,-0.10952503354455106
13,4,0.009983524055208115,0.0072750593289625035,0.0008172201815571719,0.03242823589501239,0.04751511721299946,-0.044292091579765734,0.011485859505615753,0.0030776173573094654,0.010830950138209979,-0.01356210538477675,-0.07384454581464996,0.027591843010751346,0.0360093523252455,-0.011284196093092811,-0.028795635055268592
14,4,-0.046838790290982805,0.04045986166509779,-0.011656315316139329,-0.04716935453101929,-0.08806051015073076,-0.05080924421584037,0.0016009218043675705,-0.029047562709858508,-0.16911359620670016,0.005261824909583102,-0.06207720001539953,-0.04695635048133058,-0.06645355948398267,-0.007463885123337015,-0.08170783390114943
15,4,0.1463842264034496,0.07529753247501982,0.010563099998550854,0.045789969135865784,0.06477478065332927,-0.016487697089812837,0.012999385886527933,0.02913266152415969,0.03708934299546491,0.019059795186312643,-0.00683432855380026,0.05227906624824011,0.05107269582944815,-0.017816460205315746,-0.0010954280279037367
16,4,-0.020071940618480975,0.023552338741908138,-0.013444756997485343,0.017054200050445313,-0.00938576058488952,-0.018237766141805632,-0.01609950876802926,0.07190421266029982,0.05889609512191833,-0.03413941691086619,-0.004808029938677895,-0.027112875917687556,0.0437435615436374,-0.04626554145068783,0.06392361486588953
17,4,-0.10201108283146776,0.023453180991777768,-0.012125030970396914,-0.04000938188741585,-0.05690487915315086,-0.019151956419569585,0.002674142355026359,-0.030217046768983825,-0.13661365855302768,-0.03610264054762299,-0.01648176770280139,-0.03668950232477299,-0.04090285904114959,-0.05201171446582986,-0.08972708091715033
18,4,-0.02842778710598336,0.04034903986588383,-0.006888031568464344,-0.021396682736150224,-0.05775436648858459,-0.014461366552091324,0.008135263191942332,-0.03993275423722262,-0.15289015665034114,0.015496923546256019,-0.014811418981529066,-0.050395340547829987,-0.062439457789048386,-0.04848113285165576,-0.08592769370422781
19,4,-0.15300803901541601,0.04696469112360889,-0.010561937665141186,0.024668029833660406,0.033421269643986326,-0.024366367905129787,-0.004608402884472688,-0.035864005088393616,0.010410963455737035,-0.061836488672828344,-0.01147517153981444,-0.015005932863395584,0.048985431084451615,-0.0025565702890640706,-0.0046248118523945425
20,4,-0.002110984795632419,-0.15885691811321478,-0.03799632288454275,0.008383068922951506,0.015118233071647367,-0.10501124756281947,-0.022515099711943536,-0.034813996235538755,-0.04658213089614481,-0.059499501234193675,-0.050664165327795205,0.011226333965231337,0.022697702436130972,-0.036553045424115096,-0.06048023062635839
21,4,-0.11036007360986426,-0.0030325253279122233,-0.011475516860393307,-0.01216554972794817,-0.03400132036820706,-0.0215633882514622,-0.007325430655051599,-0.0239799842563579,0.06718323035292371,-0.10009721411308059,-0.015530455758291246,-0.009262214536648395,-0.02098760115888986,-0.04578266595462625,0.039614421041957594
22,4,-0.11547299827152917,0.012627427372454689,-0.009634114784916756,-0.0023342491666163215,-0.027038388309166272,-0.02097887022391747,0.0022263601093646793,-0.02423837724059358,0.04312616400190503,-0.04888344321965904,-0.006415599608001859,-0.006393917291811052,0.08658661747930857,-0.03463133356378105,0.09199679936499239
23,4,-0.13249594906733275,0.014979956348684691,-0.014523340231802958,0.016266360154421018,-0.0268630567279059,-0.01859580696727988,-0.02203369271765539,0.02905147835930975,0.046708438531037184,-0.08668086612273958,-0.010277399838233005,-0.034758274899942834,-0.004094094066817238,-0.05614771613871633,0.045642583385981934
24,4,0.08490115736415613,0.10085461733111954,0.004050977558091662,0.03598921700079679,0.08905393074215827,0.020383854846711902,0.009892832387737088,0.05968283722427836,0.06576238030687953,0.1250275385227246,0.009861678113519175,0.058227366740367895,0.08064986279346732,0.026398780967891892,0.030845404476024827
