f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,disp.diff_mean_25,ela_level.lda_qda_10,ela_level.mmce_lda_10,disp.diff_median_25,disp.diff_mean_02,ic.eps.ratio,ela_level.lda_mda_25,disp.diff_median_10,disp.ratio_median_02,ela_level.lda_qda_50,disp.ratio_mean_02
14,2,-0.015111670938490826,-0.00011294080213794316,-0.012480577682340857,-0.03847506214440593,-0.06266444639781735,-0.05592249582195406,-0.008824297445987636,-0.04174879716899301,-0.16814277579316078,0.018907723992055127,-0.05362256589357929,-0.05309628739941072,-0.072862784603104,-0.009817435922879494,-0.104379024835598
14,3,-0.07384429542553135,0.0005042361616116047,-0.014152446205349207,-0.0472699030501836,-0.07597063927414818,-0.04711678867018604,0.02698755082935097,-0.05534619204462871,-0.09932147942655749,-0.029969007693507372,-0.07036644368222934,-0.04646538731619913,-0.05786454515393575,0.005552834817642598,-0.07834360491274678
14,5,-0.025492060868439026,-0.004697016275931828,-0.011899174165537565,-0.05239086607430538,-0.0677069021643125,-0.040705304093722895,-0.053148848020863226,-0.04461993105845155,-0.16873761880564353,0.011989296003493667,-0.058948338362797635,-0.05417861797855696,-0.0766820203979147,-0.04571335570555773,-0.11554232980808979
15,1,0.13343556718591992,0.11705681438434404,0.008179961627547097,0.04826869844418536,0.0956371837074384,-0.02927578405965975,0.02007859781751098,0.025613606475167503,0.04580012604196557,0.008683919719681348,-0.002366179119161777,0.05141662866963984,0.07811428298887342,-0.011517240597331042,-0.011266779307668411
15,2,0.1123297559166952,0.11189318917160201,0.009594225699136438,0.033749072077323035,0.08139247114361627,0.004073519188292515,0.018114810638116954,0.028776423198641647,0.039740007795086886,0.021690743231235682,-0.012595826052316916,0.0670474823377155,-0.016647285375239157,-0.014552080588101955,0.02628738119038531
15,3,0.07152073326118244,0.12056418387983593,0.013318265279458846,0.04410018015494999,0.08883582031599171,-0.03550283302977785,-0.023315434773425844,0.0077491969541716825,0.03572705254940373,0.005314887561211212,0.010012168177359627,0.07823405056770265,0.10986728031128831,-0.03216327058340398,0.03341397757920599
15,5,0.12173284549319695,0.14607390656882782,0.0031208648745501247,0.03606952032412603,0.08691110960687395,0.009364436833097449,0.04460226499594845,0.010106563948774398,0.057791808855986296,0.045254003375199234,0.005405425306971384,0.050250854270099135,0.0834478860309755,-0.0068981954983406155,-0.00013753568388212193
16,1,-0.033903123711539314,0.03578123010403168,-0.012478854104482762,0.020280302563413493,0.01579858313941615,-0.013469137336068712,-0.01617890490250631,0.05819275401055944,0.09509675246480434,-0.033141507706093254,0.0002756165548803668,-0.02168025130189328,0.04341603517513052,-0.04128421189412342,0.10733844879272732
16,2,-0.024793959635859026,0.05676172358035475,-0.012399610367037166,0.0199825549205879,0.01620729279864932,-0.009813932946281573,-0.0160333022849731,0.08342898527176858,0.10776784071642637,-0.025259474273723687,-0.0024649980320375743,-0.021776754847489616,0.04977820404035153,-0.04578082588626054,0.10880457821004355
16,3,-0.033626424041064855,0.057099230942391936,-0.013423038458116154,0.020038204584909285,0.006786577995624171,-0.013686149385053288,-0.01612804984578937,0.08309008380673723,0.10687655907455845,-0.02752652881096894,-0.0025667456307077183,-0.02135775298110661,0.03564472786211588,-0.04119096530019553,0.10551915106584209
16,5,-0.02690322019686891,0.0541996342751106,-0.012443816442697759,0.0199825549205879,0.004989596414549326,-0.010028923641468753,-0.016183227728779254,0.08160336486979285,0.10258603554739645,-0.027253072315580926,-0.0037096153143031984,-0.021776754847489616,0.035293493824247665,-0.04595274924214753,0.10741152193682753
17,1,-0.07041535810711681,0.031669625124594494,-0.012118689426452159,-0.04579376760820066,-0.09535513963619867,-0.017385162228141342,-0.026598205574132353,-0.038033333906344474,-0.1627653154923108,0.006420403396449787,-0.05857413629020035,-0.046234554128427675,-0.06785765021324099,-0.039185299885302595,-0.0831440640773687
17,2,-0.10279957091224279,0.047896815978541875,-0.010405762425756884,-0.0509997038399149,0.05211764465916017,-0.023612580362969957,0.029830969469363536,-0.012732336446787675,-0.12648032356482877,-0.03968072322740572,-0.010218629484671195,-0.03997083381583603,-0.0544767892737336,-0.0471969135663551,-0.07209140638237478
17,3,-0.09338303622352004,0.026626408070373947,-0.012866339635360175,-0.04488197666295327,-0.06875988035492081,-0.02279745047437201,-0.012917076368310217,-0.0477714572430169,-0.14555379298255816,-0.03272435567273414,-0.019054293501938515,-0.03989144502617691,-0.04652411434129859,-0.06578999698454613,-0.0931383122158954
17,5,-0.1177607656163729,0.02924508258574155,-0.011741823292474522,-0.03530549128475883,-0.008550128353990957,-0.021807946173004956,0.008178985251455127,-0.03635330288069713,-0.13739564408672789,-0.034975361490700886,-0.016225941346163352,-0.04817028722135207,-0.05442528929584902,-0.05368525173189552,-0.10926704272495576
18,1,0.03132924068838171,0.047658380559318814,-0.0034955403639616153,-0.037594787917878604,-0.051556286410844934,-0.013516536720131077,-0.036982920983960256,-0.044574200409520974,-0.1517175923829749,0.002912540864040146,-0.022309968109137063,-0.03257184534050751,-0.07981938929117308,-0.02835278455798694,-0.096624391021053
18,2,-0.09382935564511914,0.04280123024183131,-0.010649900413488678,-0.027325970058523892,-0.04701412767931467,-0.013728106042152691,0.03715815826995242,-0.04780658888841119,-0.11241720688616484,-0.031194565111774767,-0.014512484085539325,-0.031945888991212985,-0.05923003279393544,-0.031899756813657205,-0.06650163759333357
18,3,-0.03313566732890737,0.024791528727935573,-0.0067945066133702926,-0.010562173859557964,-0.062394687738140116,-0.013988954906642705,0.00827505087517809,-0.04901107994726137,-0.1586248672127407,0.002074628865955061,-0.015984208449750736,-0.023365181590050816,-0.06278283848661208,-0.06501808538906895,-0.0680346171108208
18,5,-0.10038876134140064,0.032793607633928835,-0.013456528547425253,-0.0012387254148211674,-0.04945162460928482,-0.01589221551462112,0.008424257521252861,-0.02682084661696986,-0.10391976015692402,-0.02564752944270028,-0.012632035643633554,-0.017090956729161968,-0.05646670486080074,-0.023274226805020618,-0.0608582722989294
19,1,-0.15328688279598016,0.0437752763872563,-0.010224858929794288,0.026431018150063053,0.03344164709215651,-0.025945687018674123,-0.005153152677520484,-0.02765943808848771,0.0006524018089507481,-0.07465024634774493,-0.011853415649803597,-0.012684535173763273,0.04708260661724838,-0.004554726950229475,-0.005685632805545275
19,2,-0.15834075777932352,0.040664588026235314,-0.010417288708777964,0.011557423307901273,0.04942238391318009,-0.024916741427804517,-0.004496528877807905,-0.03582283880132856,0.0078115214377110186,-0.05858972764085488,-0.012644942127108032,-0.015903190058410323,0.04884684219912149,0.00039323590823832203,-0.021583406545744952
19,3,-0.15403228849393427,0.03797100722816597,-0.010288773385136746,0.02652839330050024,0.03371024953579596,-0.026995218468272086,-0.004952830907276083,-0.02558646561498233,-0.00027332302339367026,-0.07143333019564573,-0.012187677179045257,-0.013122189739531416,0.053002553724519084,-0.006745431822074591,-0.007356652024174325
19,5,-0.1539047542532506,0.03733487769459033,-0.010288773385136746,0.02652839330050024,0.03371024953579596,-0.02675542027727552,-0.004987021413436187,-0.02558646561498233,-0.0003728739144022188,-0.07135122843377571,-0.012202979057709859,-0.0132017826628209,0.05292160358728785,-0.006745431822074591,-0.007356652024174325
20,1,-0.002110984795632419,-0.15838146836531636,-0.03804621572089604,0.007959613923474352,0.015019601763234388,-0.10453579781492107,-0.022154995118667784,-0.034840769472833016,-0.04658213089614481,-0.059499501234193675,-0.05060314610662188,0.011226333965231337,0.022672414906194517,-0.03726403200474809,-0.0605172274444971
20,2,-0.0078334987570429,-0.15339886805659028,-0.04657586399024911,0.005887650678276085,0.023544263687216092,-0.09869229833900477,-0.0167975544226706,-0.023442785244576082,-0.04966893562459858,-0.05910576949386882,-0.05245781653672239,0.014401477662377628,-0.03610371286226655,-0.037243082369094085,-0.045219321599592355
20,3,-0.008704235885613008,-0.1399702045594657,-0.051746070770883223,0.005114775910015019,0.024366323092598764,-0.09808131030798695,-0.015931451198788093,-0.023485580478424247,-0.05029810770493309,-0.05654228476345904,-0.052338580595277864,0.01845285444991425,-0.04514949213618648,-0.036917991412114846,-0.04489826826513675
20,5,-0.007577601023456855,-0.16090262794950735,-0.045326558992634006,0.010770900121798406,0.02836523735121331,-0.07164845208082282,-0.028482025799639574,-0.010395324639365947,-0.040411052476415674,-0.06844898492895231,-0.013709855866368624,0.013786597899489224,0.04905970471299696,-0.036302396081307704,-0.0224292571003519
21,1,-0.14212347387661575,-0.009529932836350216,-0.01399242380645365,0.010036399345606796,-0.03359609740747853,-0.02995346451471611,-0.02143887310457222,0.017964765913926862,0.06355457657690751,-0.09961305011863772,-0.01354525857981707,-0.0034654628948997176,-0.032547826876279,-0.04902082729867332,0.02814697599028394
21,2,-0.1443068990967967,-0.009980683875105686,-0.016648452963984425,0.00812411136900437,-0.03415569469713112,-0.030708221992078837,-0.02140317431313251,0.020009405201863766,0.057258029625566635,-0.0997736466578891,-0.012685502773209227,-0.0038848815186396254,-0.034956525773779376,-0.039489829813341155,0.02904651740590738
21,3,-0.11698989192131341,-0.006467223801047774,-0.010747910654367263,-0.012162196362119291,-0.03167240695281092,-0.025780012265986925,-0.006592945824067809,-0.023082328920165925,0.04916501456553437,-0.10037789551116694,-0.02340991362565018,-0.009001539366205982,-0.02366545679912129,-0.03258209115368728,0.04100798140641947
21,5,-0.11813231582486522,-0.013529085693399032,-0.011174766780502884,-0.011938383655182015,-0.036000952643269225,-0.020178720030689067,-0.006592945824067809,-0.020751207483678345,0.04772289823078086,-0.10054708523628214,-0.023838763961887405,-0.008625515015998052,-0.02664495400631295,-0.03182287359830528,0.03519194538935721
22,1,-0.10552335437054931,0.05946002721312991,-0.011704847781338916,-0.006819961521933688,-0.018936585062006864,-0.015087383663545275,0.007170207995637835,-0.03518980728684253,-0.06386228606860346,-0.0463463755458342,-0.0055935609491890685,-0.017912623916695278,0.017477829526321733,-0.02486913325265561,-0.0459719529267691
22,2,-0.11421487558533104,0.011139274529976248,-0.009634114784916756,0.0013309875624915076,-0.023318060304601665,-0.026731776925563708,0.002288710481041927,-0.023780559150458593,0.04306397733534339,-0.052221627625568603,-0.006414418126960524,-0.006275219177645229,-0.017118403814398414,-0.03439163364552822,0.036337018485201454
22,3,-0.14270006344054278,0.005628759281999346,-0.012202754440318224,0.012106304966058136,-0.02855662985126315,-0.016448793839878507,-0.015405636813339823,0.017710070391475676,0.08012888178594471,-0.08674734603462014,0.008723593929163656,0.0018641938440200618,0.003883271351491208,-0.03283071856297883,0.03742285810009465
