f_id,i_id,ic.eps.ratio,ic.eps.max,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_x,ela_level.lda_qda_10,ela_level.mmce_lda_10,ela_distr.skewness,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_meta.lin_simple.intercept,ela_level.lda_qda_50
9,5,0.3673144429655365,-0.044792431865427085,0.22072625263445245,0.14705195173456187,-0.01808823208738497,0.04893406938210676,0.019382014097244937,0.018130248601785026,0.05320587292140888,-0.04371489152466329,0.27256704225506,0.003371017500211848,-0.016782593340469276,-0.021009827147682736,-0.021671596635398194
10,2,0.4832601582920175,0.0,0.4289961590057254,0.0,0.0,0.06570664178353347,0.3713349830092021,1.4930733145911548,0.01694482340822523,0.0,0.013354653185811971,0.013620301920259648,0.09751705539578825,0.0,0.0
10,3,0.7513962548186472,-0.031202188124125563,0.6798508745147305,0.40306029918900954,0.0,0.07605022502649295,0.12688565950728048,0.13488442173857984,0.10887262945055687,0.0,0.10775865817733932,0.02807342613638686,0.015139626650209292,-0.018427888576297846,0.7147351208705528
10,4,0.48907648769748224,-0.03853025183020797,0.4485986234267716,0.18383474420682266,0.0,0.04748990686290622,0.24165653186103508,1.450712950769145,0.08568501789836414,0.0,0.0,0.05031795061599209,0.024966129083408006,0.0,0.0
10,5,0.7262754882729723,-0.022991148679722517,0.5974170457908818,0.11795138850772025,-0.007554670420649723,0.08966790148450365,-0.026663782851346518,-0.03457662002326711,0.04254603355313635,0.0,0.06855828281191068,0.020236019626833968,0.02674361849802076,-0.034001381828936195,1.5334689446373044
11,2,0.26043201330986226,-0.030741198230953837,0.2542906959391189,0.026505726987126388,-0.015057738930967249,0.04606924329043563,0.043786979019471206,-0.02009051781755633,0.036684945385512244,0.0,-1.0029669055341595,0.0,0.0,-0.028105229357746175,1.0684602155805412
11,3,0.7187946400780644,-0.050678171246638315,0.5910039270165333,0.14617339197548374,-0.020486656485339205,0.06134004039079777,-0.010262836385469765,-0.02844182834187814,0.11925375532282811,0.010338499153122682,0.21012691053092736,0.039781593297122386,-0.04655704316887965,-0.02360673047218509,0.14364686268327032
11,4,0.4221251622216221,-0.03674098755916699,0.393890837197982,-0.1257534403377808,-0.018854682964736136,0.04821167727413689,-0.2949237901567659,0.15494526010415638,0.030945250200186625,-0.029833529152967886,0.02556150913493982,0.0,0.1672490968158914,-0.025635286560441117,-0.03876124335311826
11,5,0.26425607154168373,-0.025796251906375883,0.22884754179037528,0.029873755036017163,-0.03414167141534444,0.036639462550934795,0.11057849207512173,0.04220226481864982,0.052122084413642175,-0.02293101272574327,-1.0037873455990343,0.012155648816799869,0.009108382089993261,-0.029641305126087675,0.9697821132800525
12,2,0.42365067468178963,1.8633522556587576,0.4393072212319893,0.07872969813397757,0.20766215935562737,0.05844382423113759,0.019846798188658532,0.004881140814015472,0.015201750116266899,0.2409505836314263,-0.024032679904018917,0.01170024673062997,0.02315064738416006,0.13651271995779624,-0.03971343466715371
12,3,0.3171055403917933,0.7603725759081905,0.38001627352464196,0.043569179914622946,0.6483688721228189,0.03335539425322498,0.0,0.0,0.012380409315730256,0.3851760440948666,0.01941119078621778,0.0,0.3562752234136566,1.0046180962221634,0.0
12,4,0.3475063897542261,0.6621171082550779,0.39786368489154444,0.02768203067340913,0.8021828708659795,0.03348265067036382,0.0666784708592556,-0.042541139045901843,0.0,0.5243497802927859,0.027733355732977305,0.03932319192597422,0.4810533863148425,0.5166853310489312,-0.06625493025162044
12,5,0.32327460553358134,1.3438380587622358,0.3488805425033583,0.07557181071301455,0.7176510170111512,0.07242085744315951,0.0,0.04241451960960507,0.022127516514801826,0.45701204625376235,-0.031107860297491685,0.0,0.3226416773502434,0.16222927714866375,-0.03909188655824103
13,2,-0.09629572404549971,-0.05598928592146962,-0.10497362337759344,-0.3407076755016055,-0.028121180106354893,0.031350371866411764,0.10707690743062917,0.10336175221485414,-0.015243360629534963,0.011484865427621227,-0.0070726788244094285,-0.03425899863138715,-0.008131066286566402,-0.01890012999347948,-0.053594711224994374
13,3,-0.04836305807060981,-0.046712469464781914,-0.06489688949833794,0.2283379717972035,-0.01607388887558303,0.04058640787653767,0.1914043342309587,0.07960395859864511,0.05135464098318293,0.0658832956194435,0.16299205785162302,-0.00945894245541462,0.004021749225901983,-0.017477216413085528,-0.02904664246517641
13,4,-0.04910382069665026,-0.04798401526929408,-0.06875331064057649,0.21895446116316636,-0.017346528515654713,0.0413857398431412,0.1802878797768963,0.10262431193563426,0.05632114396364113,0.07343826131058112,0.14269105456957126,-0.00620765414607144,0.01998530479243643,-0.019326309355344545,-0.03481120979096941
13,5,-0.07551329209613863,-0.04627673891239242,-0.1297114727454834,0.19866800928185885,-0.0728437540972112,0.03491698020743483,-0.08443190242652832,-0.07898180373269056,0.0,-0.03257552782508476,0.13720077638392936,-0.04147635503119648,0.023239091043875754,-0.00926788231506416,-0.12828924643803463
14,2,-0.08619208661503514,-0.05701378905467325,-0.05956862330205809,-0.1486643142523631,-0.026346083215241428,0.030412054604549515,-0.010832679037399873,-0.0861262499398337,-0.0008682686765993375,-0.04724084451453084,-0.05820612668321251,-0.024719885457546997,0.05451522196333616,-0.022988697706550154,-0.04655465925676949
14,3,-0.25129648172346686,-0.049279724154552285,-0.16288794838260612,-0.05198911395594363,-0.037503913858304094,0.033642471652057804,-0.2555714159329662,-0.18357115951380054,0.0,-0.11789089669244457,-0.054314057538804694,-0.04146223696547924,-0.057209906809662314,-0.022825425496793672,-0.10618388966997894
14,4,-0.2309205982623468,-0.05028012943752502,-0.1761059821082399,-0.0669857761364594,-0.038469301607069184,0.029630794365373192,-0.19620512716381389,-0.18781669847881388,-0.00671612184156134,-0.12846869162968377,-0.07865602604152577,-0.0357408062191813,-0.04686735674949116,-0.015859660853465574,-0.12888221687894186
14,5,-0.14362181022395293,-0.04982456159036672,-0.0911048826589399,-0.1821820430016566,-0.04058804625405571,0.03000320997805822,0.16292088443285907,0.048001423858123615,-0.04330802773216241,-0.04639652410429329,-0.020173004446002007,-0.044131862566928914,-0.005746896573891852,-0.018292197825100887,-0.050597083542575805
15,2,-0.08753893902711396,-0.061078681023762765,-0.05312928800423444,0.12450439215484287,-0.03084205546781578,0.037069346624625577,-0.026319851267816052,0.07734526918023141,0.03873301236585831,-0.23119156886694442,-0.005974594241586223,-0.0036973103679959762,-0.031326034798907734,-0.014055662032180699,-0.04421863409651139
15,3,-0.05253734517642524,-0.06360722397215478,-0.025039212421110693,0.09391146554023697,0.02746372441191608,0.0368954446816606,0.003781970764052525,0.05076955185387508,0.01969798356455645,-0.027364758156536717,-0.07193040898961925,-0.023756370895829826,-0.023771626443239387,-0.02252788841922314,-0.06605703486089763
15,4,-0.1319636066216449,-0.05426884357748482,-0.07905364071988857,0.07071725191284844,-0.024711575065809316,0.03644449604946409,0.0077538734626758365,-0.019680582876797525,0.012513272017058485,-0.1285274279489727,-0.054662978276431795,-0.0232254683774073,0.009703835947519723,-0.020131814060610514,-0.0569707602134798
15,5,-0.12485474324214718,-0.052689107548810676,-0.09142894185879702,0.16547289972916274,-0.031390888844081116,0.04586007538490319,-0.0666723283620318,0.05777016174740679,0.03116603875167223,-0.21147088037511919,0.060953391308751353,-0.02265046636933385,-0.0800389076793851,-0.02981373208160898,-0.09511586799443733
16,2,-0.11244482743116987,-0.048425441171427275,-0.10775251236280584,0.07907397463358842,-0.028959664040956234,0.034617708472085104,0.026708092057613236,-0.01593601062362751,0.039956070924491494,0.02887528857846039,-0.1019517108492766,-0.03132740383781271,-0.02040725197933263,-0.019050011531775976,-0.040517122030427566
16,3,-0.10973397949312047,-0.05168490209160337,-0.10652943028509143,0.07207837906146759,-0.029746399846550226,0.028191283165344153,0.026366801691730765,-0.014372737549665948,0.05022257247319893,0.03034941760007176,-0.09828808467101971,-0.02922644164595445,-0.02466221444830352,-0.018028076117786646,-0.042477009035090996
16,4,-0.11241731311126216,-0.0491320643471827,-0.10123768210489736,0.07589300647949479,-0.028529266206120868,0.02758455018548582,0.03011295013919474,-0.027439296493767917,0.049670689616381936,0.022851388487438964,-0.08833779547384948,-0.028155350554171676,-0.021695769383119706,-0.01709107237030688,-0.04211478434017074
16,5,-0.15323119106782232,-0.05364494236021983,-0.13478604336087552,0.051568281452965437,-0.02486672790060973,0.03290425453972229,-0.08436631078201517,-0.050263639853863284,0.030145234086777828,0.0,-0.14682848330088616,-0.03030351711544954,-0.020604805863428888,-0.019844376766582184,-0.05432803014587306
17,2,-0.240093239475563,-0.05372886388470591,-0.1572993145177647,0.060429166556000724,-0.03131167855988359,0.03205041037633927,-0.03718529324275571,0.04318642353687774,0.0512399834115386,-0.06336954572710196,-0.02255991208926289,-0.0271803134745926,-0.029215290195032356,-0.020329192590582218,-0.057478269169726426
17,3,-0.28422721384639804,-0.05189601598849619,-0.21332309341379863,-0.16995842932398786,-0.03647478276949456,0.030645089945000592,-0.06046454872306117,-0.06799019475776902,-0.07404138485523781,-0.037347378804452214,-0.02248267632433787,-0.05101755589593604,-0.054284668677186176,-0.01739700245555814,-0.06905858771684659
17,4,-0.24371346651024584,-0.049854953557854575,-0.14622909618037838,0.10260643905375366,-0.045826572737957594,0.029410425941586937,0.0168208781369234,-0.11456800600224815,-0.007509946777944421,-0.16322477691179077,-0.06527274760043789,-0.042429848874585674,-0.029915585010256762,-0.02340280152825286,-0.06414479739432699
17,5,-0.22415886309711824,-0.05417860683025688,-0.1495579893995832,0.08032763396440917,0.0480075237226083,0.029028713271725848,0.019933533668786585,-0.08319296695147199,0.01697954201453633,-0.05912901896657985,-0.018661055610265154,-0.031033423933767845,-0.032417758175414146,-0.02418360337349773,-0.05361353587922363
18,2,-0.19175902239422613,-0.05153246872953118,-0.1362416111683491,0.04004557194755476,-0.032470288885263265,0.034729499647323525,-0.03532685218487064,0.04538758684474836,0.042221604893908304,-0.0968639116744453,-0.02693792032429243,-0.0323155997439315,-0.030982058207249502,-0.025407836441087045,-0.05539162262650388
18,3,-0.15638937817057524,-0.049778314507654464,-0.13391111840543068,-0.18295635499875962,-0.038362183245336634,0.02626993573669051,-0.07892654671432975,-0.07863154202569828,-0.012554751749713378,-0.026070618011702185,-0.03943844336081692,-0.04402900473705218,-0.043510700678190295,-0.018208477039302062,-0.05152670963579431
18,4,-0.15939079341635934,-0.057317251189925755,-0.0963219730166433,0.05420556242232277,-0.03914458632125453,0.03109257727363421,-0.005207605564715501,0.04808543864609263,0.028973896978896296,-0.10125992126004468,-0.053486416649626334,-0.03405861108264041,-0.03599304737227241,-0.019811880517251912,-0.05660369045528291
18,5,-0.15882199859657342,-0.05445755307310679,-0.0887947185262642,0.05644228919974434,-0.005182445812670106,0.03037846237052691,0.02832120778362207,-0.14674944888086028,0.014230231281514683,-0.06951493672439779,-0.010051616433137511,-0.02289945675869992,-0.03144361144162014,-0.019745230081989834,-0.05756104988120048
19,2,-0.28096798901796327,-0.0491379001866285,-0.18259405250690153,0.08344828343011573,-0.02772061119311911,0.033747609206589646,-0.09297101620962794,-0.035639563594188295,0.047925388998922486,-0.11501899750046107,0.1110005046880721,-0.0247595193127218,-0.012852769962434507,-0.020695985654777926,-0.036577376422957775
19,3,-0.2680747433979435,-0.04768266613020844,-0.1830751847547687,0.10252885499497372,-0.028879243315862863,0.03225552143880814,-0.052484288349116615,-0.08658839475776409,0.05451149028659796,-0.19565728439408583,0.17157965051639015,-0.016618683391398048,-0.005566407450702832,-0.017765608150841466,-0.04166193638976745
19,4,-0.24714976193505356,-0.050801672080547755,-0.17222697928801745,0.10881161881813856,-0.02826008450198303,0.03133485646214745,-0.05437914419846085,-0.11155254115753732,0.05349807090375838,-0.16531365301291212,0.13141825799326395,-0.014227947859663692,-0.02030432701836904,-0.015073027110133697,-0.02895258926031974
19,5,-0.2877464995738659,-0.04681671758124942,-0.17724190232665626,0.08799709588221233,-0.02849153756593739,0.03525543840046286,-0.07594980367738124,-0.07259782915166457,0.050574261970967926,-0.14985666188035546,0.14314575715534394,-0.013954445405831295,-0.013375391433948447,-0.021176362352311573,-0.03257939769786722
20,2,0.02533486999446416,-0.05592244941518554,-0.0016512300387858114,-0.35094500834753384,-0.026966993862973965,0.03273355236812331,0.02850253500343569,-0.11425000004398977,-0.20538701487362232,-0.011590794932487436,-0.02601214675477448,-0.026431412340157667,-0.04860868076736319,-0.016241394645720553,-0.07606854293476428
20,3,0.08604807983936319,-0.05831323945949085,0.05386310633600727,-0.39959533358896937,-0.036900346761964964,0.03808968722312289,-0.038481497470471804,-0.11915456960983462,-0.1741184757418086,-0.014092608117379724,-0.0325226355526399,-0.026295068802479338,-0.043145853035906345,-0.02038042497637904,-0.0790667857135261
20,4,0.08039528535741286,-0.05885718251483946,0.05487136870186471,-0.43191172710374715,-0.028538032283217774,0.03354771337301932,-0.027582756571301326,-0.11765611818751631,-0.1659297456716322,-0.00700089830702505,-0.02771187877226089,-0.025224420190964214,-0.037975873849747044,-0.023355440486272916,-0.08310418332952474
20,5,0.0839896347270983,-0.061797460154853434,0.05424211951119706,-0.4226294080129185,-0.027136479996991314,0.03243177529106944,-0.028347842826378644,-0.11276152085764862,-0.1758955767348167,-0.006654711083738829,-0.025280397739740224,-0.028517412678243703,-0.03989113364843877,-0.019944708705484482,-0.08587284252246885
21,2,-0.22915238730714793,-0.045814446844699014,-0.18613641453076757,0.12750707541312156,-0.02142861169784549,0.03181322717258192,-0.032999148608253176,-0.07834113264675088,0.04502621907205574,0.09154722926562886,0.00400732548093069,-0.030350511421484733,-0.015225311661449026,-0.020446857167172566,-0.05417137679691908
21,3,-0.22270799079250395,-0.047496238134057484,-0.18369353100407015,0.11844397932461706,-0.02154883004449684,0.031090678888049228,-0.012862796083295713,-0.09977198122929368,0.043911701122134605,0.0726923396557663,0.014185479453212718,-0.022392902212509003,-0.01403077071675285,-0.01806861800279111,-0.05191564250217984
21,4,-0.194045449680264,-0.04649811121562278,-0.16615511485453274,0.12285074672450039,-0.02551664891770694,0.028930136517174104,0.010322456914988315,-0.10472843567537782,0.038589043757445374,0.09291584429750127,-0.015464134067752766,-0.028693553749692763,0.007592078784836975,-0.019616458158644934,-0.056294322436989064
21,5,-0.23159956200584414,-0.04314569404268348,-0.19418409989728827,0.09644341878248683,-0.031985110635266184,0.03200282020483955,0.05486753736565281,-0.194473308913592,0.05376927211780644,0.0658521249274388,0.008178169704247867,-0.027184391822099974,-0.015444602563575965,-0.021081357454622585,-0.043020812127063435
22,2,-0.21176432800080824,-0.04862924459352658,-0.1697368990533602,0.07640395649243803,-0.01586404838413996,0.02656614435777005,-0.08245383761453878,-0.07135415077003704,0.04048369004935015,-0.008437119603915022,0.0,-0.03068375261600853,-0.03354726859344159,-0.020777567045217604,-0.05465358461514436
22,3,-0.254934042799408,-0.04113415860965958,-0.19488987134932223,0.06532671595689374,-0.023254230031101886,0.033624403649090306,0.00828829927820307,-0.06166642148304197,0.04750203894143812,0.05639653887579507,0.01288983047812342,-0.02855160830227821,-0.04959161301744158,-0.024453939469264552,-0.04522257983641159
22,4,-0.24221140074766775,-0.051023791573280075,-0.18227924778621846,0.09036752971686199,-0.03246033201530746,0.035237516497875015,-0.015760970353957127,-0.0315791347138378,0.04756550857668765,0.0629620879545554,0.006555312968302057,-0.02578465556503498,-0.06570146803311289,-0.022245456792281237,-0.05638695230831081
22,5,-0.25839670079944554,-0.039238019244258904,-0.1852429136918921,0.06406792099988551,-0.03335718082731176,0.028432581388501466,-0.034851890195066126,-0.023158435122743015,0.04376038886539557,0.07646820710031035,0.012063388418755983,-0.033788885356348275,-0.0521297866688607,-0.02338071287744095,-0.04091859970786749
23,2,-0.25947389239284624,-0.05146083839856652,-0.25042742998795897,0.020951629237983438,-0.030438085008205107,0.029196144752234365,-0.09174335533018496,-0.020838293944762,0.03155592587978939,-0.004678779864780658,-0.18276944992304012,-0.03528601397063136,-0.033327739325224814,-0.01809444988703235,-0.05495892174696537
23,3,-0.29568099136701764,-0.05138122574008236,-0.29016857325364875,0.042849031715035235,-0.03196535029162756,0.03208888890069661,-0.07276361927150865,-0.014864888582062696,0.036052169560026215,-0.0030903477816595637,-0.1569303335464849,-0.035562965992518514,-0.03384059322377864,-0.021414818898105648,-0.05406901887130777
23,4,-0.2935293096400766,-0.052135093196676585,-0.28625816349877486,0.0440202788012547,-0.03174688379205448,0.027982088996235166,-0.05784137588261906,-0.05839473712058263,0.035158332674485926,-0.0075414000479063215,-0.14035381978753014,-0.03636547852581551,-0.028094932854298538,-0.0194701924859787,-0.04617195028370691
23,5,-0.19079807086815168,-0.0514109824106615,-0.17865061708881258,0.052579685533013676,-0.02898569416009278,0.025119526259985037,-0.001096639072349359,-0.05419749222364095,0.029595284021678575,-0.0015488169139563635,-0.1417772315399618,-0.02032939601972983,-0.024722753209665604,-0.017196069324689534,-0.05503103142112553
