f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_distr.skewness,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.lda_qda_50,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio
1,1,-0.1828228829585532,-0.16952053373943443,-0.64457098648772,-0.03656293814787959,-0.037874669688024,-0.01740775467104927,0.015694667707536247,-0.030068645718994147,-0.020027400402582995,-0.04895213177879909,-0.041043946245939766,-0.027621339501216036,-0.027919889218982252,-0.0013898411138946187,-0.16238660111109238
1,3,-0.23551425747266563,-0.22464649282938776,-0.5197134705391654,-0.03913011622741225,-0.034100209648415425,-0.00751690481925027,0.011966769357311335,-0.006637333596381967,-0.07217272616515524,-0.00744733535245401,-0.062355270085594605,-0.029444425742212288,0.0,-0.06567214544844713,-0.14088589069378377
1,4,-0.21664271280896874,-0.20597601883576588,-0.6477240342479083,-0.039838809256263596,-0.04012404631868449,-0.025058696426169647,0.012227061182955135,-0.019620971825959455,-0.04636418412398047,-0.0205853909554653,-0.029508611559934117,-0.02752976803693974,-0.0621410533530079,0.012778181628392504,-0.07723366576763468
1,5,-0.22857869717593837,-0.19886828662074496,-0.678694983805363,-0.03994942863412221,-0.04296606005229142,-0.017887858254006295,0.018532005403758656,-0.011608070105572743,-0.017937932364406994,-0.014419880722236433,-0.03793559146944614,-0.026279619940538068,-0.0041931379664746915,0.030703558428555766,-0.16318582598418785
2,1,0.10886477446129389,0.08770375890249671,-0.10646205157093969,-0.048967192666540704,-0.022176712666987453,-0.3258898879922191,-0.4288555488625144,-0.023638843492169215,-0.06835862522392444,0.0,-0.026659281657000156,0.021069394135267316,-0.08944072863233732,0.021004878074242894,-0.012117324426809017
2,3,0.23632146991899522,0.19786899783631434,-0.03962571040047258,-0.03073245732716534,-0.018437998242859965,-0.9330264030782023,-0.20370926097470587,-0.01050933430781581,0.11973921497782075,-0.007013891581057363,-0.028564723869400344,0.0,-0.01883069427549733,0.05496716252014466,0.0
2,4,0.20520405152640864,0.1428522699511093,0.033680908636633526,-0.02602474576842559,-0.04426271627286471,-0.07856468714977499,-0.3060577032896128,-0.01993056222472385,-0.3419744675587396,-0.024748368644294118,0.11059754309924841,0.39777024175291675,-0.20035445500997134,0.03311703843565675,-0.08802613394596173
2,5,0.13420141110771722,0.13269048156858848,-0.05395525510887422,-0.04003404751950901,-0.04030470075560333,-0.16006317217981314,-0.7498019867612022,-0.005106224118457625,0.012916326760044838,-0.007048840815007895,-0.037652804390255645,-0.04646424920893527,-0.11461717188164988,0.04046654256083493,0.020850299123982063
3,1,-0.12375130642762489,-0.11017168868088612,0.09205224934434353,-0.04984151339454257,-0.04355664496900824,0.0104671592470722,0.01635591512967427,-0.061656813674158095,-0.09279375420970376,0.005511930711179169,-0.13728493407337466,-0.07078369713021632,-0.0973050199863828,-0.0038432314930643696,0.0549782558957268
3,3,-0.04799015109642146,-0.05165324101319313,-0.19663311683176782,-0.048090809413476654,-0.0456634580830374,0.10646391077980955,0.023345596590680695,-0.04974849138609305,-0.11120917634531835,-0.048945972831394347,-0.030051973904389573,-0.023603302182739094,-0.014995470419565893,-0.13779542761667085,0.03388556647908347
3,4,-0.018632707015382832,-0.0266726103017757,-0.13533180098924225,-0.047704270230303325,-0.04721056608188401,0.052424279985310074,0.009027896688433179,-0.07752593295998811,-0.13837263408393013,-0.14797128503107432,-0.07188158060439931,-0.041351568114384674,-0.06606715313418932,-0.004717972036125173,0.1387983085730915
3,5,-0.07631508097849689,-0.07935421297789388,0.20461134047047103,-0.032590481237792054,-0.03972693519229785,0.009002763943464415,0.01633780495394066,0.008794413541419188,0.03921164219373134,-0.003541815129742311,-0.022112611677649326,-0.007743498385520853,0.015435440659648858,0.05993165906680088,0.2154416173035387
4,1,-0.0070520541915708584,0.0014924068824623618,0.10810961052940618,-0.03519156836480551,-0.04689607897643024,0.044992110668911914,0.020984430802931858,-0.027038049543571585,0.027772979936197914,-0.04891670682902524,-0.005003498365768744,-0.016465187122888206,0.0602091080167162,0.056974991849349815,0.17413712782939378
4,3,0.0,-0.013238885737425463,-0.17128229569321524,-0.04149912997266876,-0.03952641599864838,0.3129802722306496,0.017670322187397308,-0.013823957938374744,-0.011653775370885001,-0.019957071564202393,-0.03040617009751398,-0.014992369460292428,0.023479182859394064,0.05010292892932884,0.14287515363404849
4,4,0.02220686760267554,0.008256068697315638,-0.10460764240342693,-0.04761862615324576,-0.049530363885805506,0.12478228625756271,0.02330140840816279,-0.02329859011316507,0.0,0.07167432101522134,-0.026595245280708224,-0.0159751373456873,0.02442536055903348,0.08312087815652927,0.09952753372543317
4,5,-0.01400950659377552,-0.01417928285272168,0.04368043611954246,-0.03721771963004179,-0.04488274369961521,0.20676634897761598,0.024059057088689537,-0.017058886583634067,0.011986719465249401,-0.021521995381347768,-0.028452863817345242,-0.01258415510380731,-0.032504351847739,0.07024921526831233,0.11862900029236179
5,1,-0.12919573620365843,-0.1155337992146761,-0.16674001868844446,-0.044518671351762906,-0.04235842779546295,-0.0023140040336321333,0.012939331894135653,-0.02184921251685501,-0.07814335714941567,-0.03882723413430489,-0.02761130037595705,-0.060244326639960266,-0.004657774460382624,-0.5456939476880096,-0.003677636636901793
5,3,-0.1303543929062848,-0.12337074631682532,-0.15786997355351584,-0.04289114688787621,-0.04045921183354534,-0.007694111707819196,0.010897879799346755,-0.010893681183785753,-0.07741457964866838,-0.026014575301987253,-0.04467391715203395,-0.06466905975462622,-0.0006550281953979775,-0.5053404218168016,-0.019975816854926443
5,4,-0.11806781000707578,-0.12350806333272946,-0.09974164515589079,-0.03347734933591806,-0.03872372011279002,-0.006880360819766396,0.01203975551604719,-0.006251031211627511,-0.05570281705174751,-0.019498401837755863,-0.03346882025369169,-0.0696668625489042,-0.0025346705522381607,-0.6323321445442558,-0.03936418220236493
5,5,-0.12116636354433263,-0.11874832591460693,-0.15388661793643077,-0.040074517552296074,-0.03901596211378189,-0.009559270934714093,0.012468542450373543,-0.02260293822751236,-0.06606371045286341,-0.030741357944989667,-0.03357945384334826,-0.061631697162142784,0.0,-0.5258280510668806,-0.030949059071221585
6,1,0.2061902019293441,0.1298320075101977,-0.12426192873491157,-0.04398803414046554,-0.047249581118796076,0.011184733411362035,0.02052965426234133,-0.021927462117129076,-0.10333072408258939,-0.03368758908157436,-0.027723698974185022,-0.017786583181401278,0.026133520832615095,0.03337986073911906,-0.022337271624173052
6,3,0.22508951528398924,0.13119241541381133,-0.1317818429322532,-0.041623634222742886,-0.043970353620654594,0.010560931527901801,0.014883396205883177,-0.03163634250058703,-0.10301019412614612,-0.07255152573327822,-0.03921680760132107,-0.02267793254456426,0.02195894306992247,0.05469360024189869,0.013046937167894637
6,4,0.1895520414944164,0.12645740868123362,-0.10991563994072431,-0.043572002332415,-0.04529070283799849,0.012822237295998752,0.02073659691427109,-0.031208609343158174,-0.10109475499274258,-0.029775021755422466,-0.028831857834038098,-0.011764633746905596,0.042125812837255555,0.017031975054793827,0.007703295660316363
6,5,0.17875111708483712,0.13184777101156905,0.08713265158003962,-0.046243779875060766,-0.045777179987018045,0.017591681459187505,0.015456067935902318,0.0,-0.04803080318895785,-0.08194908851571722,-0.040399269004574766,-0.046732422158247036,0.05938364844857019,-0.038639537641216665,-0.04001540204519474
7,1,-0.07387916290341892,-0.08192229084898081,0.11408094683956217,-0.03102501144821415,-0.04255631344040453,0.010722263939155263,0.014692768980360704,-0.006279273144889325,-0.10878250527697482,-0.040017121768795266,-0.042930487846115056,-0.017040225406364684,-0.028897997706423748,0.031125093732208814,0.01570866868366716
7,3,-0.1253155146305655,-0.11158648252933578,0.03392814685004619,-0.036657257968600476,-0.04142405430745155,0.009921814482827529,0.020132119635599632,-0.07015049597570311,-0.17816221648554448,0.0,-0.04399810696911627,-0.030307215971974666,-0.10007201286621659,0.009418379974829416,-0.10730187825706461
7,4,-0.07255601892957611,-0.07903228242958608,0.20280731766795673,-0.036644229776931624,-0.03935299978400802,0.009334940202557094,0.017087986012511474,-0.005790752489006425,-0.1612486680868098,0.026075383369589235,-0.025685277528673535,-0.030565090547592363,0.12825452717637714,0.03859645704253626,0.1444617353163676
7,5,-0.040347956444705846,-0.0474520373984362,0.069894332741014,-0.0383409757888524,-0.04882315696656661,0.0,0.011928890514155854,-0.01584066901742609,-0.15892050451539624,-0.018796621298405924,-0.059267826944214175,-0.019045118641343867,0.0,0.03521989999515182,0.042791096149398355
8,1,0.17362780190645327,0.12424443649501496,0.11156736588785426,-0.031974502395070326,-0.04611810896599802,0.024196924475062193,0.014288399116111128,-0.0068984487298565655,-0.0011307174306358914,0.010359230945647113,-0.029085849151332915,-0.018507385547253896,-0.02326783202824176,0.10335163109042683,0.2297765103604747
8,3,0.27119714674921697,0.1900265395719597,-0.3160939772905481,-0.0375754347677347,-0.04305487386449605,0.021304795166143156,0.019182382675903137,-0.02370773621121683,-0.07671938159734132,0.02268109140789823,-0.03841750265419103,-0.011398618638200742,0.04897461368815875,0.24748202205071468,0.13922027020839844
8,4,0.2091584320795049,0.15699487430223324,0.1294434206153039,-0.039827122289615824,-0.03574074703062807,0.022626654861619022,0.018352895796467206,-0.013920280608308189,0.012360659421787601,0.0,-0.02838374767146251,0.0,0.03477100339399514,0.08134959557644039,0.19419467622882025
8,5,0.23205020068057797,0.15301086388262825,-0.2531857851978056,-0.03969494829188325,-0.043637842134152366,0.028649298512896423,0.017906153830345328,-0.008824565485384017,-0.05509549220382676,0.020274722721703636,-0.03820820417847545,-0.018587315539273397,0.051429622250633744,0.21193846856805262,0.15507615907862715
9,1,0.2984162732136787,0.20064940554797817,0.2339928105625469,-0.035303774736019644,-0.04397319174924563,0.03581814191740468,0.01529177694647016,-0.04908916646780165,0.046330665727137454,0.010265562085241486,0.0,-0.030379916796151984,0.021731923112380258,0.054624958750303154,0.20167322930107945
9,3,0.2839898493904711,0.19928948461175378,0.2557155683317117,-0.030745314509601496,-0.041569593272423155,0.02659645082711798,0.01491319239505351,-0.03154119866358218,0.03967009748929601,-0.015543982845474424,-0.012128200006040868,-0.012640794481116269,0.01549205528221459,0.04991431014990322,0.22853470789463703
9,4,0.2594383171897582,0.2037468634568005,0.22768473297564373,-0.03754474724572998,-0.03505859612439183,0.03190539054765407,0.01705406804261589,-0.03437753421404616,0.06106941906224145,-0.00816189101613074,0.0056462212558168745,0.0,0.09651506922873787,0.0620970350879983,0.23779837729305608
9,5,0.30063360033535014,0.20980116960854783,0.20914051052451643,-0.03688369944711445,-0.042610072984784864,0.025727291268991814,0.019545861091368633,-0.05035096424182606,0.0557451871916434,-0.011291849572773571,-0.007414076566173766,-0.0265856598217315,-0.0014705338109458066,0.0485977841311,0.27736208488775205
10,1,0.681497693769574,0.5706021642720018,-0.04937976615740114,-0.03412445492638527,-0.012605715838669651,0.06377628440028205,0.038424857860861916,-0.02391250157753766,1.4385196314486222,0.07259484301665009,0.020607174070246925,0.020334880102433006,0.0974079790064879,0.00867236553216566,0.06657693394803532
10,3,0.5445174411840652,0.45918751770245314,0.15177695930904034,-0.026819721818060138,-0.021181775074655684,0.03274894916724036,0.051133203366440894,-0.01007770219192139,-0.03303990657996558,0.030944919692230233,0.7707849057968372,0.7807303303350923,0.14132080819849024,0.09845606209150404,0.09769304949457203
10,4,0.5673040281651687,0.488458780467542,-0.03516365830373047,-0.028090100102936777,0.0,0.05136719983069171,0.014672499769007974,-0.031632362359112154,1.6530911515131514,0.017040911434692774,0.02815412561858266,0.017110297965798216,0.12910549387317127,0.07825057262471136,0.009323428430628056
10,5,0.5473713827650739,0.4661500127482634,0.10935036610130533,-0.02001905594419684,-0.00933267394124293,0.023842579715694256,0.04424990959810837,-0.019216231808076856,-0.04784196147111075,0.04787008558956929,1.3289377917290743,0.46169892054907624,0.00580763537615403,0.05943180593092068,0.06987447373475097
11,1,0.29054889620259255,0.25430733195621025,0.057765887503949565,-0.010200487347153064,-0.03362111949547747,0.03065378992656248,0.039425305865881555,0.0,-0.07175175102351533,-0.09249973749995755,0.5085228114565685,-0.032135293167739276,-0.10356696072334842,0.042014613789785715,-0.23165316838421646
11,3,0.5349968489743236,0.41081806362655904,0.07159113366408931,-0.04669952957401491,0.0,0.04802185091990807,0.027274260987171506,-0.040519099192046215,-0.14332002917073433,-0.10763419621533099,0.023871979658086018,0.17547675803701657,-0.22263775165055322,0.08436203034173756,-0.1720785662482729
11,4,0.5264089320819789,0.4653722097082664,0.08842288299353385,-0.03494627104667336,-0.028993370850351474,0.06883793365920687,0.02442182648425195,-0.025997252277200178,0.4361193718394679,0.07919699899536248,0.029386391606249562,0.06070372373564337,-0.11639464821335821,0.10416374325102207,0.10447150718875364
11,5,0.22857111319774304,0.19386907897022715,0.05979288597377774,-0.020153398848704207,-0.027696718182150082,0.017382857472206914,0.03410561718616539,-0.02355375262187298,-0.03148438784135188,-0.047145698054830265,0.27001733949532414,0.1550782429514116,-0.12665867274102005,0.036390547279466834,-0.07070493517625054
12,1,0.42685257143521804,0.4732952121685101,0.07758402227251615,0.9481479544185851,0.7707014699007262,0.014235163852551747,0.02029467012219044,0.609894628681936,0.0,0.32973402954573494,0.0,0.039969162240514056,0.02056521144606105,0.03568839580206107,0.05721894212368106
12,3,0.32575183619069326,0.48571600313248586,0.08196969081560224,0.7660296633598191,1.0378963304489024,-0.041555920063167884,0.06371573996573221,0.5849486699064239,0.0,0.43414380735771685,0.05576101399256839,0.0,-0.06646910809249551,-0.059456122645926035,0.050902251118930764
