f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ela_distr.kurtosis,ic.eps.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,ela_distr.skewness,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.lda_qda_50,ela_level.lda_mda_25,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio
1,2,-0.21991613901843432,-0.2128654377406023,-0.3605809374175961,-0.007940908282376036,-0.07175805427152404,-0.08895827922436017,0.0,0.0,-0.09728693679074207,-0.004152140386184944,-0.030306271654605088,-0.002353588667817319,-0.053814232686708485,-0.10905511995646422,-0.09320573356171002
2,2,0.10274671027203133,0.08237113515309907,-0.08855024603261419,0.0,-0.1014848437692526,-0.1182381003778423,-0.38311163172100676,0.0,-0.09735755890472358,0.0,-0.025775456061904012,0.0,0.009563929190904041,0.008826892535669317,0.011142004514500314
3,2,-0.011958167741101616,0.0,-0.0149005759373219,-0.009660639446513908,-0.10253325478039213,0.465304252016831,0.041077923245263465,0.0,-0.12164075683468062,0.0,-0.011740438675958281,0.003686040502561369,0.0,0.029832762700999632,0.0371343153576692
4,2,0.051722692142031054,0.03182420913794279,-0.09982900588930066,-0.005725414408854726,-0.11526777017478615,0.3358185362038314,0.01866370720478848,0.007326374940161112,-0.10264368940985728,0.06516113757691015,0.0036421368879160643,-0.013030916207788554,-0.05441636021085795,0.048456930131443046,0.08411825995784927
5,2,-0.12781734067416517,-0.11609333037706637,-0.07236314899393093,-0.010267552546190939,-0.0785355641849631,-0.055924424174275233,0.016164509027075225,-0.013106433886615698,-0.09509021732229156,-0.020407577113556674,-0.038884420480128745,-0.047992924824380334,-0.0037790372731758004,-0.48253167018215587,-0.013063186706163687
6,2,0.21825636638911508,0.13815394274603712,-0.10933187358018336,-0.013299982465531743,-0.11353951143595463,-0.014890582931067136,0.016916706018757388,0.012325597833009252,-0.14032229388303324,-0.030065932071403546,0.0019765998093619827,-0.015291257428311385,0.007264516978931631,0.07595815555482445,0.030114992346021774
7,2,-0.028551940461136766,-0.034293304752888734,0.03128911064548087,-0.006414614335597646,-0.09368913709692467,-0.036168669010614066,0.013571356821146713,0.010758719720861759,-0.11061329123686961,-0.00845153956206171,-0.022567489319071432,0.0019274761065174728,0.020628583140454237,0.028976950122666517,0.028283605205172507
8,2,0.26811050478125464,0.15286178117215277,-0.2152255131067584,-0.006110825245463164,-0.09674032211928718,0.007919747779450897,0.01903099899430305,0.018629995039976366,-0.04230078510413203,0.007800537622723577,-0.016377525283298305,0.024284895885440444,-0.033943148222978364,0.22972289421767922,0.17712456368636353
9,2,0.35058008938957635,0.2172210885024316,0.32999729719127724,-0.006343644490946265,-0.09643998310497048,0.01972242813762526,0.012491166363861272,-0.012021967390644095,0.018398880627173653,0.0037777873712978027,0.021110184337117643,0.0,-0.02703986473841813,0.04141915217010572,0.17876048183119564
10,2,0.5444392435773333,0.45152330713048294,0.0,0.0,-0.05785563842127761,0.01568715030720602,0.04309297136838541,0.018263370507309418,1.581190311408188,0.05461039870188755,0.06009460130833477,0.016881553697439378,0.24142599920973518,0.0,0.07132556373510557
11,2,0.24261282928171324,0.21486419231020737,0.07483947205627572,-0.0113363497304102,-0.04374371916690556,0.008660937052431539,0.033068447416550795,-0.014529277892823378,-0.06852957834016654,-0.06160969679571082,0.33641776128312145,0.09888442652069723,-0.02655287609715956,0.03186190451288462,-0.08541188974780034
12,2,0.4873099837878345,0.4895883922724289,0.16424127967380509,0.1889870914738121,2.111619018529136,0.024026400467975773,0.030913797437820634,0.2246720884165203,-0.04210247420290769,0.053693642594346835,0.03640099138795616,0.013177412743775374,0.01911650273137222,0.032397322867352196,0.0718264474318202
13,2,-0.09151757812367933,-0.0916020540999048,-0.18011418827839565,-0.008332920539675354,-0.08027119792473905,-0.06414254544302803,0.018911131424272143,0.06905909141474292,-0.02777809399257236,0.0907728254713405,-0.024563534173626306,0.003447339299751495,0.04536188405831923,-0.035049134102299206,0.043710079771073385
14,2,-0.11532396807614481,-0.06335698512766563,-0.05206441768664355,-0.005365829005738898,-0.09324244591729841,-0.06536082322058495,0.009178142721959437,-0.03443001105882365,-0.12791636020026487,-0.06532075049721905,-0.02753424116271619,-0.0015615760813512125,0.06541148858968687,-0.04010449810374145,0.07548914309346477
15,2,-0.0792071359098876,-0.046230410615189343,0.1353837107837715,-0.020414128258481712,-0.15027183033440727,-0.03346309764800737,0.02079441876321525,-0.26009557922105786,-0.044505311736023345,0.0,-0.025166307026031398,-0.003294256860001843,-0.07354526747055479,0.035435648728710634,0.14129996335174844
16,2,-0.0859514107299045,-0.07916307102332082,0.13330981896132152,0.0,-0.08515967402692776,-0.032876065894918205,0.013142601118816388,0.03283305924079982,-0.04171194539221067,0.0025944057273575363,-0.02236750414313667,-0.005858496360548519,0.05092238040620958,0.04064322872782685,-0.18397954010309794
17,2,-0.2438525372468349,-0.16014300103280937,0.05294465650727437,-0.028766605672566614,-0.09481514631336385,-0.052375825885713656,0.013622060383765566,-0.1744672999154696,0.054483800494974116,-0.002824589255432164,-0.0167759879523674,-0.01664018810250495,0.022277757034203843,0.045228404148987045,-0.08312153027122982
18,2,-0.17960126531308235,-0.11787463018739736,0.0214234810226282,-0.01695638133194982,-0.10646378166722814,-0.05686653713649725,0.013405773694398493,-0.1303515356405759,0.0073183919806785735,-0.014175319153397314,-0.03763090580699202,-0.01868729444187972,-0.023713818729408864,0.03670406632519152,-0.17100071467173994
19,2,-0.2564278092807252,-0.16904240281122956,0.09966922500183784,-0.012516077614664223,-0.0828401934793137,-0.04384271124077649,0.012959241683718759,-0.07447896965524176,-0.01705040397852664,-0.0016234882795093108,-0.043006578226326975,-0.00958500807888435,-0.07008237708243109,0.03574451756205296,0.08552410333787808
20,2,-0.001579972115534678,-0.008386036537052444,-0.31187823237850165,-0.010340325332077904,-0.1060685351237955,-0.036043475040617445,0.011822582683376659,0.0,-0.16164991029805553,-0.04230257267314885,-0.025570552979914063,-0.004442291862358727,0.020064072739034766,-0.17952669423284523,0.037560576178884864
