f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio
6,2,0.21421298645806613,0.15684476471522568,-0.1396057995493292,-0.03827459021692607,-0.033932725155335824,-0.10559773186642489,0.046703786655735616,0.01634972149252313,-0.007340055616115182,0.0,-0.02891565982754498,-0.042551316058784455,-0.022559063959847265,-0.00554939102169956,0.02624763994751703
6,4,0.20507343347355939,0.13216218228250537,-0.10679380571852794,-0.050424022503731666,-0.025473907179886273,-0.07751731882525305,0.034972558365659934,-0.023884655430562295,-0.02456937539341062,-0.004537164487124705,0.009468483786060489,-0.0570026217696572,-0.02196917033361526,0.0,0.023661800524938024
6,5,0.17555140531183233,0.14006843965516974,0.0544293635535225,-0.04753020995523896,-0.02315555114893531,-0.08271819011086107,0.0531533933323028,-0.013923738566287602,-0.05142438237380492,-0.0014053990993219746,-0.02744997575364054,-0.15129873795333879,-0.01946789922820671,0.006092536153034098,-0.010354608504973696
7,1,-0.08894735246124352,-0.094644372123172,-0.05177200467979498,-0.041934868551104953,-0.021211273126862412,-0.03553295389062833,0.03902878192735462,-0.0254193590024053,0.0031285806613647604,-0.00524847288719571,-0.0028517849016748698,0.022622284585127578,-0.017875025377455195,-0.01795487373412069,0.049802317582257005
7,2,-0.03889551500529623,-0.050189157732077105,-0.14489298691385893,-0.04220411586866074,-0.025666690068672893,-0.03796205592119839,0.03373705444018163,-0.03315663727277768,0.008915013055033366,-0.009187116927216188,0.010914854055626588,0.02926418837289621,-0.01956695796233318,-0.011610966523548982,0.042322005481125524
7,4,-0.08471800176887495,-0.09211705816478549,0.22023734939209363,-0.049631513288922666,-0.025356927261585907,-0.08269498883145833,0.0481802096042256,0.0027838803384449273,0.010737114151272757,0.0014500865596183271,-0.08319113246956919,-0.02089949214880557,-0.01759467804345495,-0.0033952906216786344,0.11581485623910676
7,5,-0.0505091399866095,-0.05831494784962937,-0.10166329737577784,-0.045700736422165544,-0.023728607039402938,-0.10485982446492487,0.035582211045772555,-0.0039815677303258745,-0.007308311231542436,-0.00452846181271066,0.034087789671249064,0.021359924202986436,-0.017702889211810457,-0.015471585637917035,0.053929067863254465
8,1,0.21314857586573654,0.16062527517281944,0.15421062185002332,-0.04517017157009684,-0.01852958380948544,-0.059995215744076597,0.055820398446664865,0.02174645969918515,0.05708112020372991,0.00496822246717038,0.031320532468939566,0.05259419056077452,-0.014091484540106447,0.020967270919149072,0.11764683863920744
8,2,0.2414748365444,0.15288173902692584,-0.30219459065997684,-0.05015935401001387,-0.020443908310933984,-0.07900741882943658,0.051104767625938324,0.0,0.09556059809431863,-0.006014650586846082,0.05474744250198754,0.0932679115350385,-0.012477555504341264,0.0066504902174779335,0.10438211034514222
8,4,0.21491052998046167,0.15451701212302354,0.1524398340096073,-0.04069771132076244,-0.017185229657770584,-0.039086292478728774,0.05306478358160216,0.0022959041327954566,0.04242064485314054,-0.004881891389596382,0.030725995139799456,0.019760852603707357,-0.014991439627662195,0.011275138977441757,0.17500245538517167
8,5,0.18626963745802358,0.12268024937788789,-0.2549465597974354,-0.04346808034158503,-0.022266624509096597,-0.08208880355135204,0.05136445733628742,0.020993674963807024,0.11143896956346674,0.0014450574383726156,0.08418341735973814,0.07337610466898177,-0.015987644301285964,0.0,0.09677856232387028
9,1,0.25305487078087485,0.19354863968290636,0.3351515031147025,-0.04257074258244592,-0.023565955669222094,-0.0555157230845732,0.05672349099263818,0.015483627561693414,0.03653868205852567,-0.018948349873653014,-0.024431041131298625,0.04554008778363555,-0.01968210504601392,0.021176759831623482,0.18573522463168124
9,2,0.27979594207503367,0.19697035153070497,0.28293751454410365,-0.04083094601890874,-0.020830264223385353,-0.05450405785704948,0.05425626282410079,0.0,0.040173474379186336,-0.02794232739523239,0.03394013336850682,0.05279453311034393,-0.01322233083296781,0.022099089664692317,0.14827415725228865
9,4,0.23312427756840137,0.1846417782243711,0.297991100795886,-0.04072259986969412,-0.018791882627037404,-0.03495049395509414,0.055806047106659484,-0.0016709220812795023,0.03546792475253996,-0.011662188644689542,0.11547836043731119,0.05761632797936356,-0.01727621943158919,0.028758207480210685,0.18796790763216142
9,5,0.28517601605999077,0.22564690059379722,0.28981399318594214,-0.04155585326689565,-0.021561548224150462,-0.04225451532061031,0.05506096562606266,-0.004256544128685813,0.03172657581950156,-0.0396461125478918,-0.002397650854652822,0.04865210922115415,-0.015361309801337764,0.014722255903887649,0.17014625015530582
10,1,0.6645510106728538,0.5866065157576337,0.04302799011126801,0.0,0.0,1.1919998834156447,0.0683864718028433,0.08581907337153516,0.027975625387443026,0.0,0.12211454589971371,0.04786755814939592,0.0,0.049554060973723946,0.06927990502138481
10,2,0.47708667685955963,0.435160452693774,0.07137964780943995,-0.02062738117745999,-0.03013977547318425,1.2705363932176668,0.07410294155577568,0.08537854360275166,0.137522325105919,0.0,0.17127790520845565,0.056931331639594074,0.008270663039132709,0.049850606389747476,0.1106308927406574
10,4,0.5534811408830431,0.5075405278796334,0.036405084555628076,0.0,0.0,1.4674941617286914,0.06454172938638258,0.04453498013173185,0.044998603891258426,0.0,0.08130251593711169,0.060645722424269355,0.0,0.03509869495044793,0.0611394787952424
10,5,0.6456391946769875,0.4166712726150428,0.3918870453893841,-0.04172672595100524,-0.016035483710525877,0.04182922388315724,0.0657075839418495,0.03389783576733563,0.05454923140319401,-0.00509821211492234,0.04343980494928035,0.11520386560595464,-0.016715065056897016,0.053950666600680375,0.07570628816122071
11,1,0.43686767557725814,0.3651299643342045,0.02727517173826649,-0.01907864173972934,-0.02514900188721808,0.10818329019288281,0.05885764751251937,-0.21948990341968583,0.05488999554575069,-0.022525082213677217,-0.03211315481996918,0.09046295671900673,-0.027222668872552425,0.029986023877166923,-0.17026591241754585
11,2,0.4602042318657497,0.3883370560065581,-0.015361179721752327,-0.028511886041021173,-0.03984837115623485,0.14469715632831281,0.06678925109305722,-0.2659874107416727,0.0633337346401745,-0.007015393672772263,-0.024627314408419143,0.09531782599124616,-0.012234300344097004,0.02656005162670183,-0.19584509133915307
11,4,0.5625728980435305,0.5112748975489874,-0.03676796545132066,-0.0219310931941199,0.0,0.4411971363635321,0.06253309225023396,0.07635793564905868,0.06468284962024051,0.0,-0.17317841349292762,0.0870623572413124,0.0,0.02793940698923103,0.1776211492244686
11,5,0.3807725599841374,0.32044900887100386,-0.05028035089129462,-0.036203446816900686,-0.03129137516434316,0.0908798789637768,0.07280260144853268,-0.026409214886906618,0.05298951589647094,-0.01296539707725991,-0.19189125006085223,0.0792168975640043,-0.01234842984552656,0.03637052047515399,-0.026091127763780086
12,1,0.454756182997768,0.5537548443547102,0.07804830853581546,0.7100123212431662,0.7791091175277289,0.05324090804709458,0.03881616121926057,0.244654287477039,0.05778204054486946,0.4391488127785035,0.02772875267482955,0.0,0.3097655399847281,0.0,0.0755544282608458
12,2,0.5214372966853724,0.5394402131651952,0.13146107506476934,1.8148388106042357,0.11899306387519548,0.0,0.0726361027630964,0.04806052196669852,0.012817850793588104,0.14039595228206125,0.03123567638987268,-0.02273710283703334,0.14344854460050716,0.039239352354124124,0.0852786372505343
12,4,0.2937111467615847,0.4075806259655761,0.0,0.48748482291735096,0.7656100686023837,0.0,0.05430549995172562,0.3941474446157376,0.05326012882354436,0.42842985675932344,0.05014915907236328,0.023840433265531757,0.7715205872969697,0.006353186464346017,0.050757414421482405
12,5,0.4459269680786546,0.3751627718364072,0.03475857129755244,1.0371376945383943,0.8043300716957029,0.0,0.05658282792477909,0.2606541505494806,0.0,0.3914674596462069,0.0,0.004440349894099693,0.35010225347691826,0.0,0.06180858670816303
13,1,-0.05179749671235895,-0.06825757113703551,-0.10522935515720612,-0.05849953392483745,-0.020043952428423883,-0.03933259464305883,0.04013994609837168,0.14854838960442335,0.13829738988561008,0.11353233614067773,0.1973548706624394,0.05280153817486549,-0.006168144617414384,-0.002928865499004188,0.1258955565055393
13,2,-0.03171932764198107,-0.05296653256800253,-0.0243165554939459,-0.04174611771594586,-0.026173381374001436,-0.02115622807901918,0.04594680159072381,0.1360583862887423,0.10116154244181194,0.1109405494975057,0.16993995107863263,0.008876558096066967,-0.020274196038688186,-0.0046803292914534556,0.11442139216214203
13,4,-0.06988576046590869,-0.0863109543105849,0.26034877624724895,-0.041576500418077256,-0.020022616621901537,0.028624727631608657,0.0488820570063537,0.009437595532626478,0.03735272273489662,0.040727676792265605,0.05085522907148245,0.021089229382093594,-0.018486264391114574,-0.0029752954752708255,0.2820399992733765
13,5,-0.07515687579491215,-0.08855565756590268,0.29026626634714314,-0.042336594566412755,-0.019457424341413926,-0.02113747316904674,0.043461217499310506,-0.00532413273884931,0.04427627794131325,0.022102753697339425,0.033481207914513936,0.058944894891124006,-0.017402145493105328,0.011459207404274335,0.1927789888103629
14,1,-0.17819384235103744,-0.11062262630027991,-0.16888579743071477,-0.04979396609274156,-0.02492298809610738,-0.0034877945102421426,0.04478233368794582,-0.04634734698488946,0.07163437339528689,-0.0606808873421395,0.1813895937547293,-0.06641515966860301,-0.018814997117776344,-0.028171592063684192,0.04002311170542122
14,2,-0.18756030099601106,-0.15247766275883445,-0.29542344039759993,-0.04686703685451832,-0.033718396725499034,-0.14942955868340912,0.03449616292504265,-0.09187026217583649,-0.12504083477022643,-0.07631472633425673,-0.04945599690567515,-0.18042789948153515,-0.017323268876744402,-0.04870936606359344,0.018344244106105245
14,4,-0.21732904810160997,-0.13203083827975567,0.05341936017920024,-0.03958687027243635,-0.028725070852042678,-0.05815962406178385,0.038935625102393345,-0.028944838207422163,0.035514516924034706,-0.1013569513195694,-0.045209165998963685,0.03104917963094911,-0.016976154939940036,-0.01995079515725287,0.04257489993531305
14,5,-0.16956035811407305,-0.06523908975599088,-0.2552429200122591,-0.044730432060798186,-0.03566334915675351,-0.011099751718171985,0.040556611249315644,-0.03468243401131832,0.03520833660628034,-0.12053041629434047,0.05323893078446951,-0.003837247747624395,-0.004205822387099989,-0.012835359269667557,0.10287007256722047
15,1,-0.07908914859130545,-0.05967354082828805,0.20227743359280498,-0.04929100859616876,-0.021544643830054305,0.07401827331747993,0.04583652452562928,-0.008937016708625803,0.044705447920930785,-0.0353581298492376,0.04915920388039585,0.05060614434780682,-0.014909621647001575,-0.0012131679209418933,0.19430259362726657
15,2,-0.13314969323510478,-0.08722128475260904,0.14645871481244244,-0.05547318434786663,-0.09183502240243197,-0.03729906177368114,0.03479493084168067,-0.03477776505419078,0.01568786776714301,-0.26423202813767727,-0.008303238800521917,0.0,-0.012962449016841071,-0.016091909503653384,0.02434594923680966
15,4,-0.1290932283429047,-0.11687856302977129,0.10905424561261118,-0.05015909974887384,-0.01850478472560882,-0.0525748884165671,0.046265627087343164,-0.021716884103852307,-0.022678330925138546,-0.1428383867061935,-0.10038622435402816,-0.02215440753346276,-0.024181647952430968,-0.054040539733468645,0.11311133745346014
15,5,-0.08541112190527289,-0.06969437579417223,0.24119444425507092,-0.050697854951074026,-0.02421769720393141,0.08068199042560985,0.04880141795498576,-0.020329618251380313,0.043127575728557035,-0.0871300332886059,0.04955263523272059,0.05515801095717657,-0.013969016198565859,0.0014188424357215318,0.2224041438438512
16,1,-0.09684827760603065,-0.09599756080898253,0.0656326474060454,-0.046483062606301646,-0.014036157332843888,-0.07760975413627219,0.03902651559231279,0.0032373116894776413,0.025465420928944563,0.02567340767353715,0.05450381137451509,0.044734084627014906,-0.019041224469764965,0.012378138717096112,-0.26733526725625306
16,2,-0.11865778067890072,-0.10510459867279884,0.06622750301441716,-0.045671253398181365,-0.020071188098672938,-0.07450447932724688,0.037735376444995056,0.008031423286489411,0.025551096265585996,0.030435799441935328,0.05631033659941222,0.04484062812070132,-0.019713801042519713,0.01131684619215605,-0.23747552469415073
16,4,-0.11895574739820322,-0.10696090866643071,0.0551887686379849,-0.04802858380175799,-0.020355360267888936,-0.08499413718734519,0.03938559636486766,0.009264443685103638,0.02565716772350056,0.02796015796161192,0.05076191838287561,0.030714653033862394,-0.014674351439024791,0.004751630008246306,-0.19046486358418085
16,5,-0.15924220492124003,-0.15269086068919888,0.06863009282666926,-0.04266683699162471,-0.035442385783377245,-0.09029776852555702,0.033462713241736664,-0.00397994876352703,0.01886487534836051,-0.029731183260522348,-0.04507756452526607,0.03653150476311076,-0.015675196663857777,0.0,-0.27184734156379187
17,1,-0.15112414246188216,-0.11012066819672517,0.1234524059069654,-0.05680810685455545,-0.04631187973198975,-0.04947211197019452,0.024267364034751604,-0.05269950579734378,-0.0585602733649368,-0.09663831561459896,-0.04165844121080181,-0.06940835259623451,-0.022503236162823903,-0.019566410170751558,-0.08637976549126014
17,2,-0.2497753315092444,-0.16464758143096928,0.06531576141141862,-0.04541452535328505,-0.042813196595766906,-0.042692773507135684,0.04261160887550558,-0.0365741388655923,0.03583711635679221,-0.12195350467639454,-0.0027367550378558647,0.05154299336571855,-0.023763445985592463,-0.01875113709224774,-0.02974182607149123
17,4,-0.24519662074040624,-0.15613313183158006,0.11768348944188028,-0.044128839612737836,-0.03942569753657288,-0.057440901021192425,0.03252292978474536,-0.026667802065283852,-0.0073967710555815636,-0.1242029543140093,-0.05922130787187313,-0.02251678839984006,-0.01831951305039775,-0.029966721539435692,-0.19755603321165616
17,5,-0.21087040244601102,-0.14475029278546644,0.06530990009541138,-0.04897332720447867,0.009762220004930738,-0.08371140522684936,0.031441812403187025,-0.024247339367155396,0.030942505145156507,-0.07593186740391944,0.02152228394975464,0.041415802210612196,-0.02071512259205907,-0.010011084701205625,-0.14774536472694544
18,1,-0.11943394542349117,-0.06524398313409857,0.10667730961564253,-0.057294254545933676,-0.04354634050599676,-0.052849882282749006,0.03327443771712957,-0.042250524172897486,-0.0896661011272861,-0.11383627779765415,-0.016238065051312867,-0.11271684336925736,-0.02933790256197749,-0.021932763978353975,-0.089136303064145
18,2,-0.19685829033666635,-0.14311408699700823,0.05888410570464875,-0.045190018973741086,-0.03586961954367504,-0.07763096853372534,0.035565866280349356,-0.02296922515444877,0.03158299614240939,-0.09448233109463214,-0.015849098130787387,0.050154992892298994,-0.02114697094604276,-0.014441770484982297,-0.09219231694013752
18,4,-0.18568244253393018,-0.12650774125788788,0.09730821684235685,-0.05027709930036309,-0.0374233173203323,-0.024020844608532876,0.04338195110304102,-0.015054250319776724,0.011261692411365043,-0.0897500525534802,0.03574155538601298,0.03188354462827364,-0.019516976326232338,-0.013668047545345577,-0.184626297200165
18,5,-0.16531056498166924,-0.10764856591481353,0.08679724921626206,-0.05162834786444803,-0.04373094154710516,-0.08064778332078926,0.040584303385144516,-0.02337412450397619,0.027252875015742223,-0.20365793399363166,0.008439237087762896,0.03852680212746867,-0.01979846777441535,-0.013231944120045719,-0.059133475456524254
19,1,-0.23264722280480798,-0.17892583444689641,0.11560538640617324,-0.044147497645901757,-0.02989600289905714,-0.14442191344341315,0.039873568910763546,-0.015908464117510124,0.0281258458899441,-0.13471379705469394,-0.11455793964125666,0.027217719473143498,-0.01791696506653162,-0.007331912642228933,0.07954990497344194
19,2,-0.24620587011527534,-0.17643882167252734,0.12091130837045144,-0.04413476767973956,-0.032522102019819865,-0.15341070875034002,0.03868321857178669,-0.018232291252494814,0.033528135886009336,-0.09805069020920026,-0.10287146109294398,0.028579857792973673,-0.01981837955279392,-0.027709253231889774,0.06596812215919556
19,4,-0.18854054157920908,-0.14641753785693987,0.2171099173366298,-0.046323754459834,-0.027514766170544686,-0.1203823413791128,0.03883033025165955,-0.022160800270080327,0.0428241069722831,-0.07181691228039981,0.07612744591747911,0.04663924160997748,-0.016290367493878508,0.0023645325897764524,0.1410105985256845
19,5,-0.2574140229885443,-0.16330191181877113,0.10346081445872596,-0.04611643339964161,-0.026993742913353824,-0.11878599393055944,0.03896056201364306,-0.01322302117299079,0.032051883201254905,-0.13280627767806735,-0.12071866750413357,0.027910378519877266,-0.01712792952786424,-0.007005407148675646,0.0710146457802695
20,1,0.04515885753055193,0.026176350134469006,-0.5966618047542708,-0.05022549584349634,-0.030823540277854777,-0.0846776254340098,0.043060792451140695,-0.046617176013022454,-0.09841813231824637,-0.010528751598343655,0.014002955745624823,-0.06330223520683859,-0.021288012792944178,-0.021462440327467747,-0.013515845347253475
20,2,0.035066557400800724,0.01678250905148926,-0.5828035098470253,-0.04573084604515337,-0.03090230720872772,-0.09000830665023252,0.03296140228712491,-0.04990525396463402,-0.0860082016705444,-0.007827884695297882,0.014394056637593411,-0.05573339103515251,-0.01697089979421762,-0.027355588380301443,-0.015080440137683171
20,4,0.05725105792424473,0.041142922324559295,-0.638112851171933,-0.0504663139006476,-0.027664506427842794,-0.08639785860258214,0.03307420826895202,-0.04044929634635819,-0.058938718732081896,-0.007513410378823027,0.0,-0.05174341256096837,-0.015514030154492542,-0.030039228895589798,-0.021374258252114697
20,5,0.033291805678621555,0.017802821899456645,-0.5927910410817785,-0.04930041559693871,-0.03303531787453512,-0.11217660380335015,0.03850313870701666,-0.040938231611094444,-0.08154454733697047,-0.0033538730961347185,0.013835719947069058,-0.05664300626850477,-0.01814219758261909,-0.018428599344092744,0.006174650458176889
21,1,-0.18767563650583988,-0.1602822950364837,0.06470407523483804,-0.03911584550954281,-0.021747632392273383,-0.07797418464039223,0.03885950241547556,-0.006485192557498826,0.02189958790140209,0.0829667069563061,0.030644851272012275,0.040916600979903184,-0.01605620218504808,-0.010789614092884009,-0.24682559756340772
21,2,-0.20712700127581793,-0.164936898481134,0.06938773772632115,-0.04309805645178072,-0.013492336817370693,-0.08532858089397992,0.033629065656913204,0.0,0.021285956072815304,0.13769664452764796,0.008502707765410525,0.04175616999933482,-0.018973310402907673,-0.01596428183276251,-0.24279821998897044
21,4,-0.18067593852128241,-0.15123189119325217,0.08386202586939212,-0.044388736435742954,-0.026152171468693197,-0.07242679526952185,0.034963328612401395,0.004661643359064771,0.024825577753448777,0.09040740644139965,-0.018839306072401252,0.03412835795130634,-0.018746278228821578,-0.009832664864328045,-0.23001496232925053
21,5,-0.20156720362339575,-0.1673414106646953,0.06328448693600702,-0.04024889350147243,-0.025766918817422962,-0.09027233914508193,0.03576087658240354,-0.010281634504123033,0.02561374027262424,0.1087352771810685,0.019236944205384965,0.03951078770878999,-0.011685264140669338,-0.01378569275445947,-0.21815363145839156
22,1,-0.23022033963935484,-0.172583433656403,0.04836334281561383,-0.04207587316201378,-0.02894155612263788,-0.08189387607592225,0.03527663691801067,-0.046064873423925845,0.02613919749543253,0.06361317141251768,-0.0010840013216560918,0.03919634657191473,-0.01972115902461055,-0.02416697685806085,-0.11807600501893184
22,2,-0.2068538197286873,-0.1565990587488456,0.07676653379185791,-0.037497724555589806,-0.03341226365305153,-0.07081564131329174,0.02889748280047494,-0.04995230129867512,0.022395352575534266,-0.010529685939530464,-0.08467682694827572,0.02863971883504668,-0.01514015383804046,-0.017297067408619637,-0.10908436163081159
22,4,-0.23330242316824393,-0.17443875687742133,0.06276982647438326,-0.045788705227892246,-0.02483835916476676,-0.0908363719689666,0.03157966321439354,-0.0678844101349374,0.028532025332607847,0.04163461480757466,-0.009104794356295742,0.035345302017426194,-0.017974588841353306,-0.01065652788557972,-0.12065900333607915
22,5,-0.24739016228661467,-0.17314823706111068,0.04640769083029039,-0.04172023372532924,-0.027195218381811687,-0.08735133241308471,0.035399563239037646,-0.0581564353220676,0.02684539278557721,0.055045168722241744,-0.0032617126477443303,0.03919625457015263,-0.02247038707485488,-0.0154901152740817,-0.07894963505062769
23,1,-0.2613232268927942,-0.2639699796277413,0.06504501795584455,-0.04057857372208945,-0.022247190656101673,-0.08138479548389324,0.03797643257463307,-0.007438081735405333,0.0199438264251921,-0.0010877907020588884,-0.0336206248399219,0.03074833009249256,-0.021622728170260397,-0.0032302978108884883,-0.4011974148886438
23,2,-0.2602066757420019,-0.2565230308319864,0.06009299691048009,-0.04174676269184374,-0.02200263443876954,-0.08697224333525055,0.03579959344387312,-0.008265975603985454,0.023035180181969567,0.0,-0.03581764181450767,0.030361599421810048,-0.017623274122945454,-0.016179472511462623,-0.38793875634701613
23,4,-0.24017987196345936,-0.22485832583719306,0.057576473143690465,-0.04423743379603223,-0.02247760658150319,-0.08198014662730463,0.03658050788061479,-0.0024752871143856603,0.024546933365616946,0.017320989838018053,0.04286256141187861,0.03353728303083503,-0.01919871398126119,-0.0021750114514630103,-0.2402023657183474
23,5,-0.2488973002292223,-0.23612353091678565,0.07258297015750853,-0.041306927795593806,-0.025963314498998913,-0.09339888256386564,0.03318429813149992,-0.012706931418799694,0.019517424651534387,-0.025344622895515312,-0.06465855634495893,0.029451914030691806,-0.013729703600127763,-0.0070113984513375804,-0.3615662683044798
24,1,-0.15842014264441226,-0.15922623549842424,0.20915687177084097,-0.04507013578792496,-0.011559109417662625,-0.08789761447950245,0.037259926114631414,0.015991817369519934,0.04510074932472153,0.041751364829166186,-0.08737165681259662,0.028516540852923378,-0.015728666054637616,0.011036435865082073,0.1019190062817662
