f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,pca.expl_var.cor_init,ela_distr.kurtosis,ela_meta.quad_simple.cond,ela_level.lda_mda_25,ela_distr.skewness,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_10,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_distr.number_of_peaks
13,5,-0.01815794747385993,-0.0495994712649086,-0.04626566302472937,0.3303745958869008,-0.029274932136512027,0.02067138392077822,-0.0731315712326582,0.022982470650064674,0.12339978014978598,-0.004570772072780782,0.11857820003422406,-0.0067687720905330595,0.05647225107482373,0.004538988807811312,0.062445970438134046
14,1,-0.14525471754275854,-0.07669830049409426,-0.06840057326527582,-0.344053301381506,-0.05345198014161673,0.017191504929747137,0.018081691516344423,-0.05481563288896907,0.031078059127350816,-0.02380945069785384,0.06324022353408457,0.16130626242212287,0.046183611000243374,0.03820650192528527,-0.04606649376321692
14,2,-0.15962445567201144,-0.09869854209554185,-0.05568373212725786,-0.3453687383582158,-0.04546731831654749,0.012494298722529718,-0.05918488813427003,-0.062104899048774476,-0.16359251493310345,-0.05068055755109968,-0.12357308527377675,-0.0542661224354688,-0.06311268072533105,-0.051291627078792534,-0.10037849127020992
14,3,-0.1656466345024349,-0.11580434322738264,-0.05510778531961752,0.15605071885822847,-0.046342779920509336,0.023777366729828525,-0.08441418914045895,-0.05417959405058226,0.02884504253775766,-0.020746265473308434,-0.17886934016243144,-0.016742717150127262,-0.04119951673001457,-0.020108550026086858,-0.04169924480303289
14,5,-0.13884272403444506,-0.08947330027249112,-0.0465939953993213,-0.2728745155329771,-0.030628492288487547,0.009626733599719828,-0.03770133874376225,-0.06678281910548689,-0.030476207945026645,-0.03768971382757119,0.08977622607394345,0.1363152930962715,0.01231069591736303,-0.01652634749608753,-0.024947733667732952
15,1,-0.056791210516582535,-0.044533778036298016,-0.054067719329301295,0.3460118937603671,-0.03195047478750204,0.026106406530681386,-0.07281206571414663,-0.017178752919957796,0.057213674015379884,0.0,0.08971181685966495,0.0436320546232318,0.08060694927650136,0.012491239703571272,-0.006305700530198632
15,2,-0.08544424988616597,-0.04179769643708647,-0.0738407183673952,0.19598688840302372,0.013189998409246062,0.024310068158187204,-0.07756059980114005,-0.15894323919354048,0.022323499581544615,-0.012920935248596985,-0.11217727241136377,0.009437316171791693,0.03410760635689419,-0.007459358630883692,-0.03789465545734305
15,3,-0.03160984981114918,0.0,-0.0606702010558945,0.20885901435257664,-0.058203534496412405,0.02263364200514283,-0.05656939034959691,-0.12492790174646859,-0.037713367423870034,-0.005892976034860331,0.05785723965629277,-0.01813199471002485,0.057211111865270003,-0.0205312602622187,-0.013917922432860011
15,5,-0.05531336635840567,-0.045392164282435005,-0.05007334796809371,0.33877901758475487,-0.033043139406603556,0.0230688505611098,-0.0678140756824959,-0.04395512188218717,0.11569403027307551,-0.0033513896359470274,0.07558539652449764,0.025841736952214533,0.07861294436086591,0.02054339786299708,-0.007048435967936584
16,1,-0.10749331009143515,-0.09704288674739808,-0.058608855729512965,0.21001593328874868,-0.03107847253368823,0.019122765710967243,-0.06382252468763694,0.0023389374986400036,-0.06921973054863853,-0.007433379312317412,0.014468831151382422,0.03016336821052837,-0.11883385705173032,-0.06809555155033914,-0.02630503303199938
16,2,-0.12912093772026345,-0.11767414215221197,-0.05136494717017068,0.2026829702353871,-0.02960780946004557,0.02177112742155622,-0.0726389843306176,0.0033408368685186596,-0.03749528172346797,-0.017271797138109724,0.009587855349432739,0.024332482868409777,-0.08924719053427096,-0.05246172483269511,-0.03184009624903056
16,3,-0.13358310688646974,-0.11470258330033267,-0.05811930810235319,0.20499307994235327,-0.03213671028585291,0.02129133851018289,-0.06868785509508296,0.0,-0.04057650134998808,-0.012030407003182586,0.007648554289429232,0.028739623802975955,-0.09345377767312346,-0.05067865289726206,-0.02571133251887281
16,5,-0.1521476116527517,-0.1561170408379321,-0.060673956204231216,0.15465511471856863,-0.032719752845026595,0.02322771476290303,-0.06435264009394592,-0.018101007921780543,-0.11370758183832014,-0.013524818021197371,-0.03114749133728384,0.023306063162267188,-0.1472319586985719,-0.07547205121451558,-0.04391009779154764
17,1,-0.14834325052447134,-0.09097228487706627,-0.05366030182310749,0.1586399939866721,-0.04953332891817791,0.020696516644721497,-0.06351284769377091,-0.09011999652171032,-0.03570407566335998,-0.03407323982122862,-0.1072933091813405,-0.12467114082701652,-0.031557630014939275,-0.028724867715482216,-0.05345668703738382
17,2,-0.24124960522578826,-0.15931481097243977,-0.053142041900570036,0.19593598564977674,-0.04460019633602519,0.022520708555488073,-0.06707436117195054,-0.06308575266986088,0.006424191258088935,-0.022592002655655113,-0.04042335556128357,0.008677912144630706,-0.069189840023749,-0.04515960123348234,-0.030038976278600416
17,3,-0.28943947070126974,-0.1733841206963187,-0.05057168846565052,-0.3519591810385727,-0.04706670698713339,0.02238584295486784,-0.057252643465251385,-0.036792330956442854,0.0060650159205848375,-0.04792874480051845,-0.06202635716567251,0.02178389912961365,-0.0726268920123192,-0.04974943839509638,-0.040222444303585014
17,5,-0.23217590678905947,-0.13383724789735013,-0.06208073618690063,0.16306922147740735,0.016460456014898206,0.022354444658603756,-0.06098524059240179,-0.09583860309869108,-0.004745483045619309,-0.013091125297067296,0.03772955698942271,-0.002163039770747499,-0.1331940087481066,-0.05500306696015467,-0.0318159137045515
18,1,-0.11401758702482634,-0.0696082216116648,-0.06051070138905912,0.15537690483393657,-0.04733965011038954,0.02153125402926309,-0.05774491865160669,-0.09081336206314866,-0.05086617468257498,-0.024197747295107153,-0.09911197260972071,-0.19268306648730532,-0.03118367438877645,-0.028730961256405285,-0.04238657128027612
18,2,-0.20265519472613805,-0.13642317806202658,-0.05825968073005866,0.19413482061157092,-0.04466366140298683,0.02464296821843251,-0.0716592894216691,-0.08813541923223922,0.0027649752706013775,-0.022504995560217733,-0.0715684397362491,0.007334350592978767,-0.060342965926643205,-0.04264878108929632,-0.032327255227479146
18,3,-0.17155558007330035,-0.12210859654587441,-0.05219937860363466,-0.24396540469115563,-0.043729828929835735,0.02124165240030579,-0.053695534190312755,-0.03447190191474975,-0.055895652125888706,-0.0354182379264909,0.15244510659065863,0.047712493468599626,-0.07275879152972697,-0.052035923517204374,-0.03593324893848471
18,5,-0.1626987460178989,-0.09014765744355069,-0.053932179022514015,0.11157019184291961,-0.027456100841845243,0.0197688161109498,-0.061629449582742746,-0.09070049288199822,-0.017565263482550164,-0.0165407719419271,0.06323621806232355,-0.00483581001036093,-0.16861429417438756,-0.046735431397594285,-0.039035722169141085
19,1,-0.2566333463044648,-0.17156654404867827,-0.05593919601887837,0.19444425939654086,-0.032386673451937686,0.020555101592306613,-0.07498402731252551,-0.09024691275093888,0.08509498298421936,-0.010198110736080152,-0.17277568567286739,0.01750693256063468,-0.06399887364493828,-0.026914414330990566,-0.01243620536328982
19,2,-0.2611961100708672,-0.17194113572827152,-0.05171335517850234,0.18906275403621856,-0.03648457716471554,0.02129077646639213,-0.07420746135429546,-0.07731608589577504,0.07395626713530928,-0.018119173070020422,-0.15398959707744792,0.015176846255142873,-0.06644471558189707,-0.022610330006053947,-0.015942815867104776
19,3,-0.19675607817007607,-0.1497896375635826,-0.048251438131886745,0.2694970044355811,-0.01902161255697495,0.02409344652682647,-0.08164607179713537,-0.0779177841094587,0.20771031922570388,0.005001518849127362,0.02967667509731653,0.02287779544788797,-0.06708078536598575,-0.02185914483651269,0.00784213273081312
19,5,-0.27556819026736745,-0.16906099417612186,-0.04772060192689365,0.1854848830535334,-0.036623864579922616,0.021052424002728387,-0.07326753653846108,-0.12158488007043489,0.10456775929190446,-0.011200363067911723,-0.1680510033427005,0.014759939962982749,-0.04430147356300709,-0.018091315143183906,-0.009244918049255424
20,1,0.11025038380713775,0.07255144267790348,-0.06014760590356616,-0.46696962962734656,-0.04068758891046004,0.026312567965257605,-0.07647322063435175,-0.024106123035792626,0.01368265081933484,-0.029221597209325878,-0.05145432894757296,-0.23584311044464146,-0.10153581471697815,-0.037917158840109544,-0.026317981356730247
20,2,0.10883444966039191,0.07595115392553348,-0.06062569402156903,-0.47212140461493196,-0.03902238507335021,0.02584622442786233,-0.07479701810976547,-0.025988908674359767,0.01429233419085335,-0.022452355344636188,-0.04285281177615463,-0.22236447322234487,-0.11449950679852622,-0.041418766208452695,-0.03665795271779193
20,3,0.11448222645141554,0.07937710151961647,-0.06579276836737596,-0.5106605465415238,-0.0521275434691677,0.027202705760191237,-0.082772246233285,-0.020573320519881366,0.016379303970825765,-0.021991436121030106,-0.011502981595071848,-0.22794270923549131,-0.09216171749208846,-0.032654173553383126,-0.03279467738131325
20,5,0.11522880556829723,0.08348930491770779,-0.06587570224296752,-0.5278855888039833,-0.038372682598180996,0.021583242717045648,-0.08100371315027566,-0.024120215791538835,0.011929206624972322,-0.01874234553327403,-0.00950145675263775,-0.21979280765611398,-0.09240173622737152,-0.032187507403451054,-0.03587958647579126
21,1,-0.2126789088138678,-0.16995662427125016,-0.048322762555805476,0.1361292265556924,-0.030362018135763724,0.0184268315250411,-0.04878523589077832,-0.03477094192511243,0.00784348019570974,-0.010201023094624811,0.06113739462484197,0.02136274070104982,-0.11198932723678728,-0.07456492314901392,-0.008983794558044489
21,2,-0.2428830197005312,-0.19367003684555778,-0.050421114855505766,0.21381301720718812,-0.02354794683618544,0.017964858562819097,-0.05841853093608218,0.07326074664578408,0.006562669951901412,-0.019148246900026422,-0.005229181754881906,0.022794877622195286,-0.10852927838875592,-0.07532648386136767,-0.020854269564369865
21,3,-0.23942976966780552,-0.19382205972907288,-0.048070660017259126,0.21730048139155206,-0.028816334077933492,0.018889161124685694,-0.0607782246192316,0.03555153867867644,0.011115468943108137,-0.006635297768419257,0.017531862390630926,0.02840971146097504,-0.11830194222880117,-0.08043284014602814,-0.016143035388453297
21,5,-0.23199443707110687,-0.19158279912779508,-0.04988286994519375,0.15552375256921175,-0.030802791151371134,0.02366678480648013,-0.05023009795382061,-0.009683030982359453,0.0041661247136600965,-0.018585994470222633,0.044278183762575085,0.027687605347419986,-0.10861735292655911,-0.06781164488530964,-0.0018473187143220882
22,1,-0.2555087275790443,-0.18154249293180397,-0.04903808765440021,0.15340812121792977,-0.027895271558719625,0.019144130702327677,-0.06267468109409735,-0.0034913708410942434,0.031547702532750965,-0.022485960659149123,-0.0302831916922936,0.019777002811728395,-0.06839470540001602,-0.04447176805808642,-0.04908510919133946
22,2,-0.23904267286579178,-0.1797381211819094,-0.042882409325567805,0.10908396790739186,-0.031472198496079795,0.017788387576206155,-0.0566613576377219,-0.019835975153337848,-0.003367203894265147,-0.013998862491603647,0.01847686106102664,0.0246348580303834,-0.10006429068658651,-0.05278253590072757,-0.04946979925901718
22,3,-0.25109057321142436,-0.18399233680936566,-0.05617295033156133,0.1337819565412119,-0.03193051634933916,0.01782307286582563,-0.051853753471942765,0.0058537658530439796,0.015526167609017927,-0.01864349457943895,-0.019842789198773025,0.025317973995392012,-0.05218109266147075,-0.030047253491192916,-0.051685631853574054
22,5,-0.25043488086049287,-0.18512649871025486,-0.046254193649344466,0.14083757331729296,-0.03727618234950619,0.01944643035978416,-0.05755046921378054,0.004827200889674865,0.02195145680909838,-0.020646819384528725,-0.04651264936094163,0.02360773760407059,-0.05313895472845803,-0.04029316600022215,-0.04443099411769913
23,1,-0.26748891092818217,-0.2688296516943275,-0.051809449265066476,0.13146351522141803,-0.03520418050295199,0.024504454809662124,-0.07005488240395785,-0.028747702559897226,-0.10654295413353654,-0.0226859080877303,-0.06523450624718286,0.018904988145905022,-0.1398657118402441,-0.07599971674017764,-0.04515149156064724
23,2,-0.26970754638928024,-0.2710242096081259,-0.04892991554497522,0.15119722345153075,-0.036795432005270134,0.022540404537303937,-0.06713851303653229,-0.034883006608971256,-0.10913503351525272,-0.022619952819112665,-0.07338206871182928,0.019990338876244795,-0.13625997770233905,-0.08125837705856392,-0.04533604165174365
23,3,-0.29646433305824893,-0.28571864611240927,-0.05315173103177018,0.1571283544796595,-0.03895338306861934,0.02133305048606421,-0.0665998594843622,-0.026351580787602247,-0.09223260665476518,-0.02381067420494898,-0.08101554542018474,0.013081343953407876,-0.11761824837796908,-0.07026273572919395,-0.04062377227445413
23,5,-0.19556033429835118,-0.19421739780582492,-0.05320474484718696,0.134362568121915,-0.03476815724674567,0.01833608286215116,-0.058045188163329764,-0.011138671698408709,-0.11155084413811323,-0.013952098701203064,0.024583408320376643,0.027624411425114792,-0.12181253134772826,-0.08031896522424326,-0.038254653071788214
