f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.skewness,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ic.h.max,pca.expl_var.cov_init
7,3,-0.06319559490138124,-0.07603459961716671,-0.0508954125096156,-0.03803290211724675,-0.014387386190863691,0.0429643364814519,0.12690736039997155,-0.022467152852348113,-0.014801535659127906,-0.003911943931414419,0.10392275090399038,0.02543776539811439,-0.033006277756521984,0.08889637011425008,0.0721531559901703
7,4,-0.11100800899205297,-0.11839043510791879,-0.04817035392826824,-0.03233998983734335,-0.08152580789742156,0.04027311080707728,0.22669437761669614,-0.017772708182078503,-0.009846732833907967,0.0405962085890414,-0.07292701215410638,-0.006222086144188871,0.020765494599197076,0.049214685123451056,0.06275013103873556
8,1,0.2280080158310535,0.1706079571374458,-0.04945509481354404,-0.02528021925790075,0.005204837919215721,0.054976099318902016,0.14681908723849357,0.0007210298689063199,-0.012114524950380123,0.04897161081609702,-0.015494191957306835,0.010439162647286782,0.04103576876552045,0.03830206193853686,0.11208790913859423
8,2,0.15660380506083624,0.09011599828373629,-0.0522470027628526,-0.032595059192058407,-0.06484297328117514,0.047676893064210246,-0.2944121504296585,-0.010607595650778179,-0.004778942160344815,0.17469615254097381,0.08673774167029233,0.0,0.17355938826039458,0.04254410298582642,0.04550674906239838
8,3,0.1991975949948636,0.13021483177745244,-0.05149093960958823,-0.03162791732612866,-0.10025358924708125,0.05067483060476058,-0.2849900307839635,-0.011101918856645493,-0.008416809051592769,0.18614351004304908,0.0025035490741038835,0.022031508006952916,0.17427641329536175,0.030230541817854006,0.05056553271240227
8,4,0.1792052311507858,0.12686143834455493,-0.05076387319138942,-0.025862081059475572,0.004925162028340285,0.05377992230036521,0.1279381761693465,0.0015639239095356916,0.0,0.04207538195953264,0.1368068207765984,0.0005050258973595678,0.02586613997210535,0.024717652103713295,0.09443812496214332
9,1,0.2821947326881128,0.21952432142630562,-0.05420934533388577,-0.029388602491236315,-0.11804093656334502,0.05819996391465537,0.2957532434363553,0.010247997451684032,-0.04813398092823237,0.029183787477013057,0.0,0.0034998798458265035,0.025969063681841487,-0.03091847670227743,0.11527529836776096
9,2,0.2961624472330737,0.2120782976941007,-0.047353004616400574,-0.025982359640345176,0.05267376304218252,0.0559294354436628,0.2903295404617676,0.0,-0.029447698527344746,0.036107688671331795,0.10233868481551078,0.0,0.03446491805254259,0.009928966133369133,0.1031160074427353
9,3,0.29143577457272524,0.20800049302078694,-0.05205673541776479,-0.025586492566535668,0.0543226256196474,0.05556330373301305,0.2999079085944899,0.0,-0.02726184214461924,0.03895461392048116,0.11294378944112105,0.002397985637798583,0.037299288952007625,0.01294350414319867,0.08148246869983655
9,4,0.2602098896946185,0.16258228499037702,-0.04726570905574001,-0.028916647362518144,0.050423324950633286,0.057592478156738514,0.28843799914045254,0.009183699465830975,-0.02463873610891748,0.03139310196807321,0.18357531040138508,0.0,0.03496556389764116,0.005578619904483162,0.1053682761443252
10,1,0.5919055078422644,0.5140737227077947,-0.03198875978406979,-0.0410088067513652,1.3533042103814625,0.08312449717492898,0.2689172197932843,0.034940917976995056,-0.016568915920643468,0.005656135682615915,0.10037844652385908,0.030624576409929327,0.023162479837784966,0.019606246865124133,0.02354162083476119
10,2,0.4896338017103239,0.4538436441941347,0.0,-0.03763219159878539,1.1472923060439215,0.07421016394534297,0.09150140342741775,0.042722212586683295,-0.017199934844071674,0.08737882945609976,0.34811053381355395,0.08403508707084284,0.058542858699786704,0.06985035981572207,0.007558607902143244
10,3,0.557623741844623,0.43498424557724125,-0.04470485907705446,-0.032092162009603964,-0.07289173417492223,0.07233032185630883,0.4426876868014844,0.015943285631077053,-0.012795357409342234,0.039380122151140284,0.24470378189992958,0.04740213495745915,0.1003566127584532,0.02594400534175978,0.046881779138109536
10,4,0.5072807009520972,0.4679574835594733,-0.02552919004570553,-0.025341473668031522,1.4214096934577463,0.09701324514865006,0.12444703891733044,0.03657134584595578,-0.015294849254456455,0.07678322492671352,0.13202725036584018,0.013181935343630435,0.08804045383863857,0.032259242599856686,0.028862997586986516
11,1,0.48349786689111257,0.4156306422072295,-0.055279550701529345,-0.04639097420974736,-0.19712613191415493,0.052743785086024564,-0.018370189937799597,0.03275465188669047,-0.020549717647442484,0.01733842876669306,0.1144491536433968,-0.20681989392988726,0.06816392786873965,-0.035314306389020944,0.053567127517658575
11,2,0.5117603396852708,0.410191291807796,-0.03810298552762914,-0.0421456731653117,-0.16840454178107664,0.0433621837708979,-0.020166143352814303,0.02167687851259703,-0.01477275936409822,0.03205645997908421,0.014842573794298042,-0.13615162909366013,0.05110245713001199,-0.059191672260032135,0.05223803900262958
11,3,0.45399348916692117,0.3815757689979313,-0.03856938306538693,-0.05440276600421834,-0.11107127529244148,0.05184593661216058,-0.08120698742104587,0.00835092108147334,-0.01408928765284126,0.046248818367458366,-0.06970362668583746,0.02029010969069811,0.0469785772222438,-0.07823841719238916,0.06274034231569381
11,4,0.5789679921962874,0.4745015846106728,-0.014957151051002038,-0.03904305984326473,0.4561897633597751,0.056084046236618,0.025176859321121015,0.025112298080403272,-0.019609006892595593,0.10497940935575478,-0.20106069857225717,0.12127759401960847,0.057614186925768585,0.11936741605897472,0.03724947599764805
12,1,0.4488220536669352,0.5448661727213782,0.6772345906894199,0.9087679348138593,0.009314274862331606,0.060187559088687115,0.0435771113228105,0.017387660395685955,0.6753613586417777,0.005212476298108282,0.032660117602323346,0.3003844829131985,0.039989517311191713,0.21087103262544038,0.06261468745914023
12,2,0.4791710316236957,0.4980998191744117,2.109006798868753,0.198097203681189,0.0,0.06843587595701917,0.0733002296942522,0.008561739555825287,0.26239297333895895,0.0041979863134185,-0.05444827082343062,0.03882937654881169,-0.026131848670298385,-0.014822708729559597,0.03434224743645675
12,3,0.31598853717600917,0.42041568102153026,0.9601628006998197,0.9456965205510532,0.02283468596829663,0.06826428311730282,0.03629400244842085,0.0,0.5008299587527993,0.0,0.0,0.3691135033351851,0.014870961625863766,0.22725863449389938,0.05069388269910746
12,4,0.330622310880317,0.41387533732508563,0.6998800021892602,1.1424518572315274,0.05014238622811096,0.06930086332628038,0.02576889630073209,0.0,0.5564650516836411,0.0,0.016258324634402133,0.45097494157437756,0.04211094935723203,0.06642959015359917,0.06814294100472207
13,1,-0.0336647780335092,-0.05736520175322275,-0.055371511038626364,-0.032470365322614936,0.10065932749211562,0.04515851177768229,-0.21920609736741217,-0.01655343384142538,0.012688493178491522,0.16714418108757537,0.15052068057452628,0.010090317184606484,0.18745432154288488,0.1714486060089085,0.036265920473893265
13,2,-0.020671285308781262,-0.04625320076606054,-0.050764801660306114,-0.032169870135223655,0.12778821918166255,0.04634772249953281,-0.18503256551132052,-0.015513639224615378,0.005990912195963538,0.11439654005542771,0.18829253989813616,0.01675479568884225,0.11607902704376372,0.17020165850723035,0.03135291949962182
13,3,-0.06296509879693879,-0.07208848879201929,-0.047310041319567286,-0.02444471993396577,0.023189372185469986,0.04593650075203237,0.15521419854741858,-0.005690647267096199,0.03556367919160469,0.04715658332634376,0.18308773573249792,0.005739013659140979,0.025254739562721035,0.14786396672731947,0.10742316730690582
13,4,-0.06612935619667054,-0.0730492274371794,-0.04540977233393548,-0.02680413117986355,0.026681339094057233,0.047702505103261045,0.18403280997005095,-0.013315457446300027,0.03658731761187914,0.04131648285273329,0.16026186593273456,0.0,0.029625145387531943,0.15569220538186118,0.10673823414170697
14,1,-0.20669132932420675,-0.14879665565439393,-0.04625856241103188,-0.05112033027285845,-0.07537256456716745,0.03283024678407398,-0.1929536494051216,-0.05187369821440224,-0.12287263238075252,-0.06531855129901831,-0.03011239178377112,-0.11482555181737042,-0.09710299035606207,-0.24323335669846968,0.011507634209523498
14,2,-0.13142736905735902,-0.0999921371871137,-0.062328980120352095,-0.039092689662604485,-0.0964607396043099,0.028547454333351374,-0.031044174386670842,-0.030393847666117135,-0.04353697026576947,0.03217100955101737,0.09480111455307388,-0.03936216663959513,0.026404440027022413,-0.24375543927345897,0.0168501161963176
14,3,-0.24138730194788371,-0.17757767566966176,-0.05554354035272446,-0.04723368246919146,-0.1665680421383693,0.029604889631844933,-0.05316168425632395,-0.035128554879138685,-0.058202159659528796,-0.012093992696823763,-0.2118038639850437,-0.03360495500159788,-0.0026567996659228044,-0.3265039403988954,0.005292256387875449
14,4,-0.23005640364273827,-0.16832258454478355,-0.05485966037881007,-0.047576018631945605,-0.1688266696974401,0.0292763089935123,-0.057624583912213256,-0.0325318923759208,-0.08668664510569113,-0.006773877834008957,-0.1788742013066068,-0.02565380074174539,-0.008385288538654279,-0.35440682015793723,0.004733090773597626
15,1,-0.13565544972450697,-0.10431388033599265,-0.05407348480531518,-0.024031947373230278,0.1305620524719454,0.04856839273709948,0.23500180647197538,-0.019275574652247912,-0.026357741081897014,0.04540982090995113,0.005201843902906331,0.020685276216765844,0.027280251829908037,0.04040517740262331,0.06615154071088067
15,2,-0.12029732507348168,-0.07163488416991873,-0.0629592126437401,0.030918954999561987,0.011979190763106135,0.04697950250040897,0.08379092364826929,-0.004480280665705133,-0.24450242773746023,0.03822184365941411,-0.03721679554722518,-0.018673806531151915,0.02413272121027843,-0.055130300711059954,0.03892594937075289
15,3,-0.09602523289963814,-0.0522640739205425,-0.06386824825705256,0.008920174563503351,-0.004544898247008884,0.0336466575760405,0.1392834795264986,-0.023411342323180553,-0.059636312656351734,-0.022100048702937088,0.05826981088708007,-0.006843105550408422,0.017502379497259114,-0.03154344987228494,0.04224828925151555
15,4,-0.07882688777586962,-0.0706310796643097,-0.05600922820576698,-0.031710945532482215,0.12282821353745577,0.05466219935855937,0.156402010431629,-0.007901724812969746,-0.0034592690036054363,0.04261585201101592,0.07681043453085001,0.062113533809799254,0.050534905688316256,0.14352162420364017,0.0816374424241183
16,1,-0.18700358529833527,-0.14869455923675645,-0.043218341419958284,-0.027112355406321342,-0.17794515328497573,0.04067868100511378,0.20408604036076886,-0.014384054238343408,-0.013037931365935784,0.02792810408398333,-0.10387167624367896,-0.015611946684743194,0.01287555353182046,0.029081632112598982,0.07201608488854361
16,2,-0.16576639823566697,-0.1558313567319143,-0.04799580627023137,-0.03173344035565662,-0.17733651981283988,0.038295127167463444,0.19130464980776524,-0.013292098124511237,-0.015806805848848915,0.02043944059423708,-0.12687357977144514,-0.018981079906937925,0.01892830296371481,0.07101164987194578,0.06787174540191265
16,3,-0.17201623937994354,-0.14592865983112704,-0.044325876947064746,-0.03599563540671727,-0.175943464940459,0.04183882328384447,0.18775570764315508,-0.018373763395191006,-0.012058507932463047,0.024434146247645644,-0.129946672830285,-0.01866074299340742,0.012262404348530237,0.07193285083352391,0.06925946204894534
16,4,-0.1667834674927896,-0.15656555251737167,-0.04340592951093497,-0.039052572647997164,-0.17345622856400472,0.039224909060953994,0.19043604854170307,-0.014565608774207262,-0.01783892449150909,0.023052130020297906,-0.1244893010487158,-0.020466514282126314,0.006451533607061688,0.0860988539120045,0.07309746665214245
17,1,-0.14475758235447972,-0.10061458515326238,-0.0582595069294366,-0.05835351624934165,-0.03638248384063797,0.030586822687518667,0.07875189617854766,-0.02266951121516142,-0.09995524582592952,0.0,-0.07242266711265766,-0.03172287870460955,-0.033287693495707316,-0.18459410280258048,0.02263607414664215
17,2,-0.28995235026057653,-0.17103247590323814,-0.048048792100033044,-0.05169680612285721,-0.01523918025440471,0.03413341402037756,0.13626275548912542,-0.026653585043526773,-0.11419694404891007,0.015699527568433458,-0.05783788290830938,-0.02180209544905215,0.009739106546930248,-0.03216512944783001,0.051720160809016646
17,3,-0.2711144537520118,-0.20803654278490802,-0.04940726530876782,-0.04224677380773301,-0.08809636366492102,0.03137629917177376,-0.3179307691998048,-0.05387893864151516,-0.05268233001045486,0.02395950920386014,-0.11481530553436747,-0.048859151898757336,0.028759652823252102,-0.03651098935051095,-0.007802975281496538
17,4,-0.3020798239730683,-0.18199032208338894,-0.055158067467084404,-0.0541300908695348,-0.13039562554630157,0.0338667054420701,0.08376321576555357,-0.021542406099641975,-0.28220720610139194,0.013293021209345168,0.01283180210621293,-0.014088342202039916,0.0,-0.02209072070317969,0.04444765650979421
18,1,-0.1272319617951384,-0.081569113465837,-0.04649837761441733,-0.04462695199460909,-0.04841927623740744,0.03276575035482365,0.046009759551167706,-0.03471429424144307,-0.09002653804269145,0.006232934702661896,-0.08633359418879477,-0.027377695709100203,-0.05413578682482795,-0.1797788217076956,0.024658986542213324
18,2,-0.25519970608786297,-0.17892389911294876,-0.056378854478524754,-0.051606019113856094,-0.051127671899976024,0.04494524452636012,0.14317671197367096,-0.025975596273377755,-0.12078636875335341,0.008694968624448574,-0.05663585801651133,-0.02444451765178557,0.0,-0.01768110714015214,0.06087239629901431
18,3,-0.1609861408307578,-0.15080377358614588,-0.0503465313833934,-0.037818567418337334,-0.09138278149081336,0.03827811123931435,-0.3793709132374343,-0.038728836444514525,-0.0373520622405481,0.0062704118770007256,0.008720790993337446,-0.03581336208863628,0.007505303069993474,-0.04156506879783051,0.007143864736460226
18,4,-0.23064270854693028,-0.1537844263482545,-0.047556005144318514,-0.053316731599272305,-0.020079623153822362,0.039009653785744725,0.1307494120991528,-0.02574140974483402,-0.17607691411234788,0.019415971606675297,-0.05649685913553104,-0.020768455850590506,0.00839162792542364,0.007914669360250814,0.05451814927494314
19,1,-0.23505592153777144,-0.21042197988670786,-0.04851041219460073,-0.03847573916861535,-0.12507450301413192,0.040008968792983435,0.14790795757547337,-0.024357458118087483,-0.08934797060964872,0.014859194593075387,-0.07456240540328601,-0.016153678802098503,-0.002703663462258754,-0.02721486746016588,0.05986523491051787
19,2,-0.23298278170152298,-0.20049506943503237,-0.04893249408062278,-0.03844098967635029,-0.15644121998225902,0.04243649736047572,0.14841361748494292,-0.025673772134243322,-0.08386666788387587,0.016737551956268304,-0.06263121341630673,-0.0202800391206836,-0.004858049429647182,-0.019186806177492854,0.05696419245102735
19,3,-0.24111374162932725,-0.18964731186142064,-0.051421564471368364,-0.033001483559014555,-0.15352270666651663,0.03800010994883221,0.17604687455481655,-0.026384445020595115,-0.08681806864498598,0.020170544359881526,-0.044164439967443625,-0.021478503639886404,-0.010736995905810676,-0.047323486542007465,0.05999094774051672
19,4,-0.23758090970199183,-0.19711570227967384,-0.04781203035527942,-0.03888620637601936,-0.14184160162971282,0.04011118816812015,0.15531860200104225,-0.02334639686447504,-0.08378339431243365,0.01797636089409671,-0.015196004231688043,-0.021911453129104974,-0.0014067622663120338,-0.07251358723759327,0.05658362601669542
20,1,0.010635304505233756,0.00576175399716039,-0.05245379426203134,-0.038095634804586775,-0.10809333478919347,0.03598619710792206,-0.4713022345575173,-0.03375796592490721,-0.032250222307423415,-0.10233315486560823,0.003556382435945249,-0.0374995736836099,-0.1019015115909857,-0.021537860959542243,0.03665000465846813
20,2,0.009068517014504618,0.003596415120821872,-0.052706786566195984,-0.03608832576505511,-0.10889736897803665,0.031312652901856974,-0.5046878715708609,-0.035876624868945606,-0.031215339093515537,-0.09527294090398941,0.01965529953951345,-0.03062986727105499,-0.09291044697164508,-0.027464803262220783,0.045481845634147144
20,3,0.05172645576181156,0.03813535180100841,-0.05514421105983969,-0.03807246885144344,-0.12558316316299262,0.033438332467702,-0.5100326152146842,-0.03908823833741165,-0.02653890284264615,-0.09160380820320191,-0.011209268471504052,-0.03376443434799681,-0.09114847257942937,-0.027491491030037285,0.029963495129961437
20,4,0.06694647231940004,0.04762047689880927,-0.056423246494100354,-0.0328403023085041,-0.126693566001002,0.03233530320730149,-0.5729581054833521,-0.03428036770043219,-0.0225684209736578,-0.0705521801132194,-0.018167478594693365,-0.036965718059214336,-0.07823573237559994,-0.02703005895240662,0.033399485689967756
21,1,-0.15011470350104145,-0.13529839398422763,-0.041696951626829834,-0.02848118747297057,-0.07475097960469523,0.03364410227273879,0.07299004593697633,-0.01786107133323455,0.14932498766050017,0.023056233578204487,0.07106337171159001,-0.004815773646114421,0.005188661271099987,0.026692927116537254,-0.48238902001828565
21,2,-0.15304624689569385,-0.1359728916825299,-0.04337691971359086,-0.025880686711457143,-0.05837249001771726,0.03261752557387787,0.09051995669847213,-0.015674583718994287,0.195344454074756,0.011914360973658111,0.0,-0.014433916303364977,0.012171497218927727,0.04485618659458772,-0.3830567164277418
21,3,-0.14895292245534472,-0.12813863307556939,-0.044670586797363396,-0.028915969887282886,-0.05554979095225151,0.028103630547795938,0.09892484716275753,-0.013134531008391084,0.1893760080292352,0.017982645016590006,0.0,-0.018883916492573066,0.012887324380652106,0.033742861533574156,-0.38516143633863936
21,4,-0.1513882801423689,-0.13204485058608026,-0.0413380500694882,-0.030759378778838053,-0.05334651547358593,0.031200703872967524,0.09621190557011502,-0.008482707105113133,0.1353748923273725,0.02302991349609282,0.07131246871912361,-0.012276210718729669,0.01373525020982043,0.04241208665338707,-0.36767849779345213
22,1,-0.18176171920948106,-0.13927633629937602,-0.04968241130596149,-0.028419306914750198,-0.011999707130944615,0.033242937299185815,0.022979772484753858,-0.01571363459137287,0.05958994101291129,0.015486116728466226,-0.023270562158915292,-0.013700166295530808,0.008945227660570904,-0.12109296106522593,-0.1484632403181947
22,2,-0.1853812930115941,-0.14931837966022976,-0.04613500584399327,-0.02754065996011379,-0.03655604056120104,0.03161374801759623,0.0446939460524948,-0.011077192025404636,0.004241815615388778,0.018747524146330075,0.07045384741228475,-0.01059076853323021,0.022743878921206967,-0.13198911566036758,-0.29444624665415037
22,3,-0.17884091699493743,-0.13613747942828963,-0.04094484568505116,-0.02964201435459246,-0.0020436727969102286,0.028203878853649084,0.016531690710991975,-0.021929561585308788,0.0480710960824243,0.011141980082043174,-0.0356867117560965,-0.015624460815371721,0.009168776249233762,-0.10827377231894467,-0.15405521989036386
22,4,-0.18692613161939947,-0.1401423708055258,-0.04931840644060734,-0.025986467682743625,-0.0033528703811017413,0.02905422803061833,0.04033201195537428,-0.02008609205636422,0.05185078470066559,0.015446413420023647,0.014482804719648773,-0.011514336592400892,0.01806337763717919,-0.1130548231654045,-0.21198417182382717
23,1,-0.1568431229958942,-0.1433972378683253,-0.03687200831935983,-0.030837492936168942,-0.086847451893999,0.029252215222359684,0.07864587585508087,-0.01476824702428875,-0.019061694933167506,0.01785856971808278,-0.039065064618752365,-0.024702795899639862,0.006198581154258642,-0.15829076406936585,-0.40276999986117135
23,2,-0.148123079094243,-0.14023987253135095,-0.03846747600076034,-0.03603913424765798,-0.09459227976667928,0.03434439277367751,0.07527230784769545,-0.01461943163324625,-0.009832772423817304,0.007130530717678052,-0.04017994144732179,-0.0248255032405737,0.0,-0.15898651011486398,-0.3923418693088875
23,3,-0.1515521667430338,-0.13912774673390527,-0.04448693769120543,-0.03581512337915532,-0.09888644279232983,0.02964163020097954,0.06789967896480636,-0.013368208795456415,-0.013155678773809465,0.012507872877520587,-0.042802878745410056,-0.02475774471042641,0.0,-0.14193755481545395,-0.3831266835658049
23,4,-0.14996207678765672,-0.14293570543963496,-0.03660998224918832,-0.03597223325628379,-0.10142261102979411,0.02700170625249229,0.06310930465717535,-0.016750417572799825,-0.013288542100043488,0.007437189323462046,-0.051341385990871846,-0.021533928903821276,0.003183547404933207,-0.11953378903973466,-0.3903490599709183
