f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cor_init,ic.eps.max,ela_distr.kurtosis,ela_level.lda_qda_10,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_distr.skewness,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.sd_ratio
1,3,-0.2802627190070539,-0.2911103313026172,-0.39352536104520464,-0.026193808166605326,-0.013511022217081559,-0.07180284175628748,0.026370418487037695,0.05369947365005667,-0.06464793605664088,0.041274883577506694,0.07075122526566657,-0.08000108694478436,-0.05909945317662735,-0.005571206865402967,-0.24476298423350684
2,3,0.16988872460041377,0.14435377126126697,-0.04631175803559845,-0.01411302125129843,-0.012380588513378754,0.1754826417305908,-0.5894088758190401,0.0066587003784803755,0.01508224147274495,-0.006045376363076005,-0.02445530587899447,0.0,-0.09134299082383979,-0.5799029693231836,0.03412902035404097
3,3,-0.01368083876607426,-0.0074025068962857155,-0.16845335105985498,-0.020584339890603764,-0.023457681140864828,0.056389046494832895,0.029876906657693325,-0.04448236011115009,-0.02550376363590484,-0.003348413979125886,-0.07078376726046154,-0.06799264049814618,-0.07212978064422021,-0.0014521140299690038,0.11186535311649803
4,3,0.025735429244621966,0.024690331809151644,-0.19417820178571787,-0.021433804938998893,-0.030211835388151947,0.01824786495679738,0.04250924024142909,0.07266710651470523,0.04895645365844109,-0.00921321886584621,0.009960985647911869,0.06786722541840468,-0.06898786391430926,0.2129027306337265,0.11148189641078868
5,3,-0.11747163906574853,-0.1141001954653933,-0.045823352662256234,-0.019914551720775497,-0.025916685625788916,0.04519355537667258,0.01688601310833293,-0.010447922299541612,-0.46138895576803207,0.013281961765201855,-0.003221840989978353,-0.42913964010434513,-0.05969426587985238,0.009208596132127767,0.03668309654478419
6,3,0.2711738518246881,0.16380554215660845,-0.13375023587233031,-0.03263501255065617,-0.02089024585768547,-0.03465823593175624,0.02443240250196469,-0.07899377074458909,-0.019905951496746094,0.0050220399038400036,0.013828239257525327,-0.05678145145700575,-0.06961896446189156,0.026005917360940874,0.053499625929242955
7,3,-0.151627913233529,-0.16038571594077217,0.1289383789508573,-0.019351658261185567,-0.017826244227058252,-0.13631371742589315,0.0236193897471981,-0.006604544830149883,0.06099340230004638,-0.09288819538434417,-0.013701601468876612,0.056316282608326995,-0.07255224946462197,0.03035351774894926,-0.018377572766637873
8,3,0.3029396633831529,0.24856247730316203,-0.34639396292460856,-0.02484917014455909,-0.018954698683340085,-0.04100072144950073,0.030300359200930438,0.027060549736017986,0.10260844409746808,-0.010029666889377148,0.017783835328633146,0.10698063368380228,-0.07164187948897033,0.04370429874570858,0.06006958986235639
9,3,0.28908751535303145,0.2112362884293928,0.3196854255583337,-0.021374646678222975,-0.018678629198960017,0.024879925539198267,0.03472168882058657,0.001691254779032092,0.03771257732432953,-0.04556213602152803,0.04432824984644945,0.05183217905815818,-0.06600608620127518,0.04621174930832772,0.1415135102757593
10,3,0.5821087869593843,0.4917993776211712,0.35582169381632434,-0.009189075025684446,-0.015488529293457676,0.06717411341541779,0.03490265417115945,0.09796826453726537,0.08669412975413571,-0.014102797321385308,-0.03836020257008288,0.17308471556843408,-0.05134649222624188,0.06695954241479418,0.12824767811069782
11,3,0.5248370606761709,0.4428353110928699,0.0,-0.03284454074119747,0.0,0.1291905850644287,0.035884169203710514,-0.27209309557911987,0.06311532104057804,0.0,0.017284823147167505,0.09558240686179864,-0.07555133044366202,0.06647054022775906,-0.2415355566526307
