feature_name,feature_importance,rank
ic.eps.ratio,0.07274693701029838,1
ic.eps.s,0.07070759876290676,2
ela_level.qda_mda_50,0.06702535210123357,3
ela_level.mmce_lda_50,0.06467042156426174,4
nbc.nb_fitness.cor,0.06169471261904269,5
ela_meta.quad_simple.cond,0.060531264102363085,6
ela_level.lda_mda_10,0.04921966839797656,7
ela_meta.lin_w_interact.adj_r2,0.04878264559721052,8
pca.expl_var.cor_init,0.04710585010070494,9
pca.expl_var_PC1.cov_init,0.04175494400150926,10
ela_distr.number_of_peaks,0.040843763874474574,11
pca.expl_var_PC1.cor_init,0.03712746112097164,12
ela_level.qda_mda_25,0.03670123065320501,13
ela_level.lda_mda_25,0.03518300899300547,14
ela_level.mmce_lda_10,0.03207921989564839,15
ela_meta.lin_simple.coef.max_by_min,0.03178279679619043,16
ela_level.mmce_qda_50,0.029207842998882818,17
ela_distr.kurtosis,0.029079920153759126,18
ela_level.mmce_mda_10,0.02823252608439052,19
ela_meta.quad_simple.adj_r2,0.026778215324221172,20
ela_level.lda_qda_10,0.024432035290425837,21
ela_level.mmce_mda_25,0.023585647242643216,22
nbc.nn_nb.sd_ratio,0.022653720247555593,23
pca.expl_var.cov_init,0.020947856470925102,24
ic.eps.max,0.020428419514813802,25
ela_level.lda_qda_50,0.018737150982658365,26
disp.diff_mean_25,0.01850778928262503,27
disp.diff_median_25,0.01815709188050813,28
disp.ratio_mean_25,0.018014710735826098,29
ela_level.qda_mda_10,0.017580982708937994,30
disp.ratio_median_25,0.017538990430320343,31
disp.diff_median_02,0.01727339461458895,32
ela_level.lda_qda_25,0.0169032521030668,33
pca.expl_var_PC1.cor_x,0.016832102517687877,34
disp.diff_mean_02,0.016585595420679375,35
disp.ratio_median_02,0.016370844512568487,36
disp.ratio_mean_02,0.01619810894270605,37
ela_distr.skewness,0.01596346327523805,38
ic.h.max,0.015644014109418153,39
ela_meta.lin_simple.adj_r2,0.015583692540406459,40
ela_level.mmce_lda_25,0.014454825743677313,41
disp.ratio_median_05,0.012227520866742498,42
disp.diff_median_05,0.01170474111381511,43
ela_level.mmce_mda_50,0.011635117934201628,44
ela_meta.quad_w_interact.adj_r2,0.011130960290780282,45
ela_level.mmce_qda_25,0.010974320986343988,46
disp.ratio_median_10,0.010679691173353531,47
ela_level.lda_mda_50,0.010625689604029506,48
nbc.nn_nb.cor,0.010128756988946282,49
disp.diff_median_10,0.009957516578799732,50
disp.diff_mean_05,0.009853180722467787,51
disp.ratio_mean_05,0.009319251473367119,52
nbc.dist_ratio.coeff_var,0.009190482715157001,53
disp.diff_mean_10,0.008842848974727464,54
disp.ratio_mean_10,0.008679166563256787,55
ic.m0,0.007972233104069765,56
ela_level.mmce_qda_10,0.007501436153911272,57
nbc.nn_nb.mean_ratio,0.007294778345559267,58
ela_meta.lin_simple.intercept,0.003556137856284836,59
ela_meta.lin_simple.coef.max,0.0030224500449663265,60
ela_meta.lin_simple.coef.min,0.0008409370474775241,61
