f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_distr.kurtosis,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_distr.skewness,ela_meta.quad_simple.cond,ela_level.lda_mda_25,ela_level.mmce_lda_10,ic.h.max,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_level.lda_qda_50,ela_level.lda_qda_25,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,pca.expl_var_PC1.cor_x,ela_level.mmce_mda_10,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_level.lda_mda_50,disp.ratio_median_25,disp.diff_mean_25,disp.ratio_mean_25
1,1,-0.1354066180283845,-0.13531026395950108,-0.040486915558570646,-0.03792865720678651,-0.37936846278193115,-0.03390588338638967,-0.025649920539266846,-0.001585583752127473,-0.023304803304312838,-0.025142026860113464,-0.024308366145504023,0.0024283168611538564,-0.009936066623400852,-0.12501694679181452,-0.10712411155643509,-0.020780153969186088,0.0,-0.009073038567531444,0.023970731338626372,-0.034358572438368484,-0.009303009779681348,0.0,-0.019332696775849256,0.0,-0.0167377646449286,-0.0026290194967232283,0.01548595131239816,-0.02645235236500032,-0.0345359323136174,-0.040452373950079945
1,3,-0.20354776040155248,-0.18680326791834934,-0.03847539880505424,-0.028794331615726643,-0.14766180205744883,-0.02514231632671693,-0.022838055590548967,-0.009871176979172835,-0.024279707742555057,-0.04222587923176491,-0.01984462787968755,-0.016437119288612134,0.02521009054506551,-0.11990404323371096,-0.09655258936035671,-0.03586012637143188,0.0,-0.006563587966715634,0.0,0.0021181619303567434,0.0,-0.012645683598765278,-0.011938584795069707,-0.03405660952067879,0.0,0.0,0.020138362537207577,-0.030435271324178115,-0.034807036210427245,-0.04692208820885435
1,4,-0.21125639670323304,-0.20194990237522226,-0.02734072239847507,-0.039864334739965424,-0.2658765574586198,-0.03211587229297708,-0.0267027505594718,-0.03018933957078629,-0.02188398300324046,-0.025269297548725422,-0.013452539436093147,0.0,0.0,-0.09552208421304476,-0.02371457603398397,-0.03309801367379095,-0.012863821045169255,-0.011530569675648583,0.01058592509150491,-0.14083617835669116,0.0,-0.0021463010067668264,-0.015106821901202494,-0.00037961155907018096,0.0,-0.0072764984369158014,0.014216778597982649,0.0,-0.005726275776225753,-0.007286849548586938
1,5,-0.19792338994977976,-0.1798851544087955,-0.04333257164178628,-0.037637409103575936,-0.3244849812796914,-0.01891303688442647,-0.017511023353916078,-0.016107782969774775,-0.0180563401868834,-0.016730131407378113,-0.01425607234372539,0.03120690421490191,-0.0029220345981347817,-0.17886681086565975,-0.09160549390252692,-0.015534291577148585,0.0,-0.009879809806873197,0.016368420120542182,-0.005647194498767938,0.029980843912956856,-0.005019589249285583,-0.011798374927426303,0.0,-0.0038956914246532914,0.005959748678825649,0.0,-0.007108377655595466,-0.004608585854762315,-0.00993221845140857
2,1,0.15135687514545437,0.1610659761794936,-0.029020353278696787,-0.012184402465143185,-0.02322118220132463,0.7423276263394769,0.06883577975458477,0.06605119593434594,0.007381866173744478,0.4623532374972754,0.01345826814412221,0.01581534557091291,0.05306954861780522,0.013815811390690658,0.05240673350091063,0.015328365450006709,0.012591820698670153,-0.008999741209915646,0.08327913739474568,0.09873133717183191,-0.027706712479063755,0.020282123124714335,0.0,0.05738927341609179,-0.01534019943447995,0.03692554441373874,0.021132915262209284,0.04225638075149685,0.01376385834400562,0.018119192073499324
2,3,0.2301778321485477,0.21402617197144314,-0.01784194124716465,0.0,0.006333544196355234,0.7032588247248857,0.05231781373473321,0.24928103738209728,-0.017458168131336826,0.2834847041985986,0.020511027044094243,-0.04963253610207885,0.007715924570892874,0.047459039298503924,0.026568799267449927,0.011627056376152023,0.03209286946552514,0.0,0.12655275017423273,0.026442816137165703,0.020168970342893555,0.0,0.0,0.004913159948426005,0.0,0.00282363062631541,0.036540357079266395,0.0,0.0031131902961316626,0.04306784233124317
2,4,0.2137702619351498,0.17961451278596685,-0.018037783967216336,-0.03003453283535562,0.0536589263039724,0.0417679758799121,-0.016442910904918673,0.04494518350276877,0.029279541705768297,0.20315269893899202,0.7110050625153304,-0.025515119414272203,0.0,0.032967639042790875,-0.013077112650087486,0.05961545933320722,0.11553230788102109,0.017455501648438787,0.08067976540138466,0.02476528601657635,0.015357994191590008,0.029314071742636116,-0.02912831122104098,0.050163728489017956,0.25125049708915226,0.0,0.03110568284020121,0.03338361459319039,0.05676595875732926,0.035215576655637904
2,5,0.22095496550609428,0.16200737415750255,0.013838900385043429,-0.07561875689614483,0.03167068686559782,0.4346547631789417,0.05059335554034483,0.18360726842109587,-0.04879894746757629,0.6341929771705757,0.033230250297121566,0.03370527051013039,-0.017699010317428376,0.017016782799095687,0.05697157132638786,0.019138505328400557,0.06264262398948994,-0.048047301791252384,0.10590388718886512,0.04129682791284339,0.021712875419917066,0.005356613466057092,-0.03168935821226415,0.06934414084860707,0.06561546067006585,0.01680204017005682,0.02622263146461501,0.005424372107061037,0.04568123514248801,-0.02446638390052902
3,1,-0.07740423083054229,-0.06954476900188666,-0.040658623260494034,-0.030022706118611867,0.1374693132150844,-0.027699437626169172,-0.027562644561877805,-0.010127887657843795,-0.012039367160829708,-0.02054394180484398,-0.022012580278748486,-0.0028802281380261273,0.015398319343518544,0.024883712770695027,0.031690747424407584,-0.014904811241092171,0.004140297392286291,-0.014704581887759091,0.020376147116801108,-0.001147606863750695,-0.00720188855197184,0.0031980251677955485,-0.016914802194716416,0.05900551321739139,0.0012383284965650394,-0.0014995774991258138,0.012433359688049126,0.03264977222565957,0.03887516182207755,0.04009977869346219
3,3,-0.06840089056821863,-0.06175839362279045,-0.04632570929569563,-0.0326454694194841,-0.10847092899567129,0.015155406229466345,-0.041689636455622625,-0.022969742544638905,-0.019767920113205162,-0.023059795944862516,-0.021128935814467897,-0.03628803077607784,-0.11000829598165907,0.009731123020341015,-0.017941028154189242,-0.019555540768768476,0.00534852214628373,-0.012046770664338902,0.007285217759593232,0.01207938621287985,-0.05125173549453066,-0.026088094056373107,-0.011546089677871296,0.06355524920398442,0.0036795540721484554,0.008654690829421274,0.012874623618072456,-0.0016893598310518398,0.005423189796804839,0.006654300069019792
